50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,251a3556-3127-437d-9248-c39155663453,1,,,3901186,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,bcc8efbd-eb12-4ce1-b7cc-b1ffb94881ba,2,,,3901186,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7959a792-8ab4-4167-a33b-a85e3d85ac4b,3,,,3901186,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['667a87d5-a88a-4725-9a59-604eb067734c'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,667a87d5-a88a-4725-9a59-604eb067734c,4,,,3901186,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['7959a792-8ab4-4167-a33b-a85e3d85ac4b'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7de29ca0-90e3-4b04-9399-36169b30bd40,1945,,,3901186,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Nantes,144,['efa4123b-2f21-4856-9e30-4a23c386fbab'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,efa4123b-2f21-4856-9e30-4a23c386fbab,1946,,,3901186,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Nantes,144,['7de29ca0-90e3-4b04-9399-36169b30bd40'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.38694,,,,,,,,,,,,,,,202ab7ec-ee94-451b-a3a5-899e7c15aeb9,5,,"[60.0, 40.0]",3901186,0,,,,1.6373645,,Right Foot,,,,"[59.8, 43.0]",Ground Pass,,3.0066593,,,Sergi Darder Moll,3236.0,,,,,Kick Off,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['4d6c73c7-eb9d-4e8a-b21a-1a210210e231'],1,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.862,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,70e1fcec-4184-42d4-b876-975a9de1bfcf,8,,"[59.2, 42.5]",3901186,0,,,,-2.8172581,,Right Foot,,,,"[47.6, 38.6]",Ground Pass,,12.238055,,,Maxime Gonalons,6982.0,,,,,,1,From Kick Off,Sergi Darder Moll,3236.0,Right Center Midfield,2,Lyon,137,['c83dc6a4-e263-4c0a-8eab-247036ce6de0'],2,,,,,,,,,,,,,,,,,Lyon,137,00:00:02.759,Pass,
,,,,,,,,,,,,,,,,,1.659994,,,,,,,,,,,,,,,ae67694d-ee61-4237-923e-f0ab4a069bbd,11,,"[44.9, 41.9]",3901186,0,,,,1.7755148,,Right Foot,,,,"[40.0, 65.5]",Ground Pass,,24.10332,,,Rafael Pereira da Silva,3156.0,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['70cf9f83-4bfb-4074-810f-acdf33207d7c'],4,,,,,,,,,,,,,,,,,Lyon,137,00:00:04.528,Pass,
,,,,,,,,,,,,,,,,,1.302341,,,,,,,,,,,,,,,2afda62a-68b8-4c08-b85a-82606e103b91,14,,"[40.0, 65.5]",3901186,0,,,,-2.2318394,,Right Foot,,,,"[32.3, 55.6]",Ground Pass,,12.541929,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Kick Off,Rafael Pereira da Silva,3156.0,Right Back,2,Lyon,137,['a558d254-3a68-4a2f-af4a-0656a2ef59be'],7,,,,,,,,,,,,,,,,,Lyon,137,00:00:07.273,Pass,
