ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,272e9783-85b7-4ab9-b789-0f8b8b0bad8f,1,,,3829478,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f41c7a73-124f-40f6-b99c-7a0d2672cd91,2,,,3829478,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 2994, 'name': 'Abdoulaye Diallo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3250, 'name': 'Edson André Sitoe'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 3022, 'name': 'Fallou Diagne'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 29}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 8}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 18}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e5803658-d0a0-41c7-ae6c-875ba2dc5032,3,,,3829478,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['5e3e1524-ebe2-4aa6-bc51-5a1a36134039'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5e3e1524-ebe2-4aa6-bc51-5a1a36134039,4,,,3829478,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['e5803658-d0a0-41c7-ae6c-875ba2dc5032'],0,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2176ba61-43f5-4ff4-b02d-b8a0d168e7aa,1844,,,3829478,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,101,Rennes,134,['6788b1f1-7fe3-4da6-8a69-b6647bf6dd7a'],0,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6788b1f1-7fe3-4da6-8a69-b6647bf6dd7a,1845,,,3829478,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,101,Rennes,134,['2176ba61-43f5-4ff4-b02d-b8a0d168e7aa'],0,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.246357,,,,,,,,,,,,,,59f8e2cd-9f6b-48a3-94cd-592349a2583d,5,,"[60.0, 40.0]",3829478,0,,,,,1.9237868,,Right Foot,,"[59.3, 41.9]",,Ground Pass,2.0248456,,,,Grégory Pujol,401506.0,,,,,,Kick Off,1,From Kick Off,Issiar Dia,40536.0,Right Center Forward,2,Gazélec Ajaccio,160,['8fd84213-9d70-4e40-99c0-8392206b6691'],0,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.893,Pass,
,,,,,,,,,,,,,,2.044329,,,,,,,,,,,,,,cd491696-c1e6-448f-ba1b-7d40d5413048,8,,"[59.3, 41.5]",3829478,0,,,,,-2.6949449,,Right Foot,,"[33.2, 29.0]",,Ground Pass,28.938902,,,,Jérémie Bréchet,7603.0,,,,,,,1,From Kick Off,Grégory Pujol,401506.0,Center Attacking Midfield,2,Gazélec Ajaccio,160,['c3a51eaf-3d73-4177-852f-c4d510b131e7'],1,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.179,Pass,
,,,,,,,,,,,,,,2.99031,,,,,,,,,,,,,,cfa4a58d-f4f4-4f4b-be66-a478bc154470,11,,"[37.9, 32.1]",3829478,0,,,,,-0.24003637,,Left Foot,,"[80.8, 21.6]",,High Pass,44.166275,,Incomplete,,Issiar Dia,40536.0,,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Left Center Back,2,Gazélec Ajaccio,160,"['664f073f-3d23-4dbb-9637-53796be73a8c', 'ef0aafd9-9520-4542-bbd9-e4e165b06985']",4,,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:04.526,Pass,
,,,,,,,,,,,,,,2.942673,,,,,,,,,,,,,,c6b22988-f328-4d6c-a310-7c9288e74a9e,18,,"[30.8, 67.2]",3829478,0,,,,,0.1887145,,Right Foot,,"[77.4, 76.1]",,High Pass,47.44228,,Incomplete,,Abdoulaye Doucouré,3292.0,,,,,,,1,Regular Play,Romain Danzé,4475.0,Right Wing Back,3,Rennes,134,"['0db08dad-33f1-4f64-99ff-12fba07b0c16', 'b81e8fe1-4c71-43cc-bd8e-39a2f7a5dc8f']",10,,,,,,,,,,,,,,,,,,,Rennes,134,00:00:10.189,Pass,
