50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,93eb3478-9a1d-4b98-a2a4-ea0ec8678c9c,1,,,3901241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 23}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8a397b89-872e-45f8-9a99-e97287492087,2,,,3901241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 17617, 'name': 'Christopher Maboulou'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2004de9d-6f65-4b96-9274-0dc39ce065a9,3,,,3901241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['d0269910-42db-4ead-b06a-069745cc9b52'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,d0269910-42db-4ead-b06a-069745cc9b52,4,,,3901241,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['2004de9d-6f65-4b96-9274-0dc39ce065a9'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,76dca6a9-35f9-4bb6-82c6-7cc9820fba14,1880,,,3901241,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Bastia,2736,['39acede3-3839-4d69-a192-280207b6ef93'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,39acede3-3839-4d69-a192-280207b6ef93,1881,,,3901241,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,110,Bastia,2736,['76dca6a9-35f9-4bb6-82c6-7cc9820fba14'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.314888,,,,,,,,,,,9655987d-0b49-426f-ad97-8d6debb368dc,5,,"[61.0, 40.1]",3901241,0,,,,,1.6092389,,Right Foot,,,,"[60.9, 42.7]",Ground Pass,,2.6019223,,,Andy Delort,3038.0,,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Left Center Midfield,2,Caen,140,['7ac31908-33ef-4b7a-9b72-ea041d8a24df'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.710,Pass,
,,,,,,,,,,,,,,,,,1.905763,,,,,,,,,,,87813be7-f02a-454b-b995-b929ae3f9a06,8,,"[61.2, 42.9]",3901241,0,,,,,-2.5958185,,Right Foot,,,,"[39.3, 29.6]",Ground Pass,,25.622255,,,Syam Ben Youssef,5656.0,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['e5c94945-dfa8-42ab-9e42-470aa6fdc9c5'],1,,,,,,,,,,,,,,,,Caen,140,00:00:01.171,Pass,
,,,,,,,,,,,,,,,,,1.774749,,,,,,,,,,,e48e3244-a1cb-4428-aff6-f0e03d0178f4,11,,"[44.2, 26.0]",3901241,0,,,,,-0.58320814,,Right Foot,,,,"[78.0, 3.7]",High Pass,,40.49358,,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Syam Ben Youssef,5656.0,Left Center Back,2,Caen,140,['7e8b32a9-97d8-4a30-95da-5ae2e1f7924d'],4,,,,,,,,,,,,,,,,Caen,140,00:00:04.938,Pass,
,,,,,,,,,,,,,,,,,1.182302,,,,,,,,,,,5a42eb25-f7d4-434b-8b24-a5493458923c,15,,"[79.1, 4.5]",3901241,0,,,,,3.1415927,,Left Foot,,,,"[62.9, 4.5]",Ground Pass,,16.2,,,Vincent Bessat,2992.0,,,,,,1,From Kick Off,Ronny Rodelin,2955.0,Left Midfield,2,Caen,140,"['033e13d7-cdeb-4806-ac4f-ab8d88374b74', '31b614fc-c7b9-4103-a99c-9d94db0b38cd']",7,,,,,,,,,,,,,,,,Caen,140,00:00:07.478,Pass,True
