50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.525343,,,,,,,,,,,51a1f41a-428d-4389-a4ec-a19a186863e2,20,,"[57.2, 68.4]",3829456,0,,,,-1.2658039,,Right Foot,,,,"[60.6, 57.6]",,Ground Pass,,11.322544,,Incomplete,,Goran Karanović,401542.0,,,,,,1,From Kick Off,Billy Ketkeophomphone,4441.0,Right Wing,2,Lorient,165,"['42042193-28df-4438-b90d-1fa2c5e17831', 'a6e5623e-95af-4a3e-ab29-8c8c97c31ba4', 'bd4eab71-f29e-4afb-a823-d254be189d3c']",10,,,,,,,,,,,,,,,,,Angers,145,00:00:10.412,Pass,True
,,,,,,,,,,,,,,,,,1.114776,,,,,,,,,,,42042193-28df-4438-b90d-1fa2c5e17831,23,,"[59.5, 22.5]",3829456,0,,,,-2.3561945,,Right Foot,,,,"[49.9, 12.9]",,Ground Pass,,13.57645,,,,Vincent Le Goff,7199.0,,,,,Recovery,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,2,Lorient,165,"['305900ef-6091-4ff6-bb92-d7edab5e60ac', '51a1f41a-428d-4389-a4ec-a19a186863e2']",11,,,,,,,,,,,,,,,,,Lorient,165,00:00:11.938,Pass,
,,,,,,,,,,,,,,,,,2.513766,,,,,,,,,,,64143056-a528-40c0-96a7-e0d0c8c64e3b,26,,"[49.9, 11.4]",3829456,0,,,,-0.13213694,,Left Foot,,,,"[81.5, 7.2]",,High Pass,,31.877892,,,,Benjamin Moukandjo Bilé,33178.0,,,,,,1,From Kick Off,Vincent Le Goff,7199.0,Left Back,2,Lorient,165,['a5b77f04-3f78-4599-bfe0-e268648e919d'],13,,,,,,,,,,,,,,,,,Lorient,165,00:00:13.915,Pass,
,,,,,,,,,,,,,,,,,2.667174,,,,,,,,,,,ecde0cc3-734c-4653-9f35-aa97efb1b58a,30,,"[85.5, 3.9]",3829456,0,,,,0.7738157,,Right Foot,,,,"[111.7, 29.5]",,Ground Pass,,36.63059,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,2,Lorient,165,"['0a53f9bd-e657-4d14-951f-8c77fbbf5ce3', '59e7fd56-02ec-4e35-bf75-35ca04610d1e', 'ce38794b-d362-462a-81d2-c34c11ef3261']",20,,,,,,,,,,,,,,,,,Lorient,165,00:00:20.144,Pass,True
,,,,,,,,,,,,,,,,,2.233425,,,,,,,,,,,562cfa24-cb2e-460b-8721-845054110b2b,33,,"[11.4, 40.4]",3829456,0,True,,,-1.0995346,,Keeper Arm,,,,"[27.4, 9.0]",,Low Pass,,35.24145,,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Ludovic Butelle,4547.0,Goalkeeper,3,Angers,145,['1150318a-0c65-43ba-a4f0-7f6e13378699'],24,,,,,,,,,,,,,,,,,Angers,145,00:00:24.362,Pass,
,,,,,,,,,,,,,,,,,1.397966,,,,,,,,,,,4b97c0d7-85b5-4cb2-8d1f-248e50dfa0b2,35,,"[26.8, 9.0]",3829456,0,,,,0.0,,Right Foot,,,,"[41.9, 9.0]",,Ground Pass,,15.1,,,,Abdoul Razzagui Camara,3078.0,,,,,,1,Regular Play,Yoann Andreu,3203.0,Left Back,3,Angers,145,['ca63cb7e-72b6-4960-a581-beba7142741a'],27,,,,,,,,,,,,,,,,,Angers,145,00:00:27.233,Pass,
,,,,,,,,,,,,,,,,,1.787098,,,,,,,,,,,a62b25ee-47a1-475e-822c-0e5cd13d7e86,38,,"[41.9, 9.0]",3829456,0,,,,2.5358348,,Left Foot,,,,"[17.5, 25.9]",,Ground Pass,,29.681139,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Abdoul Razzagui Camara,3078.0,Left Wing,3,Angers,145,['8c9ed8f5-c004-4fc0-b576-aea154be9c66'],30,,,,,,,,,,,,,,,,,Angers,145,00:00:30.587,Pass,
,,,,,,,,,,,,,,,,,1.301273,,,,,,,,,,,637ffb1a-1c93-4904-baa9-294a0efb57d8,41,,"[17.5, 26.5]",3829456,0,,,,1.4937786,,Left Foot,,,,"[19.9, 57.6]",,Ground Pass,,31.192467,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['fda041d2-a7ed-4621-a6ea-ec6e46ed491d'],33,,,,,,,,,,,,,,,,,Angers,145,00:00:33.657,Pass,
,,,,,,,,,,,,,,,,,1.779164,,,,,,,,,,,0d4a3c9a-7c91-434d-9603-61c2bbb53d59,44,,"[16.3, 59.1]",3829456,0,,,,0.9272952,,Right Foot,,,,"[28.9, 75.9]",,Ground Pass,,21.0,,,,Vincent Manceau,3431.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,3,Angers,145,['57b40b5b-f01f-4773-a7c9-a97435f50d2d'],36,,,,,,,,,,,,,,,,,Angers,145,00:00:36.891,Pass,
,,,,,,,,,,,,,,,,,1.644796,,,,,,,,,,,1c7e3ecb-18cd-40b8-9f36-963652aa5185,47,,"[28.9, 75.9]",3829456,0,,,,-2.2974386,,Right Foot,,,,"[19.3, 65.1]",,Ground Pass,,14.449913,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Vincent Manceau,3431.0,Right Back,3,Angers,145,['514a6d09-0f6e-4588-8678-f18a6b36b46a'],40,,,,,,,,,,,,,,,,,Angers,145,00:00:40.448,Pass,
,,,,,,,,,,,,,,,,,3.561024,,,,,,,,,,,00ba2ebf-c80c-411e-a7ea-571f63de1985,50,,"[12.9, 61.5]",3829456,0,,,,-1.3734008,,Left Foot,,,,"[19.9, 26.5]",,Ground Pass,,35.69314,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,3,Angers,145,['e1ff836a-946a-4a22-9f00-18b672b378b3'],43,,,,,,,,,,,,,,,,,Angers,145,00:00:43.275,Pass,
,,,,,,,,,,,,,,,,,0.911049,,,,,,,,,,,8eb48499-33af-4207-ad49-69cfd2b4455d,52,,"[22.9, 22.3]",3829456,0,,,,-0.8641821,,Left Foot,,,,"[33.4, 10.0]",,Ground Pass,,16.1722,,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['29181d9d-4591-4ef8-9149-5a687f26c4df'],46,,,,,,,,,,,,,,,,,Angers,145,00:00:46.836,Pass,
,,,,,,,,,,,,,,,,,1.318318,,,,,,,,,,,93c91643-f5d6-4dfb-ac57-5944b9751759,54,,"[31.0, 10.9]",3829456,0,,,,2.634494,,Left Foot,,,,"[20.2, 16.9]",,Ground Pass,,12.354756,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,3,Angers,145,['08c8466a-d020-4229-87d6-42b0f7131b1d'],47,,,,,,,,,,,,,,,,,Angers,145,00:00:47.747,Pass,
,,,,,,,,,,,,,,,,,2.420486,,,,,,,,,,,8a22e2b0-8c20-429a-89ef-adecdb682a83,57,,"[20.8, 13.9]",3829456,0,,,,0.039379258,,Left Foot,,,,"[74.1, 16.0]",,High Pass,,53.341354,,Incomplete,,Goran Karanović,401542.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,"['39e357b0-0b1f-4079-9e12-30b3cced14f9', '8be4c022-6504-4cf9-8ce0-09b23e607894']",50,,,,,,,,,,,,,,,,,Angers,145,00:00:50.591,Pass,
,,,,,,,,,,,,,,,,,1.637365,,,,,,,,,,,8be4c022-6504-4cf9-8ce0-09b23e607894,59,,"[46.0, 64.1]",3829456,0,,,True,-0.3274002,,,,,,"[72.5, 55.1]",,Low Pass,,27.986605,,Incomplete,,Didier Ndong Ibrahim,22587.0,,,,,Recovery,1,Regular Play,Lamine Koné,13286.0,Right Center Back,3,Angers,145,"['575afdb5-762e-44ce-8708-298cf3eeef34', '86e38afb-901c-4a38-a6a2-23e67af146be', '8a22e2b0-8c20-429a-89ef-adecdb682a83', '9fa3059f-1ff3-46e2-98cb-e96d487a4de5']",53,,,,,,,,,,,,,,,,,Lorient,165,00:00:53.011,Pass,True
,,,,,,,,,,,,,,,,,1.469158,,,,,,,,,,,9fa3059f-1ff3-46e2-98cb-e96d487a4de5,62,,"[47.6, 25.0]",3829456,0,,,,1.4148673,,Left Foot,,,,"[51.2, 47.9]",,High Pass,,23.181242,,,,Férébory Doré,7207.0,,,,,Recovery,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,3,Angers,145,"['89a74f33-a18e-497e-bce0-e0e007b6f287', '8be4c022-6504-4cf9-8ce0-09b23e607894']",54,,,,,,,,,,,,,,,,,Angers,145,00:00:54.648,Pass,
,,,,,,,,,,,,,,,,,1.932591,,,,,,,,,,,204898ba-bbaa-4a48-b73d-764c5e8875ed,66,,"[53.9, 47.3]",3829456,0,,,,2.318238,,Right Foot,,,,"[34.9, 67.8]",,Ground Pass,,27.95085,,,,Vincent Manceau,3431.0,,,,,,1,Regular Play,Férébory Doré,7207.0,Right Center Midfield,3,Angers,145,"['d5806c21-4d0c-449e-8274-026e5779d2dc', 'db88c587-3540-42e7-83f2-dc88675557e1']",57,,,,,,,,,,,,,,,,,Angers,145,00:00:57.194,Pass,True
,,,,,,,,,,,,,,,,,1.784799,,,,,,,,,,,52d74d5a-8568-4f71-a48b-e386ba1c1618,70,,"[32.5, 70.5]",3829456,1,,,,-1.8045396,,Right Foot,,,,"[29.5, 57.9]",,Ground Pass,,12.95222,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Vincent Manceau,3431.0,Right Back,3,Angers,145,"['695d507c-6b77-45bc-beb8-0ac80151ad4f', '9a7d6719-325e-442c-b71b-435b4c570330']",0,,,,,,,,,,,,,,,,,Angers,145,00:01:00.109,Pass,True
,,,,,,,,,,,,,,,,,1.67968,,,,,,,,,,,e8d1da3c-a3c7-49eb-a06e-d77590b171a4,73,,"[29.8, 50.9]",3829456,1,,,,-1.6688416,,Right Foot,,,,"[27.4, 26.5]",,Ground Pass,,24.517748,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,3,Angers,145,['516191b0-8aed-479f-a7cc-db1937fdb3b1'],3,,,,,,,,,,,,,,,,,Angers,145,00:01:03.479,Pass,
,,,,,,,,,,,,,,,,,1.698432,,,,,,,,,,,44dd02a3-bd3b-4ef8-a5bd-3c5c6993920f,76,,"[34.9, 9.3]",3829456,1,,,,-0.057751555,,Left Foot,,,,"[81.6, 6.6]",,High Pass,,46.777985,,,,Goran Karanović,401542.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,['3fdd8e5e-cc88-44bd-bc06-c2adb44bb30e'],8,,,,,,,,,,,,,,,,,Angers,145,00:01:08.905,Pass,
,,,,,,,,,,,,,,,,,0.982376,,,,,,,,,,,b5b10038-53c3-494d-adb8-f21088955ff3,79,,"[40.6, 80.0]",3829456,1,True,,,-1.9234649,,,,,,"[30.0, 51.2]",,Low Pass,,30.68876,,,,Wesley Lautoa,3769.0,,,,,Throw-in,1,From Throw In,Lamine Gassama,6335.0,Right Back,4,Lorient,165,['984b2e8b-4f7b-4b52-95bc-410046f5cd6f'],16,,,,,,,,,,,,,,,,,Lorient,165,00:01:16.725,Pass,
,,,,,,,,,,,,,,,,,1.788964,,,,,,,,,,,7f1dca73-45a4-4330-aebd-aab0df050119,81,,"[29.7, 34.3]",3829456,1,,,,-1.2889307,,Left Foot,,,,"[37.2, 8.4]",,Ground Pass,,26.96405,,,,Vincent Le Goff,7199.0,,,,,,1,From Throw In,Wesley Lautoa,3769.0,Left Center Back,4,Lorient,165,['e2aa7e2c-ac5a-4a1c-b4c7-c2f70aa0b4a2'],19,,,,,,,,,,,,,,,,,Lorient,165,00:01:19.478,Pass,
,,,,,,,,,,,,,,,,,1.244784,,,,,,,,,,,06217901-9409-46bb-881a-9e963c39a611,84,,"[48.4, 16.5]",3829456,1,,,,-0.64667237,,Left Foot,,,,"[63.5, 5.1]",,Ground Pass,,18.920095,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,1,From Throw In,Vincent Le Goff,7199.0,Left Back,4,Lorient,165,['73317c4e-dcb5-43cb-9e7d-724f9001dca6'],24,,,,,,,,,,,,,,,,,Lorient,165,00:01:24.775,Pass,
,,,,,,,,,,,,,,,,,0.761497,,,,,,,,,,,9a8115e7-056d-4791-ab94-08d05fd99c7f,87,,"[67.1, 4.5]",3829456,1,,,,0.7853982,,Left Foot,,,,"[73.1, 10.5]",,Low Pass,,8.485281,,,,Benjamin Moukandjo Bilé,33178.0,,,,,,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,4,Lorient,165,['3f36a9af-c7a9-4a85-8b88-cb7c95e9342d'],26,,,,,,,,,,,,,,,,,Lorient,165,00:01:26.131,Pass,
,,,,,,,,,,,,,,,,,1.271036,,,,,,,,,,,cfeb5ef9-6a98-4ab8-b04e-93f2fb4be033,95,,"[45.7, 8.1]",3829456,1,,,,2.612465,,Left Foot,,,,"[33.9, 15.0]",,Ground Pass,,13.669309,,,,Wesley Lautoa,3769.0,,,,,,1,From Throw In,Vincent Le Goff,7199.0,Left Back,4,Lorient,165,['e424ffab-6f93-4402-9c97-90e39376238a'],32,,,,,,,,,,,,,,,,,Lorient,165,00:01:32.201,Pass,
,,,,,,,,,,,,,,,,,0.99053,,,,,,,,,,,9b112adb-9836-4ee1-889b-af1806ad5598,104,,"[64.7, 5.4]",3829456,1,,,,1.3677511,,Left Foot,,,,"[66.8, 15.6]",,Ground Pass,,10.413933,,,,Benjamin Moukandjo Bilé,33178.0,,,,,Recovery,1,From Throw In,Vincent Le Goff,7199.0,Left Back,4,Lorient,165,['2c15a8b3-e056-4e23-ac77-573421f2d8ad'],41,,,,,,,,,,,,,,,,,Lorient,165,00:01:41.270,Pass,
,,,,,,,,,,,,,,,,,0.858223,,,,,,,,,,,775addb2-64f5-4258-8fbf-2cc7d542e539,107,,"[66.8, 15.6]",3829456,1,,,,-0.84247893,,Right Foot,,,,"[76.7, 4.5]",,Ground Pass,,14.8734665,,,,Vincent Le Goff,7199.0,,,,,,1,From Throw In,Benjamin Moukandjo Bilé,33178.0,Left Center Forward,4,Lorient,165,['7ee8be9d-bec5-43bf-ac62-00692d90073f'],42,,,,,,,,,,,,,,,,,Lorient,165,00:01:42.806,Pass,
,,,,,,,,,,,,,,,,,1.543284,,,,,,,,,,,a52d5415-9a0a-4b17-8832-94d23c4d92a7,110,,"[75.5, 3.9]",3829456,1,,,,0.9517845,,Left Foot,,,,"[86.4, 19.2]",,Ground Pass,,18.785633,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,From Throw In,Vincent Le Goff,7199.0,Left Back,4,Lorient,165,"['b8e3a6d9-5cad-4854-946e-271cbe089334', 'c3493031-8e22-4057-a674-b87430807a0c']",43,,,,,,,,,,,,,,,,,Lorient,165,00:01:43.873,Pass,
,,,,,,,,,,,,,,,,,0.738255,,,,,,,,,,,53ffea5e-0dd7-417e-94fc-18084947fae8,114,,"[31.6, 61.5]",3829456,1,,,,-0.8288491,,Right Foot,,,,"[37.1, 55.5]",,Ground Pass,,8.13941,,,,Romain Saïss,5219.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['ee352400-ffc1-4476-a191-e740f843129d'],46,,,,,,,,,,,,,,,,,Angers,145,00:01:46.268,Pass,
,,,,,,,,,,,,,,,,,0.775775,,,,,,,,,,,c8e0cbfa-c74e-453f-a956-b95bc6b5be79,116,,"[37.1, 55.5]",3829456,1,,,,0.85843873,,Left Foot,,,,"[42.8, 62.1]",,Ground Pass,,8.720665,,,,Férébory Doré,7207.0,,,,,,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,5,Angers,145,['2e731156-c41c-41d6-ace6-892abe25f339'],47,,,,,,,,,,,,,,,,,Angers,145,00:01:47.006,Pass,
,,,,,,,,,,,,,,,,,1.650285,,,,,,,,,,,42dba426-21fe-4b7a-bcf1-0ce2605f9de2,120,,"[43.7, 62.1]",3829456,1,,,,2.8136694,,Right Foot,,,,"[34.0, 65.4]",,Ground Pass,,10.245975,,,,Ismaël Traoré,3045.0,,,,,,1,Regular Play,Férébory Doré,7207.0,Right Center Midfield,5,Angers,145,"['3c6adce4-765e-42bc-a032-fad4de63ce4a', '489f48c4-6b01-49cc-96c7-0287461e5c63']",48,,,,,,,,,,,,,,,,,Angers,145,00:01:48.216,Pass,True
,,,,,,,,,,,,,,,,,2.084836,,,,,,,,,,,030aff4f-c93d-4c1c-99be-6013adf5ea09,123,,"[34.0, 65.4]",3829456,1,,,,-1.9538734,,Right Foot,,,,"[23.2, 38.6]",,Ground Pass,,28.89429,,,,Romain Thomas,3549.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,5,Angers,145,['bd0bebc5-f5d0-4c8a-aad4-1027df1ea1d5'],50,,,,,,,,,,,,,,,,,Angers,145,00:01:50.828,Pass,
,,,,,,,,,,,,,,,,,1.39735,,,,,,,,,,,41bc4fa9-10ec-45db-9c2c-d58eddb678b7,126,,"[22.9, 38.9]",3829456,1,,,,-1.0112098,,Left Foot,,,,"[28.6, 29.8]",,Ground Pass,,10.737783,,,,Thomas Mangani,3185.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,5,Angers,145,['6b31adf1-70f9-49ab-afca-2d308e850f37'],53,,,,,,,,,,,,,,,,,Angers,145,00:01:53.819,Pass,
,,,,,,,,,,,,,,,,,1.38578,,,,,,,,,,,69f73379-f008-4216-aba6-2a4ce37d07c4,129,,"[32.8, 28.9]",3829456,1,,,,-1.0813608,,Right Foot,,,,"[43.4, 9.0]",,Ground Pass,,22.547062,,,,Yoann Andreu,3203.0,,,,,,1,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,5,Angers,145,['63da0b04-013e-4827-b4a0-7b84530a4c6f'],57,,,,,,,,,,,,,,,,,Angers,145,00:01:57.117,Pass,
