50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.358697,,,,,,,,,,,,,,101d79c6-1c04-4f91-a4d7-41f54e37d73c,19,,"[55.9, 45.6]",3901168,0,,,,2.4910846,,Right Foot,,,,"[40.0, 57.7]",,Ground Pass,,19.98049,,,,Antoine Conte,131849.0,,,,,,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Right Center Forward,3,Stade de Reims,156,['aa03b7f8-7e5f-42c5-96ff-0d39fb91f2cc'],9,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:09.317,Pass,
,,,,,,,,,,,,,,,1.18204,,,,,,,,,,,,,,0012ea1a-f7a8-48a1-8f6f-cf62cbd96355,22,,"[40.0, 57.7]",3901168,0,,,,-0.5673633,,Right Foot,,,,"[50.2, 51.2]",,Ground Pass,,12.09504,,,,Antoine Devaux,7815.0,,,,,,1,Regular Play,Antoine Conte,131849.0,Right Center Back,3,Stade de Reims,156,"['38be1375-8a39-4891-b180-e5e1928b6b3d', 'f97840cd-d7ff-4e88-9ed0-b2f3f81def2a']",10,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:10.675,Pass,True
,,,,,,,,,,,,,,,1.916679,,,,,,,,,,,,,,ecd138e9-b2c4-4762-835b-1fbf6ad5b7fb,25,,"[50.2, 51.2]",3901168,0,,,,-2.1112158,,Right Foot,,,,"[37.0, 29.2]",,Ground Pass,,25.656189,,,,Abdelhamid El Kaoutari,23329.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Left Defensive Midfield,3,Stade de Reims,156,['f5a406cb-d4a7-43c2-8446-fd886f8cbc3a'],11,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:11.938,Pass,
,,,,,,,,,,,,,,,2.003131,,,,,,,,,,,,,,583599e1-11dc-46d2-aede-e885a9648504,28,,"[36.2, 26.0]",3901168,0,,,,-1.1632493,,Left Foot,,,,"[46.0, 3.3]",,Ground Pass,,24.725088,,,,Diego Rigonato Rodrigues,7363.0,,,,,,1,Regular Play,Abdelhamid El Kaoutari,23329.0,Left Center Back,3,Stade de Reims,156,['12699674-cb5e-4ae8-a2ea-4e3dda5d6097'],14,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:14.679,Pass,
,,,,,,,,,,,,,,,1.527586,,,,,,,,,,,,,,64d1ff2c-57e3-40eb-998a-75e953ab9dbc,31,,"[58.3, 6.4]",3901168,0,,,,0.38798007,,Left Foot,,,,"[92.8, 20.5]",,High Pass,,37.270096,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Diego Rigonato Rodrigues,7363.0,Left Wing Back,3,Stade de Reims,156,"['6d7e1a69-f933-4b17-914c-2b3df2ed4279', 'c5096d51-9a8b-4e28-a435-ecf2bd0958c0']",18,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:18.825,Pass,
,,,,,,,,,,,,,,,1.114276,,,,,,,,,,,,,,6d7e1a69-f933-4b17-914c-2b3df2ed4279,33,,"[27.3, 59.6]",3901168,0,,,,0.752623,,Other,,,,"[33.6, 65.5]",,Low Pass,,8.631338,,,,Ibrahim Amadou,11332.0,,,,,Interception,1,Regular Play,Marko Baša,40523.0,Right Center Back,3,Stade de Reims,156,"['64d1ff2c-57e3-40eb-998a-75e953ab9dbc', 'e6a76198-6a73-4b0b-84bb-9f439ad6234d']",20,,,,,,,,,,,,,,,,,Lille,143,00:00:20.352,Pass,
,,,,,,,,,,,,,,,0.311737,,,,,,,,,,,,,,86d62282-fd17-4620-8dcf-eeb0ec5bee7c,37,,"[38.2, 56.0]",3901168,0,,,,-1.5167948,,Right Foot,,,,"[38.4, 52.3]",,Ground Pass,,3.7054014,,Incomplete,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,3,Stade de Reims,156,"['2b155ea1-33f9-4e2a-8a10-5149dba4a828', '8d6842f1-be3e-46a7-adaf-8871b24db28f', 'dfc15e2e-d1df-450a-901c-686577061b64']",24,,,,,,,,,,,,,,,,,Lille,143,00:00:24.613,Pass,True
,,,,,,,,,,,,,,,2.372428,,,,,,,,,,,,,,2b9fcb7d-962a-476e-8fbd-cf990af47f72,43,,"[6.0, 36.0]",3901168,0,,,,-0.4545015,,Right Foot,,,,"[71.9, 3.8]",,High Pass,,73.3461,,Incomplete,,Yassine Benzia,3673.0,,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,4,Lille,143,"['83bd3b04-873d-4f04-8923-b8fe084dc13c', 'e33f0983-589a-4820-baf2-969c5a0acdb6']",45,,,,,,,,,,,,,,,,,Lille,143,00:00:45.041,Pass,
,,,,,,,,,,,,,,,3.214229,,,,,,,,,,,,,,9d0da77a-733c-4bd0-8b04-0b6e9594f560,48,,"[42.2, 76.3]",3901168,0,,,,-2.4790783,,Left Foot,,,,"[14.0, 54.3]",,Ground Pass,,35.766464,,,,Johann Carrasso,7641.0,,,,,,1,From Goal Kick,Antoine Conte,131849.0,Right Center Back,4,Lille,143,"['43bf644d-8f11-4e43-8df5-f6089d2d4a88', 'ec974f0a-1c2a-42b2-9164-6b54583d618a']",48,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:48.875,Pass,True
,,,,,,,,,,,,,,,2.356709,,,,,,,,,,,,,,e35ecb75-a76e-48de-a630-63d261a9a251,51,,"[19.1, 53.6]",3901168,0,,,,0.5026522,,Right Foot,,,,"[59.3, 75.7]",,High Pass,,45.874283,,Incomplete,,Hamari Traoré,3248.0,,,,,,1,From Goal Kick,Johann Carrasso,7641.0,Goalkeeper,4,Lille,143,"['148d6369-3854-4736-9b2a-64ad525f85ce', '23a1aeb6-4527-4732-af5e-cc0b4eddec2e']",56,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:56.527,Pass,
,,,,,,,,,,,,,,,3.646552,,,,,,,,,,,,,,23a1aeb6-4527-4732-af5e-cc0b4eddec2e,53,,"[60.8, 4.4]",3901168,0,,,,-0.052260064,,Head,,,,"[93.3, 2.7]",,High Pass,,32.54443,,Incomplete,,Yassine Benzia,3673.0,,,,,Recovery,1,From Goal Kick,Djibril Sidibé,3446.0,Left Back,4,Lille,143,"['79bf8430-0206-4407-8477-05fbafee2580', 'cafbd33e-2de4-47ed-8eff-8902d3d53ebc', 'e35ecb75-a76e-48de-a630-63d261a9a251']",58,,,,,,,,,,,,,,,,,Lille,143,00:00:58.883,Pass,
,,,,,,,,,,,,,,,1.683164,,,,,,,,,,,,,,7d897fb4-b1de-4e59-84f8-b2c1a97a6a54,57,,"[86.6, 0.1]",3901168,1,,,,1.2580953,,,,,,"[90.9, 13.4]",,Low Pass,,13.977839,,,,Éderzito António Macedo Lopes,15996.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,5,Lille,143,['fb4a10a8-582f-4ffa-a6cf-29d78722c56f'],9,,,,,,,,,,,,,,,,,Lille,143,00:01:09.013,Pass,
,,,,,,,,,,,,,,,0.58543,,,,,,,,,,,,,,38c00b85-b68c-4db9-af66-8dc014a6d851,65,,"[36.5, 70.0]",3901168,1,,,,-0.49054694,,Right Foot,,,,"[45.3, 65.3]",,Ground Pass,,9.976472,,,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Left Defensive Midfield,6,Stade de Reims,156,['54affadc-f11b-4250-b9e8-9d0e7bd92876'],12,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:12.813,Pass,
,,,,,,,,,,,,,,,0.797523,,,,,,,,,,,,,,dfe64761-7797-4f80-a22f-454edc6f80d0,69,,"[45.3, 65.3]",3901168,1,,,,1.5120405,,Right Foot,,,,"[45.7, 72.1]",,Ground Pass,,6.8117547,,,,Antoine Devaux,7815.0,,,,,,1,Regular Play,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,6,Stade de Reims,156,"['a15bb92e-7084-4158-82f9-1142adcf9d4a', 'cd21e18e-9f8a-44a8-bee3-cfc5a1f9eb7e']",13,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:13.589,Pass,True
,,,,,,,,,,,,,,,0.750043,,,,,,,,,,,,,,08222351-87e8-4ab1-94fe-fb6533ca0c70,72,,"[47.9, 72.7]",3901168,1,,,,-0.5470772,,Left Foot,,,,"[58.9, 66.0]",,Ground Pass,,12.879829,,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,Left Defensive Midfield,6,Stade de Reims,156,['1f372959-4da8-4b5f-b6da-617c29dd9616'],14,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:14.722,Pass,
,,,,,,,,,,,,,,,0.990018,,,,,,,,,,,,,,b95d9855-6a75-4337-9e9f-d522e5a5cc61,75,,"[58.9, 66.0]",3901168,1,,,,-1.7630812,,Left Foot,,,,"[56.7, 54.7]",,Ground Pass,,11.512168,,Incomplete,,,,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,Left Center Forward,6,Stade de Reims,156,['7cd0e93a-443d-4424-ad93-e08c9e292330'],15,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:15.551,Pass,
,,,,,,,,,,,,,,,1.239799,,,,,,,,,,,,,,7cd0e93a-443d-4424-ad93-e08c9e292330,76,,"[63.4, 25.4]",3901168,1,,,,-2.7870984,,Right Foot,,,,"[48.0, 19.7]",,Ground Pass,,16.421022,,,,Bakary Adama Soumaoro,3677.0,,,,,Recovery,1,Regular Play,Morgan Amalfitano,3425.0,Right Center Midfield,7,Lille,143,"['b8fe69f6-4878-47a0-98be-7402ec07642a', 'b95d9855-6a75-4337-9e9f-d522e5a5cc61']",16,,,,,,,,,,,,,,,,,Lille,143,00:01:16.541,Pass,
,,,,,,,,,,,,,,,2.197987,,,,,,,,,,,,,,a560bec6-01ce-472d-9a9e-fc545929fab3,80,,"[42.0, 20.4]",3901168,1,,,,2.6139858,,Right Foot,,,,"[15.4, 35.9]",,Ground Pass,,30.786524,,,,Vincent Enyeama,40484.0,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,7,Lille,143,"['07e127cf-e87d-4ff6-8d17-78448a475aa3', '1c12c998-170b-4634-9fd3-040004b8b116']",19,,,,,,,,,,,,,,,,,Lille,143,00:01:19.141,Pass,True
,,,,,,,,,,,,,,,2.301334,,,,,,,,,,,,,,5ad0705d-a884-43bc-a8e9-adb6d88ea0d5,83,,"[15.4, 35.9]",3901168,1,,,,-1.083379,,Right Foot,,,,"[29.5, 9.3]",,Ground Pass,,30.10598,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Vincent Enyeama,40484.0,Goalkeeper,7,Lille,143,['4171ba7c-bcde-4c6c-a158-0ba3723e869e'],21,,,,,,,,,,,,,,,,,Lille,143,00:01:21.471,Pass,
,,,,,,,,,,,,,,,1.100296,,,,,,,,,,,,,,7da976c8-0412-45b3-bda1-4549fd7a7d0b,86,,"[29.5, 9.3]",3901168,1,,,,0.8296171,,Right Foot,,,,"[34.9, 15.2]",,Ground Pass,,7.9981246,,,,Bakary Adama Soumaoro,3677.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,7,Lille,143,['667142a6-5081-4e8b-942d-e9e88a03e496'],24,,,,,,,,,,,,,,,,,Lille,143,00:01:24.701,Pass,
,,,,,,,,,,,,,,,1.263964,,,,,,,,,,,,,,d7b076f7-e75b-42da-82e4-dcb1139b6037,89,,"[34.9, 15.2]",3901168,1,,,,1.017115,,Right Foot,,,,"[41.7, 26.2]",,Ground Pass,,12.932131,,,,Ibrahim Amadou,11332.0,,,,,,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,7,Lille,143,['9e1e2acc-f5e2-4110-a924-21d116e157b7'],27,,,,,,,,,,,,,,,,,Lille,143,00:01:27.048,Pass,
,,,,,,,,,,,,,,,2.135241,,,,,,,,,,,,,,19186caf-b8e1-4470-9424-c4e25b80c64f,92,,"[41.7, 25.8]",3901168,1,,,,-1.4486797,,Right Foot,,,,"[44.4, 3.8]",,Ground Pass,,22.165062,,,,Djibril Sidibé,3446.0,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,7,Lille,143,['783f0484-b3f2-45a7-bdde-b0189487e33a'],28,,,,,,,,,,,,,,,,,Lille,143,00:01:28.427,Pass,
,,,,,,,,,,,,,,,3.080315,,,,,,,,,,,,,,593a2784-05a2-414d-bb9d-ef342fb8cdd4,95,,"[55.8, 3.6]",3901168,1,,,,0.019228399,,Left Foot,,,,"[97.4, 4.4]",,Ground Pass,,41.607693,,Incomplete,,Éderzito António Macedo Lopes,15996.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,7,Lille,143,"['37c07f2e-c4f5-4c35-900d-93160527d97e', 'e9211eb3-14ed-4c0e-8316-0b54deae988b']",33,,,,,,,,,,,,,,,,,Lille,143,00:01:33.849,Pass,
,,,,,,,,,,,,,,,1.243452,,,,,,,,,,,,,,3bfe0567-5900-44a6-8d13-08a42757b143,101,,"[103.1, 0.1]",3901168,1,True,,,0.54428047,,,,,,"[110.7, 4.7]",,Low Pass,,8.883693,,,,Yassine Benzia,3673.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,8,Lille,143,['5b86f2d5-a489-4d2f-bb3d-106beb7fd0fc'],58,,,,,,,,,,,,,,,,,Lille,143,00:01:58.019,Pass,
,,,,,,,,,,,,,,,1.620115,,,,,,,,,,,,,,4200055a-781e-420c-acbe-888dbd21ff1f,108,,"[9.8, 77.7]",3901168,2,,,,-0.03091798,,Right Foot,,,,"[38.9, 76.8]",,Ground Pass,,29.113914,,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,8,Lille,143,['bd75c3f5-73da-4122-bd08-32f8e908ea53'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:01.272,Pass,
,,,,,,,,,,,,,,,1.372354,,,,,,,,,,,,,,fc554f8e-c401-48e4-9578-07b2182ee00f,112,,"[38.9, 76.8]",3901168,2,,,,2.752276,,Right Foot,,,,"[31.1, 80.0]",,Ground Pass,,8.430896,,Out,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Left Center Forward,8,Lille,143,['30152961-25e5-4171-8f70-d3b1b866dcc3'],2,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:02.933,Pass,
,,,,,,,,,,,,,,,1.810122,,,,,,,,,,,,,,4de4286c-11f5-4e69-a293-a44ac41392e7,114,,"[40.9, 80.0]",3901168,2,,,,-0.119756155,,,,,,"[65.0, 77.1]",,High Pass,,24.273853,,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,9,Stade de Reims,156,"['3e4f75c3-4dc5-4597-860a-b473252bc75f', '9c4faea6-6f1e-4bc1-8288-5d0b16115f5f']",18,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:18.633,Pass,
,,,,,,,,,,,,,,,3.845418,,,,,,,,,,,,,,83c8174b-55bc-4232-ac62-413e4f3409ef,119,,"[55.8, 2.0]",3901168,2,,,,-0.07999769,,Right Foot,,,,"[79.5, 0.1]",,High Pass,,23.77604,,Out,,Éderzito António Macedo Lopes,15996.0,,,,,Recovery,1,From Throw In,Djibril Sidibé,3446.0,Left Back,9,Stade de Reims,156,['ccfe4bd5-dd67-403f-959e-e3def8e27e9c'],22,,,,,,,,,,,,,,,,,Lille,143,00:02:22.172,Pass,
,,,,,,,,,,,,,,,1.633488,,,,,,,,,,,,,,fcd0553c-3e55-444a-a1f5-f7e00accf6e4,121,,"[42.5, 80.0]",3901168,2,,,,-0.14363216,,,,,,"[66.7, 76.5]",,High Pass,,24.45179,,Incomplete,,Nicolas de Roussel de Préville,4383.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,10,Stade de Reims,156,"['74cc44be-b950-4a9d-b4f3-9c82bacae82a', 'c817d5ce-8c13-4263-8b66-49b2629c0b39']",35,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:35.845,Pass,
,,,,,,,,,,,,,,,0.833978,,,,,,,,,,,,,,c817d5ce-8c13-4263-8b66-49b2629c0b39,123,,"[53.4, 3.6]",3901168,2,,,,0.7684506,,Head,,,,"[56.4, 6.5]",,High Pass,,4.172529,,,,Ibrahim Amadou,11332.0,,,,,Recovery,1,Regular Play,Bakary Adama Soumaoro,3677.0,Left Center Back,11,Lille,143,"['27c0553f-f02b-4171-a203-499327537ad8', 'fcd0553c-3e55-444a-a1f5-f7e00accf6e4']",37,,,,,,,,,,,,,,,,,Lille,143,00:02:37.478,Pass,
,,,,,,,,,,,,,,,0.267758,,,,,,,,,,,,,,d757011f-a6d6-43ec-b5db-aacbd15e92e9,127,,"[56.4, 6.5]",3901168,2,,,,-1.0358412,,Right Foot,,,,"[58.0, 3.8]",,Low Pass,,3.138471,,Incomplete,,,,,,,,,1,Regular Play,Ibrahim Amadou,11332.0,Center Defensive Midfield,11,Lille,143,"['67d793e1-d233-4098-9e93-157d43ff791e', 'daed9d99-16b9-471c-a027-db6cdb6f97d8']",38,,,,,,,,,,,,,,,,,Lille,143,00:02:38.480,Pass,True
,,,,,,,,,,,,,,,1.362456,,,,,,,,,,,,,,95540c87-65a0-4f59-8b52-eb8ce560e7a0,132,,"[49.0, 13.7]",3901168,2,,,,2.5948038,,Right Foot,,,,"[35.2, 22.1]",,Ground Pass,,16.155495,,,,Marko Baša,40523.0,,,,,,1,Regular Play,Rio Antonio Zoba Mavuba,40522.0,Left Center Midfield,11,Lille,143,['05258eac-9ce5-475a-9a9f-565ae06e1f2a'],40,,,,,,,,,,,,,,,,,Lille,143,00:02:40.696,Pass,
