50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b95ca637-49bf-4d51-8f00-88cebf412398,1,,,3900525,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 2943, 'name': 'Lucas Deaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3151, 'name': 'Jules Iloki'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 3}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1af11c1-64c1-4220-bf5e-9206deab58f2,2,,,3900525,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 16271, 'name': 'Florian Raspentino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,97b36821-1071-4c85-9c7a-d83ecc885433,3,,,3900525,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['fa8e8db4-e019-4f4e-a66f-f1386a9c358d'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fa8e8db4-e019-4f4e-a66f-f1386a9c358d,4,,,3900525,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['97b36821-1071-4c85-9c7a-d83ecc885433'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fdaa506a-325f-4460-b7ba-7ceda1755db6,1753,,,3900525,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Nantes,144,['c1634a85-c976-4c0a-a8e5-4a6455e31da0'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c1634a85-c976-4c0a-a8e5-4a6455e31da0,1754,,,3900525,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Nantes,144,['fdaa506a-325f-4460-b7ba-7ceda1755db6'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.573965,,,,,,,,,,,,,3dae900e-13b5-4019-bf04-5fd5512f9096,5,,"[60.0, 40.0]",3900525,0,,,,,1.7218117,,Right Foot,,,"[59.3, 44.6]",Ground Pass,,4.652956,,,,Yannick Cahuzac,4350.0,,,,Kick Off,1,From Kick Off,Florian Raspentino,16271.0,Center Forward,2,Bastia,2736,['d12a8a1f-b5da-4cf3-a815-b0349ed6d3a5'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.486,Pass,
,,,,,,,,,,,,,,,,1.489203,,,,,,,,,,,,,3e0fa099-56b2-4540-a597-672256359625,8,,"[57.2, 42.4]",3900525,0,,,,,-2.4695525,,Right Foot,,,"[39.1, 28.0]",Ground Pass,,23.12942,,,,François Modesto,401194.0,,,,,1,From Kick Off,Yannick Cahuzac,4350.0,Right Center Midfield,2,Bastia,2736,['0952b6d4-1d46-4f1d-a335-c78ff57c7da4'],1,,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.503,Pass,
,,,,,,,,,,,,,,,,3.072864,,,,,,,,,,,,,b520626b-e3c0-42b3-9d99-1725f162c0bc,11,,"[39.1, 28.0]",3900525,0,,,,,-0.4476557,,Right Foot,,,"[87.0, 5.0]",High Pass,,53.13577,,,,Julian Palmieri,4508.0,,,,,1,From Kick Off,François Modesto,401194.0,Left Center Back,2,Bastia,2736,['32ef866c-6d9b-4b6d-9a8d-2bd818189181'],4,,,,,,,,,,,,,,,,,Bastia,2736,00:00:04.597,Pass,
,,,,,,,,,,,,,,,,1.306685,,,,,,,,,,,,,e5dc5023-5e7c-4450-8cf9-b12517b7b5e9,14,,"[86.3, 6.8]",3900525,0,,,,True,0.86630225,,,,,"[99.9, 22.8]",Low Pass,,20.999048,,Incomplete,,Florian Raspentino,16271.0,,,,,1,From Kick Off,Julian Palmieri,4508.0,Left Midfield,2,Bastia,2736,"['3a2a0bae-5d97-46f2-be2d-619367f7f591', '62c18841-d80c-4614-832f-7de7a8f60b36', '63f18ceb-a9b3-461b-9c9e-3b5ef2068caf']",7,,,,,,,,,,,,,,,,,Bastia,2736,00:00:07.710,Pass,True
