ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,84b429aa-d165-47bc-a296-cabec761adac,1,,,,3901153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3136, 'name': 'Rémi Walter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,999160b4-09cf-4eaa-b3f9-c6f66b745683,2,,,,3901153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 23}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 28}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,baeedf7a-5dc0-4691-94c0-9de7b4376c7b,3,,,,3901153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['5fe53fb2-b49b-4ac2-8760-aa3f9419bcf7'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,5fe53fb2-b49b-4ac2-8760-aa3f9419bcf7,4,,,,3901153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['baeedf7a-5dc0-4691-94c0-9de7b4376c7b'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0f783e22-ac3f-4803-b058-5511c2cab3ca,1834,,,,3901153,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,OGC Nice,136,['3d3b7daa-cdf2-4612-bbf3-70954e7b0bec'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,3d3b7daa-cdf2-4612-bbf3-70954e7b0bec,1835,,,,3901153,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,98,OGC Nice,136,['0f783e22-ac3f-4803-b058-5511c2cab3ca'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.056806,,,,,,,,,09857416-e524-4a75-9e68-987d9be6af8e,5,,,"[60.0, 40.0]",3901153,0,,,,-1.487655,,Right Foot,,,"[60.2, 37.6]",Ground Pass,,2.408319,,,,Valère Germain,3210.0,,,,,Kick Off,1,From Kick Off,Alassane Pléa,3230.0,Left Center Forward,2,OGC Nice,136,['5a835e4b-9c01-4c26-a7f2-b7ab71ad8c60'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.202,Pass,
,,,,,,,,,,,,,,,,,0.788331,,,,,,,,,160c2cad-64af-44cf-8571-e0d38a55bc8d,7,,,"[60.2, 37.4]",3901153,0,,,,2.9849908,,Right Foot,,,"[56.4, 38.0]",Ground Pass,,3.847077,,,,Mathieu Bodmer,4373.0,,,,,,1,From Kick Off,Valère Germain,3210.0,Right Center Forward,2,OGC Nice,136,['e686bd9c-b684-4b93-894c-c5c227f98b68'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.258,Pass,
,,,,,,,,,,,,,,,,,2.349524,,,,,,,,,dfc13fdc-48fb-4f6b-9b75-fc9f43522c2d,10,,,"[58.0, 37.6]",3901153,0,,,,1.7287905,,Right Foot,,,"[53.3, 67.1]",Ground Pass,,29.87206,,,,Ricardo Domingos Barbosa Pereira,6352.0,,,,,,1,From Kick Off,Mathieu Bodmer,4373.0,Center Attacking Midfield,2,OGC Nice,136,['0ffa4276-d1d0-41af-ad64-cbdfe42252de'],1,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:01.206,Pass,
,,,,,,,,,,,,,,,,,1.899075,,,,,,,,,c8131e4e-4f2d-4769-b704-b21f7ab20a46,13,,,"[55.5, 64.6]",3901153,0,,,,-2.7769432,,Right Foot,,,"[36.9, 57.5]",Ground Pass,,19.909042,,,,Paul Baysse,4443.0,,,,,,1,From Kick Off,Ricardo Domingos Barbosa Pereira,6352.0,Right Back,2,OGC Nice,136,['e3d55c47-1264-4e61-9202-af1c580274f7'],4,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:04.982,Pass,
