50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.551729,,,,,,,,,,,,ba1c7384-9f5e-4d11-b057-ecec9f15d87e,16,,"[37.8, 53.8]",3829423,0,,,,,-0.98713315,,Right Foot,,,"[69.5, 5.8]",High Pass,,57.522953,,,,Layvin Kurzawa,4326.0,,,True,,,,1,From Throw In,Jérémy Toulalan,3406.0,Right Defensive Midfield,3,AS Monaco,129,['f818bf91-a6be-4cd2-a62b-fe01bbdce09c'],29,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:29.497,Pass,
,,,,,,,,,,,,,,,,,0.919751,,,,,,,,,,,,5e494227-b2fa-44c3-bf07-45cac12c49d1,20,,"[73.1, 6.3]",3829423,0,,,,,-0.046973966,,Left Foot,,,"[96.5, 5.2]",Ground Pass,,23.42584,,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,,1,From Throw In,Layvin Kurzawa,4326.0,Left Back,3,AS Monaco,129,"['623dc8ce-0a34-4da3-90b8-606ff30e2f2a', 'dfadabc4-ae58-4df5-99a3-61752b515323']",33,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:33.690,Pass,True
,,,,,,,,,,,,,,,,,1.20257,,,,,,,,,,,,fdeec302-83e5-46e3-acc0-97c2d81cd957,22,,"[96.5, 5.2]",3829423,0,,,,,1.7758722,,Right Foot,,,"[93.9, 17.7]",Ground Pass,,12.767537,,,,Layvin Kurzawa,4326.0,,,,,,,1,From Throw In,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,Left Wing,3,AS Monaco,129,['be84f13d-eae7-4f99-b7fd-0a0f4a2adedc'],34,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:34.609,Pass,
,,,,,,,,,,,,,,,,,1.08625,,,,,,,,,,,,115ca711-1562-4838-856a-cbe2b100fa4c,26,,"[112.1, 12.4]",3829423,0,,,,,1.7405746,81892796-8018-4b9f-a1bd-6bb2bfd808cd,Left Foot,True,,"[107.3, 40.4]",High Pass,,28.40845,,,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,True,,,,,,1,From Throw In,Layvin Kurzawa,4326.0,Left Back,3,AS Monaco,129,['d95e7117-dc90-4854-910e-81921dbaee65'],38,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:38.785,Pass,
,,,,,,,,,,,,,,,,,1.096129,,,,,,,,,,,,2145923c-c774-4e28-9f3c-11bda5e8b53c,30,,"[6.0, 36.0]",3829423,0,,True,,,-1.133005,,Right Foot,,,"[17.0, 12.5]",Ground Pass,,25.947062,,,,Benjamin Pavard,5476.0,,,,,,Goal Kick,1,From Goal Kick,Vincent Enyeama,40484.0,Goalkeeper,4,Lille,143,['f725bb65-77b8-4fd7-93dc-0f1c5b76940a'],56,,,,,,,,,,,,,,,,,Lille,143,00:00:56.165,Pass,
,,,,,,,,,,,,,,,,,0.586076,,,,,,,,,,,,67bca823-2229-409f-81a6-b031e12ce722,32,,"[20.5, 12.7]",3829423,0,,,,,1.0943289,,Right Foot,,,"[25.3, 22.0]",Ground Pass,,10.465658,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,,1,From Goal Kick,Benjamin Pavard,5476.0,Left Center Back,4,Lille,143,['37bf50dd-4a7a-4cff-8a4f-94f09d3251eb'],58,,,,,,,,,,,,,,,,,Lille,143,00:00:58.579,Pass,
,,,,,,,,,,,,,,,,,1.375799,,,,,,,,,,,,fd6696b9-ed83-4331-8849-2e844d36c7b8,35,,"[25.3, 22.0]",3829423,0,,,,,-2.0376906,,Right Foot,,,"[19.1, 9.7]",Ground Pass,,13.774251,,,,Benjamin Pavard,5476.0,,,,,,,1,From Goal Kick,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,4,Lille,143,['084ed46d-bdbc-4d1c-87e7-98466b37639d'],59,,,,,,,,,,,,,,,,,Lille,143,00:00:59.463,Pass,
,,,,,,,,,,,,,,,,,2.717512,,,,,,,,,,,,652f230b-f75b-4a01-a31b-42b966d2b9df,38,,"[19.1, 9.7]",3829423,1,,,,,0.10515162,,Right Foot,,,"[57.0, 13.7]",High Pass,,38.110497,,Incomplete,,Sofiane Boufal,3625.0,,,,,,,1,From Goal Kick,Benjamin Pavard,5476.0,Left Center Back,4,Lille,143,"['2f33dc30-9409-4b63-88a9-9018d76df900', '8bcd9adc-581f-404d-a8c3-ff69e2f024fe']",1,,,,,,,,,,,,,,,,,Lille,143,00:01:01.054,Pass,
,,,,,,,,,,,,,,,,,1.277979,,,,,,,,,,,,8bcd9adc-581f-404d-a8c3-ff69e2f024fe,41,,"[63.1, 66.4]",3829423,1,,,,True,-0.18948016,,,,,"[70.4, 65.0]",Low Pass,,7.4330344,,,,Jérémy Toulalan,3406.0,,,,,,Recovery,1,Regular Play,Fábio Henrique Tavares,3247.0,Right Back,5,AS Monaco,129,"['27c3cdd9-de1f-4a2c-ae71-24a65e468f82', '652f230b-f75b-4a01-a31b-42b966d2b9df', 'cbe058ce-62e8-44ef-98a7-1ff50a0c337b']",3,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:03.771,Pass,True
,,,,,,,,,,,,,,,,,1.543162,,,,,,,,,,,,5a6264f9-7bb8-4a94-910a-e922e5443042,44,,"[70.4, 65.0]",3829423,1,,,,,-0.45967937,,Right Foot,,,"[90.6, 55.0]",High Pass,,22.539743,,,,Guido Marcelo Carrillo,3246.0,,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,5,AS Monaco,129,"['215a7716-48e8-4cd2-aa48-2ff486d85d2b', 'ebe1b500-4a9e-4e6b-8401-0ccea29f6311']",5,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:05.049,Pass,True
,,,,,,,,,,,,,,,,,2.606172,,,,,,,,,,,,bc40bbaa-1713-48ec-9734-5aa3b4f01fdd,46,,"[90.6, 55.0]",3829423,1,,,,,1.3220057,,Head,,,"[95.3, 73.5]",Low Pass,,19.087692,,,,Nabil Dirar,5727.0,,,,,,,1,Regular Play,Guido Marcelo Carrillo,3246.0,Center Forward,5,AS Monaco,129,['9b357e90-937b-4d25-b0c5-d46cf1b024ad'],6,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:06.592,Pass,
,,,,,,,,,,,,,,,,,1.45662,,,,,,,,,,,,477bfa36-dadc-4b3b-95cd-60abf710ab1c,49,,"[96.9, 72.0]",3829423,1,,,,,-1.3026855,,Left Foot,True,,"[106.9, 35.6]",Low Pass,,37.748642,,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,5,AS Monaco,129,"['690dfce0-3f4f-4e46-83a7-f86bc91cc358', '7705b9e1-ccb9-4e1d-9d72-5ac61bc8a7c9']",12,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:12.300,Pass,
,,,,,,,,,,,,,,,,,1.032462,,,,,,,,,,,,c899db77-fd60-4862-80e7-cfed378d4b08,52,,"[91.0, 55.0]",3829423,1,,,,True,-0.39951548,,,,,"[100.0, 51.2]",High Pass,,9.76934,,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,Recovery,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,5,AS Monaco,129,"['719e4cd3-77f2-44d7-a8c8-28a60d4664a0', 'bd33f454-ba4c-4580-82c3-6c6a7dabf8e3', 'f152b85f-271b-4a48-8f3e-500f7c80001e']",16,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:16.646,Pass,True
,,,,,,,,,,,,,,,,,0.807363,,,,,,,,,,,,3781cfeb-bd24-4d93-8e07-2aaf49d19171,58,,"[87.9, 35.9]",3829423,1,,,,,2.3640683,,Right Foot,,,"[81.5, 42.2]",Ground Pass,,8.980535,,,,Jérémy Toulalan,3406.0,,,,,,Recovery,1,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Center Attacking Midfield,5,AS Monaco,129,"['ce8d6e87-1344-45e7-a897-8f9badb6fead', 'dca5446e-227a-4f81-afa0-b8578b6154c5']",21,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:21.259,Pass,True
,,,,,,,,,,,,,,,,,1.921522,,,,,,,,,,,,7c898457-07e2-4ac9-a72d-1aef027656a4,61,,"[76.4, 41.6]",3829423,1,,,,,-1.889936,,Right Foot,,,"[68.8, 18.6]",Ground Pass,,24.22313,,,,Layvin Kurzawa,4326.0,,,,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,5,AS Monaco,129,['74fce43e-ee7f-42e6-93be-d76c3f5844eb'],22,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:22.125,Pass,
,,,,,,,,,,,,,,,,,1.571695,,,,,,,,,,,,0f92bcdd-b6d6-4695-b579-3810956cd91c,63,,"[68.8, 18.6]",3829423,1,,,,,2.8338132,,Left Foot,,,"[53.7, 23.4]",Ground Pass,,15.844558,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,,,1,Regular Play,Layvin Kurzawa,4326.0,Left Back,5,AS Monaco,129,['56327019-c6db-46ab-9b7c-ac9971f7c62a'],24,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:24.047,Pass,
,,,,,,,,,,,,,,,,,2.776234,,,,,,,,,,,,6cdd2e81-de3f-4fc1-bcd6-82eb2cc31fd8,66,,"[52.7, 27.3]",3829423,1,,,,,1.5540755,,Right Foot,,,"[53.2, 57.2]",Ground Pass,,29.90418,,,,Andrea Raggi,3374.0,,,,,,,1,Regular Play,Ricardo Alberto Silveira de Carvalho,10805.0,Left Center Back,5,AS Monaco,129,['a6b9193f-6354-45f8-b1fc-26671e9d40ac'],26,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:26.767,Pass,
,,,,,,,,,,,,,,,,,1.370655,,,,,,,,,,,,86563c07-a42c-46b5-986e-39c56e22e705,69,,"[52.7, 69.4]",3829423,1,,,,,0.007692156,,Right Foot,,,"[65.7, 69.5]",Ground Pass,,13.000384,,,,Nabil Dirar,5727.0,,,,,,,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,5,AS Monaco,129,['6125af26-05d5-4944-8cf6-80dc1f196167'],30,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:30.641,Pass,
,,,,,,,,,,,,,,,,,1.580462,,,,,,,,,,,,0563328d-9251-4ca4-a1e7-440db3fb3a8c,72,,"[67.4, 69.5]",3829423,1,,,,,-2.9969153,,Left Foot,,,"[52.3, 67.3]",Ground Pass,,15.259423,,,,Andrea Raggi,3374.0,,,,,,,1,Regular Play,Nabil Dirar,5727.0,Right Wing,5,AS Monaco,129,['472363b5-1bd0-4c65-8bf4-35b33ea8426b'],32,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:32.033,Pass,
,,,,,,,,,,,,,,,,,1.400952,,,,,,,,,,,,f6ffd846-2b4f-44ba-b235-ca579eba3ecb,74,,"[52.3, 67.3]",3829423,1,,,,,-1.2935708,,Right Foot,,,"[55.8, 55.0]",Ground Pass,,12.788276,,,,Jérémy Toulalan,3406.0,,,,,,,1,Regular Play,Andrea Raggi,3374.0,Right Center Back,5,AS Monaco,129,['3de96645-6bdd-4a8c-957e-81c828bd5a87'],33,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:33.614,Pass,
,,,,,,,,,,,,,,,,,3.149368,,,,,,,,,,,,3fc0036a-be99-432c-91b2-923369bf54cd,77,,"[56.9, 55.3]",3829423,1,,,,,-0.8619838,,Right Foot,,,"[94.8, 11.1]",High Pass,,58.224136,,Pass Offside,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,True,,,,1,Regular Play,Jérémy Toulalan,3406.0,Right Defensive Midfield,5,AS Monaco,129,['65ebacc1-d688-4b47-bb23-2a130246d418'],36,,,,,,,,,,,,,,,,,AS Monaco,129,00:01:36.606,Pass,
,,,,,,,,,,,,,,,,,2.725918,,,,,,,,,,,,74c9fde0-7e33-461a-a77f-64492f332b3c,79,,"[23.1, 59.3]",3829423,2,,,,,0.23142175,,Right Foot,,,"[73.6, 71.2]",High Pass,,51.883137,,Incomplete,,Éric Bauthéac,40486.0,,,,,,Free Kick,1,From Free Kick,Vincent Enyeama,40484.0,Goalkeeper,6,Lille,143,"['a4e40980-5f5a-4180-b1b9-3d4ad2ee90da', 'fb462cea-f046-400e-98b1-238e518edeaf']",3,,,,,,,,,,,,,,,,,Lille,143,00:02:03.493,Pass,
,,,,,,,,,,,,,,,,,0.981574,,,,,,,,,,,,15ebe137-762d-486a-9965-801b99116308,82,,"[75.7, 80.0]",3829423,2,,,,,-1.8781939,,,,,"[71.7, 67.4]",Low Pass,,13.219683,,,,Rio Antonio Zoba Mavuba,40522.0,,,,,,Throw-in,1,From Throw In,Sébastien Corchia,6716.0,Right Back,7,Lille,143,['000deb30-3395-4dcb-8480-b126f6c63bd5'],18,,,,,,,,,,,,,,,,,Lille,143,00:02:18.522,Pass,
,,,,,,,,,,,,,,,,,1.246269,,,,,,,,,,,,a0cec3c3-676e-4df2-ad16-c2c769f08f51,86,,"[72.4, 66.7]",3829423,2,,,,,-0.48178035,,Right Foot,,,"[87.7, 58.7]",High Pass,,17.265284,,Incomplete,,Baptiste Guillaume,3357.0,,,,,,,1,From Throw In,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,7,Lille,143,"['5e6f2b6e-2fc6-4e46-9638-db29c87302ef', 'a3ad39ab-7e45-4bf7-a9d5-93f8202417b4', 'db3b5f77-c77a-4876-b5c2-ed67c81d1079']",19,,,,,,,,,,,,,,,,,Lille,143,00:02:19.716,Pass,True
,,,,,,,,,,,,,,,,,2.257821,,,,,,,,,,,,5e6f2b6e-2fc6-4e46-9638-db29c87302ef,88,,"[32.4, 21.4]",3829423,2,,,,,-1.8568478,,Head,,,"[28.4, 7.8]",Low Pass,,14.176036,,,,Layvin Kurzawa,4326.0,,,,,,Recovery,1,From Throw In,Jérémy Toulalan,3406.0,Right Defensive Midfield,7,Lille,143,"['5e4c7ca8-d858-4917-9428-70e458d35c45', 'a0cec3c3-676e-4df2-ad16-c2c769f08f51']",20,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:20.962,Pass,
,,,,,,,,,,,,,,,,,2.225597,,,,,,,,,,,,5c7ecd02-56f3-4dd8-a691-28da7a0c2338,90,,"[28.4, 5.4]",3829423,2,,,,,0.07564998,,Left Foot,,,"[69.3, 8.5]",High Pass,,41.017315,,Incomplete,,Guido Marcelo Carrillo,3246.0,,,,,,,1,From Throw In,Layvin Kurzawa,4326.0,Left Back,7,Lille,143,"['0160e991-0262-4c1a-8ab9-36f12f2a55f9', 'a29699e7-32b3-4a12-8085-cd5d116edf53']",23,,,,,,,,,,,,,,,,,AS Monaco,129,00:02:23.220,Pass,
,,,,,,,,,,,,,,,,,2.9736,,,,,,,,,,,,a29699e7-32b3-4a12-8085-cd5d116edf53,92,,"[50.8, 71.6]",3829423,2,,,,,-0.8244587,,Head,,,"[71.7, 49.0]",High Pass,,30.782625,,,,Mounir Obbadi,40697.0,,,,,,Recovery,1,From Throw In,Renato Civelli,29057.0,Right Center Back,7,Lille,143,"['5c7ecd02-56f3-4dd8-a691-28da7a0c2338', '5d368f37-8290-491c-a622-e940f17f6a95']",25,,,,,,,,,,,,,,,,,Lille,143,00:02:25.445,Pass,
,,,,,,,,,,,,,,,,,3.168874,,,,,,,,,,,,2a22e1b1-9096-4f48-84ea-772999b25f07,97,,"[70.5, 47.3]",3829423,2,,True,,,-0.8596416,,Left Foot,,,"[104.1, 8.3]",High Pass,,51.47776,,,,Sofiane Boufal,3625.0,,,,,,Free Kick,1,From Free Kick,Florent Balmont,3211.0,Right Center Midfield,8,Lille,143,['d06d79ad-4cf3-4c17-a8b6-5d22ce109d11'],50,,,,,,,,,,,,,,,,,Lille,143,00:02:50.067,Pass,
,,,,,,,,,,,,,,,,,1.147603,,,,,,,,,,,,672ba845-d42c-49e6-bf3e-5f99b84229e0,104,,"[15.8, 72.5]",3829423,3,,True,,,-1.2490457,,Right Foot,,,"[21.3, 56.0]",Ground Pass,,17.392527,,,,Andrea Raggi,3374.0,,,,,,Free Kick,1,From Free Kick,Fábio Henrique Tavares,3247.0,Right Back,9,AS Monaco,129,['aec3359d-97bc-42e5-abc7-a7f80af7b910'],7,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:07.388,Pass,
,,,,,,,,,,,,,,,,,1.664936,,,,,,,,,,,,f8ac211e-577b-4414-b430-6b66ccf61cd9,106,,"[23.8, 53.9]",3829423,3,,,,,-1.0660759,,Right Foot,,,"[31.7, 39.6]",Ground Pass,,16.337074,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,,,1,From Free Kick,Andrea Raggi,3374.0,Right Center Back,9,AS Monaco,129,['ff159f79-33a4-4dd2-8b86-359b651e90c0'],9,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:09.631,Pass,
,,,,,,,,,,,,,,,,,1.966598,,,,,,,,,,,,e810af9d-1968-4aec-a059-78c47b864c45,109,,"[41.3, 34.4]",3829423,3,,,,,-0.75531876,,Right Foot,,,"[70.4, 7.0]",Low Pass,,39.969612,,,,Ivan Ricardo Neves Abreu Cavaleiro,18243.0,,,,,,,1,From Free Kick,João Filipe Iria Santos Moutinho,3168.0,Left Defensive Midfield,9,AS Monaco,129,['19f0700f-aa64-4df7-b3bf-91a0a9f02eb8'],13,,,,,,,,,,,,,,,,,AS Monaco,129,00:03:13.176,Pass,
