50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15678264-3f55-49f9-82f2-e02c4bcd2b0d,1,,,,3901201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2989, 'name': 'Alexander Djiku'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 25}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,968def76-0582-4034-912f-3252a42b2217,2,,,,3901201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 7857, 'name': 'Brice Dja Djédjé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 19813, 'name': 'Rolando Jorge Pires da Fonseca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 38413, 'name': 'Vassiriki Abou Diaby'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 24}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 13}, {'player': {'id': 3639, 'name': 'Georges-Kévin Nkoudou Mbida'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,97ae824d-7c8b-4acb-b7ed-ef9579b040aa,3,,,,3901201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['22386195-8f3b-4656-ae23-33826c076786'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,22386195-8f3b-4656-ae23-33826c076786,4,,,,3901201,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['97ae824d-7c8b-4acb-b7ed-ef9579b040aa'],0,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,67f7a176-9223-484d-8937-0172f1e119cc,1672,,,,3901201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Marseille,147,['15fefe30-7cec-45bf-a639-43f85da3498e'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,15fefe30-7cec-45bf-a639-43f85da3498e,1673,,,,3901201,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,95,Marseille,147,['67f7a176-9223-484d-8937-0172f1e119cc'],0,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.498646,,,,,,,,,,,,,,,13064d7b-a723-4577-bae0-0c204a2724ab,5,,,"[60.0, 40.0]",3901201,0,,True,,,2.4037776,,Right Foot,,,,"[58.9, 41.0]",,Ground Pass,,1.4866068,,,Mehdi Mostefa Sbaa,10522.0,,,,,Kick Off,1,From Kick Off,François Kamano,3405.0,Left Center Forward,2,Bastia,2736,['27c57704-3db1-4dd9-8c74-fc0b9d58864f'],1,,,,,,,,,,,,,,,,Bastia,2736,00:00:01.334,Pass,
,,,,,,,,,,,,,,,,,1.249739,,,,,,,,,,,,,,,c2d57309-3d8a-4e81-a8d5-557092e65317,7,,,"[58.7, 41.0]",3901201,0,,,,,-2.9960768,,Right Foot,,,,"[47.1, 39.3]",,Ground Pass,,11.723907,,,François Modesto,401194.0,,,,,,1,From Kick Off,Mehdi Mostefa Sbaa,10522.0,Center Defensive Midfield,2,Bastia,2736,['01341bbb-29b5-4d14-9db1-0df53c13e11c'],2,,,,,,,,,,,,,,,,Bastia,2736,00:00:02.150,Pass,
,,,,,,,,,,,,,,,,,2.283653,,,,,,,,,,,,,,,52c86b89-606c-4db4-b9c8-aeb9992ebb15,10,,,"[47.1, 39.3]",3901201,0,,,,,-0.099089615,,Right Foot,,,,"[81.3, 35.9]",,High Pass,,34.36859,Incomplete,,,,,,,,,1,From Kick Off,François Modesto,401194.0,Left Back,2,Bastia,2736,['398a8554-a77f-46d4-bbc6-55c6e04bef85'],4,,,,,,,,,,,,,,,,Bastia,2736,00:00:04.846,Pass,
,,,,,,,,,,,,,,,,,1.004545,,,,,,,,,,,,,,,398a8554-a77f-46d4-bbc6-55c6e04bef85,11,,,"[38.8, 44.2]",3901201,0,,,,,-0.29706421,,Other,,,,"[43.7, 42.7]",,Low Pass,,5.124451,,,Lassana Diarra,3181.0,,,,,Recovery,1,Regular Play,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,"['52c86b89-606c-4db4-b9c8-aeb9992ebb15', '96163210-5cab-457c-afd5-141ba5255fc6']",7,,,,,,,,,,,,,,,,Marseille,147,00:00:07.130,Pass,
,,,,,,,,,,,,,,,,,3.587783,,,,,,,,,,,,,,,d0ec702c-8b2c-46b5-a7c2-cf8787ac531e,13,,,"[42.8, 42.7]",3901201,0,,,,,-2.8369184,,Right Foot,,,,"[11.0, 32.7]",,Ground Pass,,33.335266,,,Steve Mandanda,3543.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,3,Marseille,147,['25ec24bb-96c3-4c03-976c-b3a7d33abed4'],8,,,,,,,,,,,,,,,,Marseille,147,00:00:08.135,Pass,
,,,,,,,,,,,,,,,,,2.40302,,,,,,,,,,,,,,,d36841de-6259-47d8-9454-3e24dd203ff3,16,,,"[11.8, 34.8]",3901201,0,,,,,1.1557919,,Right Foot,,,,"[29.6, 75.2]",,Ground Pass,,44.14748,,,Brice Dja Djédjé,7857.0,,True,,,,1,Regular Play,Steve Mandanda,3543.0,Goalkeeper,3,Marseille,147,['38baad10-bc82-40f0-aca8-34e958a37b30'],13,,,,,,,,,,,,,,,,Marseille,147,00:00:13.363,Pass,
,,,,,,,,,,,,,,,,,1.074154,,,,,,,,,,,,,,,89ca28fd-b256-4161-9a0c-c6ecfe59c1d0,19,,,"[34.1, 75.5]",3901201,0,,,,,0.2624594,,Right Foot,,,,"[47.5, 79.1]",,Ground Pass,,13.875157,,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,['e0509140-e71b-46a4-a427-3d4794f810cd'],17,,,,,,,,,,,,,,,,Marseille,147,00:00:17.596,Pass,
,,,,,,,,,,,,,,,,,0.737691,,,,,,,,,,,,,,,6cf382e8-8f37-4051-99c9-b7261638ba82,22,,,"[48.8, 79.1]",3901201,0,,,,,-2.9948294,,Left Foot,,,,"[37.3, 77.4]",,Ground Pass,,11.624973,,,Brice Dja Djédjé,7857.0,,,,,,1,Regular Play,Florian Thauvin,3254.0,Right Wing,3,Marseille,147,['a71baf6c-a1c7-4464-8e5d-39cb183c9957'],18,,,,,,,,,,,,,,,,Marseille,147,00:00:18.710,Pass,
,,,,,,,,,,,,,,,,,2.057259,,,,,,,,,,,,,,,39ccbf06-5a33-45fa-991e-e1b6f58f6165,26,,,"[37.9, 78.2]",3901201,0,,,,,-0.8475889,,Right Foot,,,,"[50.7, 63.7]",,Ground Pass,,19.341406,,,Lassana Diarra,3181.0,,,,,,1,Regular Play,Brice Dja Djédjé,7857.0,Right Back,3,Marseille,147,"['141365b1-b5b2-4eef-9215-d0b6c0933df9', 'a7bf0cad-84c2-4c39-9175-74127ede8854']",20,,,,,,,,,,,,,,,,Marseille,147,00:00:20.299,Pass,True
,,,,,,,,,,,,,,,,,1.480775,,,,,,,,,,,,,,,7e664456-6e99-4fb3-8c9f-f21003bf029f,30,,,"[57.2, 64.6]",3901201,0,,,,,0.82424784,,Right Foot,,,,"[70.8, 79.3]",,Ground Pass,,20.026234,,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Left Defensive Midfield,3,Marseille,147,"['1fa14217-94a1-4f3c-b915-52f0d29b08c3', '91f6a090-5cdb-46ae-bf1b-0ebf8b8b10e8']",23,,,,,,,,,,,,,,,,Marseille,147,00:00:23.380,Pass,True
