50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.680336,,,,,,,,,,,,70e1da81-4392-4e91-bca1-db3f6f524d59,14,,"[66.0, 67.2]",3901157,0,,,,,0.2413555,,Right Foot,,,"[72.5, 68.8]",,Low Pass,,6.6940274,,Antoine Devaux,7815.0,,,,,Recovery,1,From Kick Off,Hamari Traoré,3248.0,Right Wing Back,2,Stade de Reims,156,"['20631bb9-7b16-4452-912a-2e53d99fdbc5', '34663ced-0f60-4043-9929-c38df29bf168']",8,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:08.756,Pass,
,,,,,,,,,,,,,,0.952056,,,,,,,,,,,,ad5d9308-c720-452b-b29c-b3d668a0c249,17,,"[73.1, 68.8]",3901157,0,,,,,-0.32682666,,Right Foot,,,"[90.8, 62.8]",,High Pass,,18.689302,Incomplete,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Kick Off,Antoine Devaux,7815.0,Right Defensive Midfield,2,Stade de Reims,156,"['97e15886-022b-44a0-ade1-8e9df37dc859', 'b70941eb-9fab-4c75-96c9-e8f500a0c426']",11,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:11.099,Pass,
,,,,,,,,,,,,,,1.910508,,,,,,,,,,,,97e15886-022b-44a0-ade1-8e9df37dc859,19,,"[29.3, 17.3]",3901157,0,,,,,-1.7302697,,Head,,,"[27.0, 3.0]",,High Pass,,14.483784,,Diego Armando Valentin Contento,4628.0,,,,,Interception,1,From Kick Off,Ludovic Lamine Sané,8385.0,Left Center Back,2,Stade de Reims,156,"['1cda0a0b-d7b3-485f-8947-d7cd49bd5a98', 'ad5d9308-c720-452b-b29c-b3d668a0c249']",12,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:12.051,Pass,
,,,,,,,,,,,,,,2.099219,,,,,,,,,,,,86f936d3-6568-48c0-833a-8620806db632,23,,"[92.3, 80.0]",3901157,0,,True,,,-2.7985687,,,,,"[75.5, 74.0]",,Low Pass,,17.839283,,Antoine Conte,131849.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,3,Stade de Reims,156,['86f80bec-dd6b-41df-8f5f-73e9d07edff1'],25,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:25.447,Pass,
,,,,,,,,,,,,,,1.907874,,,,,,,,,,,,ed6eaa48-7518-4aaf-adcd-84d3965362aa,26,,"[73.7, 72.7]",3901157,0,,,,,-2.5975049,,Right Foot,,,"[53.7, 60.6]",,Ground Pass,,23.375414,,Aïssa Mandi,6648.0,,,,,,1,From Throw In,Antoine Conte,131849.0,Right Center Back,3,Stade de Reims,156,"['87ebd1bb-682a-4417-97cc-6c47e89926c6', 'e6b4ccb9-edfa-4ae0-a69e-522798a67ffd']",28,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:28.061,Pass,True
,,,,,,,,,,,,,,1.82174,,,,,,,,,,,,3b5701e4-0a11-4490-a97e-457165dbdb1e,29,,"[50.7, 57.4]",3901157,0,,,,,-1.723832,,Right Foot,,,"[44.7, 18.5]",,Ground Pass,,39.360004,,Abdelhamid El Kaoutari,23329.0,,,,,,1,From Throw In,Aïssa Mandi,6648.0,Center Back,3,Stade de Reims,156,['f5854fe2-6b75-4207-9f88-d20533c0f044'],31,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:31.202,Pass,
,,,,,,,,,,,,,,1.25058,,,,,,,,,,,,d72e968d-9e9d-4368-9583-476db9608b50,33,,"[46.2, 9.1]",3901157,0,,,,,0.18295306,,Left Foot,,,"[68.9, 13.3]",,High Pass,,23.085278,Incomplete,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Abdelhamid El Kaoutari,23329.0,Left Center Back,3,Stade de Reims,156,"['2ed9106e-bb7f-498b-82a7-af8ebd9c70f1', '6bec7be4-6cd0-4b20-8919-3e7812948fe5']",36,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:36.034,Pass,
,,,,,,,,,,,,,,2.100838,,,,,,,,,,,,2ed9106e-bb7f-498b-82a7-af8ebd9c70f1,35,,"[51.2, 66.8]",3901157,0,,,,,-0.4466038,,Head,,,"[72.5, 56.6]",,High Pass,,23.616308,Incomplete,,,,,,,Recovery,1,From Throw In,André Biyogo Poko,30338.0,Right Back,3,Stade de Reims,156,"['0b205187-e65b-4502-ad82-52a1fe43893b', 'd72e968d-9e9d-4368-9583-476db9608b50']",37,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:37.285,Pass,
,,,,,,,,,,,,,,0.936333,,,,,,,,,,,,6d395363-89d2-46a9-9db1-2e0e81e6bf23,39,,"[47.0, 24.9]",3901157,0,,,,,2.2940736,,Right Foot,,,"[37.2, 36.0]",,Ground Pass,,14.807093,,Aïssa Mandi,6648.0,,,,,,1,From Throw In,Jaba Kankava,46801.0,Left Defensive Midfield,3,Stade de Reims,156,['9122cb07-bac3-4c02-9016-b2a2986a714f'],41,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:41.948,Pass,
,,,,,,,,,,,,,,3.20073,,,,,,,,,,,,db8fe1ce-0d49-4ad7-b2c9-dcb1f07e71f7,42,,"[38.9, 39.7]",3901157,0,,,,,0.6138004,,Right Foot,,,"[89.0, 75.0]",,High Pass,,61.28703,,Hamari Traoré,3248.0,,,,,,1,From Throw In,Aïssa Mandi,6648.0,Center Back,3,Stade de Reims,156,['b7475605-ea9d-4dfa-aff5-9ee7997bc8b8'],44,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:44.847,Pass,
,,,,,,,,,,,,,,0.657208,,,,,,,,,,,,21f55c69-c274-4dad-aac4-5e61c024595a,58,,"[87.6, 57.4]",3901157,0,,,,,-1.2649175,,Right Foot,,,"[88.2, 55.5]",,Ground Pass,,1.9924859,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,3,Stade de Reims,156,['fc1c912f-7c22-4a56-86b3-d2792a00aa66'],54,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:54.873,Pass,
,,,,,,,,,,,,,,1.131031,,,,,,,,,,,,241636a7-77a2-464c-a9ae-5ade8b04ded4,64,,"[87.0, 56.6]",3901157,1,,,,,-0.54622966,,Left Foot,,,"[109.7, 42.8]",,High Pass,,26.565578,Incomplete,,,,,,,Free Kick,1,From Free Kick,Diego Rigonato Rodrigues,7363.0,Left Wing Back,4,Stade de Reims,156,['90d9a78c-c585-4fd9-82c6-7f04a1a666b1'],43,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:43.951,Pass,
,,,,,,,,,,,,,,2.388484,,,,,,,,,,,,e10bea04-1b61-44ed-8f33-57c9d98b8f41,66,,"[89.5, 80.0]",3901157,1,,,,,-2.8285809,,,,,"[65.4, 72.2]",,Low Pass,,25.33081,,Antoine Conte,131849.0,,,,,Throw-in,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,5,Stade de Reims,156,['281d3846-b372-4d23-824d-d087a732c387'],57,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:57.720,Pass,
,,,,,,,,,,,,,,3.123133,,,,,,,,,,,,be999aee-d511-4162-ad7f-b0ec4afcc49e,69,,"[55.1, 68.9]",3901157,2,,,,,-2.4545724,,Right Foot,,,"[25.6, 44.7]",,Ground Pass,,38.156128,,Johann Carrasso,7641.0,,,,,,1,From Throw In,Antoine Conte,131849.0,Right Center Back,5,Stade de Reims,156,['79a69f9b-61f5-4d53-83bf-294fe0e1ce12'],2,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:02.489,Pass,
,,,,,,,,,,,,,,2.586113,,,,,,,,,,,,54b4f038-6876-4436-8991-7c8e09e2b449,72,,"[28.1, 45.5]",3901157,2,,,,,0.07784239,,Right Foot,,,"[78.1, 49.4]",,High Pass,,50.15187,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Johann Carrasso,7641.0,Goalkeeper,5,Stade de Reims,156,['55e1e8c9-7651-4d37-94f3-c03bcbedfc8e'],9,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:09.466,Pass,
,,,,,,,,,,,,,,1.380895,,,,,,,,,,,,206296ee-cbc1-4c1c-9f58-cc94fc5d811b,75,,"[78.1, 49.4]",3901157,2,,,,True,-0.85909,,,,,"[85.0, 41.4]",,High Pass,,10.564564,Incomplete,Nicolas de Roussel de Préville,4383.0,,,,,,1,From Throw In,Gaëtan Charbonnier,7635.0,Center Forward,5,Stade de Reims,156,"['08a6599b-67d1-4758-ae51-b1cf098eec47', 'd4732983-af40-4f33-88b5-3d267ff34a0e', 'e99fa460-6bf5-4324-ad90-bbf057a61777']",12,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:12.052,Pass,True
,,,,,,,,,,,,,,1.229153,,,,,,,,,,,,995e3d54-9787-41ad-b614-cc5c4c0f5379,80,,"[43.7, 40.6]",3901157,2,,,,,1.1336577,,Right Foot,,,"[48.7, 51.3]",,High Pass,,11.810589,,Adam Ounas,10448.0,,,,,Recovery,1,Regular Play,Clément Chantôme,7552.0,Right Center Midfield,6,Bordeaux,146,"['bd35eed9-73fc-4aef-9b43-f5cd248738a3', 'd11e6370-9651-4c4b-94ae-f6800788e800']",14,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:14.907,Pass,True
,,,,,,,,,,,,,,1.86677,,,,,,,,,,,,4abeb8e1-16ba-4b68-a7ad-c4732a63a593,84,,"[51.5, 62.0]",3901157,2,,,,,-2.8679333,,Left Foot,,,"[40.1, 58.8]",,Ground Pass,,11.840608,,Frédéric Guilbert,2946.0,,,,,,1,Regular Play,Adam Ounas,10448.0,Right Wing,6,Bordeaux,146,['c37f2135-d154-4fb1-bd9b-f1259837e2a3'],20,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:20.022,Pass,
,,,,,,,,,,,,,,1.407246,,,,,,,,,,,,cca0bd21-4574-4792-8135-0d9e2f018d78,87,,"[36.4, 56.2]",3901157,2,,,,,-1.6790669,,Right Foot,,,"[33.9, 33.2]",,Ground Pass,,23.135471,,Ludovic Lamine Sané,8385.0,,,,,,1,Regular Play,Frédéric Guilbert,2946.0,Right Center Back,6,Bordeaux,146,['cb42c5d6-351c-4503-918b-f8544f921764'],22,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:22.754,Pass,
,,,,,,,,,,,,,,1.73613,,,,,,,,,,,,f6568640-8690-4f57-a3ba-39b5ffbe5441,90,,"[35.8, 27.3]",3901157,2,,,,,-1.0267085,,Right Foot,,,"[47.9, 7.3]",,Ground Pass,,23.375414,,Diego Armando Valentin Contento,4628.0,,,,,,1,Regular Play,Ludovic Lamine Sané,8385.0,Left Center Back,6,Bordeaux,146,['c09d991c-474e-44bb-a224-637a3cfc39d7'],25,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:25.315,Pass,
,,,,,,,,,,,,,,1.836951,,,,,,,,,,,,e34494fa-86d2-4627-82a4-2642bead2a87,93,,"[48.1, 7.3]",3901157,2,,,,,2.4108026,,Left Foot,,,"[31.7, 22.0]",,Ground Pass,,22.023851,,Ludovic Lamine Sané,8385.0,,,,,,1,Regular Play,Diego Armando Valentin Contento,4628.0,Left Back,6,Bordeaux,146,['a40ef10b-c640-4bbe-a72c-cb46109ac83d'],28,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:28.400,Pass,
,,,,,,,,,,,,,,2.322239,,,,,,,,,,,,2b34a62f-552b-457a-8500-051a28c854b4,96,,"[30.9, 24.0]",3901157,2,,,,,1.6132637,,Right Foot,,,"[29.4, 59.3]",,Ground Pass,,35.331856,,Frédéric Guilbert,2946.0,,,,,,1,Regular Play,Ludovic Lamine Sané,8385.0,Left Center Back,6,Bordeaux,146,['25e3c4af-c5a1-4b52-8d88-1e8b140489a6'],31,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:31.781,Pass,
,,,,,,,,,,,,,,1.666817,,,,,,,,,,,,c655e0f5-b763-44ce-b11a-dc0af6015b4d,99,,"[33.7, 59.5]",3901157,2,,,,,-0.28318447,,Right Foot,,,"[71.5, 48.5]",,High Pass,,39.368008,,Enzo Crivelli,3184.0,,,,,,1,Regular Play,Frédéric Guilbert,2946.0,Right Center Back,6,Bordeaux,146,['feb94fb0-af45-4d23-95d7-5511fa081d78'],36,,,,,,,,,,,,,,,,,Bordeaux,146,00:02:36.133,Pass,
,,,,,,,,,,,,,,1.267597,,,,,,,,,,,,7a7197f3-35cc-4b57-acf6-814330bc681e,116,,"[42.6, 27.4]",3901157,2,,,,,-0.7145492,,Right Foot,,,"[59.2, 13.0]",,Ground Pass,,21.975441,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Center Back,7,Stade de Reims,156,['23f267ce-1dd3-48bd-8009-bb437f8a217c'],44,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:44.022,Pass,
,,,,,,,,,,,,,,1.2,,,,,,,,,,,,c91bef1c-d98d-4712-88f4-f83b5328df7c,119,,"[62.3, 12.0]",3901157,2,,,,,-0.35239232,,Right Foot,,,"[77.8, 6.3]",,Ground Pass,,16.514841,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Gaëtan Charbonnier,7635.0,Center Forward,7,Stade de Reims,156,['5f50a3ff-c5ef-448d-9c9d-98daabdb139f'],46,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:46.184,Pass,
,,,,,,,,,,,,,,1.337162,,,,,,,,,,,,a9fcdb29-6e98-4fc4-a2bd-02aab49c20c5,125,,"[106.8, 0.1]",3901157,2,,,,,1.0261456,,,,,"[113.1, 10.5]",,Low Pass,,12.159359,,Nicolas de Roussel de Préville,4383.0,,,,,Throw-in,1,From Throw In,Diego Rigonato Rodrigues,7363.0,Left Wing Back,8,Stade de Reims,156,['6d7351db-9cca-4c97-87f0-fe4a8450f5d1'],59,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:59.897,Pass,
,,,,,,,,,,,,,,4.534199,,,,,,,,,,,,f32f399a-bbf9-404a-ada1-658aca0d5ae9,129,,"[117.0, 12.7]",3901157,3,,,,,1.7774795,,Left Foot,True,,"[105.3, 68.5]",,High Pass,,57.01342,,Hamari Traoré,3248.0,,True,,,,1,From Throw In,Nicolas de Roussel de Préville,4383.0,Left Wing,8,Stade de Reims,156,"['7e4ccf90-0763-47eb-a41d-4c0d47574222', 'dc1752eb-fd75-4c33-aa3d-adaca8ef7bbc']",4,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:04.454,Pass,True
,,,,,,,,,,,,,,1.099266,,,,,,,,,,,,0e6e41cf-814b-465e-8296-d4a5b6350a58,133,,"[99.7, 57.8]",3901157,3,,,,,-2.3284237,,Right Foot,,,"[89.2, 46.7]",,Ground Pass,,15.279398,,Jaba Kankava,46801.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,8,Stade de Reims,156,['4669e2e3-cee4-4520-bedc-395098caba0e'],10,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:10.883,Pass,
,,,,,,,,,,,,,,1.141374,,,,,,,,,,,,9725b745-945c-404e-84d2-893e5a0417c1,137,,"[87.6, 51.4]",3901157,3,,,,,1.9513026,,Left Foot,,,"[83.2, 62.4]",,Ground Pass,,11.8473625,,Antoine Conte,131849.0,,,,,,1,From Throw In,Jaba Kankava,46801.0,Left Defensive Midfield,8,Stade de Reims,156,"['0e1059eb-a87a-4627-b63d-e80eeff3ec5c', 'e73722a1-5773-4bd3-9aef-23ebe0ce8f09']",13,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:13.118,Pass,True
,,,,,,,,,,,,,,1.159892,,,,,,,,,,,,c57dcbb1-3e65-44f0-af7a-25910b92c30a,141,,"[83.7, 64.9]",3901157,3,,,,,0.6250227,,Right Foot,,,"[99.5, 76.3]",,Ground Pass,,19.483326,,Hamari Traoré,3248.0,,,,,,1,From Throw In,Antoine Conte,131849.0,Right Center Back,8,Stade de Reims,156,"['182e1f67-1d69-4975-b504-9acf82fc43e1', '6674db8e-7caf-4df0-9897-3cc1c72020ff']",15,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:15.170,Pass,True
,,,,,,,,,,,,,,1.132729,,,,,,,,,,,,2b1e570a-c7d8-4366-bc28-20d80920da3f,144,,"[98.7, 75.5]",3901157,3,,,,,-1.666885,,Left Foot,,,"[97.9, 67.2]",,Ground Pass,,8.338465,,Jaba Kankava,46801.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,Right Wing Back,8,Stade de Reims,156,['deecb76d-e89b-4585-adf5-10924c638fa2'],16,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:16.807,Pass,
,,,,,,,,,,,,,,1.946292,,,,,,,,,,,,4dd3a27a-ecc4-4b52-96fa-7100e1baf554,148,,"[97.5, 75.8]",3901157,3,,,,,-2.8023,,Left Foot,,,"[83.9, 71.0]",,Ground Pass,,14.422205,,Antoine Conte,131849.0,,,,,,1,From Throw In,Jaba Kankava,46801.0,Left Defensive Midfield,8,Stade de Reims,156,['de48ae4e-83e3-45d0-baf2-968acc27799e'],20,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:20.968,Pass,
,,,,,,,,,,,,,,1.994973,,,,,,,,,,,,789919ea-950d-45d7-b5d2-ec066cbeae31,151,,"[77.0, 65.2]",3901157,3,,,,,-2.3213828,,Right Foot,,,"[57.6, 44.4]",,Ground Pass,,28.442924,,Aïssa Mandi,6648.0,,,,,,1,From Throw In,Antoine Conte,131849.0,Right Center Back,8,Stade de Reims,156,['3004642c-de5d-4a62-ab57-7da4efa1ac71'],24,,,,,,,,,,,,,,,,,Stade de Reims,156,00:03:24.152,Pass,
