50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7e4b0ff1-0132-489e-bb47-939be67ced27,1,,,3901158,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 10}, {'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,599751f4-c990-4e55-8ddd-d85692731af3,2,,,3901158,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4475, 'name': 'Romain Danzé'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3753, 'name': 'Pedro Filipe Teodósio Mendes'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 8672, 'name': 'Gélson da Conceição Tavares Fernandes'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16503, 'name': 'Pedro Henrique Konzen Medina da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 2985, 'name': 'Ludovic Baal'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 3018, 'name': 'Giovanni-Guy Yann Sio'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 13}]}",Rennes,134,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9384d0a7-cd5c-40c0-aa21-533c3cc7f06f,3,,,3901158,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['c50ffbaf-bae7-479f-b588-0e6fa8b6b551'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c50ffbaf-bae7-479f-b588-0e6fa8b6b551,4,,,3901158,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['9384d0a7-cd5c-40c0-aa21-533c3cc7f06f'],0,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,20684338-eadf-4ae6-852b-9a1eb854494b,2182,,,3901158,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,113,Rennes,134,['35c6e9b0-d326-44c5-9dd2-b7564a91a927'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,35c6e9b0-d326-44c5-9dd2-b7564a91a927,2183,,,3901158,45,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,113,Rennes,134,['20684338-eadf-4ae6-852b-9a1eb854494b'],0,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.592369,,,,,,,,,,,,,ccc2fcf9-1426-4563-89b9-25bc149ffe16,5,,"[61.0, 40.1]",3901158,0,,,,-1.7975951,,Right Foot,,"[60.4, 37.5]",,Ground Pass,,2.6683328,,,Ousmane Dembélé,5477.0,,,,,Kick Off,1,From Kick Off,Giovanni-Guy Yann Sio,3018.0,Center Forward,2,Rennes,134,['c317f9cc-2368-4559-87ce-1462056b4b33'],0,,,,,,,,,,,,,,,Rennes,134,00:00:00.482,Pass,
,,,,,,,,,,,,,,,1.161886,,,,,,,,,,,,,46ce6944-ce95-410b-b481-95df32004415,7,,"[60.4, 37.3]",3901158,0,,,,2.4357805,,Left Foot,,"[51.6, 44.8]",,Ground Pass,,11.562439,,,Gélson da Conceição Tavares Fernandes,8672.0,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Center Attacking Midfield,2,Rennes,134,['b0696177-52ee-4c80-b684-e9f4aab0c6f5'],1,,,,,,,,,,,,,,,Rennes,134,00:00:01.074,Pass,
,,,,,,,,,,,,,,,2.206141,,,,,,,,,,,,,04b7dcf5-7b23-4890-b83a-ffca97fea5a6,10,,"[53.9, 44.0]",3901158,0,,,,-0.77667236,,Right Foot,,"[82.8, 15.6]",,High Pass,,40.51876,,,Ludovic Baal,2985.0,,,,,,1,From Kick Off,Gélson da Conceição Tavares Fernandes,8672.0,Right Defensive Midfield,2,Rennes,134,['277ab9b2-26ad-4d0e-a9f6-22f38b69ca69'],3,,,,,,,,,,,,,,,Rennes,134,00:00:03.117,Pass,
,,,,,,,,,,,,,,,0.030433,,,,,,,,,,,,,52d1a73f-aa87-4e53-ad77-b30083e368d4,12,,"[82.8, 15.6]",3901158,0,,,True,0.23374318,,,,"[87.0, 16.6]",,Low Pass,,4.3174067,Incomplete,,Giovanni-Guy Yann Sio,3018.0,,,,,,1,From Kick Off,Ludovic Baal,2985.0,Left Wing,2,Rennes,134,"['b99084ab-ae37-4a76-9aa7-83c6e93b9132', 'cb4ae116-f5e9-4948-8baf-2100e0000bed', 'ef9acc5c-915b-4eee-91ec-aee1f4108193']",5,,,,,,,,,,,,,,,Rennes,134,00:00:05.323,Pass,True
