50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a023ea07-d0e8-4233-a83b-ab3fe5bb5434,1,,,3829471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 17}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 24}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c82587b3-84a4-422c-8523-2710fdf0969c,2,,,3829471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 22130, 'name': 'Mauro Daniel Goicoechea Furia'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 30447, 'name': 'Jean-Armel Kana-Biyik'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 3035, 'name': 'Steeve Yago'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 2961, 'name': 'Yann Bodiger'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 16418, 'name': 'Adrien Regattin'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd74d029-42a0-4420-8023-d6d066e36189,3,,,3829471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['66f29f11-932c-4d77-94f2-cd386a9a3949'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66f29f11-932c-4d77-94f2-cd386a9a3949,4,,,3829471,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['fd74d029-42a0-4420-8023-d6d066e36189'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,30f4ba15-783a-4c41-a98b-bfa6b6ccf6de,1679,,,3829471,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Toulouse,130,['49b7ba9b-472a-460a-8230-3d24a8bb0b1f'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,49b7ba9b-472a-460a-8230-3d24a8bb0b1f,1680,,,3829471,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Toulouse,130,['30f4ba15-783a-4c41-a98b-bfa6b6ccf6de'],0,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.515344,,,,,,,,,,,,,b980c9ac-4c73-496e-9024-04fa7940f26c,5,,"[61.0, 40.1]",3829471,0,,,,,1.5120405,,Right Foot,,,,"[61.2, 43.5]",,Ground Pass,,3.4058774,,,,,Diego Alejandro Rolan Silva,6739.0,,,,,,Kick Off,1,From Kick Off,Isaac Kiese Thelin,5615.0,Left Center Forward,2,Bordeaux,146,['8a3f5ee7-7d77-43bb-88f1-9e2c05c36d48'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.552,Pass,
,,,,,,,,,,,,,,,,,0.748909,,,,,,,,,,,,,828dcbc3-2e7b-4140-a284-783c60546e35,8,,"[61.2, 43.5]",3829471,0,,,,,-2.7468016,,Right Foot,,,,"[54.0, 40.5]",,Ground Pass,,7.8,,,,,Wahbi Khazri,3196.0,,,,,,,1,From Kick Off,Diego Alejandro Rolan Silva,6739.0,Right Center Forward,2,Bordeaux,146,['4aa5829c-2133-4df4-8195-f8e4bc3b221b'],1,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.108,Pass,
,,,,,,,,,,,,,,,,,1.588104,,,,,,,,,,,,,46c40808-0a52-4628-96dc-2ebe9cb72341,11,,"[53.2, 40.4]",3829471,0,,,,,-2.2213044,,Right Foot,,,,"[41.1, 24.5]",,Ground Pass,,19.98049,,,,,Nicolas Pallois,3256.0,,,,,,,1,From Kick Off,Wahbi Khazri,3196.0,Center Attacking Midfield,2,Bordeaux,146,['8e2c62dc-5461-4915-b763-9c73bf1c1459'],2,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.633,Pass,
,,,,,,,,,,,,,,,,,1.525405,,,,,,,,,,,,,75ab6e1e-f49a-47eb-bb60-d423e2d77cd2,14,,"[41.0, 22.3]",3829471,0,,,,,2.1305933,,Left Foot,,,,"[31.6, 37.3]",,Ground Pass,,17.701977,,,,,Pablo Nascimento Castro,4542.0,,,,,,,1,From Kick Off,Nicolas Pallois,3256.0,Left Center Back,2,Bordeaux,146,['f0a59bfc-545a-4671-8d42-3c852e8b685f'],4,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:04.897,Pass,
