50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,269b6f0e-0aa2-4cd6-bab7-ad610cd20be6,1,,,,3829442,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 40523, 'name': 'Marko Baša'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3211, 'name': 'Florent Balmont'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3357, 'name': 'Baptiste Guillaume'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9a7365d3-44b5-4771-b943-7c7f7168c07f,2,,,,3829442,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4823, 'name': 'Milan Gajić'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3256, 'name': 'Nicolas Pallois'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4442, 'name': 'Maxime Poundjé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 13}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 9897, 'name': 'Kévin Soni'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3184, 'name': 'Enzo Crivelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,67112613-80a5-499f-9142-8c2c4c16285a,3,,,,3829442,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['151f5168-4a9b-412c-b32f-ca2583bdc17c'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,151f5168-4a9b-412c-b32f-ca2583bdc17c,4,,,,3829442,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lille,143,['67112613-80a5-499f-9142-8c2c4c16285a'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a1802fe0-d0f7-42d7-8b93-eabdef5f2be0,1615,,,,3829442,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Bordeaux,146,['6d5eaeec-3031-43b2-ae25-6140cbd1640f'],0,,,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d5eaeec-3031-43b2-ae25-6140cbd1640f,1616,,,,3829442,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,97,Bordeaux,146,['a1802fe0-d0f7-42d7-8b93-eabdef5f2be0'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.360382,,,,,,,,,,,,,,4d76f451-a838-4eca-b76e-be7452f134f5,5,,,"[61.0, 40.1]",3829442,0,,,,,1.956679,,Right Foot,,,,"[59.7, 43.3]",Ground Pass,,3.4539833,,,,,Enzo Crivelli,3184.0,,,,Kick Off,1,From Kick Off,Clément Chantôme,7552.0,Right Defensive Midfield,2,Bordeaux,146,['b28e190c-34fc-4ebf-9693-2e9648e70ccd'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.518,Pass,
,,,,,,,,,,,,,,,,,,1.161576,,,,,,,,,,,,,,790671bb-7174-4caa-9dd2-b8ef032de50f,8,,,"[57.8, 42.7]",3829442,0,,,,,-2.1315851,,Right Foot,,,,"[47.5, 26.3]",Ground Pass,,19.366207,,,,,Nicolas Maurice-Belay,42430.0,,,,,1,From Kick Off,Enzo Crivelli,3184.0,Center Forward,2,Bordeaux,146,['50c9eecb-19c4-4353-8bf3-f6c169523d46'],1,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.345,Pass,
,,,,,,,,,,,,,,,,,,1.312996,,,,,,,,,,,,,,053028b3-c052-4c54-94d8-39cdeabf0dfc,11,,,"[47.5, 26.3]",3829442,0,,,,,-0.367723,,Right Foot,,,,"[71.9, 16.9]",Ground Pass,,26.14804,,,,,Thomas Touré,3408.0,,,,,1,From Kick Off,Nicolas Maurice-Belay,42430.0,Left Midfield,2,Bordeaux,146,['d237c6a6-0c24-4af9-bd79-200fd7691caf'],3,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:03.505,Pass,
,,,,,,,,,,,,,,,,,,1.301204,,,,,,,,,,,,,,3ad5a360-aa64-4f1c-b0f2-715a5dcb81b2,15,,,"[70.4, 12.5]",3829442,0,,,,,-2.5441341,,Left Foot,,,,"[60.7, 5.9]",Ground Pass,,11.732433,,,,,Maxime Poundjé,4442.0,,,,,1,From Kick Off,Thomas Touré,3408.0,Right Midfield,2,Bordeaux,146,"['3ddb64fa-0376-4cb1-adeb-7212d8edeb41', 'a3214bfb-bf2c-4ec6-9db5-1f90f9de75f7']",6,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:06.137,Pass,True
