50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f6e3fe94-86e5-4d5d-a2fd-d5f5c2866c66,1,,,3901187,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4c3457fc-7710-4eb8-ad0c-a97291740100,2,,,3901187,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 7346, 'name': 'Lindsay Rose'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 7338, 'name': 'Romain Philippoteaux'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6a11a9c3-a698-42df-893d-a7e585fae824,3,,,3901187,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['ff44671b-0cc3-4965-870b-23ad5b01ab55'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ff44671b-0cc3-4965-870b-23ad5b01ab55,4,,,3901187,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Angers,145,['6a11a9c3-a698-42df-893d-a7e585fae824'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3fabdde5-3915-4069-a585-de894d10d3ae,1579,,,3901187,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Angers,145,['0e586036-7c6c-4fd9-bbdd-118d5729c7b1'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0e586036-7c6c-4fd9-bbdd-118d5729c7b1,1580,,,3901187,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Angers,145,['3fabdde5-3915-4069-a585-de894d10d3ae'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.303053,,,,,,,,,,,,,,62651279-1a6c-4b37-b30d-8e733f00f93f,5,,"[61.0, 40.1]",3901187,0,,,,1.3191063,,Right Foot,,,,"[61.9, 43.6]",Ground Pass,,3.6138623,,,,Walid Mesloub,7766.0,,,,,Kick Off,1,From Kick Off,Abdul Majeed Waris,7615.0,Center Forward,2,Lorient,165,['2afe073d-c099-4fd9-aaa0-87b7608f494f'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.833,Pass,
,,,,,,,,,,,,,,,,,,1.510056,,,,,,,,,,,,,,06a74a00-685f-46c2-9201-9289bb7c3ed7,8,,"[60.9, 43.0]",3901187,0,,,,-2.896614,,Right Foot,,,,"[34.5, 36.4]",Ground Pass,,27.212498,,,,Zargo Touré,7211.0,,,,,,1,From Kick Off,Walid Mesloub,7766.0,Center Attacking Midfield,2,Lorient,165,['78818189-81c2-43a2-9027-ad79ff4ce022'],1,,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.216,Pass,
,,,,,,,,,,,,,,,,,,0.918692,,,,,,,,,,,,,,13cd8654-d17c-4a64-89e8-6387b5fb6d54,11,,"[42.2, 30.4]",3901187,0,,,,0.4617319,,Left Foot,,,,"[63.1, 40.8]",High Pass,,23.344593,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,From Kick Off,Zargo Touré,7211.0,Left Center Back,2,Lorient,165,"['55a08037-9214-4818-9879-c923d0f27bf8', 'f796e452-bcb2-4800-9398-d3de7df37bd5']",5,,,,,,,,,,,,,,,,,,Lorient,165,00:00:05.142,Pass,
,,,,,,,,,,,,,,,,,,3.202716,,,,,,,,,,,,,,5cf24e49-27f1-4bca-bc0b-37b678d9bce1,16,,"[30.5, 27.8]",3901187,0,,,,-0.19297081,,Left Foot,,,,"[82.7, 17.6]",High Pass,,53.187218,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,3,Angers,145,"['7b803211-738c-45a1-ad02-8090338fd79b', 'a0a5b924-44fe-4ca2-9fe8-a6f327782293']",9,,,,,,,,,,,,,,,,,,Angers,145,00:00:09.469,Pass,
,,,,,,,,,,,,,,,,,,1.935185,,,,,,,,,,,,,,7b803211-738c-45a1-ad02-8090338fd79b,18,,"[37.4, 62.5]",3901187,0,,,,-0.44206822,,Head,,,,"[65.5, 49.2]",High Pass,,31.088583,,Incomplete,,Walid Mesloub,7766.0,,,,,Recovery,1,Regular Play,Lindsay Rose,7346.0,Right Center Back,3,Angers,145,"['5cf24e49-27f1-4bca-bc0b-37b678d9bce1', 'a5bc88cc-5e1c-44c7-9569-84d5756713bb', 'f628b09f-472c-4538-a637-b0a677fca590']",12,,,,,,,,,,,,,,,,,,Lorient,165,00:00:12.672,Pass,
,,,,,,,,,,,,,,,,,,1.583107,,,,,,,,,,,,,,f628b09f-472c-4538-a637-b0a677fca590,20,,"[54.6, 30.9]",3901187,0,,,,-0.059389535,,Head,,,,"[73.1, 29.8]",High Pass,,18.532675,,Incomplete,,Billy Ketkeophomphone,4441.0,,,,,Recovery,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,3,Angers,145,"['3b97ce30-9c55-4c7e-91f4-0c38dd55e121', '7b803211-738c-45a1-ad02-8090338fd79b', 'a0b18718-b343-41d1-bb9e-1b854f6c7cb7']",14,,,,,,,,,,,,,,,,,,Angers,145,00:00:14.607,Pass,
,,,,,,,,,,,,,,,,,,1.56156,,,,,,,,,,,,,,3b97ce30-9c55-4c7e-91f4-0c38dd55e121,22,,"[47.0, 50.3]",3901187,0,,,True,-0.31801924,,,,,,"[63.1, 45.0]",Low Pass,,16.949926,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,Recovery,1,Regular Play,Lindsay Rose,7346.0,Right Center Back,3,Angers,145,"['20692d01-004a-4085-86a8-158fede9c49b', '6aa63bb8-4d61-495b-b281-d252cf6f0194', 'ed310701-d3ad-46e6-82f7-cbded8139e52', 'f628b09f-472c-4538-a637-b0a677fca590']",16,,,,,,,,,,,,,,,,,,Lorient,165,00:00:16.190,Pass,True
,,,,,,,,,,,,,,,,,,3.702488,,,,,,,,,,,,,,6aa63bb8-4d61-495b-b281-d252cf6f0194,25,,"[57.0, 35.1]",3901187,0,,,,2.4573517,,Left Foot,,,,"[27.7, 59.0]",High Pass,,37.811375,,,,Vincent Manceau,3431.0,,,,,Recovery,1,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,3,Angers,145,"['3284a8d1-4707-4cad-945a-67347f8f9138', '3b97ce30-9c55-4c7e-91f4-0c38dd55e121']",17,,,,,,,,,,,,,,,,,,Angers,145,00:00:17.752,Pass,
,,,,,,,,,,,,,,,,,,2.141586,,,,,,,,,,,,,,fc541dc7-8400-41a7-90fa-3f397f77c52a,28,,"[35.7, 67.2]",3901187,0,,,,-0.351697,,Right Foot,,,,"[82.3, 50.1]",High Pass,,49.638393,,Incomplete,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Vincent Manceau,3431.0,Right Back,3,Angers,145,"['0fb295da-9dbf-4974-838a-4962151bb663', '3768e89f-6bbd-4116-8ca8-6e5290f69e19']",24,,,,,,,,,,,,,,,,,,Angers,145,00:00:24.297,Pass,
,,,,,,,,,,,,,,,,,,2.264529,,,,,,,,,,,,,,3768e89f-6bbd-4116-8ca8-6e5290f69e19,30,,"[37.8, 30.0]",3901187,0,,,,-0.7809139,,Head,,,,"[49.0, 18.9]",High Pass,,15.76864,,,,Didier Ndong Ibrahim,22587.0,,,,,Recovery,1,Regular Play,Zargo Touré,7211.0,Left Center Back,4,Lorient,165,"['a9d76537-8d45-429d-94d8-253decf43b2e', 'fc541dc7-8400-41a7-90fa-3f397f77c52a']",26,,,,,,,,,,,,,,,,,,Lorient,165,00:00:26.438,Pass,
,,,,,,,,,,,,,,,,,,0.624222,,,,,,,,,,,,,,520c8438-de67-446f-9aff-f053e9adcb70,33,,"[50.4, 17.1]",3901187,0,,,,-1.1631649,,Right Foot,,,,"[54.2, 8.3]",Low Pass,,9.585405,,,,Maxime Barthelmé,7567.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Left Defensive Midfield,4,Lorient,165,"['77e670a4-5134-4e79-9bf9-00d76651f833', 'cb077795-e6de-4e2a-bdac-6a2be9bdd836']",28,,,,,,,,,,,,,,,,,,Lorient,165,00:00:28.703,Pass,True
,,,,,,,,,,,,,,,,,,2.298859,,,,,,,,,,,,,,d4c4859f-2bb1-48f7-89f9-a575199755b7,36,,"[54.2, 8.3]",3901187,0,,,,0.9239282,,Left Foot,,,,"[72.1, 32.0]",Low Pass,,29.700169,,,,Walid Mesloub,7766.0,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,4,Lorient,165,['03cb6a1b-fca6-46b5-a335-ab0d99151cd2'],29,,,,,,,,,,,,,,,,,,Lorient,165,00:00:29.407,Pass,
,,,,,,,,,,,,,,,,,,1.579499,,,,,,,,,,,,,,0f8f3207-e812-421e-8343-950864281716,38,,"[72.5, 32.6]",3901187,0,,,,-0.66189206,,Right Foot,,,,"[88.8, 19.9]",Ground Pass,,20.663494,,,,Abdul Majeed Waris,7615.0,,,,,,1,Regular Play,Walid Mesloub,7766.0,Center Attacking Midfield,4,Lorient,165,['b07497be-4e55-4ede-bcda-e540e25bd4d2'],31,,,,,,,,,,,,,,,,,,Lorient,165,00:00:31.706,Pass,
,,,,,,,,,,,,,,,,,,2.032098,,,,,,,,,,,,,,9cf99847-1d1f-4b60-a253-a06a5b970e49,41,,"[93.6, 21.9]",3901187,0,,,,-0.20342477,,Right Foot,,,,"[115.9, 17.3]",Ground Pass,,22.769497,,,,Maxime Barthelmé,7567.0,,,,,,1,Regular Play,Abdul Majeed Waris,7615.0,Center Forward,4,Lorient,165,['fa35e3fc-00f8-479f-8ec1-187a393857c3'],34,,,,,,,,,,,,,,,,,,Lorient,165,00:00:34.834,Pass,
,,,,,,,,,,,,,,,,,,1.332253,,,,,,,,,,,,,,5787636d-fe30-4444-9c12-504e9c3c4530,43,,"[115.9, 17.3]",3901187,0,,,,1.6243848,,Left Foot,True,,,"[114.5, 43.4]",High Pass,,26.137522,,Incomplete,,Walid Mesloub,7766.0,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,4,Lorient,165,"['1508a2d7-902d-4144-806a-1c28477df96b', 'ea1a3d1a-b8ce-4e3c-a9b2-6e3d3739af2f']",36,,,,,,,,,,,,,,,,,,Lorient,165,00:00:36.866,Pass,
,,,,,,,,,,,,,,,,,,1.616189,,,,,,,,,,,,,,01228bed-2800-46dd-9518-90b0cb2a2615,46,,"[120.0, 80.0]",3901187,1,,,,-1.833149,3cb83218-f598-4302-92ec-3818c4d5ec10,Right Foot,,,,"[109.5, 40.9]",High Pass,,40.485306,,,True,Lindsay Rose,7346.0,True,,Outswinging,,Corner,1,From Corner,Walid Mesloub,7766.0,Center Attacking Midfield,5,Lorient,165,['8aedcc73-7b91-4674-af76-dbe46251852b'],8,,,,,,,,,,,,,,,,,,Lorient,165,00:01:08.774,Pass,
