50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,5.86246,,,,,,,,,,,,,,c0a27a83-8afb-433f-8f4f-00d9bc4e4766,51,,"[16.3, 44.9]",3901187,1,,,,-0.3919786,,Drop Kick,,,,"[89.6, 14.6]",High Pass,,79.3157,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,From Keeper,Alexandre Letellier,3432.0,Goalkeeper,6,Angers,145,"['1f84eaec-506b-4fc4-a98a-4b58255e604c', 'b278ad5a-4b37-4dfd-9bfc-3bc50e241642']",15,,,,,,,,,,,,,,,,,,Angers,145,00:01:15.102,Pass,
,,,,,,,,,,,,,,,,,,0.059552,,,,,,,,,,,,,,c19ce4ff-9909-4229-a9bd-a82d47135c35,56,,"[38.6, 76.8]",3901187,1,,,,-0.41822433,,Right Foot,,,,"[45.8, 73.6]",Ground Pass,,7.879086,,Incomplete,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Keeper,Lamine Gassama,6335.0,Right Back,6,Angers,145,"['0b2e9723-9168-471e-928c-1f8f15feb965', '82b60b4c-9e55-4831-b300-fbcf4350c299']",25,,,,,,,,,,,,,,,,,,Lorient,165,00:01:25.957,Pass,
,,,,,,,,,,,,,,,,,,1.076263,,,,,,,,,,,,,,45eda9b2-5fce-4843-a758-ce2e21fcdd80,60,,"[80.5, 0.1]",3901187,1,,,,0.6383198,,,,,,"[96.0, 11.6]",Low Pass,,19.300259,,,,Billy Ketkeophomphone,4441.0,,,,,Throw-in,1,From Throw In,Yoann Andreu,3203.0,Left Back,7,Angers,145,['306ba4c2-8cae-4553-aa46-3e35ed27d416'],36,,,,,,,,,,,,,,,,,,Angers,145,00:01:36.215,Pass,
,,,,,,,,,,,,,,,,,,1.345282,,,,,,,,,,,,,,c486fe75-f659-42f1-98e5-62f9217ea38d,64,,"[93.2, 8.8]",3901187,1,,,,-1.7386923,,Right Foot,,,,"[92.2, 2.9]",Ground Pass,,5.9841456,,,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Billy Ketkeophomphone,4441.0,Center Forward,7,Angers,145,"['86b1f77c-2538-4688-9b07-7eac9ce8a36e', 'da4cd2d1-b6f7-4291-9cf9-1e7967458346']",37,,,,,,,,,,,,,,,,,,Angers,145,00:01:37.360,Pass,True
,,,,,,,,,,,,,,,,,,0.137485,,,,,,,,,,,,,,f47a804e-d7c8-44d0-b6c6-3c891dfdbbac,67,,"[93.8, 2.5]",3901187,1,,,,2.6135182,,Right Foot,,,,"[91.4, 3.9]",Ground Pass,,2.7784889,,Incomplete,,Yoann Andreu,3203.0,,,,,,1,From Throw In,Gilles Sunu,3111.0,Left Midfield,7,Angers,145,"['3782d272-8379-4bf6-8f4c-2f453be29185', '68ef8ed0-3d9b-4bd5-97f3-fc3a4bf58631', 'bfa92ba5-f242-4ee4-b1bd-3dc549263669']",38,,,,,,,,,,,,,,,,,,Angers,145,00:01:38.705,Pass,True
,,,,,,,,,,,,,,,,,,0.896371,,,,,,,,,,,,,,dec95ee7-915e-4c88-ab25-71251d97158d,71,,"[26.7, 75.4]",3901187,1,,,,-2.138098,,Left Foot,,,,"[19.5, 64.1]",Ground Pass,,13.398881,,,,Lindsay Rose,7346.0,,,,,Recovery,1,Regular Play,Lamine Gassama,6335.0,Right Back,8,Lorient,165,['1f871b67-2c81-4e09-86eb-cbfaf0c846f6'],40,,,,,,,,,,,,,,,,,,Lorient,165,00:01:40.140,Pass,
,,,,,,,,,,,,,,,,,,3.0642,,,,,,,,,,,,,,08b87ad8-1f47-4fe4-a16b-02d30f1a1d80,74,,"[19.5, 64.1]",3901187,1,,,,-2.2304873,,Right Foot,,,,"[3.6, 43.6]",Ground Pass,,25.9434,,,,Benjamin Lecomte,3008.0,,,,,,1,Regular Play,Lindsay Rose,7346.0,Right Center Back,8,Lorient,165,['f0877ee7-ffc4-4c44-89fe-69e7a3e1a1d4'],41,,,,,,,,,,,,,,,,,,Lorient,165,00:01:41.519,Pass,
,,,,,,,,,,,,,,,,,,2.492447,,,,,,,,,,,,,,ef8c299b-cd39-40ca-88ac-cbf4f87f578f,77,,"[9.6, 27.8]",3901187,1,,,,-0.50205135,,Left Foot,,,,"[48.4, 6.5]",High Pass,,44.262062,,,,Maxime Barthelmé,7567.0,,,,,,1,Regular Play,Benjamin Lecomte,3008.0,Goalkeeper,8,Lorient,165,['241770a2-597c-442c-92e8-bc9af6dcd746'],49,,,,,,,,,,,,,,,,,,Lorient,165,00:01:49.483,Pass,
,,,,,,,,,,,,,,,,,,1.702506,,,,,,,,,,,,,,4242d772-e2f9-4e41-b0ae-47c22cf58797,81,,"[69.5, 3.5]",3901187,1,,,,0.13255154,,Left Foot,,,,"[78.5, 4.7]",Ground Pass,,9.079648,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,8,Lorient,165,"['cc6cf98c-a498-4d21-8e18-bf02765f9176', 'd639b817-637d-489d-83b8-7d1d98c5a45d']",54,,,,,,,,,,,,,,,,,,Lorient,165,00:01:54.412,Pass,
,,,,,,,,,,,,,,,,,,0.145511,,,,,,,,,,,,,,d639b817-637d-489d-83b8-7d1d98c5a45d,83,,"[41.6, 75.4]",3901187,1,,,,-2.919943,,Right Foot,,,,"[34.5, 73.8]",Low Pass,,7.278049,,Incomplete,,Ismaël Traoré,3045.0,,,,,Recovery,1,Regular Play,Vincent Manceau,3431.0,Right Back,8,Lorient,165,"['4242d772-e2f9-4e41-b0ae-47c22cf58797', '5898ef23-0ed5-474e-bb24-f14857edd451', 'e7a851dd-a521-404a-b033-7584c614c864']",56,,,,,,,,,,,,,,,,,,Angers,145,00:01:56.114,Pass,
,,,,,,,,,,,,,,,,,,0.739485,,,,,,,,,,,,,,c489e869-966a-423b-b94d-5e764ae2ead4,88,,"[32.1, 71.6]",3901187,1,,,,-2.462179,,Right Foot,,,,"[26.9, 67.4]",Ground Pass,,6.68431,,,,Ismaël Traoré,3045.0,,,,,Recovery,1,Regular Play,Vincent Manceau,3431.0,Right Back,9,Angers,145,"['c08ae0ac-8de1-4cf5-9159-10afcb33f002', 'f4a6f806-b517-46a5-9d53-3244665fa42d']",57,,,,,,,,,,,,,,,,,,Angers,145,00:01:57.379,Pass,True
,,,,,,,,,,,,,,,,,,2.040518,,,,,,,,,,,,,,3d7a11f3-4d36-4a2a-95e5-f71466f36f8b,92,,"[23.7, 53.1]",3901187,2,,,,-2.5653958,,Right Foot,,,,"[4.0, 40.3]",Ground Pass,,23.49319,,,,Alexandre Letellier,3432.0,,,,,,1,Regular Play,Ismaël Traoré,3045.0,Right Center Back,9,Angers,145,"['18600265-cdeb-483c-90f1-c662eb159fbc', 'd4662839-4b70-49b5-83b5-e85eefa41619']",0,,,,,,,,,,,,,,,,,,Angers,145,00:02:00.036,Pass,True
,,,,,,,,,,,,,,,,,,2.793583,,,,,,,,,,,,,,b89338f8-b09a-4d9a-934a-7e3880b00783,96,,"[4.2, 43.3]",3901187,2,,,,0.088728525,,Right Foot,,,,"[64.9, 48.7]",High Pass,,60.939724,,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,9,Angers,145,"['5277550d-29cb-4d08-b068-08bc79ea0110', 'fb9740ad-87e6-41a6-baaf-11445a17b7a8']",3,,,,,,,,,,,,,,,,,,Angers,145,00:02:03.793,Pass,True
,,,,,,,,,,,,,,,,,,2.444031,,,,,,,,,,,,,,c6f7c94f-fc17-42dd-a0e6-8d5418fe71d4,98,,"[64.9, 46.5]",3901187,2,,,,-1.025271,,Head,,,,"[77.1, 26.4]",High Pass,,23.512762,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,9,Angers,145,"['0feeaf9d-6804-4598-a71b-7a1ceba26961', 'b7b6319c-8de3-46c0-9c67-2bf4468a603a']",6,,,,,,,,,,,,,,,,,,Angers,145,00:02:06.586,Pass,
,,,,,,,,,,,,,,,,,,1.245837,,,,,,,,,,,,,,b7b6319c-8de3-46c0-9c67-2bf4468a603a,101,,"[43.0, 53.7]",3901187,2,,,,-0.7419473,,Head,,,,"[53.8, 43.8]",High Pass,,14.650939,,,,François Bellugou,3140.0,,,,,Recovery,1,Regular Play,Lamine Gassama,6335.0,Right Back,9,Angers,145,"['339b70b3-8523-41fb-a63d-1f8559f052cf', 'abc97e89-b717-4021-bab2-ff915a010423', 'c6f7c94f-fc17-42dd-a0e6-8d5418fe71d4']",9,,,,,,,,,,,,,,,,,,Lorient,165,00:02:09.030,Pass,True
,,,,,,,,,,,,,,,,,,3.303785,,,,,,,,,,,,,,455a575e-e2b0-43d4-992d-c67276b1bbc8,104,,"[52.6, 44.2]",3901187,2,,,,0.5907126,,Left Foot,,,,"[78.1, 61.3]",High Pass,,30.702768,,Incomplete,,Walid Mesloub,7766.0,,,,,,1,Regular Play,François Bellugou,3140.0,Right Defensive Midfield,9,Angers,145,"['21737fa6-a64d-4e6f-b13a-ea485365829a', '69026fc7-f707-4734-829b-906e2cd9fa38', '881e6a12-833d-4316-8df5-f385970d0d7b']",10,,,,,,,,,,,,,,,,,,Lorient,165,00:02:10.276,Pass,True
,,,,,,,,,,,,,,,,,,2.355883,,,,,,,,,,,,,,77632f47-ad6f-4818-ba17-4c1de6a60fae,108,,"[48.8, 3.5]",3901187,2,,,,0.028482324,,Left Foot,,,,"[83.9, 4.5]",High Pass,,35.114243,,Incomplete,,Gilles Sunu,3111.0,,,,,,1,Regular Play,Romain Thomas,3549.0,Left Center Back,9,Angers,145,"['2a06ce14-c3b6-40ac-bb87-2f69c3075e1d', 'f809021f-ae87-4744-bb45-04042ee1366c']",15,,,,,,,,,,,,,,,,,,Angers,145,00:02:15.677,Pass,
,,,,,,,,,,,,,,,,,,0.899313,,,,,,,,,,,,,,217272f1-89ac-4e98-9027-a142969c90bf,111,,"[88.2, 0.1]",3901187,2,,,,2.363091,,,,,,"[80.9, 7.3]",Low Pass,,10.253292,,,,Thomas Mangani,3185.0,,,,,Throw-in,1,From Throw In,Yoann Andreu,3203.0,Left Back,10,Angers,145,['2da99b03-fce6-46b0-9363-10c4cef88f27'],25,,,,,,,,,,,,,,,,,,Angers,145,00:02:25.843,Pass,
,,,,,,,,,,,,,,,,,,0.62469,,,,,,,,,,,,,,688d1d1b-8a6f-4895-8fec-586109bda0ab,115,,"[81.3, 5.9]",3901187,2,,,,0.0,,Left Foot,,,,"[93.8, 5.9]",Ground Pass,,12.5,,,,Gilles Sunu,3111.0,,,,,,1,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,10,Angers,145,['298eac9d-fc8f-4d34-a588-541ae20122f5'],27,,,,,,,,,,,,,,,,,,Angers,145,00:02:27.227,Pass,
