50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,92d207d4-6e74-4663-bd75-6d6a83d7390b,1,,,,3900576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 40645, 'name': 'Laurent Pionnier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3674, 'name': 'Vitorino Hilton da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 29}, {'player': {'id': 30255, 'name': 'Mustapha Yatabaré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0fb94c04-2689-4298-9749-d60119918440,2,,,,3900576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 11}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e8bd7af-2e61-4bef-83a0-69ab441be639,3,,,,3900576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['196d1960-caf8-4ac1-846f-722c8130b756'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,196d1960-caf8-4ac1-846f-722c8130b756,4,,,,3900576,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Montpellier,139,['4e8bd7af-2e61-4bef-83a0-69ab441be639'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d4fbc86d-ed4f-47c0-8ce8-9299a6afd273,1963,,,,3900576,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Montpellier,139,['82239e1a-02a6-48a2-8914-d101aac0df9e'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,82239e1a-02a6-48a2-8914-d101aac0df9e,1964,,,,3900576,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,110,Montpellier,139,['d4fbc86d-ed4f-47c0-8ce8-9299a6afd273'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.381585,,,,,,,,,,,,,9f066b3b-e7e7-4e89-8d16-b97ff023d55d,5,,,"[61.0, 40.1]",3900576,0,,,,,1.7607846,,Right Foot,,,,"[60.5, 42.7]",Ground Pass,,2.6476405,,,,Cheick Tidiane Diabaté,7130.0,,,,,Kick Off,1,From Kick Off,Wahbi Khazri,3196.0,Left Wing,2,Bordeaux,146,['30fc5a28-cefe-4b71-acda-8735d1543b47'],0,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.563,Pass,
,,,,,,,,,,,,,,,,,,1.124285,,,,,,,,,,,,,f59b7a7d-f895-4845-95f7-8767e385ddb5,8,,,"[60.8, 42.3]",3900576,0,,,,,3.0928507,,Left Foot,,,,"[56.7, 42.5]",Ground Pass,,4.104875,,,,Nicolas Maurice-Belay,42430.0,,,,,,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['58afd8a7-8ca1-479e-b8a9-5d3b07a232ef'],1,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:01.092,Pass,
,,,,,,,,,,,,,,,,,,1.767137,,,,,,,,,,,,,69edf3a8-e58f-4633-b8d3-db7ab04926bb,11,,,"[54.8, 42.2]",3900576,0,,,,,1.8610073,,Left Foot,,,,"[48.2, 64.3]",Ground Pass,,23.064474,,,,Jaroslav Plašil,3150.0,,,,,,1,From Kick Off,Nicolas Maurice-Belay,42430.0,Left Center Midfield,2,Bordeaux,146,['d74cf1e8-ad4b-4d06-9c47-77872d8ac48a'],2,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.511,Pass,
,,,,,,,,,,,,,,,,,,1.63023,,,,,,,,,,,,,cdf457a7-123c-40bf-8f02-b0e252fdcd15,14,,,"[48.2, 64.5]",3900576,0,,,,,-1.7884244,,Right Foot,,,,"[39.2, 23.8]",Ground Pass,,41.68321,,,,Cédric Yambéré,3779.0,,True,,,,1,From Kick Off,Jaroslav Plašil,3150.0,Right Center Midfield,2,Bordeaux,146,['2e49b525-ea03-427b-ae45-eeaf6a434f51'],4,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:04.677,Pass,
