50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.295458,,,,,,,,,,,,0fb7345c-2812-4ff3-b5f5-0c0150e77e2d,2768,,"[77.3, 33.8]",3829479,69,,,,,0.846097,,Left Foot,,,,"[85.8, 43.4]",,Ground Pass,,12.822247,,,,Abdul Majeed Waris,7615.0,,,,,Recovery,2,Regular Play,Didier Ndong Ibrahim,22587.0,Left Center Midfield,157,Lorient,165,['82ec3b73-6180-4f22-9867-5aa4254de6f2'],29,,,,,,,,,,,,,,,,,,Lorient,165,00:24:29.987,Pass,
,,,,,,,,,,,,,,,,0.068824,,,,,,,,,,,,72f0b5f5-a445-42de-aa5a-955738bbb51f,2771,,"[87.1, 44.4]",3829479,69,,,,,-0.2573237,,Right Foot,,,,"[90.9, 43.4]",,Low Pass,,3.9293766,,Incomplete,,Raphaël Adelino José Guerreiro,5209.0,,,,,,2,Regular Play,Abdul Majeed Waris,7615.0,Center Forward,157,Lorient,165,"['6a06c64d-46e4-4452-bd00-210b299fdae2', 'e0151c89-43b7-4b98-bc13-1ecad9f64e25']",31,,,,,,,,,,,,,,,,,,Lorient,165,00:24:31.894,Pass,
,,,,,,,,,,,,,,,,1.130069,,,,,,,,,,,,18ffa01a-ef31-4267-92f9-7fe880ab0888,2774,,"[30.9, 22.0]",3829479,69,,,,,2.9875433,,Right Foot,,,,"[14.8, 24.5]",,Low Pass,,16.292944,,,,Emmanuel Imorou,4474.0,,,,,Recovery,2,Regular Play,Hervé Bazile,2991.0,Left Midfield,157,Lorient,165,['ce0934f4-d7b2-4962-a9c9-96cffbeb2afd'],33,,,,,,,,,,,,,,,,,,Caen,140,00:24:33.946,Pass,
,,,,,,,,,,,,,,,,0.1407,,,,,,,,,,,,aee706a7-d4b7-4e97-89f3-3c56541cde91,2782,,"[79.8, 72.9]",3829479,69,,,,,0.61072594,,Right Foot,,,,"[82.8, 75.0]",,Low Pass,,3.6619668,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,2,Regular Play,Benjamin Moukandjo Bilé,33178.0,Right Midfield,157,Lorient,165,"['2785a3d2-05b9-4b90-b741-40cfdd733fd9', '5a567019-cd08-4da8-8759-c3371e61b649', '63642fba-04e1-4064-aa61-d6a243d0a109']",40,,,,,,,,,,,,,,,,,,Lorient,165,00:24:40.017,Pass,True
,,,,,,,,,,,,,,,,0.811953,,,,,,,,,,,,feeddfe9-3ca4-452b-84c5-060d7364f01b,2785,,"[68.5, 80.0]",3829479,69,,True,,,-2.5697548,,,,,,"[58.4, 73.5]",,High Pass,,12.010828,,,,Rafidine Abdullah,24646.0,,,,,Throw-in,2,From Throw In,Lamine Gassama,6335.0,Right Back,158,Lorient,165,['1505578f-1fe1-4ad1-b619-08f6f0b1da3b'],48,,,,,,,,,,,,,,,,,,Lorient,165,00:24:48.151,Pass,
,,,,,,,,,,,,,,,,1.356261,,,,,,,,,,,,349da136-5bde-4076-8f53-c8d63c2fe718,2796,,"[85.8, 65.0]",3829479,70,,,,,-0.8149753,,Left Foot,True,,,"[110.4, 38.9]",,High Pass,,35.866,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,159,Lorient,165,['28425c8c-6a18-4703-b98d-98f6cb6fb915'],56,,,,,,,,,,,,,,,,,,Lorient,165,00:25:56.484,Pass,
,,,,,,,,,,,,,,,,1.46337,,,,,,,,,,,,13a1d698-5976-4f45-8ebe-ba1a3cbac199,2798,,"[79.4, 48.1]",3829479,70,,,,,-0.2812322,,Head,,,,"[92.9, 44.2]",,High Pass,,14.052046,,,,Zargo Touré,7211.0,,,,,Recovery,2,From Free Kick,Didier Ndong Ibrahim,22587.0,Left Center Midfield,159,Lorient,165,['d4c7ffca-30fa-431b-98c1-fdb2eeffbde4'],59,,,,,,,,,,,,,,,,,,Lorient,165,00:25:59.537,Pass,
,,,,,,,,,,,,,,,,1.850901,,,,,,,,,,,,2adcc4a0-750e-48d2-b4a9-99b6b5234c94,2800,,"[92.9, 44.0]",3829479,71,,,,,-0.32942304,,Right Foot,,,,"[104.6, 40.0]",,High Pass,,12.364869,,Incomplete,,,,,,,,,2,From Free Kick,Zargo Touré,7211.0,Right Center Back,159,Lorient,165,['e28968b8-d86e-4ddd-9740-67cb79574d31'],1,,,,,,,,,,,,,,,,,,Lorient,165,00:26:01.000,Pass,
,,,,,,,,,,,,,,,,3.07701,,,,,,,,,,,,f84bbe66-91b3-4b89-bff2-3b14a6c6cfa5,2806,,"[6.0, 44.0]",3829479,71,,True,,,0.024168322,,Right Foot,,,,"[84.6, 45.9]",,High Pass,,78.62296,,,,Jordan Leborgne,40701.0,,,,,Goal Kick,2,From Goal Kick,Rémy Vercoutre,2963.0,Goalkeeper,160,Caen,140,['67b6cb46-fc74-4eec-9124-22104d16acf1'],36,,,,,,,,,,,,,,,,,,Caen,140,00:26:36.790,Pass,
,,,,,,,,,,,,,,,,1.089228,,,,,,,,,,,,89a978ac-ad5e-4613-9e97-f8006b7a23b5,2808,,"[84.3, 45.3]",3829479,71,,,,,-2.200114,,Left Foot,,,,"[76.0, 33.9]",,Ground Pass,,14.1014185,,,,Julien Féret,2959.0,,,,,,2,From Goal Kick,Jordan Leborgne,40701.0,Right Midfield,160,Caen,140,['a2184dd5-1a86-43f9-b68b-bd3a5e612282'],41,,,,,,,,,,,,,,,,,,Caen,140,00:26:41.036,Pass,
,,,,,,,,,,,,,,,,1.742996,,,,,,,,,,,,e8f29ff2-14c2-4709-b2ad-0315bbde2f99,2811,,"[74.1, 34.8]",3829479,71,,,,,0.5780211,,Right Foot,,,,"[99.7, 51.5]",,High Pass,,30.565504,,Incomplete,,Jeff Louis,7726.0,,,,,,2,From Goal Kick,Julien Féret,2959.0,Left Defensive Midfield,160,Caen,140,"['4431c289-bc06-4725-b9c5-d85fd1d44773', '70edc788-d9b0-4277-b7e1-f8944d187f37']",43,,,,,,,,,,,,,,,,,,Caen,140,00:26:43.244,Pass,
,,,,,,,,,,,,,,,,1.323483,,,,,,,,,,,,4431c289-bc06-4725-b9c5-d85fd1d44773,2813,,"[20.4, 28.6]",3829479,71,,,,,0.5743048,,Left Foot,,,,"[30.6, 35.2]",,Ground Pass,,12.149074,,,,François Bellugou,3140.0,,,,,Recovery,2,Regular Play,Wesley Lautoa,3769.0,Left Center Back,161,Lorient,165,"['aec2a0ef-53d9-423f-9667-418d3da59f7e', 'e8f29ff2-14c2-4709-b2ad-0315bbde2f99']",44,,,,,,,,,,,,,,,,,,Lorient,165,00:26:44.987,Pass,
,,,,,,,,,,,,,,,,1.472501,,,,,,,,,,,,3340d666-237e-48cd-abe2-c08b7e7f3537,2816,,"[36.6, 34.4]",3829479,71,,,,,-1.6318713,,Right Foot,,,,"[34.9, 6.6]",,Ground Pass,,27.85193,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,2,Regular Play,François Bellugou,3140.0,Center Defensive Midfield,161,Lorient,165,['e66a472c-0558-4d17-97c3-cd0c6e2ede04'],47,,,,,,,,,,,,,,,,,,Lorient,165,00:26:47.230,Pass,
,,,,,,,,,,,,,,,,1.082926,,,,,,,,,,,,86c69bde-35d6-411c-9eef-bde7eec68007,2819,,"[38.1, 6.6]",3829479,71,,,,,1.2120256,,Left Foot,,,,"[44.1, 22.6]",,Ground Pass,,17.088007,,,,François Bellugou,3140.0,,,,,,2,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,161,Lorient,165,['3d2baafa-9d38-406e-a773-a218757bfaa8'],50,,,,,,,,,,,,,,,,,,Lorient,165,00:26:50.168,Pass,
,,,,,,,,,,,,,,,,1.48925,,,,,,,,,,,,1db2af24-c180-423e-8f63-1737e7ec8e55,2822,,"[46.5, 21.6]",3829479,71,,,,,-2.3721676,,Right Foot,,,,"[30.6, 6.2]",,Ground Pass,,22.135265,,,,Vincent Le Goff,7199.0,,,,,,2,Regular Play,François Bellugou,3140.0,Center Defensive Midfield,161,Lorient,165,['07cfe4b3-6361-4921-8d99-f873ffab37cf'],52,,,,,,,,,,,,,,,,,,Lorient,165,00:26:52.390,Pass,
,,,,,,,,,,,,,,,,5.887734,,,,,,,,,,,,f142ec45-eb81-4a7d-ad91-318bc1253310,2825,,"[30.6, 6.2]",3829479,71,,,,,0.2710161,,Left Foot,,,,"[105.1, 26.9]",,High Pass,,77.32231,,Incomplete,,,,,,,,,2,Regular Play,Vincent Le Goff,7199.0,Left Back,161,Lorient,165,['b2f28904-34db-428f-9fc0-db74cc6bf840'],54,,,,,,,,,,,,,,,,,,Lorient,165,00:26:54.644,Pass,
,,,,,,,,,,,,,,,,2.890808,,,,,,,,,,,,49ee12ce-cb0a-49ed-ace1-8b7eeda9656f,2827,,"[14.4, 45.5]",3829479,72,,True,,,-0.90905774,,Keeper Arm,,,,"[45.4, 5.7]",,Ground Pass,,50.44839,,,,Emmanuel Imorou,4474.0,,,,,,2,Regular Play,Rémy Vercoutre,2963.0,Goalkeeper,162,Caen,140,['3ceb39a4-9b4b-4924-87cb-c2ce583fc075'],1,,,,,,,,,,,,,,,,,,Caen,140,00:27:01.636,Pass,
,,,,,,,,,,,,,,,,2.234647,,,,,,,,,,,,c44ad48c-0f25-4156-b6ac-6abf6a4a55c2,2829,,"[53.5, 5.5]",3829479,72,,,,,2.0091329,,Left Foot,,,,"[46.0, 21.5]",,Ground Pass,,17.670597,,,,Syam Ben Youssef,5656.0,,,,,,2,Regular Play,Emmanuel Imorou,4474.0,Left Back,162,Caen,140,['c44854a2-0452-4918-9edf-41473e20b639'],8,,,,,,,,,,,,,,,,,,Caen,140,00:27:08.216,Pass,
,,,,,,,,,,,,,,,,0.972167,,,,,,,,,,,,2d7baae1-bccb-415b-b15e-d46ec9bcc1c2,2832,,"[46.0, 21.5]",3829479,72,,,,,0.9453113,,Right Foot,,,,"[52.5, 30.5]",,Ground Pass,,11.101802,,,,Jordan Adéoti,7344.0,,,,,,2,Regular Play,Syam Ben Youssef,5656.0,Left Center Back,162,Caen,140,['9eeb0fa9-842d-4bd4-948c-1cf5a40dcdc2'],10,,,,,,,,,,,,,,,,,,Caen,140,00:27:10.663,Pass,
,,,,,,,,,,,,,,,,1.386225,,,,,,,,,,,,810eba7d-72d0-4947-9b80-dd150ddfe111,2835,,"[54.4, 25.2]",3829479,72,,,,,-2.9310207,,Right Foot,,,,"[41.3, 22.4]",,Ground Pass,,13.395895,,,,Syam Ben Youssef,5656.0,,,,,,2,Regular Play,Jordan Adéoti,7344.0,Right Defensive Midfield,162,Caen,140,['0e449b35-34b0-49a9-89d4-528fcee5bb75'],13,,,,,,,,,,,,,,,,,,Caen,140,00:27:13.782,Pass,
,,,,,,,,,,,,,,,,2.11577,,,,,,,,,,,,62eb97f7-0cad-4551-9dbc-08db2665c7f4,2838,,"[35.6, 34.8]",3829479,72,,,,,1.1500477,,Left Foot,,,,"[47.1, 60.5]",,Ground Pass,,28.15564,,,,Damien Da Silva,4386.0,,,,,,2,Regular Play,Syam Ben Youssef,5656.0,Left Center Back,162,Caen,140,['622226b3-8e68-4212-93ef-6fc498ed8403'],19,,,,,,,,,,,,,,,,,,Caen,140,00:27:19.086,Pass,
,,,,,,,,,,,,,,,,0.812637,,,,,,,,,,,,9383e516-f218-422c-8539-fdff68a7eda5,2841,,"[62.7, 70.3]",3829479,72,,,,,-0.28757584,,Right Foot,,,,"[69.8, 68.2]",,Ground Pass,,7.4040527,,,,Jordan Adéoti,7344.0,,,,,,2,Regular Play,Damien Da Silva,4386.0,Right Center Back,162,Caen,140,['44192726-654b-4cb5-9c56-e943b6a2d656'],25,,,,,,,,,,,,,,,,,,Caen,140,00:27:25.614,Pass,
,,,,,,,,,,,,,,,,0.742621,,,,,,,,,,,,9ddef542-edc7-4f00-8ffe-193be53682ab,2844,,"[68.7, 70.3]",3829479,72,,,,,2.8890383,,Left Foot,,,,"[56.3, 73.5]",,Ground Pass,,12.806249,,,,Damien Da Silva,4386.0,,,,,,2,Regular Play,Jordan Adéoti,7344.0,Right Defensive Midfield,162,Caen,140,"['10b9d4a5-6298-400b-ae7e-e3392aff211d', '28b79220-6995-4764-9f99-c649fcbe1b0f']",26,,,,,,,,,,,,,,,,,,Caen,140,00:27:26.427,Pass,True
,,,,,,,,,,,,,,,,1.862485,,,,,,,,,,,,6cd1dc72-98ad-439f-96e0-4437b3f155ae,2847,,"[56.5, 73.5]",3829479,72,,,,,-1.9053122,,Right Foot,,,,"[44.3, 38.4]",,Ground Pass,,37.15979,,,,Syam Ben Youssef,5656.0,,,,,,2,Regular Play,Damien Da Silva,4386.0,Right Center Back,162,Caen,140,['18ccabab-c768-44bb-9779-fd7ed46c076d'],28,,,,,,,,,,,,,,,,,,Caen,140,00:27:28.138,Pass,
,,,,,,,,,,,,,,,,1.536081,,,,,,,,,,,,65c70ca5-0f37-47e5-b4e2-f0781b6bf9cd,2850,,"[43.5, 39.3]",3829479,72,,,,,-1.2139362,,Right Foot,,,,"[54.2, 10.6]",,Ground Pass,,30.629725,,,,Emmanuel Imorou,4474.0,,,,,,2,Regular Play,Syam Ben Youssef,5656.0,Left Center Back,162,Caen,140,['24570ac5-b39b-484e-a7aa-e923f30b4ce6'],31,,,,,,,,,,,,,,,,,,Caen,140,00:27:31.184,Pass,
,,,,,,,,,,,,,,,,1.513754,,,,,,,,,,,,acd5950d-a387-4210-b6bc-61f8f9a09737,2854,,"[55.2, 21.5]",3829479,72,,,,,-0.109525576,,Right Foot,,,,"[84.3, 18.3]",,Low Pass,,29.275415,,,,Andy Delort,3038.0,,,,,,2,Regular Play,Emmanuel Imorou,4474.0,Left Back,162,Caen,140,"['2b1d9954-f154-4ec9-96c5-74f546c5dad9', '602ece8c-a94b-4bb4-a0d7-0ff6dfcc10ad']",33,,,,,,,,,,,,,,,,,,Caen,140,00:27:33.971,Pass,True
,,,,,,,,,,,,,,,,1.095051,,,,,,,,,,,,1e8ade53-adf0-4fa8-9732-6b292c5879b3,2856,,"[84.3, 18.3]",3829479,72,,,,,-2.4714706,,Right Foot,,,,"[79.0, 14.1]",,Ground Pass,,6.762396,,,,Julien Féret,2959.0,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,162,Caen,140,['72bff9b5-3ca1-4079-8e48-25edcf365998'],35,,,,,,,,,,,,,,,,,,Caen,140,00:27:35.485,Pass,
,,,,,,,,,,,,,,,,0.410094,,,,,,,,,,,,f04edbd8-4fe8-4a70-8434-119c28079285,2858,,"[77.7, 14.1]",3829479,72,,,,,1.0149255,,Right Foot,,,,"[81.8, 20.7]",,Ground Pass,,7.7698135,,Incomplete,,Andy Delort,3038.0,,,,,,2,Regular Play,Julien Féret,2959.0,Left Defensive Midfield,162,Caen,140,"['3fb90f27-a49e-4583-8bd1-27ceea09cff9', '6aa77eb8-db1a-4500-880c-97cb5dbd4ad0']",36,,,,,,,,,,,,,,,,,,Caen,140,00:27:36.580,Pass,
,,,,,,,,,,,,,,,,1.637017,,,,,,,,,,,,8173ddd1-490b-48d1-8d8e-be7cf8003551,2863,,"[15.2, 64.6]",3829479,72,,,,,-2.1648471,,Head,,,,"[7.5, 53.2]",,High Pass,,13.756817,,,,Benjamin Lecomte,3008.0,,,,,,2,Regular Play,Lamine Gassama,6335.0,Right Back,163,Lorient,165,['60dc0141-f841-4438-b9d8-b0f6bf5742c2'],39,,,,,,,,,,,,,,,,,,Lorient,165,00:27:39.386,Pass,
,,,,,,,,,,,,,,,,3.068052,,,,,,,,,,,,a1d6a379-5111-4fd9-9ef1-9f4e124948c8,2865,,"[11.6, 39.5]",3829479,72,,True,,,-1.1432579,,Keeper Arm,,,,"[22.9, 14.7]",,Ground Pass,,27.253073,,,,Vincent Le Goff,7199.0,,,,,,2,Regular Play,Benjamin Lecomte,3008.0,Goalkeeper,163,Lorient,165,['080db440-dca6-4e1b-86b9-4c2f246ada94'],43,,,,,,,,,,,,,,,,,,Lorient,165,00:27:43.572,Pass,
,,,,,,,,,,,,,,,,1.155088,,,,,,,,,,,,a1b84cdf-372d-4c26-9783-617fab0f85fc,2867,,"[28.3, 11.1]",3829479,72,,,,,0.8706184,,Left Foot,,,,"[46.5, 32.7]",,Ground Pass,,28.245354,,,,Didier Ndong Ibrahim,22587.0,,,,,,2,Regular Play,Vincent Le Goff,7199.0,Left Back,163,Lorient,165,['578ac469-42fa-482d-b578-4d8ee8d02142'],48,,,,,,,,,,,,,,,,,,Lorient,165,00:27:48.151,Pass,
,,,,,,,,,,,,,,,,1.698235,,,,,,,,,,,,c94be284-54eb-4f8b-8de0-257eca94193b,2879,,"[78.8, 42.5]",3829479,72,,,,,2.0860412,,Left Foot,,,,"[74.1, 50.8]",,Ground Pass,,9.538343,,,,Jordan Adéoti,7344.0,,,,,,2,Regular Play,Jeff Louis,7726.0,Center Attacking Midfield,163,Lorient,165,"['5f9d3c01-9d43-40ac-bb54-6ba65244f20c', 'c67030e7-e09c-48b3-9084-dc0d73b16268']",53,,,,,,,,,,,,,,,,,,Caen,140,00:27:53.197,Pass,True
,,,,,,,,,,,,,,,,2.704773,,,,,,,,,,,,92689468-d255-4d54-a9ab-e4af7ee0b675,2881,,"[74.3, 53.4]",3829479,72,,,,,0.38820964,,Right Foot,,,,"[110.0, 68.0]",,Ground Pass,,38.570065,,Incomplete,,Jordan Leborgne,40701.0,,,,,,2,Regular Play,Jordan Adéoti,7344.0,Right Defensive Midfield,163,Lorient,165,"['a3b1f6c8-2071-4140-9868-645b38c64998', 'be856652-bbde-4a8d-a859-362e9aab658a']",54,,,,,,,,,,,,,,,,,,Caen,140,00:27:54.895,Pass,
,,,,,,,,,,,,,,,,2.535134,,,,,,,,,,,,383195d4-6cbd-4a93-ba13-58f6519b6b0d,2886,,"[11.6, 0.1]",3829479,73,,,,,0.21672532,,,,,,"[33.4, 4.9]",,High Pass,,22.322186,,,,Didier Ndong Ibrahim,22587.0,,,,,Throw-in,2,From Throw In,Vincent Le Goff,7199.0,Left Back,164,Lorient,165,['83740ae1-e19e-44a9-b356-0bf610ec9806'],39,,,,,,,,,,,,,,,,,,Lorient,165,00:28:39.598,Pass,
,,,,,,,,,,,,,,,,1.413647,,,,,,,,,,,,a859b927-80ca-4b84-b4b9-465fc58ef3de,2888,,"[33.4, 4.9]",3829479,73,,,,True,0.23737425,,,,,,"[45.8, 7.9]",,High Pass,,12.757743,,Incomplete,,Abdul Majeed Waris,7615.0,,,,,,2,From Throw In,Didier Ndong Ibrahim,22587.0,Left Center Midfield,164,Lorient,165,"['37c774b7-b9a7-4826-a4e0-d6a17d1cef89', '457dd295-98bb-4e1b-aee6-8e5c43b63203', '87a35922-4efe-426c-9709-4b084f433111']",42,,,,,,,,,,,,,,,,,,Lorient,165,00:28:42.133,Pass,True
,,,,,,,,,,,,,,,,1.328396,,,,,,,,,,,,457dd295-98bb-4e1b-aee6-8e5c43b63203,2891,,"[74.3, 72.2]",3829479,73,,,,True,-0.3470616,,,,,,"[83.7, 68.8]",,High Pass,,9.995999,,Incomplete,,Jordan Leborgne,40701.0,,,,,Recovery,2,From Throw In,Damien Da Silva,4386.0,Right Center Back,164,Lorient,165,"['82639117-1e25-483f-9f26-00a09a2efcc8', '82864e46-34d7-4d04-95c1-1d78f0c4985b', 'a859b927-80ca-4b84-b4b9-465fc58ef3de', 'ee1973e2-c09e-46eb-9d85-7f71a943ce91']",43,,,,,,,,,,,,,,,,,,Caen,140,00:28:43.547,Pass,True
,,,,,,,,,,,,,,,,0.658026,,,,,,,,,,,,7887d50d-839d-464b-b7a9-8a61053a03c9,2898,,"[39.4, 7.2]",3829479,73,,,,,0.04164258,,Left Foot,,,,"[51.4, 7.7]",,Ground Pass,,12.010412,,,,Abdul Majeed Waris,7615.0,,,,,,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,164,Lorient,165,"['00bb31dd-ed54-416b-82d2-100cd2e98903', 'f0702edd-6f89-4bce-a0be-b1311cc86176']",46,,,,,,,,,,,,,,,,,,Lorient,165,00:28:46.735,Pass,True
,,,,,,,,,,,,,,,,0.573829,,,,,,,,,,,,f03d809b-35db-4fa0-b3e3-c91d57c6d000,2900,,"[51.4, 7.7]",3829479,73,,,,,-2.5644004,,Right Foot,,,,"[47.1, 4.9]",,Ground Pass,,5.1312766,,,,Raphaël Adelino José Guerreiro,5209.0,,,,,,2,From Throw In,Abdul Majeed Waris,7615.0,Center Forward,164,Lorient,165,['b46b50f6-d53b-4c80-a71a-90d58f825e09'],47,,,,,,,,,,,,,,,,,,Lorient,165,00:28:47.393,Pass,
,,,,,,,,,,,,,,,,1.556217,,,,,,,,,,,,af3037b1-bb2c-44fa-aaaa-b41c0dfcd3be,2905,,"[51.6, 4.2]",3829479,73,,,,,2.155796,,Left Foot,,,,"[46.5, 11.9]",,Ground Pass,,9.2358,,,,Didier Ndong Ibrahim,22587.0,,,,,,2,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,164,Lorient,165,"['0f6028a2-1e4a-43c4-a7b1-09534c24a859', '96ed7a81-bd06-4d77-9f28-b4e886a4d9ce', 'd78e7d9d-b40c-40cf-8189-fabf2ae45c1f']",49,,,,,,,,,,,,,,,,,,Lorient,165,00:28:49.034,Pass,True
,,,,,,,,,,,,,,,,0.977621,,,,,,,,,,,,e180de9d-8548-4699-81e2-731bd76d537a,2908,,"[46.2, 11.7]",3829479,73,,,,,0.68791634,,Right Foot,,,,"[63.6, 26.0]",,Ground Pass,,22.522211,,,,Rafidine Abdullah,24646.0,,,,,,2,From Throw In,Didier Ndong Ibrahim,22587.0,Left Center Midfield,164,Lorient,165,['20087d68-8b6c-4c36-882a-a5416c2efae4'],50,,,,,,,,,,,,,,,,,,Lorient,165,00:28:50.590,Pass,
,,,,,,,,,,,,,,,,0.94143,,,,,,,,,,,,256d4548-d00b-47d4-9e35-d7b18eb809aa,2912,,"[67.2, 22.6]",3829479,73,,,,,-3.0750246,,Right Foot,,,,"[64.2, 22.4]",,Ground Pass,,3.0066593,,,,Abdul Majeed Waris,7615.0,,,,,,2,From Throw In,Rafidine Abdullah,24646.0,Right Center Midfield,164,Lorient,165,"['453ebf89-246c-4c27-ab50-510d3b6ae845', '68c44e42-00d3-450a-84af-b94338955979']",52,,,,,,,,,,,,,,,,,,Lorient,165,00:28:52.698,Pass,True
,,,,,,,,,,,,,,,,0.690024,,,,,,,,,,,,546eac65-4781-4503-95e2-257565d6af57,2920,,"[56.3, 63.9]",3829479,73,,,,,-0.74876535,,Right Foot,,,,"[66.2, 54.7]",,Ground Pass,,13.514807,,,,Jeff Louis,7726.0,,,,,,2,Regular Play,Dennis Appiah,22111.0,Right Back,165,Caen,140,['03a19d30-c59b-4cd0-be1a-c7c009553a0f'],55,,,,,,,,,,,,,,,,,,Caen,140,00:28:55.759,Pass,
,,,,,,,,,,,,,,,,0.915389,,,,,,,,,,,,3494eb1d-a095-4fba-ad1c-011d1320831c,2925,,"[85.0, 31.8]",3829479,74,,,,,-0.9755264,,Left Foot,,,,"[95.7, 16.0]",,Ground Pass,,19.082191,,,,Hervé Bazile,2991.0,,,,,,2,Regular Play,Jeff Louis,7726.0,Center Attacking Midfield,165,Caen,140,"['4975ad8c-176e-4b0d-93e4-6c989ad9cadd', 'f1131737-be23-4a2b-abd6-c820601acaa5']",0,,,,,,,,,,,,,,,,,,Caen,140,00:29:00.959,Pass,True
,,,,,,,,,,,,,,,,2.16057,,,,,,,,,,,,72a36117-16d3-4e4e-a0df-b6d3949d3aed,2928,,"[104.7, 2.5]",3829479,74,,,,,3.0164826,,Left Foot,,,,"[72.1, 6.6]",,Ground Pass,,32.85681,,,,Emmanuel Imorou,4474.0,,,,,,2,Regular Play,Hervé Bazile,2991.0,Left Midfield,165,Caen,140,['ecc8d80b-01dc-4ddd-91d2-b79c51d12a23'],7,,,,,,,,,,,,,,,,,,Caen,140,00:29:07.607,Pass,
,,,,,,,,,,,,,,,,0.744321,,,,,,,,,,,,aa423693-4679-42c2-8c20-45465cb992c2,2931,,"[80.7, 7.0]",3829479,74,,,,,-0.1821683,,Left Foot,,,,"[95.9, 4.2]",,Ground Pass,,15.455743,,,,Hervé Bazile,2991.0,,,,,,2,Regular Play,Emmanuel Imorou,4474.0,Left Back,165,Caen,140,['2b5b35e3-4436-4612-b1da-03389e999bbe'],11,,,,,,,,,,,,,,,,,,Caen,140,00:29:11.235,Pass,
,,,,,,,,,,,,,,,,0.99343,,,,,,,,,,,,bda84292-a18c-4301-a042-fd349cf7cd6a,2935,,"[91.2, 8.5]",3829479,74,,,,,0.76214653,,Left Foot,,,,"[106.6, 23.2]",,Ground Pass,,21.289669,,,,Jeff Louis,7726.0,,,,,,2,Regular Play,Hervé Bazile,2991.0,Left Midfield,165,Caen,140,"['a2cb5ea3-d16f-43f7-afd4-190f2054a654', 'e4e4c7ff-f18c-4e4d-9bb4-00162bb63127']",15,,,,,,,,,,,,,,,,,,Caen,140,00:29:15.257,Pass,True
,,,,,,,,,,,,,,,,0.560108,,,,,,,,,,,,b6d8ae69-6daf-42da-8df1-47e2e636b6d9,2944,,"[21.9, 37.4]",3829479,74,,,,,1.5374753,,Left Foot,,,,"[22.3, 49.4]",,Ground Pass,,12.006665,,,,Didier Ndong Ibrahim,22587.0,,,,,,2,Regular Play,Raphaël Adelino José Guerreiro,5209.0,Left Midfield,166,Lorient,165,"['4d468162-f8a2-4abc-b819-09d65bb4a7b0', '78fe9beb-0868-481c-9f33-bbdabf3270cf']",21,,,,,,,,,,,,,,,,,,Lorient,165,00:29:21.988,Pass,True
,,,,,,,,,,,,,,,,2.042476,,,,,,,,,,,,3ce4b1e7-f70a-4419-a489-7bf53e438cd9,2946,,"[22.9, 49.2]",3829479,74,,,,,-0.31903318,,Right Foot,,,,"[45.0, 41.9]",,Ground Pass,,23.27445,,,,Abdul Majeed Waris,7615.0,,,,,,2,Regular Play,Didier Ndong Ibrahim,22587.0,Left Center Midfield,166,Lorient,165,['561ffcc2-911b-43d2-aecd-9e8c8dbdff0d'],22,,,,,,,,,,,,,,,,,,Lorient,165,00:29:22.548,Pass,
