50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9515bb4f-0614-42d3-9afb-f52dc7c3e7d5,1,,,3829479,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3769, 'name': 'Wesley Lautoa'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 28}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cfd69dca-f2b8-4abc-a3f6-119df2f974c2,2,,,3829479,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d76986ab-4cbd-47fb-bab1-1e8b22f3cbaa,3,,,3829479,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['b731d11d-12a9-431c-baa4-698118b73464'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,b731d11d-12a9-431c-baa4-698118b73464,4,,,3829479,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['d76986ab-4cbd-47fb-bab1-1e8b22f3cbaa'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,354c92b0-c816-4832-a84c-4b93ff3e18a6,1736,,,3829479,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Caen,140,['4f86bbbb-5534-4b9d-8c95-b627ab9e858f'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4f86bbbb-5534-4b9d-8c95-b627ab9e858f,1737,,,3829479,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,104,Caen,140,['354c92b0-c816-4832-a84c-4b93ff3e18a6'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.624351,,,,,,,,,,,,715432a5-4a1f-41d8-a8ea-5953f9cc7e25,5,,"[60.0, 40.0]",3829479,0,,,,,1.1071488,,Left Foot,,,,"[60.3, 40.6]",,Ground Pass,,0.6708204,,,,Benjamin Moukandjo Bilé,33178.0,,,,,Kick Off,1,From Kick Off,Abdul Majeed Waris,7615.0,Left Center Forward,2,Lorient,165,['0283b9fc-06c2-4247-8e29-f1a80a063a6c'],0,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.140,Pass,
,,,,,,,,,,,,,,,,1.893104,,,,,,,,,,,,1ed98e18-d722-4584-8696-3e317d639f60,8,,"[57.5, 40.6]",3829479,0,,,,,-2.776778,,Right Foot,,,,"[37.6, 33.0]",,Ground Pass,,21.301878,,,,Wesley Lautoa,3769.0,,,,,,1,From Kick Off,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,2,Lorient,165,['776a2b66-d89e-4b9a-9153-1aa86860044a'],1,,,,,,,,,,,,,,,,,,Lorient,165,00:00:01.204,Pass,
,,,,,,,,,,,,,,,,2.058078,,,,,,,,,,,,dfc9bbf6-9338-4c54-a4fc-0831af2aaf48,11,,"[38.8, 24.3]",3829479,0,,,,,1.7441965,,Left Foot,,,,"[33.3, 55.7]",,Ground Pass,,31.878048,,,,Zargo Touré,7211.0,,,,,,1,From Kick Off,Wesley Lautoa,3769.0,Left Center Back,2,Lorient,165,['d30ca38b-a14a-4ddd-b933-ec0be412feb0'],5,,,,,,,,,,,,,,,,,,Lorient,165,00:00:05.538,Pass,
,,,,,,,,,,,,,,,,1.513231,,,,,,,,,,,,3eec7170-d176-4e2f-a7f2-9049c9ea22df,14,,"[33.3, 55.7]",3829479,0,,,,,0.8560767,,Right Foot,,,,"[43.8, 67.8]",,Ground Pass,,16.02061,,,,Yann Jouffre,3102.0,,,,,,1,From Kick Off,Zargo Touré,7211.0,Right Center Back,2,Lorient,165,['aff11207-88e5-41ac-b51e-d6dba3f163cc'],8,,,,,,,,,,,,,,,,,,Lorient,165,00:00:08.396,Pass,
,,,,,,,,,,,,,,,,0.625581,,,,,,,,,,,,de7939b0-37e8-48e2-a0f2-9f0c65ce7762,17,,"[38.1, 66.8]",3829479,0,,,,,-0.7305083,,Left Foot,,,,"[47.7, 58.2]",,Ground Pass,,12.888755,,,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,['433f5f21-32fa-413a-bb88-8d9f820bc858'],10,,,,,,,,,,,,,,,,,,Lorient,165,00:00:10.554,Pass,
,,,,,,,,,,,,,,,,1.216169,,,,,,,,,,,,1a5b45a9-3ed6-4360-a229-594b2613cf7e,19,,"[47.7, 58.2]",3829479,0,,,,,2.2751007,,Right Foot,,,,"[34.7, 73.5]",,Ground Pass,,20.0771,,,,Lamine Gassama,6335.0,,,,,,1,From Kick Off,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,2,Lorient,165,['b9a89900-0cf8-4542-932c-48400fbf2fc3'],11,,,,,,,,,,,,,,,,,,Lorient,165,00:00:11.180,Pass,
,,,,,,,,,,,,,,,,1.191313,,,,,,,,,,,,55cebe9a-6685-47ab-abcc-03dc3091debc,22,,"[34.7, 73.5]",3829479,0,,,,,-1.7219523,,Right Foot,,,,"[32.4, 58.4]",,Ground Pass,,15.274161,,,,Yann Jouffre,3102.0,,,,,,1,From Kick Off,Lamine Gassama,6335.0,Right Back,2,Lorient,165,['39878c95-474a-4c09-a1ba-26786c0c6f95'],13,,,,,,,,,,,,,,,,,,Lorient,165,00:00:13.362,Pass,
,,,,,,,,,,,,,,,,2.097425,,,,,,,,,,,,b678332a-99cd-4730-99c0-1205afc86134,25,,"[38.8, 53.4]",3829479,0,,,,,0.20761289,,Left Foot,,,,"[82.0, 62.5]",,High Pass,,44.148045,,Incomplete,,Benjamin Moukandjo Bilé,33178.0,,,,,,1,From Kick Off,Yann Jouffre,3102.0,Right Midfield,2,Lorient,165,"['5ab23a35-f655-4001-9e3c-849bf89bc756', '8cd06ff0-21f1-4641-9453-39c25368d919']",16,,,,,,,,,,,,,,,,,,Lorient,165,00:00:16.993,Pass,
,,,,,,,,,,,,,,,,1.052494,,,,,,,,,,,,c56b602b-ad52-478b-b86a-86b84243f94b,29,,"[32.6, 13.0]",3829479,0,,,,,-0.5725896,,Left Foot,,,,"[44.7, 5.2]",,Ground Pass,,14.39618,,,,Emmanuel Imorou,4474.0,,,,,,1,Regular Play,Syam Ben Youssef,5656.0,Left Center Back,3,Caen,140,['19318f06-c527-4ecd-9d88-54557399578e'],20,,,,,,,,,,,,,,,,,,Caen,140,00:00:20.346,Pass,
,,,,,,,,,,,,,,,,1.783824,,,,,,,,,,,,0fbdd4b6-9ce7-4841-99b7-48f6ec50afbc,32,,"[52.5, 4.1]",3829479,0,,,,,0.34613597,,Left Foot,,,,"[89.1, 17.3]",,High Pass,,38.90758,,,,Ronny Rodelin,2955.0,,,,,,1,Regular Play,Emmanuel Imorou,4474.0,Left Back,3,Caen,140,['20584f3b-3247-47d9-bc12-6cb67acd39c3'],23,,,,,,,,,,,,,,,,,,Caen,140,00:00:23.027,Pass,
,,,,,,,,,,,,,,,,1.57233,,,,,,,,,,,,2169bd2f-cbf6-42f4-b99f-722248ba8317,35,,"[89.5, 16.7]",3829479,0,,,,,-0.66714066,,Right Foot,,,,"[100.8, 7.8]",,Low Pass,,14.384019,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Center Forward,3,Caen,140,"['74bbb1fb-b200-43f2-9a53-b7fd3365f6e6', 'aceeb0c0-d9e7-42b3-8186-ddacad8f4d68']",24,,,,,,,,,,,,,,,,,,Caen,140,00:00:24.811,Pass,True
,,,,,,,,,,,,,,,,1.06651,,,,,,,,,,,,82dd6065-f421-4137-ade5-491ca6019eb4,39,,"[114.2, 6.4]",3829479,0,,,,,2.9952774,,Right Foot,,,,"[104.7, 7.8]",,Ground Pass,,9.602604,,Incomplete,,Emmanuel Imorou,4474.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,3,Caen,140,"['2ba6c447-3446-499e-b905-559e71288b3d', '9656616a-046a-4a65-a6ee-8a7ec4e760dc']",30,,,,,,,,,,,,,,,,,,Caen,140,00:00:30.286,Pass,
,,,,,,,,,,,,,,,,2.475491,,,,,,,,,,,,d4f2ab6e-e2bc-4e4b-95e3-93264184c004,43,,"[111.7, 0.1]",3829479,0,,,,,1.6354946,,,True,,,"[109.4, 35.6]",,High Pass,,35.57443,,Incomplete,,Ronny Rodelin,2955.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,4,Caen,140,"['2b795eb7-e153-41d5-b4ca-fa3b9a6081cc', '6c8cf7fe-e8f5-4170-a8b4-bfa3cf639b9a']",47,,,,,,,,,,,,,,,,,,Caen,140,00:00:47.577,Pass,
,,,,,,,,,,,,,,,,1.824496,,,,,,,,,,,,7a2fe5bb-306d-401f-8340-84971e1b4532,47,,"[22.6, 25.3]",3829479,0,,,,,0.15460055,,Right Foot,,,,"[45.7, 28.9]",,Low Pass,,23.378836,,Incomplete,,Benjamin Moukandjo Bilé,33178.0,,,,,Recovery,1,From Throw In,Maxime Barthelmé,7567.0,Left Midfield,4,Caen,140,"['46e8f62e-08b5-4073-9c47-e0eaec1ec3ac', 'e0556c8f-87c3-4637-9c50-1385791535e4']",53,,,,,,,,,,,,,,,,,,Lorient,165,00:00:53.240,Pass,
,,,,,,,,,,,,,,,,2.811746,,,,,,,,,,,,46e8f62e-08b5-4073-9c47-e0eaec1ec3ac,50,,"[74.4, 51.2]",3829479,0,,,,,-0.8700083,,Right Foot,,,,"[97.6, 23.7]",,High Pass,,35.979023,,,,Vincent Bessat,2992.0,,,,,Recovery,1,From Throw In,Dennis Appiah,22111.0,Right Back,4,Caen,140,"['79475e13-ed8d-4782-88fb-f9eb208faa27', '7a2fe5bb-306d-401f-8340-84971e1b4532', 'ee3069f4-7987-4e43-be81-b8dee22d8b36']",55,,,,,,,,,,,,,,,,,,Caen,140,00:00:55.065,Pass,True
,,,,,,,,,,,,,,,,3.23542,,,,,,,,,,,,9c97e65b-d0c7-4a3a-b5ab-b962512ac83a,53,,"[97.6, 23.7]",3829479,0,,,,,1.1648242,,Left Foot,,,,"[112.0, 57.2]",,High Pass,,36.463818,,Incomplete,,Hervé Bazile,2991.0,,,,,,1,From Throw In,Vincent Bessat,2992.0,Left Midfield,4,Caen,140,"['11ac02fe-459e-435a-9d69-261ef9b0a673', '43ecea2d-8d7f-4366-8b4a-b0df3c34fa37']",57,,,,,,,,,,,,,,,,,,Caen,140,00:00:57.916,Pass,
,,,,,,,,,,,,,,,,1.194114,,,,,,,,,,,,a560778c-7bba-4cfe-90f6-d4c87df55e21,59,,"[120.0, 80.0]",3829479,1,,,,,-1.737519,4c55c85b-3cee-4a72-9364-a7a02648a703,Left Foot,,,,"[114.8, 49.1]",,High Pass,True,31.334486,,,,Jordan Adéoti,7344.0,True,,Inswinging,,Corner,1,From Corner,Hervé Bazile,2991.0,Right Midfield,5,Caen,140,['19f38f5b-6700-47bb-b791-c961fa655ca1'],20,,,,,,,,,,,,,,,,,,Caen,140,00:01:20.993,Pass,
,,,,,,,,,,,,,,,,3.221068,,,,,,,,,,,,077984e5-209e-4595-85cd-8a4475547998,63,,"[6.0, 36.0]",3829479,1,,,,,-0.35399744,,Left Foot,,,,"[70.4, 12.2]",,High Pass,,68.65712,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Benjamin Lecomte,3008.0,Goalkeeper,6,Lorient,165,['afcf6c2f-a5d7-4c08-9031-9244341e1e2e'],50,,,,,,,,,,,,,,,,,,Lorient,165,00:01:50.779,Pass,
,,,,,,,,,,,,,,,,3.359393,,,,,,,,,,,,08ff296c-b526-4f98-b51f-d60f562f631c,68,,"[76.1, 3.3]",3829479,1,,,,,0.49472567,,Left Foot,,,,"[98.9, 15.6]",,High Pass,,25.906178,,Incomplete,,,,,,,,,1,From Goal Kick,Maxime Barthelmé,7567.0,Left Midfield,6,Lorient,165,"['9df05fec-3376-48a7-a15e-69227f3f5efc', 'fd2867d1-b794-4948-a66e-3e3afaaf1fe0']",57,,,,,,,,,,,,,,,,,,Lorient,165,00:01:57.276,Pass,True
,,,,,,,,,,,,,,,,2.602506,,,,,,,,,,,,fd2867d1-b794-4948-a66e-3e3afaaf1fe0,69,,"[21.2, 64.5]",3829479,2,,,,,-0.33265454,,Right Foot,,,,"[67.8, 48.4]",,High Pass,,49.30284,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Syam Ben Youssef,5656.0,Left Center Back,6,Lorient,165,"['08ff296c-b526-4f98-b51f-d60f562f631c', '54d31eb6-57f3-484e-834e-e03d168198a1']",0,,,,,,,,,,,,,,,,,,Caen,140,00:02:00.636,Pass,
,,,,,,,,,,,,,,,,1.312025,,,,,,,,,,,,ff8d7e9b-f0ff-4307-b35c-d779570682c6,72,,"[49.8, 27.1]",3829479,2,,,,,-1.9233495,,Right Foot,,,,"[45.9, 16.5]",,Ground Pass,,11.294689,,,,Wesley Lautoa,3769.0,,,,,,1,From Goal Kick,Zargo Touré,7211.0,Right Center Back,6,Lorient,165,['d0a1d319-fd3c-423d-8392-02416f0dd898'],4,,,,,,,,,,,,,,,,,,Lorient,165,00:02:04.771,Pass,
,,,,,,,,,,,,,,,,1.894779,,,,,,,,,,,,cef2a323-477e-47d0-84e8-f39c6bd53884,76,,"[47.0, 17.2]",3829479,2,,,,,1.826238,,Left Foot,,,,"[38.8, 48.6]",,Ground Pass,,32.453045,,,,Lamine Gassama,6335.0,,,,,,1,From Goal Kick,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,"['ace815dd-7605-433e-a653-438b93bc6093', 'd92fdfad-81b2-4395-bddd-30c9e4e96815']",7,,,,,,,,,,,,,,,,,,Lorient,165,00:02:07.442,Pass,True
,,,,,,,,,,,,,,,,1.616834,,,,,,,,,,,,9a75fdd3-ed42-498b-b11b-edd96a470755,80,,"[40.9, 49.9]",3829479,2,,,,,1.0104364,,Right Foot,,,,"[53.7, 70.3]",,Ground Pass,,24.083189,,,,Yann Jouffre,3102.0,,,,,,1,From Goal Kick,Lamine Gassama,6335.0,Right Back,6,Lorient,165,"['a1858229-1302-40c9-83a2-1fba78d38367', 'dde984a6-6a5c-4486-9219-ed4c2f2d9fad']",9,,,,,,,,,,,,,,,,,,Lorient,165,00:02:09.963,Pass,True
,,,,,,,,,,,,,,,,1.320434,,,,,,,,,,,,c717ef09-ce4c-4b98-9949-94e6c10cd7d2,83,,"[53.7, 70.3]",3829479,2,,,,,-2.7623363,,Left Foot,,,,"[39.9, 64.8]",,Ground Pass,,14.8556385,,,,Lamine Gassama,6335.0,,,,,,1,From Goal Kick,Yann Jouffre,3102.0,Right Midfield,6,Lorient,165,['41ff1893-1d4e-4093-bed7-c9259ac507aa'],12,,,,,,,,,,,,,,,,,,Lorient,165,00:02:12.592,Pass,
,,,,,,,,,,,,,,,,1.8371,,,,,,,,,,,,6adbf12c-e16d-440e-9659-d6e911bf6b63,87,,"[39.7, 64.4]",3829479,2,,,,,-1.7194381,,Right Foot,,,,"[33.8, 25.0]",,Ground Pass,,39.839302,,,,Wesley Lautoa,3769.0,,,,,,1,From Goal Kick,Lamine Gassama,6335.0,Right Back,6,Lorient,165,['45488e35-305e-4dac-94b5-0f8ebd1ebb61'],15,,,,,,,,,,,,,,,,,,Lorient,165,00:02:15.112,Pass,
,,,,,,,,,,,,,,,,1.383607,,,,,,,,,,,,6d563dc6-b903-4c41-8c2c-e812231840fa,90,,"[40.8, 21.6]",3829479,2,,,,,-1.336541,,Left Foot,,,,"[45.0, 4.0]",,Ground Pass,,18.094198,,,,Vincent Le Goff,7199.0,,,,,,1,From Goal Kick,Wesley Lautoa,3769.0,Left Center Back,6,Lorient,165,['e7f9eb25-9424-43b1-8438-b1bcf94e14ed'],19,,,,,,,,,,,,,,,,,,Lorient,165,00:02:19.750,Pass,
