50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9e427933-e800-4077-a6c8-4dcf5633925a,1,,,3900545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4450, 'name': 'Bakary Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4895, 'name': 'Henri Bedimo Nsamè'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3117, 'name': 'Lucas Tousart'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 7616, 'name': 'Arnold Mvuemba'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 40407, 'name': 'Steed Malbranque'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,debeba26-2f57-4f2c-b862-28a6736e4948,2,,,3900545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401482, 'name': 'Gaël Angoula'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4906, 'name': 'Arnold Bouka Moutou'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f9fd5456-3b46-4613-a5b7-dccc8cc9e34f,3,,,3900545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['5187afc1-8211-4ee5-b6c5-7232a746486a'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5187afc1-8211-4ee5-b6c5-7232a746486a,4,,,3900545,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['f9fd5456-3b46-4613-a5b7-dccc8cc9e34f'],0,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,55c872b0-fb26-4a95-93d8-e9ceb329a870,2037,,,3900545,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Angers,145,['5e01ccf4-2a20-4aba-a3d0-c0c1503ebd4e'],0,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5e01ccf4-2a20-4aba-a3d0-c0c1503ebd4e,2038,,,3900545,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Angers,145,['55c872b0-fb26-4a95-93d8-e9ceb329a870'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.562951,,,,,,,,,,,,7204bc87-e9cb-43d2-a696-38ce079f0d25,5,,"[61.0, 40.1]",3900545,0,,,,,1.5707964,,Right Foot,,,"[61.0, 42.7]",,Ground Pass,,2.6,,,Thomas Mangani,3185.0,,,,,Kick Off,1,From Kick Off,Gilles Sunu,3111.0,Center Forward,2,Angers,145,['0a419181-728a-4f6a-b900-6579f797d643'],0,,,,,,,,,,,,,,,,Angers,145,00:00:00.238,Pass,
,,,,,,,,,,,,,,,,,0.837289,,,,,,,,,,,,513e5f4f-b3ba-480b-a0f9-01cfe6724445,9,,"[61.0, 43.3]",3900545,0,,,,,2.6842146,,Left Foot,,,"[48.2, 49.6]",,Ground Pass,,14.266394,,,Cheikh N''Doye,5676.0,,,,,,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,"['03868b45-d38a-450f-91f4-a671c06beee1', '8c304c64-538d-4d54-8f69-7c25e5cb6d89']",1,,,,,,,,,,,,,,,,Angers,145,00:00:01.518,Pass,True
,,,,,,,,,,,,,,,,,4.161959,,,,,,,,,,,,9c8b1fd0-3a18-4b9d-a55e-1aaac4db3bec,13,,"[47.4, 50.6]",3900545,0,,,,,-0.43000996,,Right Foot,,,"[103.0, 25.1]",,High Pass,,61.1687,Incomplete,,Arnold Bouka Moutou,4906.0,,,,,,1,From Kick Off,Cheikh N''Doye,5676.0,Right Center Midfield,2,Angers,145,"['067b9ef2-09b5-430e-8322-e85825c93dc4', '8d36c872-7255-4e4e-8a93-c7fb736306c5', 'ae133843-9a1e-4b01-84c8-5f9f0dc8d531']",3,,,,,,,,,,,,,,,,Angers,145,00:00:03.369,Pass,True
,,,,,,,,,,,,,,,,,1.391426,,,,,,,,,,,,ae133843-9a1e-4b01-84c8-5f9f0dc8d531,15,,"[17.1, 55.0]",3900545,0,,,,,-2.4087775,,Head,,,"[7.1, 46.0]",,Low Pass,,13.453624,,,Anthony Lopes,2947.0,,,,,Recovery,1,Regular Play,Corentin Tolisso,5480.0,Right Back,3,Lyon,137,"['15a55a85-08ef-44ed-b269-a32af778df6b', '9c8b1fd0-3a18-4b9d-a55e-1aaac4db3bec']",7,,,,,,,,,,,,,,,,Lyon,137,00:00:07.531,Pass,
