50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9831ba59-a687-4fa4-8806-11c5dfc985cc,1,,,,3900594,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3144, 'name': 'Léo Dubois'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3174, 'name': 'Lévy Koffi Djidji'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 10746, 'name': 'Ermir Lenjani'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6284, 'name': 'Kolbeinn Sigþórsson'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,701d4bf0-e1cb-4c7f-a603-2552f7852489,2,,,,3900594,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3356, 'name': 'Valentín Vada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10448, 'name': 'Adam Ounas'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9ca5acc5-e199-4078-990b-b5e5612ad1c8,3,,,,3900594,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['42ea76b8-8e4f-4a5c-82ae-59379558751e'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,42ea76b8-8e4f-4a5c-82ae-59379558751e,4,,,,3900594,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Nantes,144,['9ca5acc5-e199-4078-990b-b5e5612ad1c8'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,00ae487d-ef91-491a-b5c4-cb36a71f7bf4,1779,,,,3900594,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Bordeaux,146,['8cf4d425-e8c4-4692-a3a4-d0b3140ee67c'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,8cf4d425-e8c4-4692-a3a4-d0b3140ee67c,1780,,,,3900594,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Bordeaux,146,['00ae487d-ef91-491a-b5c4-cb36a71f7bf4'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,e616edca-8a24-477c-87ec-ce8b11a5541b,5,,,"[60.0, 40.0]",3900594,0,,,,,-0.30587888,,Right Foot,,"[61.9, 39.4]",,Ground Pass,,1.9924859,,,,,Cheick Tidiane Diabaté,7130.0,,,,,Kick Off,1,From Kick Off,Valentín Vada,3356.0,Left Center Midfield,2,Bordeaux,146,['54152816-d555-4e8d-b44d-65ad3a15254f'],0,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.400,Pass,
,,,,,,,,,,,,,,,,,0.839999,,,,,,,,,,,189c19d4-eb6b-4dd8-ab31-b2de7f8b2931,8,,,"[59.7, 39.0]",3900594,0,,,,,-3.0029528,,Right Foot,,"[46.8, 37.2]",,Ground Pass,,13.024976,,,,,Clément Chantôme,7552.0,,,,,,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['ab807446-c020-4384-b4a0-6d09454b6fa5'],2,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.000,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,dea5cc60-9373-47d9-8cb5-18e4767ef52b,11,,,"[45.0, 35.9]",3900594,0,,,,,-2.287213,,Right Foot,,"[32.2, 21.2]",,Ground Pass,,19.491793,,,,,Cédric Yambéré,3779.0,,,,,,1,From Kick Off,Clément Chantôme,7552.0,Center Defensive Midfield,2,Bordeaux,146,['6dda9cfa-a9d5-4f7f-80df-9dab8439d706'],4,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:04.039,Pass,
,,,,,,,,,,,,,,,,,1.999997,,,,,,,,,,,88e3c865-bee6-4fad-8580-fb0004849b2a,14,,,"[29.0, 20.4]",3900594,0,,,,,1.5958694,,Right Foot,,"[28.2, 52.3]",,Ground Pass,,31.91003,,,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Cédric Yambéré,3779.0,Left Center Back,2,Bordeaux,146,['ebb22e6d-4dce-4254-a72e-b18a2f884e5e'],7,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:07.239,Pass,
