50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.026303,,,,,,,,,,,,2c0fa59d-a6fe-4cca-ad82-ea509a79997f,14,,"[25.1, 18.5]",3900620,0,,,,0.47646743,,Head,,,,"[31.3, 21.7]",,High Pass,,6.9771056,,,Incomplete,,Ismaël Tiémoko Diomandé,3797.0,,,,,Recovery,1,From Kick Off,Emmanuel Imorou,4474.0,,Left Back,2,Stade de Reims,156,"['0a4775f4-6a01-4471-9f50-5623ea117531', '341c14e8-667f-4447-a5b6-851f511dd941', '8860437a-ea58-4196-a91a-6d326e3ef703']",9,,,,,,,,,,,,,,,,,Caen,140,00:00:09.412,Pass,
,,,,,,,,,,,,,,,1.498276,,,,,,,,,,,,0a4775f4-6a01-4471-9f50-5623ea117531,16,,"[88.8, 58.4]",3900620,0,,,,0.7086263,,Head,,,,"[90.2, 59.6]",,High Pass,,1.8439089,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Thievy Guivane Bifouma Koulossa,26775.0,,Right Attacking Midfield,2,Stade de Reims,156,"['2c0fa59d-a6fe-4cca-ad82-ea509a79997f', '70395dbb-d5b3-4ddb-b8d7-9e859fefe6d3']",10,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:10.439,Pass,
,,,,,,,,,,,,,,,1.638251,,,,,,,,,,,,70395dbb-d5b3-4ddb-b8d7-9e859fefe6d3,17,,"[29.9, 20.5]",3900620,0,,,,0.3926375,,Head,,,,"[39.8, 24.6]",,High Pass,,10.715409,,,Incomplete,,Julien Féret,2959.0,,,,,Recovery,1,From Kick Off,Ismaël Tiémoko Diomandé,3797.0,,Center Defensive Midfield,2,Stade de Reims,156,"['0a4775f4-6a01-4471-9f50-5623ea117531', '3e3f4ecb-cf2b-4f75-9953-3a89dd0e781e', 'bf5e803a-f059-4e97-9e49-e7d4b517ad90']",11,,,,,,,,,,,,,,,,,Caen,140,00:00:11.937,Pass,
,,,,,,,,,,,,,,,1.672436,,,,,,,,,,,,3e3f4ecb-cf2b-4f75-9953-3a89dd0e781e,19,,"[80.3, 55.5]",3900620,0,,,,-1.7548949,,Head,,,,"[77.6, 41.0]",,High Pass,,14.749237,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Thievy Guivane Bifouma Koulossa,26775.0,,Right Attacking Midfield,2,Stade de Reims,156,"['5365d112-f018-477b-a392-caa21c811139', '70395dbb-d5b3-4ddb-b8d7-9e859fefe6d3']",13,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:13.575,Pass,
,,,,,,,,,,,,,,,6.613722,,,,,,,,,,,,5365d112-f018-477b-a392-caa21c811139,20,,"[42.5, 39.1]",3900620,0,,,,-0.3935225,,Right Foot,,,,"[87.3, 20.5]",,High Pass,,48.507732,,,,,Andy Delort,3038.0,,,,,Recovery,1,Regular Play,Ronny Rodelin,2955.0,,Right Midfield,3,Caen,140,"['2e51d1e9-c6c6-49d8-bb34-014539ee6dcd', '3e3f4ecb-cf2b-4f75-9953-3a89dd0e781e']",15,,,,,,,,,,,,,,,,,Caen,140,00:00:15.248,Pass,
,,,,,,,,,,,,,,,1.008175,,,,,,,,,,,,b9309a1f-8c0c-432f-a274-6926401f5468,26,,"[103.5, 0.1]",3900620,0,True,,,1.5014632,,,,,,"[104.0, 7.3]",,Low Pass,,7.21734,,,,,Saïdi Ntibazonkiza,106683.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,,Left Back,4,Caen,140,['d79dd179-f821-4726-bca8-c38eb9258f95'],32,,,,,,,,,,,,,,,,,Caen,140,00:00:32.694,Pass,
,,,,,,,,,,,,,,,1.000161,,,,,,,,,,,,7822efa9-a74b-4a2e-82a6-a9ebed6fbb3c,31,,"[18.9, 64.1]",3900620,0,,,,-0.39732435,,Left Foot,,,,"[30.1, 59.4]",,Ground Pass,,12.146193,,,,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Antoine Devaux,7815.0,,Right Defensive Midfield,5,Stade de Reims,156,['ccaea727-d5d5-4fff-8b8b-1f16d27cebea'],35,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:35.132,Pass,
,,,,,,,,,,,,,,,1.395869,,,,,,,,,,,,f2b875cf-95f9-4ffe-83b7-557cd145e7d7,34,,"[30.1, 59.4]",3900620,0,,,,1.0055171,,Right Foot,,,,"[38.6, 72.8]",,Ground Pass,,15.868523,,,Incomplete,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,Regular Play,Gaëtan Charbonnier,7635.0,,Center Forward,5,Stade de Reims,156,"['a0bdc7f4-95ad-4408-9141-f6e21a48c26f', 'd651dc47-2567-409f-a59b-accf4f5bd578']",36,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:36.154,Pass,
,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,73a16a5f-e870-4238-b1a6-497d0a317f38,39,,"[86.8, 8.2]",3900620,0,,,,0.6435011,,Right Foot,,,,"[91.6, 11.8]",,Low Pass,,6.0,,,Incomplete,,Saïdi Ntibazonkiza,106683.0,,,,,,1,Regular Play,Damien Da Silva,4386.0,,Left Center Back,5,Stade de Reims,156,"['7e1a16dc-1dc9-4fad-a2ad-f8145d73286e', 'be0819fd-444f-4ac2-afb9-31f6e25cf935', 'f86d3141-477a-4d56-b6c8-9b95a5f9a9be']",38,,,,,,,,,,,,,,,,,Caen,140,00:00:38.243,Pass,True
,,,,,,,,,,,,,,,0.412283,,,,,,,,,,,,be0819fd-444f-4ac2-afb9-31f6e25cf935,41,,"[28.5, 68.3]",3900620,0,,,,0.5214344,,Right Foot,,,,"[33.2, 71.0]",,Ground Pass,,5.420332,,,,,Hamari Traoré,3248.0,,,,,Recovery,1,Regular Play,Antoine Devaux,7815.0,,Right Defensive Midfield,5,Stade de Reims,156,"['73a16a5f-e870-4238-b1a6-497d0a317f38', 'a6deeea7-f486-4da8-864d-590c7e08f3d2']",39,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:39.133,Pass,
,,,,,,,,,,,,,,,0.84228,,,,,,,,,,,,113fa41b-c317-442c-ab50-43ec6dabcdb9,44,,"[33.2, 71.0]",3900620,0,,,,0.4636476,,Right Foot,,,,"[37.0, 72.9]",,Ground Pass,,4.248529,,,,,Nicolas de Roussel de Préville,4383.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,,Right Wing Back,5,Stade de Reims,156,['8f4e0781-e66e-4320-a6a8-aa1529413ead'],39,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:39.684,Pass,
,,,,,,,,,,,,,,,0.923587,,,,,,,,,,,,7d6b1f83-de96-4c8f-a02f-299b74f5cf05,48,,"[61.4, 64.8]",3900620,0,,,,0.09868826,,Right Foot,,,,"[71.5, 65.8]",,Ground Pass,,10.1493845,,,Incomplete,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,Regular Play,Nicolas de Roussel de Préville,4383.0,,Left Attacking Midfield,5,Stade de Reims,156,"['6eaff965-7783-44b6-b7e6-a60628bf9e19', 'dbae8c85-41d5-41ce-b337-9699c43eadc9']",44,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:44.802,Pass,
,,,,,,,,,,,,,,,2.620367,,,,,,,,,,,,9fd18584-24a1-4866-9ade-056487480071,52,,"[39.7, 21.9]",3900620,0,,,,2.6273553,,Left Foot,,,,"[8.9, 39.3]",,Ground Pass,,35.375134,,,,,Rémy Vercoutre,2963.0,,,,,,1,Regular Play,Emmanuel Imorou,4474.0,,Left Back,6,Caen,140,['6fc28777-86b7-4209-a737-472ffefc368c'],47,,,,,,,,,,,,,,,,,Caen,140,00:00:47.142,Pass,
,,,,,,,,,,,,,,,1.999999,,,,,,,,,,,,477a3509-9c26-460c-aa47-2d6492086de1,55,,"[12.1, 43.9]",3900620,0,,,,1.1806594,,Right Foot,,,,"[25.3, 76.0]",,Ground Pass,,34.70807,,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Rémy Vercoutre,2963.0,,Goalkeeper,6,Caen,140,['76f11967-3fbf-48ed-b8d2-27e154b1b53c'],52,,,,,,,,,,,,,,,,,Caen,140,00:00:52.162,Pass,
,,,,,,,,,,,,,,,1.947218,,,,,,,,,,,,abcf1918-9fa6-4e9b-9dd7-c2e30ef86bd5,60,,"[75.9, 76.5]",3900620,1,,,,0.116708584,,Right Foot,,,,"[104.9, 79.9]",,Ground Pass,,29.19863,,,Out,,Ronny Rodelin,2955.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,,Right Back,6,Caen,140,"['19fa18bd-227e-4afe-8a4f-f3d01fe6f115', 'ee9f2082-2ed5-4c66-98a9-20e1578c41f9']",1,,,,,,,,,,,,,,,,,Caen,140,00:01:01.484,Pass,True
,,,,,,,,,,,,,,,3.577959,,,,,,,,,,,,144b7420-20f4-45fb-a702-48cb1256b318,62,,"[20.7, 0.1]",3900620,1,,,,0.24974702,,,,,,"[55.2, 8.9]",,High Pass,,35.604633,,,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,Throw-in,1,From Throw In,Franck Signorino,40521.0,,Left Wing Back,7,Stade de Reims,156,['eff5cfa5-691c-4c78-9339-78fa1c0c5ce1'],18,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:18.337,Pass,
,,,,,,,,,,,,,,,1.163837,,,,,,,,,,,,991f6120-c333-4822-8b0a-5ab4886281d1,66,,"[54.5, 8.8]",3900620,1,,,True,1.7568545,,,,,,"[52.9, 17.3]",,Low Pass,,8.649278,,,,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Thievy Guivane Bifouma Koulossa,26775.0,,Right Attacking Midfield,7,Stade de Reims,156,"['0e6039ae-6da8-4f7f-aee5-db8e6de1c8db', '5f87a5fd-c59b-47cb-b7cb-d3dbff636e95', 'ad1ed6c0-8c4f-42e3-88f2-9cf12b9e5d7d']",22,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:22.330,Pass,True
,,,,,,,,,,,,,,,0.950923,,,,,,,,,,,,4ea4746f-5583-4fa5-9805-4c8c3951622c,75,,"[48.1, 20.3]",3900620,1,,,,2.0491488,,Right Foot,,,,"[39.7, 36.5]",,Ground Pass,,18.248287,,,,,Mickaël Tacalfred,7498.0,,,,,,1,From Throw In,Gaëtan Charbonnier,7635.0,,Center Forward,7,Stade de Reims,156,['e0184c9f-280d-4b32-9724-37f1d01045d0'],26,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:26.307,Pass,
,,,,,,,,,,,,,,,1.465709,,,,,,,,,,,,68bb1a39-c735-4d38-9fc3-d538e1a881f9,79,,"[40.6, 35.4]",3900620,1,,,,-0.40665236,,Right Foot,,,,"[54.3, 29.5]",,High Pass,,14.916434,,,,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Mickaël Tacalfred,7498.0,,Right Center Back,7,Stade de Reims,156,"['dbe01210-f620-4ed1-957c-2ea488e1980b', 'e5f40ed6-b021-4c14-b445-8e6f3818aaba']",28,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:28.321,Pass,True
,,,,,,,,,,,,,,,0.797127,,,,,,,,,,,,a42b18c8-80f3-4aa1-9680-ec030620e130,91,,"[55.0, 31.5]",3900620,1,,,,1.2387369,,Right Foot,,,,"[58.0, 40.2]",,Ground Pass,,9.202717,,,,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Antoine Devaux,7815.0,,Right Defensive Midfield,7,Stade de Reims,156,['6434b0d3-67d8-4aa2-af6d-3bcd6c728825'],35,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:35.601,Pass,
,,,,,,,,,,,,,,,1.830655,,,,,,,,,,,,0ae0cc53-9233-470c-9796-a5d74bfc6873,94,,"[61.2, 46.1]",3900620,1,,,,1.1473569,,Right Foot,,,,"[70.8, 67.4]",,Ground Pass,,23.363434,,,,,Hamari Traoré,3248.0,,,,,,1,From Throw In,Gaëtan Charbonnier,7635.0,,Center Forward,7,Stade de Reims,156,['8ac04f27-ae61-4fa5-9532-8e3bb124683e'],37,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:37.555,Pass,
,,,,,,,,,,,,,,,1.29461,,,,,,,,,,,,79256353-a07a-4bf6-a718-c2bed05a3666,98,,"[97.7, 61.6]",3900620,1,,,,1.2467039,,Right Foot,,,,"[102.0, 74.4]",,Ground Pass,,13.502963,,,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,From Throw In,Hamari Traoré,3248.0,,Right Wing Back,7,Stade de Reims,156,"['06e32a56-699b-4172-9943-c46628c4b3a7', 'dbb6e871-a636-47b4-bdcb-cd9c8e38f038']",43,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:43.983,Pass,True
,,,,,,,,,,,,,,,0.942298,,,,,,,,,,,,067a9589-4f03-40cf-84e9-56f8bcdd2ef8,102,,"[114.6, 70.6]",3900620,1,,,,-1.7661879,,Right Foot,,True,,"[110.8, 51.4]",,Ground Pass,,19.57243,,,Incomplete,,Gaëtan Charbonnier,7635.0,,,,,,1,From Throw In,Thievy Guivane Bifouma Koulossa,26775.0,,Right Attacking Midfield,7,Stade de Reims,156,"['1cb09969-9ec5-41a6-bd2d-760a4641b2ae', '6d091005-0ec4-4f01-b0c9-816181a2d219']",48,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:48.910,Pass,
,,,,,,,,,,,,,,,0.961969,,,,,,,,,,,,dd127706-3063-47f5-ab71-4c6de0a2303f,106,,"[8.9, 24.4]",3900620,1,,,,0.01754206,,Left Foot,,,,"[20.3, 24.6]",,Ground Pass,,11.401754,,,,,Jean-Victor Makengo,4255.0,,,,,,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,,Center Defensive Midfield,8,Caen,140,['78f932c1-3d41-4ffb-9b7a-69ca4d592765'],50,,,,,,,,,,,,,,,,,Caen,140,00:01:50.778,Pass,
,,,,,,,,,,,,,,,1.028096,,,,,,,,,,,,18ecee34-0350-49a8-9962-b091cd5b78ac,108,,"[20.3, 24.6]",3900620,1,,,,-2.2841544,,Left Foot,,,,"[15.8, 19.4]",,Ground Pass,,6.8767724,,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,1,Regular Play,Jean-Victor Makengo,4255.0,,Left Center Midfield,8,Caen,140,['42027008-e94c-4646-95e5-6acc564588c3'],51,,,,,,,,,,,,,,,,,Caen,140,00:01:51.740,Pass,
,,,,,,,,,,,,,,,1.617333,,,,,,,,,,,,f9516106-559d-43dd-88c6-f3ba4fab19f4,112,,"[15.3, 19.4]",3900620,1,,,,-1.2291808,,Right Foot,,,,"[20.1, 5.9]",,Ground Pass,,14.327945,,,Incomplete,,,,,,,,,1,Regular Play,Ismaël Tiémoko Diomandé,3797.0,,Center Defensive Midfield,8,Caen,140,"['5aa2e8b6-c5a8-451a-84ef-0324060ff8a5', 'e6966d01-e3d4-432c-be92-212a06f3705e']",52,,,,,,,,,,,,,,,,,Caen,140,00:01:52.827,Pass,True
,,,,,,,,,,,,,,,0.802291,,,,,,,,,,,,d0039556-d340-41b0-85bc-1c22bd6aed40,116,,"[109.4, 77.2]",3900620,1,,,,-2.0863454,,Right Foot,,,,"[106.0, 71.2]",,Ground Pass,,6.8963757,,,,,Gaëtan Charbonnier,7635.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,,Right Wing Back,9,Stade de Reims,156,['38b72943-a06e-4d3c-b1d0-01b6d9df04dd'],57,,,,,,,,,,,,,,,,,Stade de Reims,156,00:01:57.595,Pass,
,,,,,,,,,,,,,,,1.405866,,,,,,,,,,,,59e2a55c-5081-4058-bbc5-43c55e61432e,119,,"[106.0, 71.2]",3900620,2,,,,-1.6036792,,Right Foot,,,,"[105.5, 56.0]",,High Pass,,15.208221,,,,,Antoine Devaux,7815.0,,,,,,1,Regular Play,Gaëtan Charbonnier,7635.0,,Center Forward,9,Stade de Reims,156,['d456bdaa-b767-4808-b9e7-62e8909bd312'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:00.074,Pass,
,,,,,,,,,,,,,,,3.525467,,,,,,,,,,,,73ea5149-a8d4-406d-b103-8ef33d4c73a0,132,,"[21.4, 21.2]",3900620,2,,,,0.43894434,,Right Foot,,,,"[80.4, 48.9]",,High Pass,,65.17891,,,,,Ronny Rodelin,2955.0,,,,,Free Kick,1,From Free Kick,Rémy Vercoutre,2963.0,,Goalkeeper,11,Caen,140,['6ba9c62b-8565-41e4-86e2-022db2728724'],27,,,,,,,,,,,,,,,,,Caen,140,00:02:27.516,Pass,
,,,,,,,,,,,,,,,2.168612,,,,,,,,,,,,81a8bf6c-f744-4581-ae38-802e321c7043,135,,"[80.4, 48.9]",3900620,2,,,True,-0.6638627,,,,,,"[95.1, 37.4]",,Low Pass,,18.663868,,,Incomplete,,Andy Delort,3038.0,,,,,,1,From Free Kick,Ronny Rodelin,2955.0,,Right Midfield,11,Caen,140,"['409c6aae-17cd-46d5-92ea-6e64b4e0a911', '89cf4b55-2d07-4919-b431-dca198c67be6', 'cb20d6bc-ad85-4e2f-9923-0f103a4ff2bc']",31,,,,,,,,,,,,,,,,,Caen,140,00:02:31.042,Pass,True
,,,,,,,,,,,,,,,1.662168,,,,,,,,,,,,89cf4b55-2d07-4919-b431-dca198c67be6,137,,"[25.0, 42.7]",3900620,2,,,,-0.4960763,,Left Foot,,,,"[52.9, 27.6]",,High Pass,,31.724123,,,,,Nicolas de Roussel de Préville,4383.0,,,,,Recovery,1,From Counter,Mickaël Tacalfred,7498.0,,Right Center Back,12,Stade de Reims,156,"['81a8bf6c-f744-4581-ae38-802e321c7043', 'e7799c4b-4528-4b26-ad80-d3205a56e89a']",33,,,,,,,,,,,,,,,,,Stade de Reims,156,00:02:33.210,Pass,
