bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,dd5a1528-72fd-46f0-824b-948beed12f30,1,,,,3900621,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 4349, 'name': 'Issa Diop'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3024, 'name': 'Jacques François Moubandje'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 29}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 40431, 'name': 'Aleksandar Pešić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1b8740f5-6894-4f9d-9461-da174f28f4c6,2,,,,3900621,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 401478, 'name': 'Rémi Gomis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4380, 'name': 'Guillaume Gillet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 12351, 'name': 'Alejandro Bedoya'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 31687, 'name': 'Adryan Oliveira Tavares'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1f9621bd-af7e-47c4-a009-a9abaf95191c,3,,,,3900621,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['5f9e6da0-dc65-42f1-9439-e9b6f67e2cdc'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5f9e6da0-dc65-42f1-9439-e9b6f67e2cdc,4,,,,3900621,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Toulouse,130,['1f9621bd-af7e-47c4-a009-a9abaf95191c'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b79c107e-b64b-4533-9073-a53fc5b9d029,1794,,,,3900621,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,Nantes,144,['0aef27ef-67cc-4c48-84c7-8ba022a6157e'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0aef27ef-67cc-4c48-84c7-8ba022a6157e,1795,,,,3900621,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,91,Nantes,144,['b79c107e-b64b-4533-9073-a53fc5b9d029'],0,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.481414,,,,,,,,,,,,,df1809f8-daea-4c8e-9bff-35c7b0e61d38,5,,,"[61.0, 40.1]",3900621,0,,,,,1.8766752,,Right Foot,,,"[60.4, 42.0]",Ground Pass,,1.9924859,,,,,Alejandro Bedoya,12351.0,,,,,Kick Off,1,From Kick Off,Emiliano Sala,3114.0,Center Forward,2,Nantes,144,['4d3d1215-6de7-45b2-84d4-a3d5886c858b'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.395,Pass,
,,,,,,,,,,,,,,,,,1.099502,,,,,,,,,,,,,b43f9bea-1854-4ecb-bea8-8dc263859bf7,7,,,"[60.4, 42.4]",3900621,0,,,,,-2.5677068,,Right Foot,,,"[40.6, 29.6]",Ground Pass,,23.577108,,,,,Guillaume Gillet,4380.0,,,,,,1,From Kick Off,Alejandro Bedoya,12351.0,Center Attacking Midfield,2,Nantes,144,['750a8d2a-367f-4ef2-a176-78d2f11ba2ed'],0,,,,,,,,,,,,,,,,Nantes,144,00:00:00.877,Pass,
,,,,,,,,,,,,,,,,,1.988549,,,,,,,,,,,,,8cd0acef-997e-4d66-95c6-c8424870866d,10,,,"[40.5, 30.7]",3900621,0,,,,,1.5444866,,Right Foot,,,"[41.7, 76.3]",Ground Pass,,45.615788,,,,,Youssouf Sabaly,3404.0,,True,,,,1,From Kick Off,Guillaume Gillet,4380.0,Left Defensive Midfield,2,Nantes,144,['b9275920-010c-44a2-b440-4eef89b9b963'],3,,,,,,,,,,,,,,,,Nantes,144,00:00:03.239,Pass,
,,,,,,,,,,,,,,,,,1.831267,,,,,,,,,,,,,1072110d-5a2d-4bcd-93f1-773795e62ff5,13,,,"[46.5, 77.5]",3900621,0,,,,,-0.060611684,,Right Foot,,,"[84.4, 75.2]",High Pass,,37.969727,,,,,Alejandro Bedoya,12351.0,,,,,,1,From Kick Off,Youssouf Sabaly,3404.0,Right Back,2,Nantes,144,['0e8f8755-24c3-4564-a0c9-0ef6c70e4e84'],6,,,,,,,,,,,,,,,,Nantes,144,00:00:06.812,Pass,
