50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,87e40a48-4b88-43ba-94eb-3cedc76829c7,1,,,,3829487,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,cc5ba881-3934-4bf0-aa61-ddccc7b12878,2,,,,3829487,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 40536, 'name': 'Issiar Dia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7430, 'name': 'Kévin Mayi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7f901a10-40ab-4371-8b99-7ff6200c77f3,3,,,,3829487,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['1e96c5a6-5c9a-487e-a967-454fa59228c4'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1e96c5a6-5c9a-487e-a967-454fa59228c4,4,,,,3829487,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['7f901a10-40ab-4371-8b99-7ff6200c77f3'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,4b9597aa-68a4-401f-8618-fa279c1fc1a0,1801,,,,3829487,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Caen,140,['df25c78e-12b2-4565-b1bf-c54be538a237'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,df25c78e-12b2-4565-b1bf-c54be538a237,1802,,,,3829487,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Caen,140,['4b9597aa-68a4-401f-8618-fa279c1fc1a0'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.330229,,,,,,,,,,,,,,,13fb7979-80cd-4448-8931-2956dd7232c7,5,,,"[61.0, 40.1]",3829487,0,,,,,-2.6011732,,Right Foot,,"[59.5, 39.2]",,Ground Pass,,1.7492856,,,,,Andy Delort,3038.0,,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Left Center Midfield,2,Caen,140,['6c2c87c3-073a-4bd2-8b29-95399081f33b'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.553,Pass,
,,,,,,,,,,,,,,,,1.232572,,,,,,,,,,,,,,,d610ed0c-4c58-4c80-97b2-2199927a2d4c,8,,,"[59.5, 39.2]",3829487,0,,,,,-2.805625,,Right Foot,,"[53.2, 37.0]",,Ground Pass,,6.6730804,,,,,Nicolas Seube,40698.0,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['d3395177-fcea-42e7-bb6b-47576013731b'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.959,Pass,
,,,,,,,,,,,,,,,,2.644625,,,,,,,,,,,,,,,f7eaeae5-fb5e-4389-b26e-a73101212b4a,11,,,"[52.5, 41.8]",3829487,0,,,,,0.5255481,,Right Foot,,"[94.4, 66.1]",,High Pass,,48.436558,,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Nicolas Seube,40698.0,Center Defensive Midfield,2,Caen,140,"['10b49233-73f6-446b-b663-995eea021f63', 'e5516039-a0d8-4521-ae01-b2b56aaec9ce']",3,,,,,,,,,,,,,,,,,,Caen,140,00:00:03.447,Pass,
,,,,,,,,,,,,,,,,1.315361,,,,,,,,,,,,,,,d2069abe-ddba-439f-98f2-52a2206647ff,16,,,"[26.6, 14.8]",3829487,0,,,,,0.36035797,,Left Foot,,"[33.5, 17.4]",,Ground Pass,,7.3736014,,,Incomplete,,Damjan Đoković,31911.0,,,,,,1,From Kick Off,Issiaga Sylla,4352.0,Left Back,2,Caen,140,"['1757c56d-837e-412f-bd31-e384306a91a7', '8121baae-5d56-4c7d-b18c-0c5bbba3ebfe', 'd11ffeb9-a163-4883-8dc7-e5792ade17e3']",6,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:06.790,Pass,True
