50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.399993,,,,,,,,,,,,,d4719bc6-e685-4701-a25a-bdfe40835206,3138,,,"[35.3, 23.3]",3901198,71,,,,,1.2763343,,Right Foot,,"[39.0, 35.5]",Ground Pass,,12.748726,,,,Jessy Pi,7415.0,,,,,,2,From Keeper,Lossémy Karaboué,7301.0,Left Back,181,Troyes,133,['906d9ee9-d76e-4ca9-8c04-0935aa58f88e'],49,,,,,,,,,,,,,,,,,,Troyes,133,00:26:49.727,Pass,
,,,,,,,,,,,,,,,,,1.959989,,,,,,,,,,,,,489f9052-1b62-4b3a-955d-366328969bee,3142,,,"[56.5, 35.9]",3901198,71,,,,,-1.9599898,,Right Foot,,"[49.2, 18.1]",Ground Pass,,19.238764,,,,Lossémy Karaboué,7301.0,,,,,,2,From Keeper,Jessy Pi,7415.0,Left Defensive Midfield,181,Troyes,133,['5871e00b-970e-415f-a18c-12cb4fafc8d1'],55,,,,,,,,,,,,,,,,,,Troyes,133,00:26:55.503,Pass,
,,,,,,,,,,,,,,,,,1.759988,,,,,,,,,,,,,06355f9c-d74f-41d2-bdc3-9695c1e4013d,3145,,,"[49.2, 18.1]",3901198,71,,,,,1.8610073,,Right Foot,,"[42.6, 40.2]",Ground Pass,,23.064474,,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,2,From Keeper,Lossémy Karaboué,7301.0,Left Back,181,Troyes,133,['16f954c0-9738-4db9-8000-d9f1a472d0b2'],58,,,,,,,,,,,,,,,,,,Troyes,133,00:26:58.663,Pass,
,,,,,,,,,,,,,,,,,2.239987,,,,,,,,,,,,,9d587613-92c8-42a3-addc-09c3b4166674,3148,,,"[50.1, 54.7]",3901198,72,,,,,-1.946874,,Right Foot,,"[42.4, 35.2]",Ground Pass,,20.96521,,,,Matthieu Saunier,13730.0,,,,,,2,From Keeper,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,181,Troyes,133,['8058a546-7c5a-4f3c-b8db-e65345e75db6'],3,,,,,,,,,,,,,,,,,,Troyes,133,00:27:03.663,Pass,
,,,,,,,,,,,,,,,,,10.439967,,,,,,,,,,,,,a4fb0e3f-0716-4c53-a5bd-e582f73c2854,3151,,,"[60.5, 35.5]",3901198,72,,,,,-0.38916916,,Right Foot,,"[120.0, 11.1]",High Pass,,64.30871,,Out,,Corentin Jean,3010.0,,,,,,2,From Keeper,Matthieu Saunier,13730.0,Left Center Back,181,Troyes,133,['ba924d3a-862d-465a-9484-3c97dee833c3'],9,,,,,,,,,,,,,,,,,,Troyes,133,00:27:09.903,Pass,
,,,,,,,,,,,,,,,,,3.778184,,,,,,,,,,,,,0b5ba8d9-144a-4766-983f-5e3d5719bc28,3153,,,"[6.0, 44.0]",3901198,72,,,,,0.26568693,,Right Foot,,"[65.9, 60.3]",High Pass,,62.07818,,Incomplete,,Slimane Sissoko,401481.0,,,,,Goal Kick,2,From Goal Kick,Alexandre Letellier,3432.0,Goalkeeper,182,Angers,145,"['643cf215-34d7-4c6a-9d0f-359323168677', 'ccb3961d-32df-4174-8a04-f7202cb1ee85']",40,,,,,,,,,,,,,,,,,,Angers,145,00:27:40.937,Pass,
,,,,,,,,,,,,,,,,,1.710459,,,,,,,,,,,,,ccb3961d-32df-4174-8a04-f7202cb1ee85,3156,,,"[54.2, 19.8]",3901198,72,,,,True,-1.1254953,,,,"[56.3, 15.4]",Low Pass,,4.8754487,,,,Chaouki Ben Saada,3161.0,,,,,Recovery,2,From Counter,Jessy Pi,7415.0,Left Defensive Midfield,183,Troyes,133,"['0b5ba8d9-144a-4766-983f-5e3d5719bc28', '554c2bed-4c23-4e82-9518-78d0912118d9', 'd1c1897d-df62-4f31-b813-5f96c72891a3']",44,,,,,,,,,,,,,,,,,,Troyes,133,00:27:44.716,Pass,True
,,,,,,,,,,,,,,,,,2.546797,,,,,,,,,,,,,bc761c65-6b1a-474f-8313-cae8eb5f8a31,3159,,,"[55.4, 16.0]",3901198,72,,,,,0.4736807,,Left Foot,,"[91.1, 34.3]",High Pass,,40.117077,,,,Corentin Jean,3010.0,,,,,,2,From Counter,Chaouki Ben Saada,3161.0,Center Attacking Midfield,183,Troyes,133,['99e15802-43d2-4154-939d-2e26934a5381'],46,,,,,,,,,,,,,,,,,,Troyes,133,00:27:46.461,Pass,
,,,,,,,,,,,,,,,,,2.290493,,,,,,,,,,,,,0190816b-7dd6-4300-bdeb-ccd7b3335533,3164,,,"[28.1, 48.9]",3901198,72,,,,,-1.2776095,,Right Foot,,"[34.5, 27.7]",Ground Pass,,22.144978,,,,Arnold Bouka Moutou,4906.0,,,,,Recovery,2,Regular Play,Aïssa Bilal Laïdouni,44955.0,Right Back,184,Angers,145,['65f8cd3b-3f2a-4406-9012-5c50bd18cce3'],51,,,,,,,,,,,,,,,,,,Angers,145,00:27:51.431,Pass,
,,,,,,,,,,,,,,,,,3.998402,,,,,,,,,,,,,1680cbaf-c3c4-4b76-8c00-c0a5f8fd739b,3169,,,"[105.3, 59.8]",3901198,73,,,,,-1.815775,,Right Foot,,"[105.1, 59.0]",Ground Pass,,0.82462114,,Injury Clearance,,,,,,,,Recovery,2,Other,Aloïs Confais,4413.0,Right Back,186,Troyes,133,,57,,,,,,,,,,,,,,,,,,Troyes,133,00:28:57.784,Pass,
,,,,,,,,,,,,,,,,,1.321441,,,,,,,,,,,,,773cda87-fabf-4889-b7aa-2d636dbbfa77,3170,,,"[15.7, 21.8]",3901198,74,,,,,-0.4464819,,Left Foot,,"[25.1, 17.3]",Ground Pass,,10.421612,,,,Romain Thomas,3549.0,,,,,Recovery,2,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,187,Angers,145,['eca4ae90-eff6-4478-84d3-30624da5c0a5'],1,,,,,,,,,,,,,,,,,,Angers,145,00:29:01.880,Pass,
,,,,,,,,,,,,,,,,,1.556176,,,,,,,,,,,,,2348675b-603c-4982-82cf-c04973f0f6fd,3173,,,"[24.0, 17.3]",3901198,74,,,,,0.33011857,,Left Foot,,"[38.3, 22.2]",Ground Pass,,15.116217,,,,Romain Saïss,5219.0,,,,,,2,Regular Play,Romain Thomas,3549.0,Left Center Back,187,Angers,145,['f4c81d76-c7b1-4cc3-a7b6-910eb74d7d6d'],4,,,,,,,,,,,,,,,,,,Angers,145,00:29:04.159,Pass,
,,,,,,,,,,,,,,,,,2.930859,,,,,,,,,,,,,cbd88d66-a783-49f7-a615-0a21184d8711,3176,,,"[45.6, 23.5]",3901198,74,,,,,0.21007381,,Left Foot,,"[92.5, 33.5]",High Pass,,47.95425,,,,Gilles Sunu,3111.0,,,,,,2,Regular Play,Romain Saïss,5219.0,Center Defensive Midfield,187,Angers,145,['bcab0b49-865e-46a4-a559-00fe4e6093b7'],8,,,,,,,,,,,,,,,,,,Angers,145,00:29:08.029,Pass,
,,,,,,,,,,,,,,,,,2.119989,,,,,,,,,,,,,494a1da5-f3a4-44c9-9d38-cebd5b369a83,3183,,,"[42.8, 51.1]",3901198,74,,,,,0.22679885,,Right Foot,,"[64.9, 56.2]",Ground Pass,,22.680828,,,,Stéphane Darbion,2993.0,,,,,,2,Regular Play,Lossémy Karaboué,7301.0,Left Back,187,Angers,145,"['72d7acc6-c655-4008-92ee-ca7341db1804', 'a2815bf6-0501-4ebc-801e-29dc0cca5f82']",17,,,,,,,,,,,,,,,,,,Troyes,133,00:29:17.931,Pass,True
,,,,,,,,,,,,,,,,,2.091924,,,,,,,,,,,,,468e322b-3733-4a3a-a0f1-0e972c0b95a2,3187,,,"[77.5, 56.4]",3901198,74,,,,,-0.6329162,,Left Foot,,"[103.4, 37.4]",Ground Pass,,32.1218,,Incomplete,,Corentin Jean,3010.0,,,Through Ball,True,,2,Regular Play,Stéphane Darbion,2993.0,Center Forward,187,Angers,145,"['0047fedc-73e1-4510-9318-da2b8647b526', 'bccb9e72-8cf9-4a7d-bb50-14d02fe0466a']",21,,,,,,,,,,,,,,,,,,Troyes,133,00:29:21.810,Pass,
,,,,,,,,,,,,,,,,,2.795965,,,,,,,,,,,,,f8cd771e-6599-4035-8bb3-e76987dbc16b,3191,,,"[12.3, 44.6]",3901198,74,,True,,,-1.0342125,,Keeper Arm,,"[28.3, 17.7]",Low Pass,,31.298721,,,,Arnold Bouka Moutou,4906.0,,,,,,2,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,187,Angers,145,['40dd8f50-43e4-4bc8-9d26-a99d184c5dff'],26,,,,,,,,,,,,,,,,,,Angers,145,00:29:26.599,Pass,
,,,,,,,,,,,,,,,,,1.684895,,,,,,,,,,,,,eb935ac4-ac06-4dbe-a856-380962abc615,3193,,,"[28.3, 17.7]",3901198,74,,,,,-0.5269432,,Left Foot,,"[50.3, 4.9]",Ground Pass,,25.452702,,,,Billy Ketkeophomphone,4441.0,,,,,,2,Regular Play,Arnold Bouka Moutou,4906.0,Left Back,187,Angers,145,['b78c230c-1e01-49f5-a062-f218443f5487'],29,,,,,,,,,,,,,,,,,,Angers,145,00:29:29.624,Pass,
,,,,,,,,,,,,,,,,,0.893975,,,,,,,,,,,,,4e120773-81a2-469a-a460-f15e1627bd81,3196,,,"[63.8, 2.7]",3901198,74,,,,,2.313966,,Left Foot,,"[60.4, 6.4]",Ground Pass,,5.0249376,,,,Thomas Mangani,3185.0,,,,,,2,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,187,Angers,145,['b251607b-e520-4a5b-af2b-313f184730f8'],33,,,,,,,,,,,,,,,,,,Angers,145,00:29:33.911,Pass,
,,,,,,,,,,,,,,,,,0.902415,,,,,,,,,,,,,2b138215-2b9e-4b18-9b95-c536b94ee6f4,3199,,,"[72.1, 1.6]",3901198,74,,,,,1.6790669,,Left Foot,,"[71.1, 10.8]",Ground Pass,,9.254189,,,,Slimane Sissoko,401481.0,,,,,,2,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,187,Angers,145,['fee0aed4-2ac0-48bd-a2bd-3af9490f35df'],38,,,,,,,,,,,,,,,,,,Angers,145,00:29:38.499,Pass,
,,,,,,,,,,,,,,,,,1.01205,,,,,,,,,,,,,75eeeaca-fca5-4fd1-9bdd-dadb1bc34cab,3201,,,"[70.9, 12.6]",3901198,74,,,,,-1.6443477,,Right Foot,,"[70.2, 3.1]",Ground Pass,,9.525755,,,,Thomas Mangani,3185.0,,,,,,2,Regular Play,Slimane Sissoko,401481.0,Left Wing,187,Angers,145,['77e1033c-7a55-4c9b-a0fe-bf8588915eaf'],39,,,,,,,,,,,,,,,,,,Angers,145,00:29:39.402,Pass,
,,,,,,,,,,,,,,,,,0.679319,,,,,,,,,,,,,038e04db-3c95-4112-9025-d2c714cc984c,3204,,,"[69.6, 2.7]",3901198,74,,,,,-0.057080783,,Left Foot,,"[76.6, 2.3]",Ground Pass,,7.0114193,,,,Billy Ketkeophomphone,4441.0,,,,,,2,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,187,Angers,145,['60f9fdbb-88d5-4695-b301-cd1c7d965425'],40,,,,,,,,,,,,,,,,,,Angers,145,00:29:40.874,Pass,
,,,,,,,,,,,,,,,,,0.637142,,,,,,,,,,,,,57936e7b-97d6-4a26-bb25-d4d6cb48a601,3207,,,"[77.3, 1.2]",3901198,74,,,,,0.93216133,,Right Foot,,"[82.2, 7.8]",Ground Pass,,8.220098,,,,Slimane Sissoko,401481.0,,,,,,2,Regular Play,Billy Ketkeophomphone,4441.0,Center Forward,187,Angers,145,['c9bd3cb1-7cf0-466b-b811-3437678efd5f'],41,,,,,,,,,,,,,,,,,,Angers,145,00:29:41.554,Pass,
,,,,,,,,,,,,,,,,,1.248154,,,,,,,,,,,,,2b74df3a-80c6-4175-89d2-7e09b07d1ffc,3209,,,"[82.4, 10.0]",3901198,74,,,,,1.5555884,,Left Foot,,"[82.8, 36.3]",Ground Pass,,26.303041,,,,Thomas Mangani,3185.0,,,,,,2,Regular Play,Slimane Sissoko,401481.0,Left Wing,187,Angers,145,['a28a1926-8323-4191-854e-e3b558d861bb'],42,,,,,,,,,,,,,,,,,,Angers,145,00:29:42.191,Pass,
,,,,,,,,,,,,,,,,,0.709576,,,,,,,,,,,,,2d239486-9284-41fd-a386-5aceb30ce9a1,3219,,,"[111.7, 20.6]",3901198,74,,,,,1.7711949,,Left Foot,True,"[109.1, 33.4]",Ground Pass,,13.061394,,Incomplete,,Slimane Sissoko,401481.0,,,,,,2,Regular Play,Thomas Mangani,3185.0,Left Center Midfield,187,Angers,145,"['55f1a900-4f07-47b3-aa74-6a550bb13e5e', 'c8e08720-3c61-41d1-95d4-95c8ae5f044c']",47,,,,,,,,,,,,,,,,,,Angers,145,00:29:47.892,Pass,
,,,,,,,,,,,,,,,,,1.119127,,,,,,,,,,,,,c9e6e893-44a1-46c9-a42a-6eca2a678440,3223,,,"[86.3, 0.1]",3901198,74,,,,,2.54762,,,,"[78.6, 5.3]",Low Pass,,9.291394,,,,Arnold Bouka Moutou,4906.0,,,,,Throw-in,2,From Throw In,Slimane Sissoko,401481.0,Left Wing,188,Angers,145,['00c547ae-8c3c-43bf-ba5b-e2debfff9d46'],59,,,,,,,,,,,,,,,,,,Angers,145,00:29:59.366,Pass,
,,,,,,,,,,,,,,,,,1.112825,,,,,,,,,,,,,cf955aef-1ddf-4629-b1a1-166c19b371d4,3227,,,"[76.9, 4.6]",3901198,75,,,,,0.3951276,,Left Foot,,"[98.0, 13.4]",Low Pass,,22.86154,,,,Thomas Mangani,3185.0,,,,,,2,From Throw In,Arnold Bouka Moutou,4906.0,Left Back,188,Angers,145,"['dc5a2711-0092-4130-b1d8-8dbd212e2069', 'dcdf463a-10a9-46e9-b6a3-dc51bc6636ed']",0,,,,,,,,,,,,,,,,,,Angers,145,00:30:00.944,Pass,True
,,,,,,,,,,,,,,,,,0.879866,,,,,,,,,,,,,bdb7d207-a125-458f-9feb-140149fdfac0,3230,,,"[97.4, 11.7]",3901198,75,,,,,-1.9247937,,Right Foot,,"[94.0, 2.5]",Ground Pass,,9.80816,,,,Slimane Sissoko,401481.0,,,,,,2,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,188,Angers,145,"['20f2cd75-bd9a-40c5-be81-dec956bfb441', '6a3b96b7-714b-4465-a60a-91aae2d83214']",2,,,,,,,,,,,,,,,,,,Angers,145,00:30:02.057,Pass,True
,,,,,,,,,,,,,,,,,0.256521,,,,,,,,,,,,,c71f9a49-3b99-48f7-97d5-a6211bfc5004,3234,,,"[91.4, 6.6]",3901198,75,,,,,0.30805278,,Right Foot,,"[98.0, 8.7]",Low Pass,,6.926038,,Incomplete,,Billy Ketkeophomphone,4441.0,,,,,,2,From Throw In,Slimane Sissoko,401481.0,Left Wing,188,Angers,145,"['497eb229-3247-45d8-852a-cbf6a79ea8aa', '7e39c187-7bfd-45c3-9182-e3318f77217a', '98c908b4-5404-4c88-b587-4592805d7764']",5,,,,,,,,,,,,,,,,,,Angers,145,00:30:05.488,Pass,True
,,,,,,,,,,,,,,,,,0.764876,,,,,,,,,,,,,34fcd06b-16e7-4c40-ba43-46ca26e9109e,3237,,,"[93.7, 0.1]",3901198,75,,,,,2.1859825,,,,"[88.4, 7.6]",Low Pass,,9.1836815,,,,Thomas Mangani,3185.0,,,,,Throw-in,2,From Throw In,Arnold Bouka Moutou,4906.0,Left Back,189,Angers,145,['1c4b44ee-75cf-4727-bb3a-5b29b947693a'],14,,,,,,,,,,,,,,,,,,Angers,145,00:30:14.222,Pass,
,,,,,,,,,,,,,,,,,1.282089,,,,,,,,,,,,,b63ce565-4e6d-499e-b84e-8bc189089b43,3239,,,"[89.7, 8.9]",3901198,75,,,,,0.24017102,,Left Foot,,"[99.5, 11.3]",Low Pass,,10.089599,,,,Slimane Sissoko,401481.0,,,,,,2,From Throw In,Thomas Mangani,3185.0,Left Center Midfield,189,Angers,145,['744ec7e2-ca97-4bab-bfcc-5029f45e5531'],14,,,,,,,,,,,,,,,,,,Angers,145,00:30:14.986,Pass,
,,,,,,,,,,,,,,,,,1.106293,,,,,,,,,,,,,6c15a67a-6b0a-4248-8f10-25f33837d42f,3242,,,"[99.3, 6.6]",3901198,75,,,,,1.7513481,,Right Foot,,"[97.0, 19.2]",Ground Pass,,12.808201,,,,Billy Ketkeophomphone,4441.0,,,,,,2,From Throw In,Slimane Sissoko,401481.0,Left Wing,189,Angers,145,"['804db55a-0afa-4f6a-9175-a2921c1d364e', 'a4a24be3-daec-441d-b971-5a275e75d85d']",16,,,,,,,,,,,,,,,,,,Angers,145,00:30:16.269,Pass,True
,,,,,,,,,,,,,,,,,1.603383,,,,,,,,,,,,,0d71efef-6b07-4a5a-8566-ada73fa4836b,3246,,,"[91.6, 21.8]",3901198,75,,,,,2.1112158,,Right Foot,,"[91.0, 22.8]",Ground Pass,,1.1661904,,,,Mohamed Saïd Benrahma,7212.0,,,,,,2,From Throw In,Billy Ketkeophomphone,4441.0,Center Forward,189,Angers,145,['baf35cb1-0917-45b8-bb12-de8e12f15a7f'],18,,,,,,,,,,,,,,,,,,Angers,145,00:30:18.090,Pass,
,,,,,,,,,,,,,,,,,1.077286,,,,,,,,,,,,,59bcb01b-ce51-438f-aa8f-0ce4ed6b009b,3250,,,"[85.2, 27.3]",3901198,75,,,,,-0.38798007,,Right Foot,,"[96.7, 22.6]",Ground Pass,,12.423365,,Incomplete,,Slimane Sissoko,401481.0,,,,,,2,From Throw In,Mohamed Saïd Benrahma,7212.0,Right Center Midfield,189,Angers,145,"['0411be0a-e980-44fd-bcf1-53a0688e8c2b', '115c96c9-bfe4-4973-beeb-99568c7d5831', '891c146b-fd9c-4f14-b462-8fca22042afd']",20,,,,,,,,,,,,,,,,,,Angers,145,00:30:20.465,Pass,True
,,,,,,,,,,,,,,,,,0.439995,,,,,,,,,,,,,f588f2dd-6ddb-4f08-bd3a-4d1ad4f698f4,3257,,,"[28.3, 61.3]",3901198,76,,True,,,-1.2289143,,Right Foot,,"[36.2, 39.1]",Ground Pass,,23.563744,,,,Matthieu Saunier,13730.0,,,,,Free Kick,2,From Free Kick,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,191,Troyes,133,['6875836d-5af9-435b-b4c1-ef4fb78d9bd3'],4,,,,,,,,,,,,,,,,,,Troyes,133,00:31:04.502,Pass,
,,,,,,,,,,,,,,,,,1.719992,,,,,,,,,,,,,720577ed-659b-4805-8856-465b2bac77c1,3259,,,"[35.3, 39.1]",3901198,76,,,,,1.5161245,,Left Foot,,"[36.4, 59.2]",Ground Pass,,20.130077,,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,2,From Free Kick,Matthieu Saunier,13730.0,Left Center Back,191,Troyes,133,['649ca6dc-5565-4c5f-89f0-df32d89ef1a7'],5,,,,,,,,,,,,,,,,,,Troyes,133,00:31:05.960,Pass,
,,,,,,,,,,,,,,,,,0.999995,,,,,,,,,,,,,158c630f-324c-416b-9621-67f0d105b94f,3262,,,"[40.5, 60.9]",3901198,76,,,,,0.23415658,,Right Foot,,"[51.4, 63.5]",Ground Pass,,11.205802,,,,Chaouki Ben Saada,3161.0,,,,,,2,From Free Kick,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,191,Troyes,133,['936bca00-99f8-48ae-b5d2-e33d86aacd86'],8,,,,,,,,,,,,,,,,,,Troyes,133,00:31:08.760,Pass,
,,,,,,,,,,,,,,,,,1.959991,,,,,,,,,,,,,45d57283-2b51-465b-88e2-2a15fb4ba929,3265,,,"[55.7, 62.6]",3901198,76,,,,,0.39454874,,Left Foot,,"[85.0, 74.8]",Ground Pass,,31.738462,,,,Corentin Jean,3010.0,,,,,,2,From Free Kick,Chaouki Ben Saada,3161.0,Center Attacking Midfield,191,Troyes,133,['c735df4c-ea72-40f0-9c56-941709d9509e'],12,,,,,,,,,,,,,,,,,,Troyes,133,00:31:12.053,Pass,
,,,,,,,,,,,,,,,,,0.109241,,,,,,,,,,,,,59452c7d-43da-46b6-a2f9-e08cb4f9e607,3268,,,"[103.6, 75.5]",3901198,76,,,,,-0.971621,,Right Foot,,"[106.4, 71.4]",High Pass,,4.9648767,,Incomplete,,,,,,,,,2,From Free Kick,Corentin Jean,3010.0,Left Wing,191,Troyes,133,['43c0fc3c-9d33-4a89-a3e0-9e7b69114fc1'],18,,,,,,,,,,,,,,,,,,Troyes,133,00:31:18.653,Pass,
,,,,,,,,,,,,,,,,,3.911743,,,,,,,,,,,,,7f47b560-a1b1-46b1-8f23-2dbbb3650677,3272,,,"[14.8, 45.3]",3901198,76,,,,,0.77090645,,Keeper Arm,,"[46.3, 75.9]",Low Pass,,43.915943,,,,Gilles Sunu,3111.0,,,,,,2,From Free Kick,Alexandre Letellier,3432.0,Goalkeeper,191,Troyes,133,['ce604555-1c9a-4dc0-a9bb-40617b3eda0f'],22,,,,,,,,,,,,,,,,,,Angers,145,00:31:22.674,Pass,
,,,,,,,,,,,,,,,,,4.079977,,,,,,,,,,,,,c681d456-af19-4535-ae60-1c3f092be333,3278,,,"[42.4, 11.7]",3901198,76,,,,,2.6540625,,Right Foot,,"[6.0, 31.0]",Ground Pass,,41.200123,,,,Matthieu Dreyer,36553.0,,,,,Recovery,2,From Free Kick,Lossémy Karaboué,7301.0,Left Back,191,Troyes,133,['46b95efe-de06-4f58-9849-0de32218ad22'],29,,,,,,,,,,,,,,,,,,Troyes,133,00:31:29.773,Pass,
,,,,,,,,,,,,,,,,,1.519991,,,,,,,,,,,,,aea1bd7f-59c5-4b54-82fb-b585f66677c1,3282,,,"[5.0, 32.3]",3901198,76,,,,,1.1777383,,Right Foot,,"[15.2, 56.9]",Ground Pass,,26.63081,,,,Carlos Eduardo de Castro Lourenço,401472.0,,,,,,2,From Free Kick,Matthieu Dreyer,36553.0,Goalkeeper,191,Troyes,133,['44b96997-c0dd-466f-9adc-3302c94cd6bc'],35,,,,,,,,,,,,,,,,,,Troyes,133,00:31:35.013,Pass,
,,,,,,,,,,,,,,,,,2.03999,,,,,,,,,,,,,60443f12-8bec-46c7-94e2-c7808b092588,3285,,,"[29.1, 62.0]",3901198,76,,,,,0.7132801,,Left Foot,,"[43.2, 74.2]",Ground Pass,,18.645374,,,,Aloïs Confais,4413.0,,,,,,2,From Free Kick,Carlos Eduardo de Castro Lourenço,401472.0,Right Center Back,191,Troyes,133,['7fa5d7ce-c7f4-4547-bec4-8dd9b46c458b'],39,,,,,,,,,,,,,,,,,,Troyes,133,00:31:39.053,Pass,
,,,,,,,,,,,,,,,,,1.59999,,,,,,,,,,,,,ce055f6d-9549-4fcd-b9fe-cf60c96ff3d3,3288,,,"[43.0, 77.0]",3901198,76,,,,,-1.6113147,,Right Foot,,"[42.4, 62.2]",Ground Pass,,14.812158,,,,Benjamin Nivet,3002.0,,,,,,2,From Free Kick,Aloïs Confais,4413.0,Right Back,191,Troyes,133,['077361fb-f027-4642-8942-ce0d8cae3eb5'],41,,,,,,,,,,,,,,,,,,Troyes,133,00:31:41.893,Pass,
,,,,,,,,,,,,,,,,,1.799988,,,,,,,,,,,,,32665177-0b4f-4591-b1eb-f00c68b2bf04,3291,,,"[45.2, 61.6]",3901198,76,,,,,-0.8058035,,Right Foot,,"[66.8, 39.1]",High Pass,,31.189901,,,,Chaouki Ben Saada,3161.0,,,,,,2,From Free Kick,Benjamin Nivet,3002.0,Right Defensive Midfield,191,Troyes,133,['b29a1e52-9df6-4816-8821-14856b500462'],45,,,,,,,,,,,,,,,,,,Troyes,133,00:31:45.533,Pass,
,,,,,,,,,,,,,,,,,2.319986,,,,,,,,,,,,,ff5b27f8-4bd8-42b6-8300-8360426cfd0f,3293,,,"[66.8, 39.1]",3901198,76,,,,,3.0008624,,Head,,"[54.8, 40.8]",High Pass,,12.119819,,,,Jessy Pi,7415.0,,,,,,2,From Free Kick,Chaouki Ben Saada,3161.0,Center Attacking Midfield,191,Troyes,133,['1d86439f-292e-4100-87e7-96bc396d2df9'],47,,,,,,,,,,,,,,,,,,Troyes,133,00:31:47.373,Pass,
,,,,,,,,,,,,,,,,,1.71999,,,,,,,,,,,,,cee1e165-6391-47b9-8a2f-2b6d6efbb7fa,3296,,,"[57.8, 21.6]",3901198,76,,,,,-1.4601392,,Right Foot,,"[59.3, 8.1]",Ground Pass,,13.583077,,,,Lossémy Karaboué,7301.0,,,,,,2,From Free Kick,Jessy Pi,7415.0,Left Defensive Midfield,191,Troyes,133,['11fee6b0-ba1d-4c89-b614-26edcfc4a7ab'],52,,,,,,,,,,,,,,,,,,Troyes,133,00:31:52.413,Pass,
,,,,,,,,,,,,,,,,,1.69693,,,,,,,,,,,,,cce37dbd-26fd-43ac-9d84-b43faa630840,3299,,,"[68.3, 12.1]",3901198,76,,,,,-0.1298951,,Right Foot,,"[90.5, 9.2]",High Pass,,22.388613,,Incomplete,,Fabien Camus,401470.0,,,,,,2,From Free Kick,Lossémy Karaboué,7301.0,Left Back,191,Troyes,133,"['728db3c6-37cb-4481-bc7a-6340f4324934', 'd5fdec59-7ef7-433a-aafb-d2594722ec18']",56,,,,,,,,,,,,,,,,,,Troyes,133,00:31:56.573,Pass,
,,,,,,,,,,,,,,,,,0.559996,,,,,,,,,,,,,e978e760-4f82-43b6-a902-76a9ea8599c8,3305,,,"[89.9, 8.9]",3901198,77,,,,,1.4298453,,Right Foot,,"[92.0, 23.7]",Ground Pass,,14.948244,,,,Benjamin Nivet,3002.0,,,,,,2,From Free Kick,Chaouki Ben Saada,3161.0,Center Attacking Midfield,191,Troyes,133,['ee1a08ff-7dd6-4f99-a9ad-f0c4bfc9f20c'],1,,,,,,,,,,,,,,,,,,Troyes,133,00:32:01.731,Pass,
,,,,,,,,,,,,,,,,,0.559993,,,,,,,,,,,,,61348dce-8da1-4b4b-ba42-f40881eba8a8,3308,,,"[92.0, 23.7]",3901198,77,,,,,-1.1466019,,Left Foot,,"[94.8, 17.5]",Low Pass,,6.8029404,,,,Lossémy Karaboué,7301.0,,,,,,2,From Free Kick,Benjamin Nivet,3002.0,Right Defensive Midfield,191,Troyes,133,['e117b4e9-8971-49d9-bc7a-37b4bf3161b6'],2,,,,,,,,,,,,,,,,,,Troyes,133,00:32:02.331,Pass,
