50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.536442,,,,,,,,,,,,,,ae23fe1d-24ed-49cd-b8e8-2b2640b9f58d,16,,"[48.3, 18.8]",3900507,0,,,,1.6217725,,Right Foot,,,,"[47.3, 38.4]",,Ground Pass,,19.625494,,,,Lucas Silva Borges,25199.0,,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,2,Marseille,147,['38565c08-6d37-48ff-80f7-04f084b48838'],7,,,,,,,,,,,,,,,,,,Marseille,147,00:00:07.549,Pass,
,,,,,,,,,,,,,,,,,1.83469,,,,,,,,,,,,,,0c49e83d-3625-43fc-a594-edd616a7d23b,19,,"[46.8, 45.1]",3900507,0,,,,1.514465,,Right Foot,,,,"[48.3, 71.7]",,Ground Pass,,26.64226,,,,Javier Manquillo Gaitán,3075.0,,,,,,,1,From Kick Off,Lucas Silva Borges,25199.0,Right Defensive Midfield,2,Marseille,147,['5523fbec-a547-4670-86f2-57914a745ca7'],10,,,,,,,,,,,,,,,,,,Marseille,147,00:00:10.699,Pass,
,,,,,,,,,,,,,,,,,1.456439,,,,,,,,,,,,,,3ac08b9a-7cb6-4d41-80a9-08a811906751,22,,"[48.3, 71.4]",3900507,0,,,,-1.814729,,Right Foot,,,,"[42.7, 48.9]",,Ground Pass,,23.186419,,,,Lucas Silva Borges,25199.0,,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Right Back,2,Marseille,147,['ae9a45a8-5ab2-4267-b2dc-be21a145a0dc'],13,,,,,,,,,,,,,,,,,,Marseille,147,00:00:13.145,Pass,
,,,,,,,,,,,,,,,,,1.877121,,,,,,,,,,,,,,1b763d54-0517-410d-98a2-0da03894b2d0,25,,"[42.9, 47.4]",3900507,0,,,,-1.4229469,,Right Foot,,,,"[45.0, 33.3]",,Ground Pass,,14.255526,,,,Jacques-Alaixys Romao,10036.0,,,,,,,1,From Kick Off,Lucas Silva Borges,25199.0,Right Defensive Midfield,2,Marseille,147,['5d6eb4c9-2adb-4fdf-8e8f-0bfbb5cfc0eb'],16,,,,,,,,,,,,,,,,,,Marseille,147,00:00:16.013,Pass,
,,,,,,,,,,,,,,,,,1.787124,,,,,,,,,,,,,,ed444898-f053-4006-afad-216e5c8b373b,28,,"[43.5, 31.0]",3900507,0,,,,-1.2574489,,Right Foot,,,,"[49.3, 13.1]",,Ground Pass,,18.816216,,,,Karim Rekik,8572.0,,,,,,,1,From Kick Off,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,2,Marseille,147,['452bc805-0c26-43fe-a8a9-5b33c14e5fdd'],19,,,,,,,,,,,,,,,,,,Marseille,147,00:00:19.245,Pass,
,,,,,,,,,,,,,,,,,1.63635,,,,,,,,,,,,,,3a4857f1-e08b-48eb-93b2-34f4ae233b86,31,,"[50.1, 15.7]",3900507,0,,,,1.9862884,,Left Foot,,,,"[39.6, 39.5]",,Ground Pass,,26.013266,,,,Stéphane Sparagna,13634.0,,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['6b7fbd65-ba04-4423-8e3e-76ff647e4dab'],22,,,,,,,,,,,,,,,,,,Marseille,147,00:00:22.808,Pass,
,,,,,,,,,,,,,,,,,1.192398,,,,,,,,,,,,,,22995fd6-3312-4e91-9cdc-4f2c7310dbf1,34,,"[40.1, 41.8]",3900507,0,,,,1.4546547,,Right Foot,,,,"[42.9, 65.8]",,Ground Pass,,24.16278,,,,Lucas Silva Borges,25199.0,,,,,,,1,From Kick Off,Stéphane Sparagna,13634.0,Right Center Back,2,Marseille,147,['f35b4e0c-1d9e-4c09-8f90-6f523274e55f'],26,,,,,,,,,,,,,,,,,,Marseille,147,00:00:26.582,Pass,
,,,,,,,,,,,,,,,,,1.981519,,,,,,,,,,,,,,fc1fbdbc-665c-4832-b312-4a0ee530820d,37,,"[46.8, 67.1]",3900507,0,,,,-2.700842,,Right Foot,,,,"[25.6, 57.1]",,Ground Pass,,23.440136,,,,Stéphane Sparagna,13634.0,,,,,,,1,From Kick Off,Lucas Silva Borges,25199.0,Right Defensive Midfield,2,Marseille,147,['ce7bb0f8-010d-43e4-8761-88ec8d176455'],31,,,,,,,,,,,,,,,,,,Marseille,147,00:00:31.107,Pass,
,,,,,,,,,,,,,,,,,1.731869,,,,,,,,,,,,,,b788dd1b-d4a3-4fce-ba52-a1bff402b3bd,40,,"[27.1, 55.6]",3900507,0,,,,-1.3727467,,Right Foot,,,,"[33.0, 26.2]",,Ground Pass,,29.986164,,,,Karim Rekik,8572.0,,,,,,,1,From Kick Off,Stéphane Sparagna,13634.0,Right Center Back,2,Marseille,147,['133b9c0d-2155-486b-b97b-d270b1e2e287'],34,,,,,,,,,,,,,,,,,,Marseille,147,00:00:34.460,Pass,
,,,,,,,,,,,,,,,,,1.592972,,,,,,,,,,,,,,d35da733-e1ff-4d26-8cd3-c3699117c68e,43,,"[42.9, 24.4]",3900507,0,,,,1.7779273,,Left Foot,,,,"[37.1, 52.0]",,Ground Pass,,28.202837,,,,Stéphane Sparagna,13634.0,,,,,,,1,From Kick Off,Karim Rekik,8572.0,Left Center Back,2,Marseille,147,['cc7a4c79-f3c3-429c-b74e-7eafcc5f601b'],40,,,,,,,,,,,,,,,,,,Marseille,147,00:00:40.961,Pass,
,,,,,,,,,,,,,,,,,1.883619,,,,,,,,,,,,,,e069d24e-3092-458c-b3ed-7a1dcda3cc22,46,,"[47.0, 59.9]",3900507,0,,,,0.6689067,,Right Foot,,,,"[68.0, 76.5]",,High Pass,,26.768639,,,,Javier Manquillo Gaitán,3075.0,,,,,,,1,From Kick Off,Stéphane Sparagna,13634.0,Right Center Back,2,Marseille,147,['942b9daf-7733-4db3-8f2c-a4ba7a5e87d5'],45,,,,,,,,,,,,,,,,,,Marseille,147,00:00:45.903,Pass,
,,,,,,,,,,,,,,,,,2.407105,,,,,,,,,,,,,,1f65a955-249d-4cfd-b4ab-7de163e92050,49,,"[70.3, 77.8]",3900507,0,,,,-0.031836372,,Right Foot,,,,"[101.7, 76.8]",,Ground Pass,,31.41592,,Incomplete,,Lucas Ariel Ocampos,4345.0,,,,,,,1,From Kick Off,Javier Manquillo Gaitán,3075.0,Right Back,2,Marseille,147,"['3d1eb1af-940b-4b4e-8b41-a53a5153b331', '52c78293-9986-491f-a27c-19c160dcc97a']",49,,,,,,,,,,,,,,,,,,Marseille,147,00:00:49.089,Pass,
,,,,,,,,,,,,,,,,,1.254821,,,,,,,,,,,,,,5e24bf53-2d1b-48b2-91a0-b769f99d8483,54,,"[17.8, 3.1]",3900507,0,,,,0.64181477,,Right Foot,,,,"[27.3, 10.2]",,Ground Pass,,11.860017,,,,Jean Michaël Seri,3359.0,,,,,,,1,Regular Play,Ricardo Domingos Barbosa Pereira,6352.0,Left Back,3,OGC Nice,136,"['d0cc422e-8709-46cc-872d-16d36b9433da', 'f8894b36-da83-4adc-a680-5c8369efa563']",53,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:53.990,Pass,True
,,,,,,,,,,,,,,,,,1.368634,,,,,,,,,,,,,,ef169099-3c87-46a8-9fa4-ac56147f500c,58,,"[34.0, 15.1]",3900507,0,,,,-0.75706565,,Right Foot,,,,"[46.7, 3.1]",,Low Pass,,17.47255,,,,Valère Germain,3210.0,,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,3,OGC Nice,136,['224e014a-cce0-45e6-8c08-62ab48a682b4'],57,,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:57.238,Pass,
,,,,,,,,,,,,,,,,,1.094159,,,,,,,,,,,,,,0938bbeb-ed2c-40c2-ba8c-e8cc2411b86c,61,,"[50.6, 8.9]",3900507,1,,,,1.4355327,,Right Foot,,,,"[52.9, 25.8]",,Ground Pass,,17.05579,,,,Vincent Koziello,4264.0,,,,,,,1,Regular Play,Valère Germain,3210.0,Left Center Forward,3,OGC Nice,136,['a6ab42c2-f868-43c6-8a11-80a4cdf740d4'],0,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:00.928,Pass,
,,,,,,,,,,,,,,,,,0.614546,,,,,,,,,,,,,,7c1a414b-0b48-4e57-af13-8acc4935385a,65,,"[58.0, 32.2]",3900507,1,,,,1.6282045,,Left Foot,,,,"[57.5, 40.9]",,Ground Pass,,8.714356,,,,Hatem Ben Arfa,16462.0,,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,3,OGC Nice,136,"['55d09721-2e8d-4022-ab7c-7997c4fd7ebf', 'aa082117-7cd4-4592-9b2c-33868784b280']",3,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:03.124,Pass,True
,,,,,,,,,,,,,,,,,1.268783,,,,,,,,,,,,,,6fcd05d6-582e-4989-bb08-f0de2a1da09f,67,,"[57.2, 40.9]",3900507,1,,,,-2.385172,,Left Foot,,,,"[50.1, 34.2]",,High Pass,,9.762172,,,,Nampalys Mendy,4506.0,,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Right Center Forward,3,OGC Nice,136,['7b265313-960c-4483-a6f1-72ec44f19654'],3,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:03.739,Pass,
,,,,,,,,,,,,,,,,,0.981932,,,,,,,,,,,,,,385c4078-061f-4639-9be2-27257e8267c0,69,,"[50.1, 34.2]",3900507,1,,,,-0.90027475,,Head,,,,"[54.7, 28.4]",,High Pass,,7.4027023,,,,Wallyson Teixeira Mallmann,134561.0,,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,3,OGC Nice,136,['fd1d2525-8434-41d9-a9d2-28da0e83fcf7'],5,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:05.008,Pass,
,,,,,,,,,,,,,,,,,2.462515,,,,,,,,,,,,,,8c004e81-a018-4d1f-93cb-2ef54dfeda7c,73,,"[51.6, 28.9]",3900507,1,,,,2.6710126,,Left Foot,,,,"[28.6, 40.6]",,Ground Pass,,25.804844,,,,Maxime Le Marchand,3229.0,,,,,,,1,Regular Play,Wallyson Teixeira Mallmann,134561.0,Center Attacking Midfield,3,OGC Nice,136,['dc437a21-1986-4c28-9188-f8644d86b836'],6,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:06.822,Pass,
,,,,,,,,,,,,,,,,,2.197282,,,,,,,,,,,,,,4e3cb60f-f11e-4f38-9f44-d5e0380c7168,75,,"[28.1, 40.9]",3900507,1,,,,1.4412926,,Right Foot,,,,"[30.9, 62.4]",,Ground Pass,,21.681559,,,,Paul Baysse,4443.0,,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,3,OGC Nice,136,['9f3b8d39-b56a-4e1f-b606-c497b8d193d2'],9,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:09.285,Pass,
,,,,,,,,,,,,,,,,,2.224432,,,,,,,,,,,,,,b49da9fe-e190-4596-a942-bff0db3fc5f3,79,,"[36.5, 69.5]",3900507,1,,,,-0.30330247,,Right Foot,,,,"[77.4, 56.7]",,High Pass,,42.856155,,,,Wallyson Teixeira Mallmann,134561.0,,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,3,OGC Nice,136,['b4a62d78-e5c7-4ef6-b5f6-00f4786563af'],13,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:13.025,Pass,
,,,,,,,,,,,,,,,,,2.73408,,,,,,,,,,,,,,ca241efe-e1b8-4ca7-80d8-bb4844baea69,83,,"[80.2, 63.9]",3900507,1,,,,1.4902258,,Right Foot,,,,"[81.5, 80.0]",,Ground Pass,,16.1524,,Out,,Hatem Ben Arfa,16462.0,,,,,,,1,Regular Play,Wallyson Teixeira Mallmann,134561.0,Center Attacking Midfield,3,OGC Nice,136,"['24ab623a-fbec-47f9-a119-05a2520decbe', 'cac29d8f-7ff0-4705-bd20-afdcff694379']",17,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:17.082,Pass,True
,,,,,,,,,,,,,,,,,1.679094,,,,,,,,,,,,,,1fe18468-9f63-43a2-8b2c-e6484f46c9e0,85,,"[39.1, 0.1]",3900507,1,,,,2.1045046,,,,,,"[26.1, 22.1]",,Low Pass,,25.553865,,,,Karim Rekik,8572.0,,,,,,Throw-in,1,From Throw In,Stéphane Sparagna,13634.0,Right Center Back,4,Marseille,147,['33143f19-2df8-48eb-9dea-4e1e7096b0a3'],21,,,,,,,,,,,,,,,,,,Marseille,147,00:01:21.130,Pass,
,,,,,,,,,,,,,,,,,2.375595,,,,,,,,,,,,,,3fc8d5a8-d14a-4028-9aa1-39724dec5514,88,,"[16.4, 24.6]",3900507,1,,,,2.0736396,,Left Foot,,,,"[5.4, 44.6]",,Ground Pass,,22.825424,,,,Steve Mandanda,3543.0,,,,,,,1,From Throw In,Karim Rekik,8572.0,Left Center Back,4,Marseille,147,['81f1084a-6361-481b-a8b9-a2b8bf6a6e33'],24,,,,,,,,,,,,,,,,,,Marseille,147,00:01:24.929,Pass,
,,,,,,,,,,,,,,,,,3.92859,,,,,,,,,,,,,,fb5a9454-0640-4a56-9268-09c531bf9a2b,92,,"[5.9, 54.3]",3900507,1,,,,-0.17907365,,Right Foot,,,,"[84.9, 40.0]",,High Pass,,80.283806,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,,1,From Throw In,Steve Mandanda,3543.0,Goalkeeper,4,Marseille,147,"['45f71f5f-0922-4b2a-acfc-6e16dc0aaaac', '52cb15ef-7e35-4ec1-a0b5-904ecfabf3f4', 'f232f716-9246-451f-bdb2-c8a91b276ccd']",29,,,,,,,,,,,,,,,,,,Marseille,147,00:01:29.996,Pass,True
,,,,,,,,,,,,,,,,,1.44308,,,,,,,,,,,,,,45f71f5f-0922-4b2a-acfc-6e16dc0aaaac,94,,"[35.2, 40.1]",3900507,1,,,,-1.3777423,,Head,,,,"[37.8, 26.8]",,Low Pass,,13.551753,,,,Maxime Le Marchand,3229.0,,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,5,OGC Nice,136,"['94aa322b-5c3c-4c3c-8cb5-7dcfc411d044', 'fb5a9454-0640-4a56-9268-09c531bf9a2b']",33,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:33.925,Pass,
,,,,,,,,,,,,,,,,,0.955716,,,,,,,,,,,,,,14087c69-b968-4c6f-9ad1-608e19845075,97,,"[35.5, 27.9]",3900507,1,,,,-0.27651393,,Right Foot,,,,"[42.9, 25.8]",,Ground Pass,,7.692204,,,,Nampalys Mendy,4506.0,,,,,,,1,Regular Play,Maxime Le Marchand,3229.0,Left Center Back,5,OGC Nice,136,['7cea64d9-ff68-4119-927b-14079aa72d36'],36,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:36.648,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,5f89a219-54bf-4d54-80aa-5d58b9d6219f,100,,"[42.9, 24.8]",3900507,1,,,,-0.97459716,,Right Foot,,,,"[46.7, 19.2]",,Ground Pass,,6.7675695,,,,Jean Michaël Seri,3359.0,,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,5,OGC Nice,136,['b0232359-5fbb-4704-b001-96b7e0b5b465'],38,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:38.274,Pass,
,,,,,,,,,,,,,,,,,1.720328,,,,,,,,,,,,,,f2bf17dc-b89d-401e-839b-6e960d10ec3c,103,,"[46.5, 19.7]",3900507,1,,,,1.9660397,,Right Foot,,,,"[33.4, 51.1]",,Ground Pass,,34.02308,,,,Paul Baysse,4443.0,,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,5,OGC Nice,136,['79134c7f-8a86-44e4-856f-f69e03668762'],39,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:39.628,Pass,
,,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,cf0272a0-663e-4c37-bccc-8b5301ac9c1b,106,,"[35.7, 53.9]",3900507,1,,,,0.9600704,,Right Foot,,,,"[51.8, 76.9]",,Ground Pass,,28.075077,,,,Jérémy Pied,4270.0,,,,,,,1,Regular Play,Paul Baysse,4443.0,Right Center Back,5,OGC Nice,136,['13e8a4de-3b35-4f28-8300-19c0167b55bd'],42,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:42.588,Pass,
,,,,,,,,,,,,,,,,,1.292819,,,,,,,,,,,,,,2839f427-09bb-42de-a56d-d2275c1b014e,108,,"[51.3, 76.7]",3900507,1,,,,-0.6287963,,Right Foot,,,,"[70.0, 63.1]",,Ground Pass,,23.1225,,Incomplete,,Vincent Koziello,4264.0,,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,5,OGC Nice,136,"['08321b94-cc55-402c-a918-3f1abd3a092d', '33b7eb21-6fb8-42e3-b964-bf6a6357c140']",44,,,,,,,,,,,,,,,,,,OGC Nice,136,00:01:44.628,Pass,
,,,,,,,,,,,,,,,,,0.79122,,,,,,,,,,,,,,bd4a364c-1760-4993-9ac3-f5775d882023,113,,"[57.5, 12.6]",3900507,1,,,,-1.0186434,,Right Foot,,,,"[64.4, 1.4]",,Ground Pass,,13.154847,,,,Georges-Kévin Nkoudou Mbida,3639.0,,,,,,,1,Regular Play,Jacques-Alaixys Romao,10036.0,Left Defensive Midfield,6,Marseille,147,['5bc9c19b-db91-4453-b523-13541dccfa4c'],47,,,,,,,,,,,,,,,,,,Marseille,147,00:01:47.504,Pass,
