50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e80d38f-9572-4478-85b9-1e234f7aaa98,1,,,3901234,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7641, 'name': 'Johann Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 131849, 'name': 'Antoine Conte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 7369, 'name': 'Aly Ndom'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 401775, 'name': 'Hugo Rodriguez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8659b0c3-dc95-497b-b814-ed34ff31d362,2,,,3901234,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 7509, 'name': 'Geoffrey Jourdren'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 2975, 'name': 'Mathieu Deplagne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 4669, 'name': 'William Jean Rémy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 3011, 'name': 'Daniel Congré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3676, 'name': 'Jérôme Roussillon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3421, 'name': 'Bryan Dabo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2950, 'name': 'Jonas Martin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6661, 'name': 'Ryad Boudebouz'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3679, 'name': 'Souleymane Camara'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3020, 'name': 'Rodrigue Casimir Ninga'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 29}]}",Montpellier,139,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a19e26be-7af0-4416-a291-4b1faa46d56b,3,,,3901234,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['d52a1467-ade0-4b55-b349-f50e48f263ce'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d52a1467-ade0-4b55-b349-f50e48f263ce,4,,,3901234,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['a19e26be-7af0-4416-a291-4b1faa46d56b'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,651fbcc6-8e88-4c36-a6a0-4ed0aa1e42aa,1610,,,3901234,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Montpellier,139,['899e513f-33c0-41ce-8d81-5daffd10ce53'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,899e513f-33c0-41ce-8d81-5daffd10ce53,1611,,,3901234,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,92,Montpellier,139,['651fbcc6-8e88-4c36-a6a0-4ed0aa1e42aa'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,1.085251,,,,,,,,,,,,,2c064731-a460-4a70-8074-81f2edc0ed9b,5,,"[61.0, 40.1]",3901234,0,,True,,,1.5707964,,Left Foot,,,"[61.0, 46.1]",,Ground Pass,,6.0,,,,Ryad Boudebouz,6661.0,,,,,,Kick Off,1,From Kick Off,Jonas Martin,2950.0,Left Center Midfield,2,Montpellier,139,['37e5204c-1999-4927-9c52-e6bf3bdd5370'],0,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:00.445,Pass,
,,,,,,,,,,,,,,,,,1.864689,,,,,,,,,,,,,6b9bd05b-3e83-4591-876f-18847822db28,7,,"[63.2, 48.1]",3901234,0,,,,,1.4816027,,Left Foot,,,"[65.4, 72.7]",,High Pass,,24.698177,,,,Bryan Dabo,3421.0,,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,['dc0eb7a6-a68e-44e6-a32d-21cd319ce37c'],1,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:01.649,Pass,
,,,,,,,,,,,,,,,,,0.991308,,,,,,,,,,,,,2daba2ad-b7d1-4a8d-b975-b322f17bf956,10,,"[64.4, 76.3]",3901234,0,,,,,-1.5469913,,Right Foot,,,"[64.7, 63.7]",,Ground Pass,,12.603571,,,,Ryad Boudebouz,6661.0,,,,,,,1,From Kick Off,Bryan Dabo,3421.0,Right Center Midfield,2,Montpellier,139,['930d0218-6ab9-4b47-a7a5-5f13159c337d'],5,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:05.589,Pass,
,,,,,,,,,,,,,,,,,1.464907,,,,,,,,,,,,,504de32d-d80a-4fa0-b4c9-be4ce3c25be4,13,,"[65.7, 65.4]",3901234,0,,,,,2.9940245,,Left Foot,,,"[43.5, 68.7]",,Ground Pass,,22.44393,,,,Mathieu Deplagne,2975.0,,,,,,,1,From Kick Off,Ryad Boudebouz,6661.0,Center Attacking Midfield,2,Montpellier,139,['cfa0b19f-e4a2-4062-9079-fbf886e32a57'],6,,,,,,,,,,,,,,,,,,Montpellier,139,00:00:06.596,Pass,
