50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.490901,,,,,,,,,,,,c3f100be-4762-4b0f-83cb-41a996b1a454,16,,,"[34.8, 19.8]",3900561,0,,,,1.5536551,,Right Foot,,,,"[35.4, 54.8]",,Ground Pass,,35.005142,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['06b9604f-9f9d-41e7-bf38-76a87e53a7b2'],9,,,,,,,,,,,,,,,,,Toulouse,130,00:00:09.414,Pass,
,,,,,,,,,,,,,,,,,1.977505,,,,,,,,,,,,fbc5ab5d-95b9-48c1-9f75-9e622c571a61,20,,,"[49.6, 68.2]",3900561,0,,,,-0.74440277,,Right Foot,,,,"[86.4, 34.3]",,High Pass,,50.03449,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,"['6ba9bd1e-8ba1-463e-9e05-9b2439c34870', 'ffa53242-e9ea-4ba2-a20a-eed60acf6c9e']",13,,,,,,,,,,,,,,,,,Toulouse,130,00:00:13.616,Pass,True
,,,,,,,,,,,,,,,,,1.301756,,,,,,,,,,,,76d35fbf-1d96-4bdb-ba53-ccd478a75ffe,24,,,"[87.3, 33.9]",3900561,0,,,,-1.6056659,,Other,,,,"[87.0, 25.3]",,Low Pass,,8.605231,,,,Óscar Guido Trejo,11540.0,,,,,,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Center Forward,2,Toulouse,130,"['1b5979d9-661e-4097-a4d2-aba9f32065e8', 'ac43349b-a6d9-41c0-9be6-e1ad910b0665']",15,,,,,,,,,,,,,,,,,Toulouse,130,00:00:15.673,Pass,True
,,,,,,,,,,,,,,,,,1.645846,,,,,,,,,,,,89a26593-bfd1-44a4-a0a8-c60987a4373e,27,,,"[90.6, 22.4]",3900561,0,,,,-1.1103033,,Left Foot,,,,"[96.9, 9.7]",,Ground Pass,,14.176742,,,,William Matheus da Silva,44065.0,,,,,,1,From Kick Off,Óscar Guido Trejo,11540.0,Left Center Midfield,2,Toulouse,130,['b250a451-172d-477c-96b9-8ab912ff7eb2'],18,,,,,,,,,,,,,,,,,Toulouse,130,00:00:18.673,Pass,
,,,,,,,,,,,,,,,,,1.216738,,,,,,,,,,,,c18dfedb-f37e-490b-8707-6d2e79c3e8cb,30,,,"[96.9, 9.7]",3900561,0,,,,1.3800737,,Left Foot,,,,"[100.8, 29.9]",,Ground Pass,,20.57304,,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Kick Off,William Matheus da Silva,44065.0,Left Back,2,Toulouse,130,"['51952e69-4392-4435-9a4b-cd72c8bf4148', '6af145ff-5b80-426c-a03e-72fcbb1de041']",20,,,,,,,,,,,,,,,,,Toulouse,130,00:00:20.415,Pass,
,,,,,,,,,,,,,,,,,0.629895,,,,,,,,,,,,d77eebb3-7936-4bc0-897d-f35738993da1,35,,,"[20.6, 54.8]",3900561,0,,,,0.9357696,,Left Foot,,,,"[26.2, 62.4]",,Ground Pass,,9.440339,,,,Florent Balmont,3211.0,,,,,,1,From Kick Off,Rio Antonio Zoba Mavuba,40522.0,Center Defensive Midfield,2,Toulouse,130,"['5362d775-ca0e-4c9f-88ed-7998ee15ed48', 'b293248c-d19f-4faf-b9c1-b5c8052bb6b9']",22,,,,,,,,,,,,,,,,,Lille,143,00:00:22.746,Pass,True
,,,,,,,,,,,,,,,,,1.439087,,,,,,,,,,,,23226aa5-7140-4344-8374-f4c7fe86b009,42,,,"[77.3, 16.4]",3900561,0,,,,3.102819,,Left Foot,,,,"[54.1, 17.3]",,Ground Pass,,23.217451,,,,Marcel Tisserand,8677.0,,,,,,1,From Kick Off,William Matheus da Silva,44065.0,Left Back,2,Toulouse,130,['ec90919c-d1ca-499c-8696-702079fd942e'],26,,,,,,,,,,,,,,,,,Toulouse,130,00:00:26.599,Pass,
,,,,,,,,,,,,,,,,,1.56222,,,,,,,,,,,,399db0a5-ef09-4d33-bd1b-709f8ef62ca1,45,,,"[52.3, 27.3]",3900561,0,,,,1.670465,,Right Foot,,,,"[50.3, 47.3]",,Ground Pass,,20.09975,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['da1b20c7-4e54-4c64-a1fb-2dbd26a7576e'],29,,,,,,,,,,,,,,,,,Toulouse,130,00:00:29.895,Pass,
,,,,,,,,,,,,,,,,,1.363651,,,,,,,,,,,,260288e1-339f-451e-ae09-7925a6bab5da,48,,,"[50.3, 47.3]",3900561,0,,,,-1.4611062,,Right Foot,,,,"[52.8, 24.6]",,Ground Pass,,22.83725,,,,Marcel Tisserand,8677.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,['715b2cea-94a5-4f20-b19f-f7244dd14690'],31,,,,,,,,,,,,,,,,,Toulouse,130,00:00:31.498,Pass,
,,,,,,,,,,,,,,,,,0.836914,,,,,,,,,,,,7e0bd0d1-c3f7-476b-b26f-3a092477e42d,51,,,"[52.8, 24.8]",3900561,0,,,,0.9025069,,Right Foot,,,,"[60.3, 34.3]",,Ground Pass,,12.103719,,,,Yann Bodiger,2961.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['8290d169-6b06-429a-a1e7-6bb523c690d7'],33,,,,,,,,,,,,,,,,,Toulouse,130,00:00:33.865,Pass,
,,,,,,,,,,,,,,,,,2.204177,,,,,,,,,,,,115bc343-88f8-4e75-894a-817cc51784a4,54,,,"[60.3, 34.3]",3900561,0,,,,2.295865,,Right Foot,,,,"[46.3, 50.1]",,Ground Pass,,21.110188,,,,Issa Diop,4349.0,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,['79d45449-e86b-4d03-b1ed-ec6b80c24a76'],34,,,,,,,,,,,,,,,,,Toulouse,130,00:00:34.750,Pass,
,,,,,,,,,,,,,,,,,0.766911,,,,,,,,,,,,651edcfb-0d65-431a-9619-3014274b125b,57,,,"[43.0, 55.2]",3900561,0,,,,0.844154,,Right Foot,,,,"[51.8, 65.1]",,Ground Pass,,13.245754,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Issa Diop,4349.0,Right Center Back,2,Toulouse,130,['67e6e96d-625c-439b-9ba1-7743c9b773ec'],38,,,,,,,,,,,,,,,,,Toulouse,130,00:00:38.907,Pass,
,,,,,,,,,,,,,,,,,0.899883,,,,,,,,,,,,7890b095-afab-4140-9ae8-cea0e219cf08,60,,,"[51.8, 65.1]",3900561,0,,,,-1.2833331,,Right Foot,,,,"[55.2, 53.6]",,Ground Pass,,11.992081,,,,Yann Bodiger,2961.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Toulouse,130,['7d0387c4-2fca-425d-b2f9-fb714459a30f'],40,,,,,,,,,,,,,,,,,Toulouse,130,00:00:40.489,Pass,
,,,,,,,,,,,,,,,,,1.229908,,,,,,,,,,,,d285ca75-5ed6-4040-9db4-07689edeaba2,63,,,"[55.2, 53.6]",3900561,0,,,,1.0097898,,Left Foot,,,,"[71.6, 79.7]",,Low Pass,,30.824827,,Out,,Wergiton do Rosário Calmon,3030.0,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,['c462f114-b2f3-472c-9137-2d5d91c534b7'],41,,,,,,,,,,,,,,,,,Toulouse,130,00:00:41.428,Pass,
,,,,,,,,,,,,,,,,,1.402114,,,,,,,,,,,,329fa727-b274-4586-aeae-a940bd9c5c34,65,,,"[37.9, 0.1]",3900561,0,,,,2.2000682,,,,,,"[28.8, 12.6]",,Low Pass,,15.461565,,,,Bakary Adama Soumaoro,3677.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,3,Lille,143,['87ded1c2-6106-4891-ae47-6a9fa0ea7bf4'],47,,,,,,,,,,,,,,,,,Lille,143,00:00:47.095,Pass,
,,,,,,,,,,,,,,,,,1.968936,,,,,,,,,,,,d89b9941-a237-49cf-816b-2f16f1482867,68,,,"[30.1, 8.7]",3900561,0,,,,0.39295018,,Left Foot,,,,"[68.7, 24.7]",,High Pass,,41.784687,,Incomplete,,Yassine Benzia,3673.0,,,,,,1,From Throw In,Bakary Adama Soumaoro,3677.0,Left Center Back,3,Lille,143,"['50960bc7-4e4d-45f1-8aad-6d23147a05bc', '7c6cd477-d9fb-47f4-a8e9-a08e20c59fe9']",50,,,,,,,,,,,,,,,,,Lille,143,00:00:50.776,Pass,
,,,,,,,,,,,,,,,,,2.744552,,,,,,,,,,,,7c6cd477-d9fb-47f4-a8e9-a08e20c59fe9,70,,,"[51.4, 55.4]",3900561,0,,,,0.89742714,,Right Foot,,,,"[65.6, 73.2]",,High Pass,,22.770155,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,1,From Throw In,Marcel Tisserand,8677.0,Left Center Back,3,Lille,143,"['442b0286-5420-40e2-8dc8-777c3eeb420f', 'd89b9941-a237-49cf-816b-2f16f1482867']",52,,,,,,,,,,,,,,,,,Toulouse,130,00:00:52.744,Pass,
,,,,,,,,,,,,,,,,,1.83958,,,,,,,,,,,,69fdcd10-b31c-427a-9ede-ce5a3215f707,74,,,"[49.5, 0.1]",3900561,1,,,,0.20471846,,,,,,"[73.1, 5.0]",,High Pass,,24.10332,,,,Yassine Benzia,3673.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,4,Lille,143,['509c8a22-e252-42c1-b919-7fc22752c292'],2,,,,,,,,,,,,,,,,,Lille,143,00:01:02.603,Pass,
,,,,,,,,,,,,,,,,,1.004285,,,,,,,,,,,,21792e8f-fefc-4ad8-af6a-e9ea309a1719,76,,,"[72.9, 5.0]",3900561,1,,,True,1.9802336,,,,,,"[68.3, 15.6]",,High Pass,,11.555085,,Incomplete,,Éric Bauthéac,40486.0,,,,,,1,From Throw In,Yassine Benzia,3673.0,Center Forward,4,Lille,143,"['96ce82ef-bc34-4d8f-a04b-67efef4e9bb5', '9befaf83-fd8d-4219-9b11-ef2bd21f1697', 'acb580f1-1242-4098-917d-f99707ceb578']",4,,,,,,,,,,,,,,,,,Lille,143,00:01:04.442,Pass,True
,,,,,,,,,,,,,,,,,1.785962,,,,,,,,,,,,9befaf83-fd8d-4219-9b11-ef2bd21f1697,79,,,"[51.8, 64.5]",3900561,1,,,,-0.019605331,,Left Foot,,,,"[72.2, 64.1]",,High Pass,,20.403921,,,,Wissam Ben Yedder,6723.0,,,,,Recovery,1,Regular Play,Yann Bodiger,2961.0,Center Defensive Midfield,5,Toulouse,130,"['21792e8f-fefc-4ad8-af6a-e9ea309a1719', '5f85fa45-47db-4211-818e-070a353fe7cc']",5,,,,,,,,,,,,,,,,,Toulouse,130,00:01:05.447,Pass,
,,,,,,,,,,,,,,,,,0.773689,,,,,,,,,,,,adbff15d-ffd4-4191-9f64-9a20a8ada2ad,83,,,"[74.2, 64.1]",3900561,1,,,,3.0324392,,Left Foot,,,,"[66.9, 64.9]",,Ground Pass,,7.3437047,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Right Midfield,5,Toulouse,130,"['34cbe043-ae44-42b9-adb3-348766292d2f', '693ae408-283f-4d4d-94f0-ff47d34bacb3']",7,,,,,,,,,,,,,,,,,Toulouse,130,00:01:07.273,Pass,True
,,,,,,,,,,,,,,,,,0.190589,,,,,,,,,,,,05e5b9bd-6b10-47cb-a909-c691dbd09d96,91,,,"[51.7, 15.0]",3900561,1,,,,-0.38831872,,Right Foot,,,,"[56.1, 13.2]",,Ground Pass,,4.753946,,Incomplete,,Éric Bauthéac,40486.0,,,,,,1,Regular Play,Djibril Sidibé,3446.0,Left Back,6,Lille,143,"['5e9e5983-0194-4945-b7f6-73462fcac768', 'a722213f-34f0-4d7a-bb24-50f62643a5a1']",10,,,,,,,,,,,,,,,,,Lille,143,00:01:10.145,Pass,
,,,,,,,,,,,,,,,,,1.122226,,,,,,,,,,,,1b8b1b7c-cfc0-47bc-a34d-242a0d29d89d,94,,,"[64.3, 0.1]",3900561,1,,,,0.5633163,,,,,,"[77.6, 8.5]",,High Pass,,15.730543,,,,Yassine Benzia,3673.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,7,Lille,143,['e49a6714-9103-48cc-9735-af10b3c6363e'],23,,,,,,,,,,,,,,,,,Lille,143,00:01:23.849,Pass,
,,,,,,,,,,,,,,,,,0.706516,,,,,,,,,,,,b4fa0e00-82f8-4383-8fbe-a46041809367,98,,,"[76.0, 7.7]",3900561,1,,,,-2.8107789,,Right Foot,,,,"[66.1, 4.3]",,Ground Pass,,10.467569,,,,Djibril Sidibé,3446.0,,,,,,1,From Throw In,Yassine Benzia,3673.0,Center Forward,7,Lille,143,"['34db1ea5-8960-41a7-a64d-50b91760bec7', 'df576c82-870d-40d6-a0c6-3a7dc4d83914']",25,,,,,,,,,,,,,,,,,Lille,143,00:01:25.878,Pass,True
,,,,,,,,,,,,,,,,,1.096538,,,,,,,,,,,,f655678a-cc95-42ca-a33a-5e0b1c5474fd,100,,,"[66.0, 4.3]",3900561,1,,,,1.5451609,,Left Foot,,,,"[66.3, 16.0]",,Ground Pass,,11.703846,,,,Mounir Obbadi,40697.0,,,,,,1,From Throw In,Djibril Sidibé,3446.0,Left Back,7,Lille,143,['55f84015-7dc1-4937-bc22-07aab04692d5'],26,,,,,,,,,,,,,,,,,Lille,143,00:01:26.584,Pass,
,,,,,,,,,,,,,,,,,3.244345,,,,,,,,,,,,6f37d4b0-0e69-4b42-b7b8-75252d080438,103,,,"[66.9, 16.0]",3900561,1,,,,-0.14920954,,Left Foot,,,,"[97.5, 11.4]",,High Pass,,30.94382,,Incomplete,,Éric Bauthéac,40486.0,,,,,,1,From Throw In,Mounir Obbadi,40697.0,Left Center Midfield,7,Lille,143,"['0881e240-6130-47ab-b07b-784206f0744f', '516d90a2-b92c-4ceb-ba42-dbb14f2ab6ea', '51fe5366-06ee-4291-a658-a56a84b32de3']",27,,,,,,,,,,,,,,,,,Lille,143,00:01:27.681,Pass,True
,,,,,,,,,,,,,,,,,1.556389,,,,,,,,,,,,fe9db816-437f-4044-96f0-e38ef73c250c,108,,,"[11.8, 73.0]",3900561,1,,,,0.30341694,,Right Foot,,,,"[33.2, 79.7]",,High Pass,,22.424316,,Out,,,,,,,,,1,From Throw In,Issa Diop,4349.0,Right Center Back,7,Lille,143,['ecf88110-bf54-4190-8c97-e300fcc2f701'],32,,,,,,,,,,,,,,,,,Toulouse,130,00:01:32.118,Pass,True
,,,,,,,,,,,,,,,,,1.471408,,,,,,,,,,,,930a5de9-553c-4a48-8330-36af340c3aeb,109,,,"[76.8, 0.1]",3900561,1,,,,2.8062122,,,,,,"[52.7, 8.5]",,Low Pass,,25.521952,,,,Bakary Adama Soumaoro,3677.0,,,,,Throw-in,1,From Throw In,Djibril Sidibé,3446.0,Left Back,8,Lille,143,['233180db-788a-4329-afd2-f5c299234f7a'],38,,,,,,,,,,,,,,,,,Lille,143,00:01:38.558,Pass,
,,,,,,,,,,,,,,,,,0.813431,,,,,,,,,,,,90d26a5e-e70f-4e24-b293-38465ffd19c5,113,,,"[64.2, 16.4]",3900561,1,,,,-1.1677772,,Right Foot,,,,"[69.7, 3.5]",,Ground Pass,,14.023552,,,,Djibril Sidibé,3446.0,,,,,,1,From Throw In,Bakary Adama Soumaoro,3677.0,Left Center Back,8,Lille,143,"['41b9a612-cb93-4efc-97ea-13ae4976d484', 'd8cf6873-17fe-4f3b-aff8-9f2e32ce9f1a']",43,,,,,,,,,,,,,,,,,Lille,143,00:01:43.408,Pass,True
,,,,,,,,,,,,,,,,,1.148053,,,,,,,,,,,,0d4b87c7-f234-4075-84cd-d602af9bdf8c,116,,,"[65.8, 80.0]",3900561,1,,,,-0.7932105,,,,,,"[78.5, 67.1]",,High Pass,,18.102486,,,,Wissam Ben Yedder,6723.0,,,,,Throw-in,1,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,9,Toulouse,130,['4805c298-ba34-4c98-b4c0-438daf2b0485'],55,,,,,,,,,,,,,,,,,Toulouse,130,00:01:55.441,Pass,
,,,,,,,,,,,,,,,,,1.819736,,,,,,,,,,,,a92b0aee-3d46-4d27-8d0f-36781aeea540,118,,,"[78.5, 67.1]",3900561,1,,,True,-0.6035224,,,,,,"[88.8, 60.0]",,High Pass,,12.509996,,Incomplete,,,,,,,,,1,From Throw In,Wissam Ben Yedder,6723.0,Right Midfield,9,Toulouse,130,"['77b584c3-9848-42a7-8c6a-442a324efd64', '8a45f3c9-6854-4b18-98aa-405fb07ea6f1']",56,,,,,,,,,,,,,,,,,Toulouse,130,00:01:56.589,Pass,True
,,,,,,,,,,,,,,,,,0.843459,,,,,,,,,,,,c7b80cdf-297d-4f50-becb-9ed9c4b518c1,121,,,"[37.2, 20.7]",3900561,2,,,,-0.115759216,,Head,,,,"[50.1, 19.2]",,Low Pass,,12.986917,,Incomplete,,,,,,,,Recovery,1,From Throw In,Renato Civelli,29057.0,Right Center Back,9,Toulouse,130,['304ad09a-77bf-4dbc-b304-8fe3c1416d04'],1,,,,,,,,,,,,,,,,,Lille,143,00:02:01.200,Pass,
,,,,,,,,,,,,,,,,,1.182666,,,,,,,,,,,,304ad09a-77bf-4dbc-b304-8fe3c1416d04,122,,,"[70.0, 60.9]",3900561,2,,,,-0.8105185,,Right Foot,,,,"[79.7, 50.7]",,Ground Pass,,14.075866,,,,Óscar Guido Trejo,11540.0,,,,,Recovery,1,From Throw In,Yann Bodiger,2961.0,Center Defensive Midfield,9,Toulouse,130,"['7f16a063-cfda-4f74-9f86-c5ebf1d7f2e2', 'c7b80cdf-297d-4f50-becb-9ed9c4b518c1']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:02:02.043,Pass,
