ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.59641,,,,,,,,,,,,,a1e216d4-5773-4f65-8741-787bd27f4ae7,16,,,"[28.2, 53.0]",3900546,0,,,,,-0.24702366,,Head,,,"[39.7, 50.1]",,Low Pass,,11.860017,,,,,Abdou Kader Mangane,2953.0,,,,,Recovery,1,From Kick Off,Roderic Filippi,7808.0,Right Center Back,2,Nantes,144,"['378778cd-fda2-46ec-99bf-7bc7312fc8d2', 'ede8561a-6e06-4653-bded-b847aaf475c6']",8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:08.771,Pass,
,,,,,,,,,,,,,,1.392006,,,,,,,,,,,,,5bf4b375-b723-46ad-bb8f-a645fd8d2b41,20,,,"[55.0, 43.8]",3900546,0,,,,,1.1621095,,Right Foot,,,"[60.5, 56.5]",,Ground Pass,,13.839798,,,Incomplete,,David Ducourtioux,401509.0,,,,,,1,From Kick Off,Abdou Kader Mangane,2953.0,Center Defensive Midfield,2,Nantes,144,"['8c2f7463-8ed4-4d32-8b2d-54f5471dcc9b', 'a27b6083-4750-40d2-8991-a9ceeb6db8f0', 'a4720046-150e-43d8-ac93-5be51e32d2e5']",13,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:13.343,Pass,True
,,,,,,,,,True,,,,,1.144217,,,,,,,,,,,,,8c2f7463-8ed4-4d32-8b2d-54f5471dcc9b,22,,,"[59.6, 23.6]",3900546,0,,,,,2.0195196,,Right Foot,,,"[55.7, 31.7]",,Ground Pass,,8.989994,,,,,Lucas Deaux,2943.0,,,,,Interception,1,From Kick Off,Ermir Lenjani,10746.0,Left Midfield,2,Nantes,144,"['5bf4b375-b723-46ad-bb8f-a645fd8d2b41', 'd267bc92-637c-4d22-a3b7-1308ddb02825']",14,,,,,,,,,,,,,,,,,Nantes,144,00:00:14.735,Pass,
,,,,,,,,,,,,,,1.799389,,,,,,,,,,,,,4a3ef249-c6a6-4ba4-a078-a9aed437231d,26,,,"[57.7, 30.3]",3900546,0,,,,,-1.0149736,,Left Foot,,,"[71.8, 7.6]",,Ground Pass,,26.722649,,,,,Youssouf Sabaly,3404.0,,,,,,1,From Kick Off,Lucas Deaux,2943.0,Left Defensive Midfield,2,Nantes,144,['46d41a16-87e0-4cd0-a041-2e948c5f5f80'],17,,,,,,,,,,,,,,,,,Nantes,144,00:00:17.555,Pass,
,,,,,,,,,,,,,,2.189782,,,,,,,,,,,,,61869302-2dac-45f2-9685-bdd859cc4cc0,38,,,"[80.4, 3.5]",3900546,0,,,,,0.9198948,,Left Foot,,,"[106.6, 37.9]",,High Pass,,43.241184,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Ermir Lenjani,10746.0,Left Midfield,3,Nantes,144,['3a0702e9-936d-439b-84bc-65c849e51e63'],51,,,,,,,,,,,,,,,,,Nantes,144,00:00:51.887,Pass,
,,,,,,,,,,,,,,0.955124,,,,,,,,,,,,,8bc53b2a-2d95-4bc9-8d68-f813ef8fcfb2,44,,,"[32.3, 55.4]",3900546,1,,,,,0.43600488,,Head,,,"[41.1, 59.5]",,Low Pass,,9.708244,,,Incomplete,,John Tshibumbu,7721.0,,,,,Recovery,1,From Free Kick,Damjan Đoković,31911.0,Left Center Midfield,3,Nantes,144,"['739909c4-2bfb-40d9-a4a5-8e820dc2c765', 'fcd39e72-85d9-43da-b9aa-dc02b0871287']",1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:01.575,Pass,
,,,,,,,,,,,,,,1.97614,,,,,,,,,,,,,fcd39e72-85d9-43da-b9aa-dc02b0871287,46,,,"[79.0, 20.6]",3900546,1,,,,,-2.863293,,Head,,,"[67.8, 17.4]",,High Pass,,11.648176,,,,,Youssouf Sabaly,3404.0,,,,,Recovery,1,From Free Kick,Adrien Thomasson,3375.0,Right Defensive Midfield,3,Nantes,144,"['8bc53b2a-2d95-4bc9-8d68-f813ef8fcfb2', 'bfc0f9d1-b984-40f7-9a56-8f7e4ee18a7e']",2,,,,,,,,,,,,,,,,,Nantes,144,00:01:02.530,Pass,
,,,,,,,,,,,,,,0.058605,,,,,,,,,,,,,463e9aa4-3f4d-40f7-b753-7819fb503b33,50,,,"[66.9, 16.0]",3900546,1,,,,,0.09966865,,Left Foot,,,"[68.9, 16.2]",,Low Pass,,2.0099752,,,Incomplete,,Adrien Thomasson,3375.0,,,,,,1,From Free Kick,Youssouf Sabaly,3404.0,Left Back,3,Nantes,144,"['134dc173-7d7a-44bf-9299-94b347e43670', '4274734f-7eae-4740-8a88-95ab3bb4c7ad']",4,,,,,,,,,,,,,,,,,Nantes,144,00:01:04.587,Pass,
,,,,,,,,,,,,,,2.111123,,,,,,,,,,,,,7042834a-d0a0-4dbb-a3db-4df68902d96e,54,,,"[67.2, 15.2]",3900546,1,,,,,0.6051263,,Left Foot,,,"[104.5, 41.0]",,High Pass,,45.35339,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Ermir Lenjani,10746.0,Left Midfield,4,Nantes,144,['361802fd-c9a1-4d3e-83d6-7917c1646006'],35,,,,,,,,,,,,,,,,,Nantes,144,00:01:35.103,Pass,
,,,,,,,,,,,,,,1.661602,,,,,,,,,,,,,c0ec532b-b091-40b9-8dc0-fb35fdea1ac5,56,,,"[26.0, 39.0]",3900546,1,,,,True,0.8509973,,,,,"[32.4, 46.3]",,High Pass,,9.708244,,,Incomplete,,Damjan Đoković,31911.0,,,,,Recovery,1,From Free Kick,Kévin Mayi,7430.0,Left Wing,4,Nantes,144,"['01cf94de-b115-4509-873d-2a36d5e02c86', '330613be-4872-4338-ae95-d5c839a3dbb0', '947266ca-8ff7-40e9-aa2d-5a2d51b60e0a']",38,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:01:38.303,Pass,True
,,,,,,,,,,,,,,2.607571,,,,,,,,,,,,,01cf94de-b115-4509-873d-2a36d5e02c86,59,,,"[87.7, 33.8]",3900546,1,,,,,-1.3335896,,Right Foot,,,"[94.3, 6.5]",,High Pass,,28.086473,,,,,Ermir Lenjani,10746.0,,,,,Recovery,1,From Free Kick,Lucas Deaux,2943.0,Left Defensive Midfield,4,Nantes,144,"['013b83e5-191e-484b-a8f2-9c097dd8b03d', 'c0ec532b-b091-40b9-8dc0-fb35fdea1ac5']",39,,,,,,,,,,,,,,,,,Nantes,144,00:01:39.965,Pass,
,,,,,,,,,,,,,,1.248244,,,,,,,,,,,,,31aba114-316a-40cf-a85b-303b2805104d,63,,,"[89.6, 5.1]",3900546,1,,,,,3.1143885,,Left Foot,,,"[74.9, 5.5]",,Ground Pass,,14.705441,,,,,Youssouf Sabaly,3404.0,,,,,,1,From Free Kick,Ermir Lenjani,10746.0,Left Midfield,4,Nantes,144,"['5c73bab0-6635-4704-9275-dfe48419e342', '61f3597e-4673-447f-97ed-93630719351f']",45,,,,,,,,,,,,,,,,,Nantes,144,00:01:45.463,Pass,True
,,,,,,,,,,,,,,1.539649,,,,,,,,,,,,,3471d814-f6a8-4937-9b4d-e22ea998181e,66,,,"[74.9, 5.3]",3900546,1,,,,,1.6100619,,Right Foot,,,"[73.8, 33.3]",,Ground Pass,,28.021599,,,,,Adrien Thomasson,3375.0,,,,,,1,From Free Kick,Youssouf Sabaly,3404.0,Left Back,4,Nantes,144,['726b5ff1-83c8-4849-afbb-4ba289b70735'],47,,,,,,,,,,,,,,,,,Nantes,144,00:01:47.582,Pass,
,,,,,,,,,,,,,,2.597876,,,,,,,,,,,,,67db9eb5-68ae-4587-92f2-a5b592a96a1e,69,,,"[73.8, 33.3]",3900546,1,,,,,1.5135342,,Right Foot,,,"[75.6, 64.7]",,Ground Pass,,31.45155,,,,,Léo Dubois,3144.0,,,,,,1,From Free Kick,Adrien Thomasson,3375.0,Right Defensive Midfield,4,Nantes,144,['3cba1772-55f9-4249-b0bc-be20a778cd1c'],50,,,,,,,,,,,,,,,,,Nantes,144,00:01:50.134,Pass,
,,,,,,,,,,,,,,2.031976,,,,,,,,,,,,,639f7de6-32ea-40e2-a72f-fbf35ca58efc,72,,,"[93.9, 68.1]",3900546,1,,,,,-1.0838971,fb103056-e607-4039-ba1c-000e1460be54,Right Foot,True,,"[108.3, 40.9]",,High Pass,,30.776615,,,,,Emiliano Sala,3114.0,True,,,,,1,From Free Kick,Léo Dubois,3144.0,Right Back,4,Nantes,144,['8be7b017-c122-4ae1-b306-9606306da8b9'],55,,,,,,,,,,,,,,,,,Nantes,144,00:01:55.305,Pass,
,,,,,,,,,,,,,,3.859257,,,,,,,,,,,,,8036edd9-2c88-408c-b77f-aa3501b4c25e,77,,,"[7.0, 44.1]",3900546,2,,,,,0.02894944,,Left Foot,,,"[58.8, 45.6]",,High Pass,,51.821712,,,,,Khalid Boutaïb,5726.0,,,,,Goal Kick,1,From Goal Kick,Paul Guerin,45415.0,Goalkeeper,5,Gazélec Ajaccio,160,['044ed503-48d8-40fc-9ac7-69e06d8fdecf'],23,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:23.063,Pass,
,,,,,,,,,,,,,,1.701001,,,,,,,,,,,,,1a152820-003e-4dff-9d7a-5a2e8cdcd945,79,,,"[58.8, 45.6]",3900546,2,,,,True,0.29201955,,,,,"[75.1, 50.5]",,Low Pass,,17.020576,,,Incomplete,,Kévin Mayi,7430.0,,,,,,1,From Goal Kick,Khalid Boutaïb,5726.0,Center Forward,5,Gazélec Ajaccio,160,"['0b8b0211-c5bb-4a81-a56e-09447d4df65e', '7c6bd0e4-909b-49f3-8dc1-913364a20b82', 'de9a4005-c1a6-4081-9c78-21210d6e2e1b']",26,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:26.923,Pass,True
,,,,,,,,,,,,,,4.517646,,,,,,,,,,,,,5f33ec92-846c-4776-a597-e31f5bd51e1b,84,,,"[48.3, 30.5]",3900546,2,,,,,0.08066815,,Right Foot,,,"[105.2, 35.1]",,High Pass,,57.085636,,,Incomplete,,,,,,,,,1,From Goal Kick,Lorik Agim Cana,10936.0,Left Center Back,5,Gazélec Ajaccio,160,['e5dab515-f7df-4772-a1e6-94d36ce69074'],29,,,,,,,,,,,,,,,,,Nantes,144,00:02:29.529,Pass,
,,,,,,,,,,,,,,4.612912,,,,,,,,,,,,,756516b8-c7b6-46e7-8391-2c020de1375f,88,,,"[16.2, 44.2]",3900546,2,,,,,0.18305163,,Drop Kick,,,"[76.7, 55.4]",,High Pass,,61.52796,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Goal Kick,Paul Guerin,45415.0,Goalkeeper,5,Gazélec Ajaccio,160,"['4843949b-0c6d-45cb-a2c7-989a8541aa63', 'a3c680fe-a1c4-49f4-bc63-4cc494e9ad32']",38,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:38.591,Pass,
,,,,,,,,,,,,,,1.704632,,,,,,,,,,,,,4843949b-0c6d-45cb-a2c7-989a8541aa63,90,,,"[43.4, 24.7]",3900546,2,,,,,-0.43349433,,Head,,,"[60.9, 16.6]",,High Pass,,19.283672,,,Incomplete,,Youssouf Sabaly,3404.0,,,,,Recovery,1,From Goal Kick,Lorik Agim Cana,10936.0,Left Center Back,5,Gazélec Ajaccio,160,"['756516b8-c7b6-46e7-8391-2c020de1375f', '810f441e-2c7f-4d01-a9a9-95b4fd4da471', '888bf4ae-d804-4f53-8a44-e41279f982e4']",43,,,,,,,,,,,,,,,,,Nantes,144,00:02:43.204,Pass,
,,,,,,,,,,,,,,1.501898,,,,,,,,,,,,,888bf4ae-d804-4f53-8a44-e41279f982e4,92,,,"[59.2, 63.5]",3900546,2,,,,,0.29481572,,Head,,,"[78.3, 69.3]",,High Pass,,19.961212,,,,,John Tshibumbu,7721.0,,,,,Recovery,1,From Goal Kick,Alexandre Coeff,7428.0,Right Back,5,Gazélec Ajaccio,160,"['4843949b-0c6d-45cb-a2c7-989a8541aa63', '86aeaa88-4239-4eb8-9416-c0c733bb7a52']",44,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:44.908,Pass,
,,,,,,,,,,,,,,1.055892,,,,,,,,,,,,,99e9e8ca-12a4-4c1a-974f-8b5dd5577607,95,,,"[78.3, 69.3]",3900546,2,,,,,-1.4164776,,Other,,,"[79.7, 60.3]",,Low Pass,,9.108238,,,,,Khalid Boutaïb,5726.0,,,,,,1,From Goal Kick,John Tshibumbu,7721.0,Right Wing,5,Gazélec Ajaccio,160,"['0c4b7090-4a12-4ccb-9c6e-de2074f80e82', 'bee235e5-37f9-4d5a-ba80-4722edd10b0e']",46,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:46.410,Pass,True
,,,,,,,,,,,,,,1.409137,,,,,,,,,,,,,28128785-eb8f-43dd-9e96-33945e00e08e,97,,,"[79.7, 60.3]",3900546,2,,,,,1.0191413,,Right Foot,,,"[88.5, 74.6]",,High Pass,,16.790771,,,,,David Ducourtioux,401509.0,,,,,,1,From Goal Kick,Khalid Boutaïb,5726.0,Center Forward,5,Gazélec Ajaccio,160,['09d88fe8-5069-4729-acfe-a28ebfbad7ff'],47,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:47.466,Pass,
,,,,,,,,,,,,,,5.136629,,,,,,,,,,,,,9ba4e3e5-d792-48e9-a6ca-a9648a08a360,100,,,"[94.3, 73.8]",3900546,2,,,,,-1.2235935,,Right Foot,True,,"[118.4, 7.2]",,High Pass,,70.82634,,,,,Kévin Mayi,7430.0,,True,,,,1,From Goal Kick,David Ducourtioux,401509.0,Right Center Midfield,5,Gazélec Ajaccio,160,['810abedd-6aa8-4f7e-b0ad-c1e9dc44b150'],51,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:02:51.079,Pass,
,,,,,,,,,,,,,,0.9716,,,,,,,,,,,,,6abf1256-1905-4a16-becb-21c6f9d19204,108,,,"[5.4, 72.5]",3900546,2,,,,,-1.0379524,,Right Foot,,,"[10.0, 64.7]",,Ground Pass,,9.055386,,,,,Adrien Thomasson,3375.0,,,,,,1,From Goal Kick,Léo Dubois,3144.0,Right Back,5,Gazélec Ajaccio,160,"['b01d8a8b-eae5-4a92-acdf-61f1ef670fa9', 'd3d62f49-f6c9-4e8a-a372-1b8872d516df']",58,,,,,,,,,,,,,,,,,Nantes,144,00:02:58.613,Pass,True
,,,,,,,,,,,,,,3.297341,,,,,,,,,,,,,50146dc4-238c-4201-8cb2-9b13ba6745b1,111,,,"[15.0, 64.3]",3900546,3,,,,,-0.22275127,,Right Foot,,,"[74.6, 50.8]",,High Pass,,61.109818,,,Incomplete,,Youssouf Sabaly,3404.0,,,,,,1,From Goal Kick,Adrien Thomasson,3375.0,Right Defensive Midfield,5,Gazélec Ajaccio,160,"['393ed124-44a9-48d4-b844-54570e12abf9', '608a2a53-e205-4339-80b2-7f1651d0f507']",0,,,,,,,,,,,,,,,,,Nantes,144,00:03:00.682,Pass,
,,,,,,,,,,,,,,1.241373,,,,,,,,,,,,,9223de92-5d32-402b-99df-b427a8a97384,115,,,"[56.4, 29.3]",3900546,3,,,,,0.06818681,,Right Foot,,,"[76.9, 30.7]",,Ground Pass,,20.547749,,,,,Khalid Boutaïb,5726.0,,,,,,1,From Goal Kick,Jérémie Bréchet,7603.0,Left Center Back,5,Gazélec Ajaccio,160,['1b679e67-f253-4435-bef5-30decbca7e18'],5,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:05.862,Pass,
,,,,,,,,,,,,,,0.829102,,,,,,,,,,,,,60f2cdbf-fe00-4894-959e-02100a7dc069,118,,,"[76.5, 37.3]",3900546,3,,,,,1.8233505,,Right Foot,,,"[74.1, 46.6]",,High Pass,,9.604687,,,,,David Ducourtioux,401509.0,,,,,,1,From Goal Kick,Khalid Boutaïb,5726.0,Center Forward,5,Gazélec Ajaccio,160,"['7828f3e3-9772-4c3c-a19e-ec16448d877d', 'cd6dea10-429e-410a-87be-47786b4780e5']",7,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:07.104,Pass,True
,,,,,,,,,,,,,,1.691516,,,,,,,,,,,,,e1ec05c2-9b22-49f5-b5cf-65174ee0056f,121,,,"[74.2, 47.7]",3900546,3,,,,,1.0986743,,Head,,,"[79.0, 57.1]",,Low Pass,,10.55462,,,Incomplete,,John Tshibumbu,7721.0,,,,,,1,From Goal Kick,David Ducourtioux,401509.0,Right Center Midfield,5,Gazélec Ajaccio,160,"['5fdc255c-e620-405b-abc2-bdf7e955439d', 'f57ea279-e7c9-4a19-88e4-fdae467a7775', 'f63fd141-a71f-4a01-a132-a76d10fd5539']",8,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:03:08.081,Pass,True
,,,,,,,,,,,,,,1.250608,,,,,,,,,,,,,5b59e35e-178a-4a7a-8ab6-4a8168970351,125,,,"[74.2, 21.6]",3900546,3,,,,,-0.34056166,,Right Foot,,,"[94.8, 14.3]",,Ground Pass,,21.855206,,,,,Ermir Lenjani,10746.0,,,,,,1,From Goal Kick,Youssouf Sabaly,3404.0,Left Back,5,Gazélec Ajaccio,160,['b747f999-01a2-4707-b083-bb9fcc7fe31d'],14,,,,,,,,,,,,,,,,,Nantes,144,00:03:14.164,Pass,
,,,,,,,,,,,,,,1.690756,,,,,,,,,,,,,d3225d5a-8b64-4dcb-8cc9-4ea4397d920c,132,,,"[33.3, 73.8]",3900546,4,,,,,-0.16470678,,Right Foot,,,"[70.0, 67.7]",,High Pass,,37.203495,,,,,Khalid Boutaïb,5726.0,,,,,Free Kick,1,From Free Kick,Alexandre Coeff,7428.0,Right Back,6,Gazélec Ajaccio,160,['e83f683a-55b6-4de8-969a-d7541a7d6ed0'],5,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:04:05.335,Pass,
