50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,be30cfb9-dfd6-4e5b-b958-4a67820e6e32,1,,,,3900608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3797, 'name': 'Ismaël Tiémoko Diomandé'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 23}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4255, 'name': 'Jean-Victor Makengo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 106683, 'name': 'Saïdi Ntibazonkiza'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0be5682d-2d77-45cf-a560-10911265fcea,2,,,,3900608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4373, 'name': 'Mathieu Bodmer'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 27}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 28}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,02b22335-008e-4165-8454-34a80e686671,3,,,,3900608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['0d6b57db-7fc8-4347-a569-4f5f5559f213'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0d6b57db-7fc8-4347-a569-4f5f5559f213,4,,,,3900608,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['02b22335-008e-4165-8454-34a80e686671'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,14139564-0472-49dd-ac3a-e04398be543b,1622,,,,3900608,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,OGC Nice,136,['b16a86c7-b845-4e29-9dad-3246ed8b4b2a'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b16a86c7-b845-4e29-9dad-3246ed8b4b2a,1623,,,,3900608,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,86,OGC Nice,136,['14139564-0472-49dd-ac3a-e04398be543b'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.24746,,,,,,,,,,,,,,db0c790b-9fba-456b-9e68-c9ea72d88a60,5,,,"[61.0, 40.1]",3900608,0,,,,1.4601392,,Right Foot,,,,"[61.4, 43.7]",,Ground Pass,,3.622154,,,,Hatem Ben Arfa,16462.0,,,,,Kick Off,1,From Kick Off,Valère Germain,3210.0,Left Center Forward,2,OGC Nice,136,['3c97d573-88ff-443d-9fa5-19d607b2810e'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.658,Pass,
,,,,,,,,,,,,,,,,,,5.097957,,,,,,,,,,,,,,23ffd171-dccf-4baf-ba84-f64488c07cc6,7,,,"[62.0, 43.7]",3900608,0,,,,0.46777698,,Left Foot,,,,"[120.0, 73.0]",,High Pass,,64.98069,,Out,,,,,,,,,1,From Kick Off,Hatem Ben Arfa,16462.0,Center Attacking Midfield,2,OGC Nice,136,,1,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:01.905,Pass,
,,,,,,,,,,,,,,,,,,3.680886,,,,,,,,,,,,,,83e091dc-c443-434a-beaf-3fe357023d8d,8,,,"[6.0, 44.0]",3900608,0,,,,0.41256988,,Right Foot,,,,"[71.8, 72.8]",,High Pass,,71.82674,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Rémy Vercoutre,2963.0,Goalkeeper,3,Caen,140,['8dc19a6f-bb65-48b6-afba-181ea041ec31'],34,,,,,,,,,,,,,,,,,Caen,140,00:00:34.007,Pass,
,,,,,,,,,,,,,,,,,,2.717677,,,,,,,,,,,,,,8dc19a6f-bb65-48b6-afba-181ea041ec31,9,,,"[48.3, 7.3]",3900608,0,,,,0.6501345,,Head,,,,"[67.5, 21.9]",,High Pass,,24.120531,,Incomplete,,Hatem Ben Arfa,16462.0,,,,,Recovery,1,From Goal Kick,Jean Michaël Seri,3359.0,Left Center Midfield,3,Caen,140,"['1ab0e850-8ccc-4108-82e1-2b428ef7a696', '83e091dc-c443-434a-beaf-3fe357023d8d', 'd1f5d020-cb17-45b3-8f96-67bf355b9dfc']",37,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:37.687,Pass,
,,,,,,,,,,,,,,,,,,1.765178,,,,,,,,,,,,,,1ab0e850-8ccc-4108-82e1-2b428ef7a696,12,,,"[52.6, 58.2]",3900608,0,,,True,-2.3532095,,,,,,"[35.9, 41.4]",,Low Pass,,23.688183,,,,Syam Ben Youssef,5656.0,,,,,Recovery,1,From Goal Kick,Jean-Victor Makengo,4255.0,Left Center Midfield,3,Caen,140,"['5ebe2396-917d-4a6c-ad71-ae06a07dcc16', '8dc19a6f-bb65-48b6-afba-181ea041ec31', 'bc810e84-53f2-4724-87cb-e62a4cdef942']",40,,,,,,,,,,,,,,,,,Caen,140,00:00:40.405,Pass,True
,,,,,,,,,,,,,,,,,,0.485121,,,,,,,,,,,,,,5650d0f6-9c8c-489b-9639-f5b59e68dc19,15,,,"[37.0, 41.4]",3900608,0,,,,0.9944211,,Left Foot,,,,"[46.1, 55.4]",,Ground Pass,,16.697605,,,,Ismaël Tiémoko Diomandé,3797.0,,,,,,1,From Goal Kick,Syam Ben Youssef,5656.0,Left Center Back,3,Caen,140,['d1e7c23b-662d-4559-92f0-06f8c7ea65ce'],42,,,,,,,,,,,,,,,,,Caen,140,00:00:42.180,Pass,
,,,,,,,,,,,,,,,,,,0.934611,,,,,,,,,,,,,,87eda8a9-260e-4795-b9b4-4231884d4d32,19,,,"[63.6, 64.5]",3900608,0,,,,-0.3492073,,Right Foot,,,,"[82.0, 57.8]",,Ground Pass,,19.581879,,,,Andy Delort,3038.0,,,,,,1,From Goal Kick,Ismaël Tiémoko Diomandé,3797.0,Center Defensive Midfield,3,Caen,140,"['09e839ec-f310-48b3-bb1d-122c0537f677', '56efc154-59bb-4807-9d97-35778e3df5f6']",46,,,,,,,,,,,,,,,,,Caen,140,00:00:46.750,Pass,True
,,,,,,,,,,,,,,,,,,1.208073,,,,,,,,,,,,,,827b707b-ea32-4fab-83aa-5fcfcb8404a4,23,,,"[81.5, 57.2]",3900608,0,,,,1.4398427,,Right Foot,,,,"[84.2, 77.7]",,Ground Pass,,20.67704,,,,Dennis Appiah,22111.0,,,,,,1,From Goal Kick,Andy Delort,3038.0,Center Forward,3,Caen,140,['5daa28bd-140d-4535-ad4a-9717a82a76fc'],48,,,,,,,,,,,,,,,,,Caen,140,00:00:48.579,Pass,
,,,,,,,,,,,,,,,,,,1.764517,,,,,,,,,,,,,,5d98474b-4ce3-4a2f-a75b-8a265f883330,26,,,"[84.0, 76.4]",3900608,0,,,,-0.66364056,,Right Foot,,,,"[97.3, 66.0]",,Ground Pass,,16.883425,,Incomplete,,Andy Delort,3038.0,,,,,,1,From Goal Kick,Dennis Appiah,22111.0,Right Back,3,Caen,140,"['65ce3749-ba71-4c53-9345-f290b05a0e93', 'b3ead9b0-a092-4ee2-a397-681a34f0cad2']",50,,,,,,,,,,,,,,,,,Caen,140,00:00:50.642,Pass,
