50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e42fdbc2-4b30-4692-9488-ffcda128c460,1,,,3829443,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 401513, 'name': 'Reynald Lemaître'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 25}, {'player': {'id': 3121, 'name': 'Moustapha Elhadji Diallo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3363, 'name': 'Marcus Coco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 24}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e1ed8ebb-89db-463b-8b3a-2991fe807c39,2,,,3829443,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3543, 'name': 'Steve Mandanda'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3075, 'name': 'Javier Manquillo Gaitán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 7472, 'name': ""Nicolas Alexis Julio N'Koulou Ndoubena""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 8572, 'name': 'Karim Rekik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3261, 'name': 'Benjamin Mendy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 3951, 'name': 'Mario Lemina'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 23933, 'name': 'Abdelaziz Barrada'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 15296, 'name': 'Romain Alessandrini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3420, 'name': 'Rémy Cabella'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 3457, 'name': 'Michy Batshuayi Tunga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Marseille,147,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03223a3b-24a8-44d1-a2c8-970aa904a238,3,,,3829443,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['8b16d735-ab2d-44ad-9584-2563427427af'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,8b16d735-ab2d-44ad-9584-2563427427af,4,,,3829443,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['03223a3b-24a8-44d1-a2c8-970aa904a238'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,beb401cc-87c9-46cc-87da-33c7a0f8d7e1,1817,,,3829443,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,Marseille,147,['299e48f0-d915-4c55-a937-2b385c6c0084'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,299e48f0-d915-4c55-a937-2b385c6c0084,1818,,,3829443,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,95,Marseille,147,['beb401cc-87c9-46cc-87da-33c7a0f8d7e1'],0,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.654766,,,,,,,,,,,,,,,7524f3cc-da3c-4624-a341-288d888f319e,5,,"[61.0, 40.1]",3829443,0,,,,,-2.220667,,Right Foot,,,"[59.1, 37.6]",,Ground Pass,,3.1400638,,,Abdelaziz Barrada,23933.0,,,,,,Kick Off,1,From Kick Off,Michy Batshuayi Tunga,3457.0,Center Forward,2,Marseille,147,['5b6cd0e1-6c8c-4504-95fd-d73aca418688'],0,,,,,,,,,,,,,,,,,Marseille,147,00:00:00.929,Pass,
,,,,,,,,,,,,,,,,,,0.586748,,,,,,,,,,,,,,,35bebf4f-6642-451c-afaa-43255a77b5aa,7,,"[60.0, 37.4]",3829443,0,,,,,2.3561945,,Left Foot,,,"[56.5, 40.9]",,Ground Pass,,4.9497476,,,Lassana Diarra,3181.0,,,,,,,1,From Kick Off,Abdelaziz Barrada,23933.0,Left Center Midfield,2,Marseille,147,['6945613a-291f-4756-b9af-2850d0d869e6'],1,,,,,,,,,,,,,,,,,Marseille,147,00:00:01.583,Pass,
,,,,,,,,,,,,,,,,,,1.775176,,,,,,,,,,,,,,,ff4515ff-f93a-4d5c-a422-53c45b05523d,10,,"[55.3, 41.6]",3829443,0,,,,,2.2142975,,Right Foot,,,"[37.0, 66.0]",,Ground Pass,,30.5,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,,1,From Kick Off,Lassana Diarra,3181.0,Center Defensive Midfield,2,Marseille,147,['c6ba8c80-95f1-46b5-a58b-f6a71dd0f32b'],2,,,,,,,,,,,,,,,,,Marseille,147,00:00:02.812,Pass,
,,,,,,,,,,,,,,,,,,1.375731,,,,,,,,,,,,,,,d8cc9201-fd5e-4b96-b342-a5f94b57c964,13,,"[37.0, 66.0]",3829443,0,,,,,-1.9570366,,Right Foot,,,"[24.8, 36.0]",,Ground Pass,,32.3858,,,Karim Rekik,8572.0,,,,,,,1,From Kick Off,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,2,Marseille,147,['be40470a-7f66-4b26-bfae-f5a08cd1c800'],5,,,,,,,,,,,,,,,,,Marseille,147,00:00:05.693,Pass,
