50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,121f98c5-7f79-4a71-8a51-3551683786eb,1,,,3900498,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3218, 'name': 'Marcos Paulo Mesquita Lopes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 6979, 'name': 'Stephan El Shaarawy'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,487fefe3-3a7c-41e0-8745-160d2b151a8e,2,,,3900498,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4547, 'name': 'Ludovic Butelle'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3078, 'name': 'Abdoul Razzagui Camara'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8b5594fa-6255-4a01-b89a-606a3cefb252,3,,,3900498,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['ba47495d-4555-4b05-bcc7-6f21473cb58b'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ba47495d-4555-4b05-bcc7-6f21473cb58b,4,,,3900498,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['8b5594fa-6255-4a01-b89a-606a3cefb252'],0,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8aa77c00-4b34-48d5-a0b1-f659031a84b2,1846,,,3900498,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Angers,145,['9758beb9-cbf9-40c5-9090-5c62ab2ad6d8'],0,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9758beb9-cbf9-40c5-9090-5c62ab2ad6d8,1847,,,3900498,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Angers,145,['8aa77c00-4b34-48d5-a0b1-f659031a84b2'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.383255,,,,,,,,,,,,,78f70c19-ac15-4c3a-9ff1-6c3682c0aa8e,5,,"[61.0, 40.1]",3900498,0,,,,,-1.929567,,Right Foot,,,"[60.4, 38.5]",Ground Pass,,1.7088008,,,,Stephan El Shaarawy,6979.0,,,,Kick Off,1,From Kick Off,Lacina Traoré,3553.0,Center Forward,2,AS Monaco,129,['3d66ad92-8268-4220-8a93-acc164dba292'],0,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.656,Pass,
,,,,,,,,,,,,,,,,,,,0.915028,,,,,,,,,,,,,bf579e3e-e281-4443-a420-ec2a090d4adf,8,,"[59.3, 37.8]",3900498,0,,,,,2.3906636,,Left Foot,,,"[56.3, 40.6]",Ground Pass,,4.103657,,,,João Filipe Iria Santos Moutinho,3168.0,,,,,1,From Kick Off,Stephan El Shaarawy,6979.0,Left Wing,2,AS Monaco,129,['d74049ad-6877-421e-9dbb-d6f04d17de35'],1,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.079,Pass,
,,,,,,,,,,,,,,,,,,,0.946432,,,,,,,,,,,,,cd8c9bcc-3129-47b3-835c-8dabf7996e82,11,,"[52.9, 39.3]",3900498,0,,,,,3.0198948,,Right Foot,,,"[39.0, 41.0]",Ground Pass,,14.003571,,,,Jérémy Toulalan,3406.0,,,,,1,From Kick Off,João Filipe Iria Santos Moutinho,3168.0,Left Center Midfield,2,AS Monaco,129,['d6b35a46-79b0-404f-b674-f42c68d42cf7'],2,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:02.955,Pass,
,,,,,,,,,,,,,,,,,,,1.167664,,,,,,,,,,,,,b8c1c47e-e66d-4646-9b69-b8ae1705b89c,14,,"[36.8, 39.5]",3900498,0,,,,,-2.6539974,,Right Foot,,,"[23.6, 32.5]",Ground Pass,,14.941218,,,,Ricardo Alberto Silveira de Carvalho,10805.0,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Center Defensive Midfield,2,AS Monaco,129,['05f3733e-4a82-4391-b575-1b790acd2c0c'],5,,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.263,Pass,
