50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1345bc52-0432-47f2-be3a-dbb1c4e0992a,1,,,3901218,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4509, 'name': 'Jérôme Prior'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4428, 'name': 'Mathieu Debuchy'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 4542, 'name': 'Pablo Nascimento Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 401489, 'name': 'Jussiê Ferreira Vieira'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3408, 'name': 'Thomas Touré'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 13}, {'player': {'id': 5615, 'name': 'Isaac Kiese Thelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f347ee8-ccaf-4520-80d0-f6a1b16ec6c1,2,,,3901218,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 4906, 'name': 'Arnold Bouka Moutou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,54c6f541-92ee-440b-9398-dd7cf93a7957,3,,,3901218,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['894bce4d-3baa-417a-b283-9f38567fd23f'],0,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,894bce4d-3baa-417a-b283-9f38567fd23f,4,,,3901218,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['54c6f541-92ee-440b-9398-dd7cf93a7957'],0,,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05aff7aa-d9d6-4cd3-8c76-591bb4e0620f,1831,,,3901218,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Angers,145,['8d29f871-a154-4fc8-b740-da03e40b10b9'],0,,,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8d29f871-a154-4fc8-b740-da03e40b10b9,1832,,,3901218,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,88,Angers,145,['05aff7aa-d9d6-4cd3-8c76-591bb4e0620f'],0,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.519827,,,,,,,,,,,,,3fda0025-9f3e-46a9-8680-1c76f48d305a,5,,"[60.0, 40.0]",3901218,0,True,,,1.5152978,,Right Foot,,"[60.1, 41.8]",,Ground Pass,,1.8027756,,,,,Isaac Kiese Thelin,5615.0,,,,,Kick Off,1,From Kick Off,Jussiê Ferreira Vieira,401489.0,Center Attacking Midfield,2,Bordeaux,146,['60d224cf-b263-4380-b0cf-02bacf5b2a8f'],0,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.179,Pass,
,,,,,,,,,,,,,,,,,0.657696,,,,,,,,,,,,,97df850e-75b2-40b8-afdb-6bf14f2ee4c6,7,,"[59.8, 42.0]",3901218,0,,,,-2.8582847,,Right Foot,,"[51.9, 39.7]",,Ground Pass,,8.228001,,,,,Jaroslav Plašil,3150.0,,,,,,1,From Kick Off,Isaac Kiese Thelin,5615.0,Center Forward,2,Bordeaux,146,['05da8e59-0784-4ffc-8062-7a4a9bba4a09'],0,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.699,Pass,
,,,,,,,,,,,,,,,,,1.916314,,,,,,,,,,,,,08683104-61bf-4266-9e4f-51e85a3b4132,10,,"[51.6, 41.8]",3901218,0,,,,2.300696,,Right Foot,,"[36.3, 58.9]",,Ground Pass,,22.945587,,,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Jaroslav Plašil,3150.0,Left Defensive Midfield,2,Bordeaux,146,['593d8b73-03bf-4c56-ab63-77b650177a48'],2,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.401,Pass,
,,,,,,,,,,,,,,,,,2.032633,,,,,,,,,,,,,cc2b0fec-9687-407f-b154-3e3f2b286b3f,13,,"[29.1, 50.2]",3901218,0,,,,-1.7168086,,Right Foot,,"[25.6, 26.4]",,Ground Pass,,24.055977,,,,,Pablo Nascimento Castro,4542.0,,,,,,1,From Kick Off,Frédéric Guilbert,2946.0,Right Center Back,2,Bordeaux,146,['60179c41-a8e0-4104-988d-6897f085ade3'],7,,,,,,,,,,,,,,,,,,,,Bordeaux,146,00:00:07.258,Pass,
