50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e691b12b-93b5-44ce-8a1e-431b2671ffef,1,,,,3900633,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 23}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2929d367-d7fc-4b54-9b1c-dde5ad9fbdaf,2,,,,3900633,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 36553, 'name': 'Matthieu Dreyer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 31}, {'player': {'id': 31625, 'name': 'Johan Martial'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 2969, 'name': 'Karim Azamoum'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 18}, {'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Troyes,133,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,a75d9359-8907-4da3-9228-c13bd07e9670,3,,,,3900633,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['d107820d-1272-4d82-babe-b53173447d5a'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d107820d-1272-4d82-babe-b53173447d5a,4,,,,3900633,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['a75d9359-8907-4da3-9228-c13bd07e9670'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,18fe4590-9dd8-4da6-a3ad-30439168cd37,1646,,,,3900633,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Troyes,133,['5095a619-a25e-4ec2-a13f-e053e06c6c3d'],0,,,,,,,,,,,,,,,,,Troyes,133,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5095a619-a25e-4ec2-a13f-e053e06c6c3d,1647,,,,3900633,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,112,Troyes,133,['18fe4590-9dd8-4da6-a3ad-30439168cd37'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.793731,,,,,,,,,,,,,,,e70fe5bc-b22c-4152-872c-e69eefebb19d,5,,,"[61.0, 40.1]",3900633,0,,,,,1.4513674,,Right Foot,,,"[61.6, 45.1]",,Ground Pass,,5.0358715,,,,,Khalid Boutaïb,5726.0,,,,,Kick Off,1,From Kick Off,Jacques Zoua Daogari,401505.0,Left Center Forward,2,Gazélec Ajaccio,160,['1676fc21-a4eb-43bb-a44a-37c22c4bceeb'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.027,Pass,
,,,,,,,,,,,,,,,,2.5071,,,,,,,,,,,,,,,789a47c5-25f5-4262-8e25-6cef3aea5791,8,,,"[62.1, 45.1]",3900633,0,,,,,-2.7844205,,Right Foot,,,"[27.8, 32.3]",,Ground Pass,,36.61052,,,,,Jérémie Bréchet,7603.0,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Forward,2,Gazélec Ajaccio,160,['34c76c2a-3a15-4ee3-99b7-33df5ddf2f0d'],1,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.860,Pass,
,,,,,,,,,,,,,,,,2.925819,,,,,,,,,,,,,,,bdb59f1c-7735-4623-9fad-003fee02f9ea,11,,,"[32.1, 28.8]",3900633,0,,,,,0.14507742,,Left Foot,,,"[93.7, 37.8]",,High Pass,,62.253994,,,Incomplete,,Khalid Boutaïb,5726.0,,,,,,1,From Kick Off,Jérémie Bréchet,7603.0,Left Center Back,2,Gazélec Ajaccio,160,"['0ac2915a-583b-4ed6-86f7-8d0481ab0166', 'e46ae837-9c49-45a6-845e-8101c897c935']",6,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:06.211,Pass,
,,,,,,,,,,,,,,,,1.58464,,,,,,,,,,,,,,,df04ae7a-02df-4a4b-9d6c-d64864a29785,21,,,"[120.0, 80.0]",3900633,0,,,,,-1.6794097,33daaa8d-7c0e-465e-8415-8bb49456d337,Left Foot,,,"[115.9, 42.4]",True,High Pass,True,37.822876,,,,,Jacques Zoua Daogari,401505.0,,,Inswinging,,Corner,1,From Corner,Damjan Đoković,31911.0,Left Center Midfield,3,Gazélec Ajaccio,160,['145f21f2-67b1-4927-9bce-491eaac66420'],40,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:40.533,Pass,
