50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e3a4f8a8-88ec-4087-a86b-dcb69702168b,1,,,3900506,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 401454, 'name': 'Kossi Agassa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 27}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 46801, 'name': 'Jaba Kankava'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 7363, 'name': 'Diego Rigonato Rodrigues'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d2bfdcba-1bc6-41d8-b360-de90f9042b52,2,,,3900506,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 310534, 'name': 'Louis Poggi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10616, 'name': 'Mohamed Larbi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,11db8225-6bed-487e-acba-5f5b8353af0f,3,,,3900506,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['dd5c74af-4a6e-4b82-b2cf-be93feca4581'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,dd5c74af-4a6e-4b82-b2cf-be93feca4581,4,,,3900506,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['11db8225-6bed-487e-acba-5f5b8353af0f'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ea843dbf-fcd0-4a9e-9730-a1fe48928f33,1800,,,3900506,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,Stade de Reims,156,['d4208e05-6fb5-4ea6-a83a-9754b625272d'],0,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d4208e05-6fb5-4ea6-a83a-9754b625272d,1801,,,3900506,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,101,Stade de Reims,156,['ea843dbf-fcd0-4a9e-9730-a1fe48928f33'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.255075,,,,,,,,,,,,,,,43877e61-ebef-42c9-be83-cb305734aa49,5,,"[60.0, 40.0]",3900506,0,,True,,,1.359703,,Left Foot,,,"[60.3, 41.4]",,Ground Pass,,1.4317821,,,,Gaëtan Charbonnier,7635.0,,,,,Kick Off,1,From Kick Off,Nicolas de Roussel de Préville,4383.0,Center Forward,2,Stade de Reims,156,['a7329296-ba46-4876-bf18-6ec121dc642d'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.051,Pass,
,,,,,,,,,,,,,,,,,1.07286,,,,,,,,,,,,,,,12f3f254-774b-43a6-894e-f07617fd6fea,7,,"[59.2, 41.9]",3900506,0,,,,,-3.069774,,Right Foot,,,"[45.3, 40.9]",,Ground Pass,,13.935925,,,,Jaba Kankava,46801.0,,,,,,1,From Kick Off,Gaëtan Charbonnier,7635.0,Center Attacking Midfield,2,Stade de Reims,156,['826e4a22-e6a3-4219-b7a5-e63fd56a566f'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.542,Pass,
,,,,,,,,,,,,,,,,,0.89158,,,,,,,,,,,,,,,1f6ad2dc-d4eb-4595-9dfa-cf96bb5f11d4,11,,"[47.8, 39.5]",3900506,0,,,,,2.4087775,,Left Foot,,,"[40.8, 45.8]",,Ground Pass,,9.417537,,,,Aïssa Mandi,6648.0,,,,,,1,From Kick Off,Jaba Kankava,46801.0,Right Defensive Midfield,2,Stade de Reims,156,['64bf0b50-b666-426f-9319-53a0a76d0ddb'],4,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:04.639,Pass,
,,,,,,,,,,,,,,,,,1.696648,,,,,,,,,,,,,,,33290a64-4006-4b4e-a591-4464319e7d7c,14,,"[40.8, 45.8]",3900506,0,,,,,-1.6140764,,Right Foot,,,"[39.7, 20.4]",,Ground Pass,,25.423807,,,,Anthony Weber,7435.0,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Right Center Back,2,Stade de Reims,156,['4afe659a-1490-4803-ad94-3dd5f8f75eed'],6,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:06.404,Pass,
