50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.983056,,,,,,,,,,,,,,d4e9ded8-3776-4bb1-8c5e-499b3d0b4d4b,14,,,"[21.8, 24.1]",3829464,0,,,,,-0.39852244,,Right Foot,,,"[35.1, 18.5]",,Low Pass,,14.43087,,,Jean Michaël Seri,3359.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,4,OGC Nice,136,"['25e29104-dafa-418c-8958-9c219909b840', 'df0d4050-7f74-439a-a417-d475c9e9499c']",18,,,,,,,,,,,,,,,,OGC Nice,136,00:00:18.680,Pass,
,,,,,,,,,,,,,,,,,,1.792188,,,,,,,,,,,,,,6104d9d4-4a3e-4873-bd4e-440383126c64,17,,,"[36.2, 17.2]",3829464,0,,,,,1.3860583,,Right Foot,,,"[39.9, 37.0]",,Ground Pass,,20.14274,Incomplete,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,"['43666ddb-7bfa-48fa-856d-d18f15f30a6a', '769ddfe6-f5e9-4c9b-a743-a4bcfa0c041e']",19,,,,,,,,,,,,,,,,OGC Nice,136,00:00:19.740,Pass,
,,,,,,,,,,,,,,,,,,1.310926,,,,,,,,,,,,,,43666ddb-7bfa-48fa-856d-d18f15f30a6a,20,,,"[80.2, 43.1]",3829464,0,,,,,0.15629064,,Right Foot,,,"[96.7, 45.7]",,High Pass,,16.703592,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,Recovery,1,Regular Play,Gaël Danic,7349.0,Right Wing,4,OGC Nice,136,"['6104d9d4-4a3e-4873-bd4e-440383126c64', '85eb05f4-5ef3-41e3-89df-ffc54170ddb1', 'a59c8556-8632-429c-ab5e-51283788d74b']",21,,,,,,,,,,,,,,,,Bastia,2736,00:00:21.532,Pass,
,,,,,,,,,,,,,,,,,,0.655481,,,,,,,,,,,,,,1ebfe29e-c317-45c3-ae71-b483e013fa8b,23,,,"[44.1, 32.5]",3829464,0,,,,,-2.4037776,,Left Foot,,,"[37.5, 26.5]",,Ground Pass,,8.9196415,,,Jean Michaël Seri,3359.0,,,,,Recovery,1,Regular Play,Hatem Ben Arfa,16462.0,Center Forward,4,OGC Nice,136,['4c8b3cf6-717f-495d-8edf-8490feaf8f92'],24,,,,,,,,,,,,,,,,OGC Nice,136,00:00:24.023,Pass,
,,,,,,,,,,,,,,,,,,0.997568,,,,,,,,,,,,,,74756374-1ca2-4ba5-886f-a289b391f794,27,,,"[37.5, 26.9]",3829464,0,,,,,2.3053908,,Right Foot,,,"[31.9, 33.1]",,Ground Pass,,8.354639,,,Nampalys Mendy,4506.0,,,,,,1,Regular Play,Jean Michaël Seri,3359.0,Left Center Midfield,4,OGC Nice,136,"['0c4b4b84-cfd8-45a1-99d7-0554e58d59d3', 'bf9af569-e74e-45b5-9056-9dbd89e98292']",26,,,,,,,,,,,,,,,,OGC Nice,136,00:00:26.120,Pass,True
,,,,,,,,,,,,,,,,,,1.826803,,,,,,,,,,,,,,b4862951-9c1c-4a19-87c4-3d0c446e952a,31,,,"[25.0, 33.1]",3829464,0,,,,,2.5952823,,Right Foot,,,"[5.1, 45.2]",,Ground Pass,,23.289911,,,Mouez Hassen,5653.0,,,,,,1,Regular Play,Nampalys Mendy,4506.0,Center Defensive Midfield,4,OGC Nice,136,"['8aae94e6-e4ac-4ffd-9732-67514acdca78', 'dfead2ce-da3e-4883-83d3-5821797ee8bb']",28,,,,,,,,,,,,,,,,OGC Nice,136,00:00:28.388,Pass,True
,,,,,,,,,,,,,,,,,,3.9209,,,,,,,,,,,,,,8dcba5b0-a150-47b4-a338-b3a70e7f7457,35,,,"[4.5, 51.6]",3829464,0,,,,,0.3520443,,Right Foot,,,"[63.3, 73.2]",,High Pass,,62.641838,Incomplete,,Alassane Pléa,3230.0,,,,,,1,Regular Play,Mouez Hassen,5653.0,Goalkeeper,4,OGC Nice,136,"['3184dc95-c2f1-484a-9ef7-df7090e75a44', '570026a8-5ba5-434c-bf40-adb26106581e', 'ebe923ef-3b07-473c-aba9-2e2cae9f881f']",32,,,,,,,,,,,,,,,,OGC Nice,136,00:00:32.132,Pass,True
,,,,,,,,,,,,,,,,,,0.718885,,,,,,,,,,,,,,88d941ea-ea92-4b8c-af09-d04fd8838bbe,39,,,"[54.3, 7.6]",3829464,0,,,,,0.78972715,,Right Foot,,,"[65.8, 19.2]",,Ground Pass,,16.33432,,,Seko Fofana,7791.0,,,,,Free Kick,1,From Free Kick,François Modesto,401194.0,Left Center Back,5,Bastia,2736,['d07f7f95-def1-4d12-8eb9-009768103623'],55,,,,,,,,,,,,,,,,Bastia,2736,00:00:55.095,Pass,
,,,,,,,,,,,,,,,,,,2.201026,,,,,,,,,,,,,,84494680-14af-413c-8673-c957d39fb642,42,,,"[65.9, 19.2]",3829464,0,,,,,2.747831,,Right Foot,,,"[45.2, 27.8]",,Ground Pass,,22.415396,,,Sébastien Squillaci,26481.0,,,,,,1,From Free Kick,Seko Fofana,7791.0,Left Defensive Midfield,5,Bastia,2736,['ca26f214-83a5-4210-be0a-7d07c9a00f9f'],56,,,,,,,,,,,,,,,,Bastia,2736,00:00:56.732,Pass,
,,,,,,,,,,,,,,,,,,1.124964,,,,,,,,,,,,,,c6ef0ff4-ae06-4f9b-ab64-448d05d1dd88,45,,,"[44.2, 32.0]",3829464,1,,,,,0.79861325,,Right Foot,,,"[55.4, 43.5]",,Ground Pass,,16.052725,,,Yannick Cahuzac,4350.0,,,,,,1,From Free Kick,Sébastien Squillaci,26481.0,Right Center Back,5,Bastia,2736,['6cc1f07b-35b0-453b-9783-51fca98d691a'],1,,,,,,,,,,,,,,,,Bastia,2736,00:01:01.046,Pass,
,,,,,,,,,,,,,,,,,,1.757748,,,,,,,,,,,,,,c53f6330-0e79-4806-8872-19c538e8cf09,48,,,"[55.7, 44.5]",3829464,1,,,,,3.0331488,,Right Foot,,,"[30.9, 47.2]",,Ground Pass,,24.946543,,,Sébastien Squillaci,26481.0,,,,,,1,From Free Kick,Yannick Cahuzac,4350.0,Right Defensive Midfield,5,Bastia,2736,['bd5eee54-da32-4522-b194-6caae6c6f745'],2,,,,,,,,,,,,,,,,Bastia,2736,00:01:02.211,Pass,
,,,,,,,,,,,,,,,,,,1.572733,,,,,,,,,,,,,,e1df615b-4e37-423c-93a2-6896f4dc65f3,51,,,"[33.1, 46.2]",3829464,1,,,,,-1.4870034,,Right Foot,,,"[36.3, 8.1]",,Ground Pass,,38.234146,,,François Modesto,401194.0,,,,,,1,From Free Kick,Sébastien Squillaci,26481.0,Right Center Back,5,Bastia,2736,['c52973eb-4af5-4530-8bd4-466f637cb869'],5,,,,,,,,,,,,,,,,Bastia,2736,00:01:05.105,Pass,
,,,,,,,,,,,,,,,,,,4.162785,,,,,,,,,,,,,,0e233b5f-b840-4867-b9c9-ac4d6b877448,54,,,"[40.1, 12.4]",3829464,1,,,,,0.10360326,,Right Foot,,,"[105.5, 19.2]",,High Pass,,65.75256,,,Gaël Danic,7349.0,,,,,,1,From Free Kick,François Modesto,401194.0,Left Center Back,5,Bastia,2736,['b4744891-1cec-4473-a0f8-0aa928a3bea4'],9,,,,,,,,,,,,,,,,Bastia,2736,00:01:09.421,Pass,
,,,,,,,,,,,,,,,,,,0.765221,,,,,,,,,,,,,,cc1cd0b2-900e-4129-9dd1-5d75442dbe7a,58,,,"[109.1, 3.9]",3829464,1,,,,,2.9053473,,Left Foot,,,"[98.3, 6.5]",,Ground Pass,,11.108555,Incomplete,,Julian Palmieri,4508.0,,,,,,1,From Free Kick,Gaël Danic,7349.0,Right Wing,5,Bastia,2736,"['1aa02ec0-4a65-4501-b36f-f95550a18209', 'f8dd7f4b-bcb0-456a-87d3-178eea091b48']",16,,,,,,,,,,,,,,,,Bastia,2736,00:01:16.713,Pass,
,,,,,,,,,,,,,,,,,,0.862617,,,,,,,,,,,,,,b65a8bdb-1f00-4f87-8af0-cb1aa643536a,63,,,"[21.8, 74.3]",3829464,1,,,,,-2.3506079,,Right Foot,,,"[12.9, 65.3]",,Ground Pass,,12.657409,,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,6,OGC Nice,136,"['20c9ff98-ad0a-400a-bb01-5f16bf29245f', 'f7cc2dd6-3db5-4c0c-8819-28cdd2098824']",18,,,,,,,,,,,,,,,,OGC Nice,136,00:01:18.265,Pass,True
,,,,,,,,,,,,,,,,,,0.883022,,,,,,,,,,,,,,415ac3e4-25c6-42c0-be16-0286520589e6,66,,,"[12.9, 65.3]",3829464,1,,,,,0.70808774,,Right Foot,,,"[28.2, 78.4]",,Ground Pass,,20.141996,,,Vincent Koziello,4264.0,,,,,,1,Regular Play,Jérémy Pied,4270.0,Right Back,6,OGC Nice,136,['950297e4-beb6-45ff-8d93-f5b951510a78'],19,,,,,,,,,,,,,,,,OGC Nice,136,00:01:19.769,Pass,
,,,,,,,,,,,,,,,,,,0.214793,,,,,,,,,,,,,,61b7cee6-d45d-431e-9d2c-82b541a6b01d,70,,,"[25.8, 77.6]",3829464,1,,,,,-1.94013,,Right Foot,,,"[23.4, 71.4]",,Ground Pass,,6.6483083,Incomplete,,Jérémy Pied,4270.0,,,,,,1,Regular Play,Vincent Koziello,4264.0,Right Center Midfield,6,OGC Nice,136,"['6b0cb94b-f89a-4092-b41a-7cad0f25abc7', 'b13f669c-6813-440a-bbbf-62814e414fc0', 'c3369850-6f05-4a0a-99ed-6ec5e64e1268']",21,,,,,,,,,,,,,,,,OGC Nice,136,00:01:21.706,Pass,True
,,,,,,,,,,,,,,,,,,0.428687,,,,,,,,,,,,,,dca0bcf6-adf1-4a65-ae0c-30f8b5a9a2ca,73,,,"[15.7, 71.1]",3829464,1,,,,,0.46003753,,Right Foot,,,"[26.8, 76.6]",,Ground Pass,,12.3878975,Incomplete,,Vincent Koziello,4264.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,6,OGC Nice,136,"['6114071b-144b-4e96-a8a3-ff9da1138457', 'df84ed08-a8f3-4a08-ad52-d80653b169c1']",23,,,,,,,,,,,,,,,,OGC Nice,136,00:01:23.098,Pass,
,,,,,,,,,,,,,,,,,,0.909715,,,,,,,,,,,,,,39526ca4-1715-4508-b65e-b6e5e38bc3fd,80,,,"[92.0, 5.9]",3829464,2,,,,,1.0225786,,Right Foot,True,,"[106.9, 30.3]",,High Pass,,28.589684,Incomplete,,Evaeverson Lemos da Silva Brandão,401541.0,,,,,Free Kick,1,From Free Kick,Floyd Ayité,15689.0,Left Wing,8,Bastia,2736,"['0372574f-8e2f-4f3e-bb4a-68f048f13e49', 'c27b9fed-d128-4228-a4ee-171ea5f37228']",18,,,,,,,,,,,,,,,,Bastia,2736,00:02:18.582,Pass,
,,,,,,,,,,,,,,,,,,3.957485,,,,,,,,,,,,,,6a9e331a-f47a-4552-b7f3-7414aaf65ad4,86,,,"[7.0, 36.1]",3829464,2,,,,,-0.08007532,,Right Foot,,,"[88.0, 29.6]",,High Pass,,81.26038,Incomplete,,Hatem Ben Arfa,16462.0,,,,,Goal Kick,1,From Goal Kick,Mouez Hassen,5653.0,Goalkeeper,9,OGC Nice,136,"['015cb4a8-e6c5-4c9a-b176-4db4be4af795', '98e6c2e6-c9b1-477d-8295-3b1fd7a3df25']",43,,,,,,,,,,,,,,,,OGC Nice,136,00:02:43.038,Pass,
,,,,,,,,,,,,,,,,,,3.015005,,,,,,,,,,,,,,015cb4a8-e6c5-4c9a-b176-4db4be4af795,88,,,"[32.1, 50.5]",3829464,2,,,,,-0.5356234,,Head,,,"[56.7, 35.9]",,High Pass,,28.606293,,,Floyd Ayité,15689.0,,,,,Recovery,1,From Goal Kick,Yannick Cahuzac,4350.0,Right Defensive Midfield,9,OGC Nice,136,"['6a9e331a-f47a-4552-b7f3-7414aaf65ad4', 'b20d80d7-0b7e-4a78-b33b-84962cfb26ef']",46,,,,,,,,,,,,,,,,Bastia,2736,00:02:46.995,Pass,
,,,,,,,,,,,,,,,,,,1.232012,,,,,,,,,,,,,,3d174170-5629-4bbc-afd0-12a9c130700e,91,,,"[54.7, 37.9]",3829464,2,,,,True,-2.9865959,,,,,"[48.3, 36.9]",,High Pass,,6.477654,Incomplete,,Seko Fofana,7791.0,,,,,,1,From Goal Kick,Floyd Ayité,15689.0,Left Wing,9,OGC Nice,136,"['4f1deaf2-4cc5-49bf-9551-7c2ba8d4ed0b', '5a5ce9e1-8d74-4e65-89d3-74ea7f953ab5', 'a9ba3650-c0f9-417a-b234-8c4dc228e2b2']",50,,,,,,,,,,,,,,,,Bastia,2736,00:02:50.077,Pass,True
,,,,,,,,,,,,,,,,,,1.391363,,,,,,,,,,,,,,4f1deaf2-4cc5-49bf-9551-7c2ba8d4ed0b,94,,,"[71.8, 43.2]",3829464,2,,,,,0.60274357,,Head,,,"[81.1, 49.6]",,High Pass,,11.289375,,,Valère Germain,3210.0,,,,,Recovery,1,From Goal Kick,Vincent Koziello,4264.0,Right Center Midfield,9,OGC Nice,136,"['170b79c1-f58b-4ad3-aa9f-7377d32528ca', '3d174170-5629-4bbc-afd0-12a9c130700e']",51,,,,,,,,,,,,,,,,OGC Nice,136,00:02:51.309,Pass,
,,,,,,,,,,,,,,,,,,3.758564,,,,,,,,,,,,,,1085e6f8-5785-450a-a2b4-89fd3e5cb4f8,101,,,"[36.9, 23.6]",3829464,2,,,,,-0.40182588,,Left Foot,,,"[84.2, 3.5]",,High Pass,,51.393578,Incomplete,,Floyd Ayité,15689.0,,,,,,1,Regular Play,Julian Palmieri,4508.0,Left Back,10,Bastia,2736,"['644f990a-9888-46a2-b4a1-846594f2e896', '95fbfb90-3026-4058-90fd-81d68745f44d', 'bcbf97eb-0b63-4232-b376-92a7f4ef58f4']",54,,,,,,,,,,,,,,,,Bastia,2736,00:02:54.554,Pass,True
,,,,,,,,,,,,,,,,,,2.672945,,,,,,,,,,,,,,95fbfb90-3026-4058-90fd-81d68745f44d,104,,,"[35.9, 76.6]",3829464,2,,,,,0.17005862,,Head,,,"[55.7, 80.0]",,High Pass,,20.089798,Out,,Vincent Koziello,4264.0,,,,,Recovery,1,Regular Play,Paul Baysse,4443.0,Right Center Back,10,Bastia,2736,"['1085e6f8-5785-450a-a2b4-89fd3e5cb4f8', '25f3a240-1e7c-43c1-b3a5-34e633d536ea', '3cd64bff-d9aa-4ba0-934d-dcb75b979175']",58,,,,,,,,,,,,,,,,OGC Nice,136,00:02:58.313,Pass,True
,,,,,,,,,,,,,,,,,,1.001983,,,,,,,,,,,,,,65c9124c-99a1-445c-885a-0d4dc005cf29,106,,,"[65.5, 0.1]",3829464,3,,True,,,0.16675381,,,,,"[85.7, 3.5]",,Low Pass,,20.48414,,,Floyd Ayité,15689.0,,,,,Throw-in,1,From Throw In,Julian Palmieri,4508.0,Left Back,11,Bastia,2736,['e8d05281-470b-4eb6-9aea-d11b0f88c309'],6,,,,,,,,,,,,,,,,Bastia,2736,00:03:06.736,Pass,
,,,,,,,,,,,,,,,,,,0.822236,,,,,,,,,,,,,,01523275-52bd-4aac-9fd4-9490884eb162,110,,,"[85.0, 4.1]",3829464,3,,,,,2.7716866,,Other,,,"[75.2, 7.9]",,Low Pass,,10.510946,,,Abdoulaye Sadio Diallo,31711.0,,,,,,1,From Throw In,Floyd Ayité,15689.0,Left Wing,11,Bastia,2736,['4254155e-c963-44e0-ae2b-bb3ecf69a0d6'],7,,,,,,,,,,,,,,,,Bastia,2736,00:03:07.768,Pass,
,,,,,,,,,,,,,,,,,,1.154524,,,,,,,,,,,,,,3c5f6e55-4066-4b12-aa11-2bbd1c07e541,114,,,"[77.4, 11.4]",3829464,3,,,,,-1.8004388,,Right Foot,,,"[75.6, 3.7]",,Ground Pass,,7.9075913,,,Julian Palmieri,4508.0,,,,,,1,From Throw In,Abdoulaye Sadio Diallo,31711.0,Center Attacking Midfield,11,Bastia,2736,['2ee0488b-80ff-4044-9287-476722211b3d'],8,,,,,,,,,,,,,,,,Bastia,2736,00:03:08.634,Pass,
,,,,,,,,,,,,,,,,,,1.008585,,,,,,,,,,,,,,20513779-b19f-4cb8-9bf2-925d158c67bf,118,,,"[80.4, 8.1]",3829464,3,,,,,2.927532,,Left Foot,,,"[73.5, 9.6]",,Ground Pass,,7.0611615,Incomplete,,Seko Fofana,7791.0,,,,,,1,From Throw In,Julian Palmieri,4508.0,Left Back,11,Bastia,2736,"['25b4eead-7c27-4628-9ff5-c793b2719cf2', '65dc1b93-4e6d-4255-a461-8e5ff2aab9d2']",12,,,,,,,,,,,,,,,,Bastia,2736,00:03:12.809,Pass,
,,,,,,,,,,,,,,,,,,0.871004,,,,,,,,,,,,,,0db1ade8-bf16-419f-8ab5-3e0d3ccbec76,123,,,"[46.7, 74.6]",3829464,3,,,,,-0.39194754,,Right Foot,,,"[54.2, 71.5]",,Ground Pass,,8.1154175,,,Valère Germain,3210.0,,,,,,1,Regular Play,Hatem Ben Arfa,16462.0,Center Forward,12,OGC Nice,136,"['2bb0a441-2d19-4987-b6d1-2bf6f3591774', 'e45861fa-8e36-4060-927d-60b7680ee4f1']",14,,,,,,,,,,,,,,,,OGC Nice,136,00:03:14.519,Pass,True
,,,,,,,,,,,,,,,,,,0.955679,,,,,,,,,,,,,,c425564c-acef-4664-8887-9214ae9e0b8e,126,,,"[52.8, 70.0]",3829464,3,,,,,-2.0711505,,Right Foot,,,"[45.2, 56.1]",,Ground Pass,,15.842032,,,Jean Michaël Seri,3359.0,,,,,,1,Regular Play,Valère Germain,3210.0,Left Wing,12,OGC Nice,136,['c93cbb7c-ff2c-4e24-afe2-e25e03ea861c'],15,,,,,,,,,,,,,,,,OGC Nice,136,00:03:15.567,Pass,
