50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b173b369-6016-4f4f-a6c3-5612a43d580a,1,,,3901171,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3361, 'name': 'Clément Grenier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3162, 'name': 'Gnaly Maxwell Cornet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ba359fb7-0e19-45ce-a1e2-ab2531664222,2,,,3901171,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 20027, 'name': 'Mevlüt Erdinç'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ed272700-c12d-42de-8651-c1edfd72916d,3,,,3901171,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['e2799acb-2c4e-4533-9167-6d1c4081f314'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e2799acb-2c4e-4533-9167-6d1c4081f314,4,,,3901171,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lyon,137,['ed272700-c12d-42de-8651-c1edfd72916d'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9c29a3e2-aee6-4725-8d80-6152408e5be3,1679,,,3901171,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Lyon,137,['7c639f20-c0af-4123-a439-b9c391f90ec7'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7c639f20-c0af-4123-a439-b9c391f90ec7,1680,,,3901171,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Lyon,137,['9c29a3e2-aee6-4725-8d80-6152408e5be3'],0,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.462999,,,,,,,,,,,,,,d9b90f97-3a20-49a8-8ee0-0e4b1d02b42f,5,,"[61.0, 40.1]",3901171,0,,,,1.815775,,Left Foot,,,,"[60.4, 42.5]",,Ground Pass,,2.4738634,,,,Mevlüt Erdinç,20027.0,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Left Center Forward,2,Guingamp,142,['47696af2-7be4-45cf-8d6e-4c6d5dd1e77b'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.369,Pass,
,,,,,,,,,,,,,,,,,,,0.34475,,,,,,,,,,,,,,0e7b8ad4-34d7-4352-9686-c7620104797e,7,,"[60.8, 42.7]",3901171,0,,,,-3.070285,,Right Foot,,,,"[52.4, 42.1]",,Ground Pass,,8.421401,,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Mevlüt Erdinç,20027.0,Right Center Forward,2,Guingamp,142,['24486ea6-eb36-459e-aa9d-722de4169cd3'],0,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.832,Pass,
,,,,,,,,,,,,,,,,,,,2.182866,,,,,,,,,,,,,,e8e42fac-de5f-41a7-8492-0d758fbab01b,11,,"[53.3, 41.9]",3901171,0,,,,0.69473827,,Left Foot,,,True,"[77.9, 62.4]",,Low Pass,,32.022022,,,,Yannis Salibur,3122.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,['5be1d7b0-c1da-4c22-8f94-833518c1a242'],2,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.448,Pass,
,,,,,,,,,,,,,,,,,,,1.368149,,,,,,,,,,,,,,f7ba50d8-a96a-4abc-b87e-703bfd35c6b2,22,,"[34.3, 40.4]",3901171,0,,,,2.300253,,Right Foot,,,,"[22.5, 53.6]",,Ground Pass,,17.705366,,,,Rafael Pereira da Silva,3156.0,,,,,Recovery,1,Regular Play,Clément Grenier,3361.0,Right Center Midfield,3,Lyon,137,['85eab824-3708-40cf-bf79-cf78291e24bc'],9,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:09.506,Pass,
,,,,,,,,,,,,,,,,,,,1.367769,,,,,,,,,,,,,,a392495e-0171-4857-8c5a-4332463bdc37,25,,"[43.3, 67.3]",3901171,0,,,,-2.5633254,,Right Foot,,,,"[26.6, 56.4]",,Ground Pass,,19.942417,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Rafael Pereira da Silva,3156.0,Right Back,3,Lyon,137,['b56a0dda-fe32-4f38-95db-57b98dc2d769'],16,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:16.521,Pass,
,,,,,,,,,,,,,,,,,,,1.718633,,,,,,,,,,,,,,e0c817e6-924f-4709-841f-0ea4528f3c62,28,,"[29.2, 51.9]",3901171,0,,,,-1.5972053,,Right Foot,,,,"[28.5, 25.4]",,Ground Pass,,26.509243,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,['ceaef956-29e6-4a99-9f14-f1c8715e9aae'],19,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:19.249,Pass,
,,,,,,,,,,,,,,,,,,,1.846401,,,,,,,,,,,,,,b2c5edc3-8e9e-478a-b9b2-33b75da2f22d,31,,"[28.5, 25.4]",3901171,0,,,,1.3289297,,Left Foot,,,,"[34.1, 48.1]",,Ground Pass,,23.380547,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Lyon,137,['baf48945-6c00-44c1-af3b-598eaccee150'],22,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:22.358,Pass,
,,,,,,,,,,,,,,,,,,,1.083498,,,,,,,,,,,,,,bb3ca57e-52b4-4ca0-8aae-7594676276bb,34,,"[43.9, 53.4]",3901171,0,,,,0.6924986,,Right Foot,,,,"[52.7, 60.7]",,Ground Pass,,11.4337225,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,['79704546-0d92-4d3f-9359-d038566da550'],25,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:25.872,Pass,
,,,,,,,,,,,,,,,,,,,1.51351,,,,,,,,,,,,,,eaaa819f-0cb3-4b62-bc97-51c0d2d5af91,37,,"[56.3, 60.5]",3901171,0,,,,-0.6533047,,Right Foot,,,,"[64.4, 54.3]",,Ground Pass,,10.20049,,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['281b6778-5f1a-49b3-8cf7-1534ed0badad'],27,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:27.897,Pass,
,,,,,,,,,,,,,,,,,,,0.588727,,,,,,,,,,,,,,c19844f2-5214-480f-ada1-574e6216118a,39,,"[64.4, 54.3]",3901171,0,,,,1.6539376,,Right Foot,,,,"[63.6, 63.9]",,Ground Pass,,9.633276,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,3,Lyon,137,['eac7ab1f-e640-4840-976f-c45eaf0a0bbe'],29,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:29.411,Pass,
,,,,,,,,,,,,,,,,,,,0.600733,,,,,,,,,,,,,,4fc8266c-ec53-4649-b1a1-bea88df5e723,42,,"[63.6, 63.9]",3901171,0,,,,-0.20679125,,Right Foot,,,,"[77.9, 60.9]",,Ground Pass,,14.611297,,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['f10c452b-29e3-408e-9494-b5e7782fdd01'],30,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:30.847,Pass,
,,,,,,,,,,,,,,,,,,,0.847219,,,,,,,,,,,,,,a52ab1f8-17fa-4338-ad1f-2695c3fc5008,45,,"[77.7, 61.1]",3901171,0,,,,-1.784165,,Left Foot,,,,"[76.4, 55.1]",,Ground Pass,,6.1392183,,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Rachid Ghezzal,3372.0,Right Wing,3,Lyon,137,"['7346b644-7471-4d61-b4d4-fd84983b12cf', '77f0f267-3250-47fb-9711-4c845f2f5149']",31,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:31.448,Pass,True
,,,,,,,,,,,,,,,,,,,0.732593,,,,,,,,,,,,,,5de960db-ef06-49b7-a406-3334419b7fe6,48,,"[76.6, 56.0]",3901171,0,,,,2.9042184,,Right Foot,,,,"[64.2, 59.0]",,Ground Pass,,12.757743,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,3,Lyon,137,['daeb49fd-ccaf-4e98-8502-bb57527f05cf'],33,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:33.234,Pass,
,,,,,,,,,,,,,,,,,,,2.501207,,,,,,,,,,,,,,17a11ba4-4091-42b8-8785-ccfa6719507c,51,,"[64.2, 59.0]",3901171,0,,,,-1.5401455,,Right Foot,,,,"[65.5, 16.6]",,High Pass,,42.419926,,,,Jérémy Morel,2983.0,,True,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['ed37e437-3307-42a3-9ed0-37d906da9a26'],35,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:35.250,Pass,
,,,,,,,,,,,,,,,,,,,1.23539,,,,,,,,,,,,,,3f3a21e4-5da5-4aca-84ba-d1d71dc79a00,53,,"[65.5, 16.6]",3901171,0,,,,0.30876428,,Head,,,,"[77.1, 20.3]",,Low Pass,,12.175796,,,,Clément Grenier,3361.0,,,,,,1,Regular Play,Jérémy Morel,2983.0,Left Back,3,Lyon,137,['610d7913-c9bb-4545-9b95-cfd2f131acb1'],37,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:37.751,Pass,
,,,,,,,,,,,,,,,,,,,1.363783,,,,,,,,,,,,,,68da7272-c935-4a34-a54b-b4de7ca2e761,55,,"[77.1, 20.3]",3901171,0,,,,-1.2072694,,Right Foot,,,,"[84.1, 1.9]",,Ground Pass,,19.686544,,,,Gnaly Maxwell Cornet,3162.0,,,,,,1,Regular Play,Clément Grenier,3361.0,Right Center Midfield,3,Lyon,137,['b00e037c-450a-4068-8df5-45d7966d5149'],38,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:38.987,Pass,
,,,,,,,,,,,,,,,,,,,0.657425,,,,,,,,,,,,,,36d022f7-ff52-4a95-b5de-b634626e17e0,58,,"[83.7, 5.7]",3901171,0,,,,1.5444866,,Left Foot,,,,"[84.1, 20.9]",,Ground Pass,,15.205262,,,,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Gnaly Maxwell Cornet,3162.0,Left Wing,3,Lyon,137,['f0ede267-46df-42f9-919a-6b43e4ddc160'],43,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:43.208,Pass,
,,,,,,,,,,,,,,,,,,,1.068227,,,,,,,,,,,,,,db6480bc-5322-45ec-a2a6-39dc795ad673,60,,"[84.1, 20.9]",3901171,0,,,,-2.8065686,,Right Foot,,,,"[70.6, 16.2]",,Ground Pass,,14.294754,,,,Clément Grenier,3361.0,,,,,,1,Regular Play,Alexandre Lacazette,3451.0,Center Forward,3,Lyon,137,['c71a010c-23bf-4590-a84c-2b52deaba5b2'],43,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:43.866,Pass,
,,,,,,,,,,,,,,,,,,,1.604043,,,,,,,,,,,,,,96c54887-4b91-49d3-bae2-65481c5c7697,63,,"[63.8, 19.4]",3901171,0,,,,1.8196285,,Right Foot,,,,"[57.6, 43.8]",,Ground Pass,,25.175385,,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,Regular Play,Clément Grenier,3361.0,Right Center Midfield,3,Lyon,137,['fd791423-62bd-45b0-b65f-81e168ce6620'],46,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:46.686,Pass,
,,,,,,,,,,,,,,,,,,,1.053889,,,,,,,,,,,,,,e8547a4f-4db9-4e9f-9a93-10544cc93c00,66,,"[61.2, 50.6]",3901171,0,,,,0.8528632,,Right Foot,,,,"[68.1, 58.5]",,Ground Pass,,10.489042,,,,Sergi Darder Moll,3236.0,,,,,,1,Regular Play,Mapou Yanga-Mbiwa,4463.0,Right Center Back,3,Lyon,137,['86e2bf8b-a942-4932-ab84-27e3da46eb5c'],49,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:49.736,Pass,
,,,,,,,,,,,,,,,,,,,0.62175,,,,,,,,,,,,,,bc1b2eda-4e76-47fd-8651-da75871ddfba,69,,"[67.7, 58.9]",3901171,0,,,,0.07485985,,Right Foot,,,,"[83.7, 60.1]",,Ground Pass,,16.044937,,,,Rachid Ghezzal,3372.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,['965e8c7d-4a7e-40ff-aaa4-72233213f515'],52,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:52.334,Pass,
,,,,,,,,,,,,,,,,,,,0.613679,,,,,,,,,,,,,,df57e3a7-4522-41d9-9702-c9c5b68af9ce,78,,"[92.7, 59.6]",3901171,0,,,,-0.9374989,,Right Foot,,,,"[98.5, 51.7]",,Ground Pass,,9.80051,,,Incomplete,Alexandre Lacazette,3451.0,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Left Center Midfield,3,Lyon,137,"['c086f816-1196-43fd-9fff-829090a33eea', 'f216c8ca-346c-471a-9f01-da13bb0f5c3c']",58,,,,,,,,,,,,,,,,,,,Lyon,137,00:00:58.187,Pass,
