50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5a0de36d-0d13-4b62-923a-ef251a45910a,1,,,,3901156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3364, 'name': 'Jonathan Martins-Pereira'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 2936, 'name': 'Christophe Kerbrat'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 29}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3235, 'name': 'Ludovic Blas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 4434, 'name': 'Thibault Giresse'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 26}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 11}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 23}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d7591c64-e853-4e50-916f-ead5c9f3ab9e,2,,,,3901156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3432, 'name': 'Alexandre Letellier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 3431, 'name': 'Vincent Manceau'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 3045, 'name': 'Ismaël Traoré'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 8}, {'player': {'id': 3549, 'name': 'Romain Thomas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 3203, 'name': 'Yoann Andreu'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5219, 'name': 'Romain Saïss'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3111, 'name': 'Gilles Sunu'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 5676, 'name': ""Cheikh N''Doye""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3185, 'name': 'Thomas Mangani'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3071, 'name': 'Pierrick Capelle'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 4441, 'name': 'Billy Ketkeophomphone'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Angers,145,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5db12cb9-f033-419d-8953-9599b61ace6c,3,,,,3901156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['e5f43631-48e8-4467-9f88-3f38083f459a'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e5f43631-48e8-4467-9f88-3f38083f459a,4,,,,3901156,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['5db12cb9-f033-419d-8953-9599b61ace6c'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,47ac58cd-82cb-4f72-9dd9-ca320f611c1c,1719,,,,3901156,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Angers,145,['d6d31865-63de-4ce6-978f-8cda0fc93526'],0,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d6d31865-63de-4ce6-978f-8cda0fc93526,1720,,,,3901156,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Angers,145,['47ac58cd-82cb-4f72-9dd9-ca320f611c1c'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.468333,,,,,,,,,,,,,,33dabf45-34a7-4e64-8d1a-20662b948700,5,,,"[61.0, 40.1]",3901156,0,,True,,,3.006065,,Left Foot,,,"[58.8, 40.4]",,Ground Pass,,2.2203603,,,,Romain Saïss,5219.0,,,,,Kick Off,1,From Kick Off,Thomas Mangani,3185.0,Left Center Midfield,2,Angers,145,['e3ecc76c-337e-4571-b82c-6b5d10569c4a'],0,,,,,,,,,,,,,,,,,,Angers,145,00:00:00.674,Pass,
,,,,,,,,,,,,,,,4.320816,,,,,,,,,,,,,,19f45ecc-7702-474b-a80f-eef5c033ebc1,7,,,"[56.1, 42.3]",3901156,0,,,,,0.6068841,,Left Foot,,,"[110.4, 80.0]",,High Pass,,66.10431,,Out,,Gilles Sunu,3111.0,,,,,,1,From Kick Off,Romain Saïss,5219.0,Center Defensive Midfield,2,Angers,145,['028a609a-74d2-4f69-8768-a41d45378858'],2,,,,,,,,,,,,,,,,,,Angers,145,00:00:02.220,Pass,
,,,,,,,,,,,,,,,1.710854,,,,,,,,,,,,,,81035241-68e0-495d-ad4b-4783de3f61f0,9,,,"[10.6, 0.1]",3901156,0,,,,,0.11955695,,,,,"[41.4, 3.8]",,High Pass,,31.021444,,,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Left Back,3,Guingamp,142,['ba5c5287-9034-48aa-a5a9-5a1d0a0013b3'],17,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:17.735,Pass,
,,,,,,,,,,,,,,,0.97472,,,,,,,,,,,,,,5876d9fa-baa7-4be4-97f8-a26eca911ec2,12,,,"[41.4, 3.8]",3901156,0,,,,True,0.0540015,,,,,"[52.5, 4.4]",,Low Pass,,11.116204,,Incomplete,,Sloan Privat,4799.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Left Center Forward,3,Guingamp,142,"['1ec7bb6d-545d-44f1-bdfd-d6576c354189', '8af3f641-ed03-409d-bb67-f428f4943f36', 'f602eaff-4d94-428f-b8c0-e6fd8dd72b2b']",19,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:19.566,Pass,True
