50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,2.289605,,,,,,,,,,,,,,,,d19bf83a-6479-45f0-b798-6543cdf04bbc,543,,"[78.8, 31.6]",3829467,12,,,,,1.2897257,,Left Foot,,,"[89.8, 69.7]",,High Pass,,39.656147,,,,Bryan Dabo,3421.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,36,Montpellier,139,['ad478221-6b05-4441-ad17-79314a0c4575'],38,,,,,,,,,,,,,,,,Montpellier,139,00:12:38.080,Pass,
,,,,,,,,,,,,,,,,,,,,,0.866498,,,,,,,,,,,,,,,,3914d1ff-6a6d-4abf-a3cd-b3f9b188f9f4,547,,"[89.8, 63.3]",3829467,12,,,,,-1.9058205,,Right Foot,,,"[85.1, 49.8]",,Ground Pass,,14.294754,,,,Jonas Martin,2950.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Wing,36,Montpellier,139,['12f78b8b-0805-4d36-a827-c474b083d834'],44,,,,,,,,,,,,,,,,Montpellier,139,00:12:44.157,Pass,
,,,,,,,,,,,,,,,,,,,,,0.674931,,,,,,,,,,,,,,,,a979e538-7c9f-41ca-9ac2-d3a6e0257ca9,550,,"[83.5, 45.1]",3829467,12,,,,,-2.296942,,Right Foot,,,"[72.4, 32.6]",,Ground Pass,,16.717056,,,,Joris Marveaux,7590.0,,,,,,1,From Throw In,Jonas Martin,2950.0,Left Wing,36,Montpellier,139,['2a95d815-1485-4e1b-bccc-f487427307a7'],46,,,,,,,,,,,,,,,,Montpellier,139,00:12:46.947,Pass,
,,,,,,,,,,,,,,,,,,,,,1.060771,,,,,,,,,,,,,,,,458a4045-eed8-4a16-8c11-b169e2832b7e,553,,"[72.4, 32.6]",3829467,12,,,,,0.8811895,,Right Foot,,,"[85.1, 48.0]",,Ground Pass,,19.961212,,,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Joris Marveaux,7590.0,Left Defensive Midfield,36,Montpellier,139,['8a915b37-1be1-49b2-b0d9-d501aad7570b'],50,,,,,,,,,,,,,,,,Montpellier,139,00:12:50.878,Pass,
,,,,,,,,,,,,,,,,,,,,,0.70703,,,,,,,,,,,,,,,,78293bae-3171-4a36-aa04-5104b505c680,557,,"[85.3, 48.6]",3829467,12,,,,,1.1648463,,Left Foot,,,"[90.2, 60.0]",,Ground Pass,,12.408464,,,,Bryan Dabo,3421.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,36,Montpellier,139,"['e0281588-a5bc-4fb1-90ec-95bdbbe19bfb', 'e7282f1a-99eb-4168-87f2-474a9f346b3b']",52,,,,,,,,,,,,,,,,Montpellier,139,00:12:52.867,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.395947,,,,,,,,,,,,,,,,87ebb75e-c711-4d8a-8353-c0cbcb496af0,560,,"[90.2, 60.0]",3829467,12,,,,,-0.30904707,,Right Foot,,,"[106.8, 54.7]",,Ground Pass,,17.425556,,,,Mustapha Yatabaré,30255.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Wing,36,Montpellier,139,['567d32e9-972e-499d-8f90-8a56365643e3'],54,,,,,,,,,,,,,,,,Montpellier,139,00:12:54.187,Pass,
,,,,,,,,,,,,,,,,,,,,,1.496403,,,,,,,,,,,,,,,,47d8dfb2-deef-4b92-8fdf-d9a77e4aabf0,564,,"[114.2, 64.3]",3829467,12,,,,,-2.9945142,,Right Foot,,,"[111.5, 63.9]",,Ground Pass,,2.7294688,,,,Mathieu Deplagne,2975.0,,,,,,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,36,Montpellier,139,"['0db47cb0-2528-4df3-9ff5-b18e00954776', '47fd9823-3512-4f6a-aa87-6601129436ef']",57,,,,,,,,,,,,,,,,Montpellier,139,00:12:57.976,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.013861,,,,,,,,,,,,,,,,69c6dbe9-a45f-4356-a7eb-17eab66f0c57,570,,"[120.0, 80.0]",3829467,13,,,,,-1.7904365,,Left Foot,,,"[112.7, 47.3]",,High Pass,True,33.504925,,Unknown,,Vitorino Hilton da Silva,3674.0,,,Inswinging,,Corner,1,From Corner,Ryad Boudebouz,6661.0,Center Attacking Midfield,37,Montpellier,139,['f44f2715-6f81-4fda-a1ad-f4017ee0b706'],51,,,,,,,,,,,,,,,,Montpellier,139,00:13:51.931,Pass,
,,,,,,,,,,,,,,,,,,,,,3.010218,,,,,,,,,,,,,,,,6e9e0003-ba1f-4320-83a1-000455eb2955,574,,"[14.5, 33.0]",3829467,14,,,,,-0.39043596,,Right Foot,,,"[73.3, 8.8]",,High Pass,,63.585217,,,,Andy Delort,3038.0,,,,,Free Kick,1,From Free Kick,Rémy Vercoutre,2963.0,Goalkeeper,38,Caen,140,['87dc576c-4933-4baf-b2e9-ebfbf88739ed'],18,,,,,,,,,,,,,,,,Caen,140,00:14:18.387,Pass,
,,,,,,,,,,,,,,,,,,,,,2.246089,,,,,,,,,,,,,,,,e7da6d91-b978-43b7-a161-922a037dc068,577,,"[73.3, 8.8]",3829467,14,,,,True,-0.56720835,,,,,"[86.8, 0.2]",,High Pass,,16.006561,,Out,,Hervé Bazile,2991.0,,,,,,1,From Free Kick,Andy Delort,3038.0,Center Forward,38,Caen,140,"['b986615f-4160-4e71-9b89-e5e03ae2b343', 'ed33a2e4-7ce8-4472-910d-d8b1bfeec416']",21,,,,,,,,,,,,,,,,Caen,140,00:14:21.397,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.247979,,,,,,,,,,,,,,,,5dab6d5c-e441-40ce-ae54-61f7db8423c5,579,,"[35.5, 80.0]",3829467,14,,True,,,-0.28330797,,,,,"[51.3, 75.4]",,Low Pass,,16.456001,,,,Bryan Dabo,3421.0,,,,,Throw-in,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,39,Montpellier,139,['e762d0be-508f-4448-bb9c-61e29a97d644'],26,,,,,,,,,,,,,,,,Montpellier,139,00:14:26.347,Pass,
,,,,,,,,,,,,,,,,,,,,,1.348915,,,,,,,,,,,,,,,,f38cc315-d0d3-4913-bcef-c757d5149a0c,581,,"[51.3, 75.4]",3829467,14,,,,,-1.1925024,,Left Foot,,,"[54.4, 67.6]",,Ground Pass,,8.39345,,,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Wing,39,Montpellier,139,['b8ec1af0-6995-492e-b5ef-8c03ce805dc2'],27,,,,,,,,,,,,,,,,Montpellier,139,00:14:27.692,Pass,
,,,,,,,,,,,,,,,,,,,,,1.818489,,,,,,,,,,,,,,,,209b67fa-1f67-4a4c-a0c8-1031c9476bbf,585,,"[54.4, 67.6]",3829467,14,,,,,-2.0195196,,Left Foot,,,"[32.3, 21.7]",,Ground Pass,,50.943302,,,,Jérôme Roussillon,3676.0,,True,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,39,Montpellier,139,"['54154f3b-c27b-4fca-b4c9-638af24c680d', 'a5ed3e57-0b1e-46ae-bb64-e7cf09106dc5']",29,,,,,,,,,,,,,,,,Montpellier,139,00:14:29.136,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.55877,,,,,,,,,,,,,,,,51381d90-35c5-4a81-ad4d-382eec66ef63,588,,"[33.5, 22.2]",3829467,14,,,,,-0.62156814,,Left Foot,,,"[55.0, 6.8]",,Ground Pass,,26.446362,,,,Jonas Martin,2950.0,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,39,Montpellier,139,['920badd8-4582-4ac2-9f90-4f51336e98b1'],32,,,,,,,,,,,,,,,,Montpellier,139,00:14:32.017,Pass,
,,,,,,,,,,,,,,,,,,,,,0.432233,,,,,,,,,,,,,,,,b807f6f6-0a4f-4dcd-9244-69462c7f3880,591,,"[74.2, 6.4]",3829467,14,,,,,1.0982994,,Right Foot,,,"[76.5, 10.9]",,Ground Pass,,5.0537114,,,,Joris Marveaux,7590.0,,,,,,1,From Throw In,Jonas Martin,2950.0,Left Wing,39,Montpellier,139,['b7851227-b99b-421b-8d7f-f9e9c1fb4bdf'],38,,,,,,,,,,,,,,,,Montpellier,139,00:14:38.536,Pass,
,,,,,,,,,,,,,,,,,,,,,1.081402,,,,,,,,,,,,,,,,22e20758-7040-4a63-9db2-ce9e83113a87,594,,"[76.5, 10.9]",3829467,14,,,,,-0.49710792,,Right Foot,,,"[85.9, 5.8]",,Ground Pass,,10.694391,,,,Jonas Martin,2950.0,,,,,,1,From Throw In,Joris Marveaux,7590.0,Left Defensive Midfield,39,Montpellier,139,['0dd1351c-71f3-4669-96b7-c365c4fa221a'],39,,,,,,,,,,,,,,,,Montpellier,139,00:14:39.588,Pass,
,,,,,,,,,,,,,,,,,,,,,0.720406,,,,,,,,,,,,,,,,aca36692-b8c8-4f8f-a18c-3bb7dbdb88ed,600,,"[84.7, 0.1]",3829467,14,,True,,,1.8673421,,,,,"[81.4, 10.9]",,Low Pass,,11.292918,,,,Ryad Boudebouz,6661.0,,,,,Throw-in,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,40,Montpellier,139,['4eefdf70-aa85-4ecf-9167-e4067b30c868'],53,,,,,,,,,,,,,,,,Montpellier,139,00:14:53.791,Pass,
,,,,,,,,,,,,,,,,,,,,,2.091256,,,,,,,,,,,,,,,,dbb8ab3e-0353-4b87-a0ec-cf5803d7d92c,603,,"[81.4, 10.9]",3829467,14,,,,,0.40629432,,Left Foot,,,"[98.6, 18.3]",,Low Pass,,18.724316,,Incomplete,,Jonas Martin,2950.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,40,Montpellier,139,"['366cb13b-d8bb-44dd-8258-f0cf57e1a83a', '460a2032-38a7-4467-889e-f4594180600b', '4d56d088-f79b-4e97-8642-1cd936473ed8']",54,,,,,,,,,,,,,,,,Montpellier,139,00:14:54.511,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.998801,,,,,,,,,,,,,,,,dc2d87e3-dc44-4684-a102-c2f364e60781,607,,"[24.4, 67.4]",3829467,14,,,,,0.4241944,,Right Foot,,,"[43.0, 75.8]",,Ground Pass,,20.408821,,,,Ronny Rodelin,2955.0,,,,,,1,Regular Play,Alaeddine Yahia,7444.0,Right Center Back,41,Caen,140,['6a487482-2b61-4b6a-9ff2-c89d3dd47e64'],57,,,,,,,,,,,,,,,,Caen,140,00:14:57.383,Pass,
,,,,,,,,,,,,,,,,,,,,,1.534935,,,,,,,,,,,,,,,,9b04d5f4-563a-47ce-ba0d-1e230b396fc7,610,,"[43.2, 76.6]",3829467,14,,,,,-0.84523445,,Right Foot,,,"[53.4, 65.1]",,Ground Pass,,15.371727,,,,Julien Féret,2959.0,,,,,,1,Regular Play,Ronny Rodelin,2955.0,Right Midfield,41,Caen,140,['50c48e40-a3bd-423a-8888-8a4045f01c75'],59,,,,,,,,,,,,,,,,Caen,140,00:14:59.860,Pass,
,,,,,,,,,,,,,,,,,,,,,1.641989,,,,,,,,,,,,,,,,85772373-6a24-451b-b374-865b0aed176f,614,,"[53.4, 65.1]",3829467,15,,,,,-2.54805,,Right Foot,,,"[36.8, 53.9]",,Ground Pass,,20.024984,,,,Nicolas Seube,40698.0,,,,,,1,Regular Play,Julien Féret,2959.0,Right Center Midfield,41,Caen,140,"['362b8ad8-06a4-4de5-941d-e4ea3784503f', '9c049545-3708-481b-8328-61a87d659867']",1,,,,,,,,,,,,,,,,Caen,140,00:15:01.738,Pass,True
,,,,,,,,,,,,,,,,,,,,,2.013297,,,,,,,,,,,,,,,,29b36f63-00f6-4e40-bdf3-4cc901223037,616,,"[36.8, 53.9]",3829467,15,,,,,-1.5217791,,Right Foot,,,"[38.1, 27.4]",,Ground Pass,,26.531868,,,,Emmanuel Imorou,4474.0,,,,,,1,Regular Play,Nicolas Seube,40698.0,Center Defensive Midfield,41,Caen,140,['5bc391bb-efde-43b6-9139-77f698ba6f14'],3,,,,,,,,,,,,,,,,Caen,140,00:15:03.380,Pass,
,,,,,,,,,,,,,,,,,,,,,1.774247,,,,,,,,,,,,,,,,96c90dbe-7f5d-494c-aa3b-d7e89342bd3f,619,,"[64.7, 16.2]",3829467,15,,,,,0.03978,,Left Foot,,,"[84.8, 17.0]",,Ground Pass,,20.115913,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Emmanuel Imorou,4474.0,Left Back,41,Caen,140,['db19a614-2b20-41ea-a92c-58938d6b59c1'],7,,,,,,,,,,,,,,,,Caen,140,00:15:07.872,Pass,
,,,,,,,,,,,,,,,,,,,,,1.160212,,,,,,,,,,,,,,,,f7204af7-4962-4f8f-9a0b-d66edfcd675b,629,,"[85.2, 5.3]",3829467,15,,,,,-0.2624594,,Left Foot,,,"[91.9, 3.5]",,Ground Pass,,6.9375787,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,41,Caen,140,"['10f154c6-5c7a-4a68-90fd-8e73de0b9c28', '62210d73-d1f2-4902-b7b4-6b62eb9d4d59']",12,,,,,,,,,,,,,,,,Caen,140,00:15:12.619,Pass,True
,,,,,,,,,,,,,,,,,,,,,0.116399,,,,,,,,,,,,,,,,8f03c71a-2b80-4992-a6eb-8001c21fa7c2,632,,"[106.3, 4.3]",3829467,15,,,,,1.5243182,,Left Foot,,,"[106.5, 8.6]",,Low Pass,,4.304649,,Incomplete,,,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Center Midfield,41,Caen,140,['faecec6b-2db0-480a-a3b7-ad1ccc91ebc1'],15,,,,,,,,,,,,,,,,Caen,140,00:15:15.281,Pass,
,,,,,,,,,,,,,,,,,,,,,1.786414,,,,,,,,,,,,,,,,954caa0c-107d-4650-ab0b-c7143bfed40e,634,,"[103.2, 0.1]",3829467,15,,,,,1.3688875,,,,,"[109.3, 29.9]",,High Pass,,30.417923,,Incomplete,,Ronny Rodelin,2955.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,42,Caen,140,"['7cb1d06e-83fe-4ecc-a474-306e0e9ff534', 'e9f1e98a-26ce-46b6-9f21-72144f46c6f0']",35,,,,,,,,,,,,,,,,Caen,140,00:15:35.553,Pass,
,,,,,,,,,,,,,,,,,,,,,1.00259,,,,,,,,,,,,,,,,30adedab-5a1e-4d3a-80d1-5526cd63a428,637,,"[84.6, 8.6]",3829467,15,,,,,-0.4301673,,Head,,,"[93.1, 4.7]",,Low Pass,,9.352005,,,,Emmanuel Imorou,4474.0,,,,,Recovery,1,From Throw In,Jordan Adéoti,7344.0,Left Center Back,42,Caen,140,['50a3cd3a-d56f-4881-8092-99f30121078f'],40,,,,,,,,,,,,,,,,Caen,140,00:15:40.055,Pass,
,,,,,,,,,,,,,,,,,,,,,1.50732,,,,,,,,,,,,,,,,4b69d837-150d-430c-9118-94e2076477ef,639,,"[93.1, 4.7]",3829467,15,,,,,0.79086256,,Left Foot,,,"[102.2, 13.9]",,High Pass,,12.940248,,Incomplete,,Ronny Rodelin,2955.0,,,,,,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,42,Caen,140,"['3aef9c81-d5b4-4a87-ade7-609e90d810c2', '858d3111-5d02-497e-ac2c-39111b2f749a']",41,,,,,,,,,,,,,,,,Caen,140,00:15:41.058,Pass,
,,,,,,,,,,,,,,,,,,,,,1.774783,,,,,,,,,,,,,,,,54e4c1dd-f322-431a-a6c0-7edf4bfff865,643,,"[95.8, 0.1]",3829467,15,,True,,,0.53598493,,,,,"[109.1, 8.0]",,High Pass,,15.469324,,,,Ronny Rodelin,2955.0,,,,,Throw-in,1,From Throw In,Emmanuel Imorou,4474.0,Left Back,43,Caen,140,['d1b880f6-0936-4f65-9f16-bf93c9911410'],48,,,,,,,,,,,,,,,,Caen,140,00:15:48.859,Pass,
,,,,,,,,,,,,,,,,,,,,,1.703332,,,,,,,,,,,,,,,,f5d9e3d7-1a60-44d9-8027-998d8d00780b,646,,"[15.7, 80.0]",3829467,16,,,,,-0.22940563,,,,,"[52.1, 71.5]",,High Pass,,37.379272,,,,Mustapha Yatabaré,30255.0,,,,,Throw-in,1,From Throw In,Mathieu Deplagne,2975.0,Right Back,44,Montpellier,139,['a4dfe2d1-2e3d-45c6-9103-c5b707117ef3'],2,,,,,,,,,,,,,,,,Montpellier,139,00:16:02.115,Pass,
,,,,,,,,,,,,,,,,,,,,,0.628456,,,,,,,,,,,,,,,,3f7e9b26-f325-4a97-bc5a-818492cc3dc5,649,,"[52.1, 71.5]",3829467,16,,,,,-2.9318216,,Right Foot,,,"[36.6, 68.2]",,Ground Pass,,15.847397,,,,Bryan Dabo,3421.0,,,,,,1,From Throw In,Mustapha Yatabaré,30255.0,Center Forward,44,Montpellier,139,['13307358-3129-4cf6-bed6-b3a735c93563'],3,,,,,,,,,,,,,,,,Montpellier,139,00:16:03.898,Pass,
,,,,,,,,,,,,,,,,,,,,,0.919424,,,,,,,,,,,,,,,,2e35b478-28e4-484c-98ef-5e437714dee5,653,,"[37.4, 67.8]",3829467,16,,,,,-1.0624857,,Right Foot,,,"[41.3, 60.8]",,Ground Pass,,8.013114,,,,Paul Lasne,3682.0,,,,,,1,From Throw In,Bryan Dabo,3421.0,Right Wing,44,Montpellier,139,"['5f997388-998b-44fe-8881-a70fa37b4753', 'a0a5a109-177c-423e-a6db-2163a1791506']",4,,,,,,,,,,,,,,,,Montpellier,139,00:16:04.654,Pass,True
,,,,,,,,,,,,,,,,,,,,,1.007036,,,,,,,,,,,,,,,,4b3947c7-047c-4daf-bd8b-fb99cae60afe,657,,"[41.3, 60.8]",3829467,16,,,,,-2.3631873,,Left Foot,,,"[34.1, 53.7]",,Ground Pass,,10.111875,,,,Joris Marveaux,7590.0,,,,,,1,From Throw In,Paul Lasne,3682.0,Right Defensive Midfield,44,Montpellier,139,['de8edc5f-3c52-4016-b113-de3253f0d72f'],5,,,,,,,,,,,,,,,,Montpellier,139,00:16:05.643,Pass,
,,,,,,,,,,,,,,,,,,,,,0.394912,,,,,,,,,,,,,,,,55f1d165-c26c-4ee0-af50-2bf1d83d1285,661,,"[31.3, 54.7]",3829467,16,,,,,-3.0451188,,Right Foot,,,"[25.1, 54.1]",,Ground Pass,,6.228965,,,,Vitorino Hilton da Silva,3674.0,,,,,,1,From Throw In,Joris Marveaux,7590.0,Left Defensive Midfield,44,Montpellier,139,['a0965289-0530-4c94-8a1f-98a20e89b5c5'],6,,,,,,,,,,,,,,,,Montpellier,139,00:16:06.729,Pass,
,,,,,,,,,,,,,,,,,,,,,2.361231,,,,,,,,,,,,,,,,d5349de0-be6d-46ea-988e-676066df7097,664,,"[25.7, 54.1]",3829467,16,,,,,-1.0663911,,Right Foot,,,"[50.1, 9.9]",,High Pass,,50.48762,,,,Jérôme Roussillon,3676.0,,True,,,,1,From Throw In,Vitorino Hilton da Silva,3674.0,Right Center Back,44,Montpellier,139,['ed561292-1d11-4740-85e2-bf7565eb4740'],7,,,,,,,,,,,,,,,,Montpellier,139,00:16:07.899,Pass,
,,,,,,,,,,,,,,,,,,,,,1.250358,,,,,,,,,,,,,,,,abb56c94-8fc8-4a45-903a-a03f6d126fa5,667,,"[50.1, 9.9]",3829467,16,,,,,1.0431337,,Left Foot,,,"[58.9, 25.0]",,Ground Pass,,17.477127,,,,Ryad Boudebouz,6661.0,,,,,,1,From Throw In,Jérôme Roussillon,3676.0,Left Back,44,Montpellier,139,['8a893ea3-9255-481f-886d-e91202daeb6c'],13,,,,,,,,,,,,,,,,Montpellier,139,00:16:13.415,Pass,
,,,,,,,,,,,,,,,,,,,,,5.910486,,,,,,,,,,,,,,,,f2598710-234e-4f88-954e-4ac720b5f500,669,,"[58.9, 25.0]",3829467,16,,True,,,-0.35190383,,Left Foot,,,"[110.1, 6.2]",,High Pass,,54.54246,,Incomplete,,Jonas Martin,2950.0,,,,,,1,From Throw In,Ryad Boudebouz,6661.0,Center Attacking Midfield,44,Montpellier,139,"['1501c6c2-1ae5-4468-98c6-c0d256a11b30', 'da699333-bf1f-42bd-a65e-f951115f4de8']",14,,,,,,,,,,,,,,,,Montpellier,139,00:16:14.753,Pass,
,,,,,,,,,,,,,,,,,,,,,3.572502,,,,,,,,,,,,,,,,5aeeff60-2b43-49e7-9566-df52f53be2a0,672,,"[26.6, 63.1]",3829467,16,,,,,-0.58759695,,Right Foot,,,"[83.5, 25.2]",,High Pass,,68.366806,,,,Andy Delort,3038.0,,,,,,1,Regular Play,Rémy Vercoutre,2963.0,Goalkeeper,45,Caen,140,['cdfe29df-e3fd-48d1-912a-d757ad41da5d'],37,,,,,,,,,,,,,,,,Caen,140,00:16:37.070,Pass,
,,,,,,,,,,,,,,,,,,,,,1.328252,,,,,,,,,,,,,,,,74622ddd-be52-4564-aa53-141aec34647f,676,,"[82.1, 25.0]",3829467,16,,,,,-1.1259259,,Right Foot,,,"[86.2, 16.4]",,High Pass,,9.527329,,,,Vincent Bessat,2992.0,,,,,,1,Regular Play,Andy Delort,3038.0,Center Forward,45,Caen,140,"['569ecdf9-8800-47a0-9090-cd53991fb80f', '7974f647-bf20-421e-8e5d-e907c8addc6f']",42,,,,,,,,,,,,,,,,Caen,140,00:16:42.830,Pass,True
,,,,,,,,,,,,,,,,,,,,,4.817225,,,,,,,,,,,,,,,,7564aea5-7c73-490d-ab66-523b0fa4ed5d,678,,"[86.2, 16.4]",3829467,16,,,,,0.20137507,,Right Foot,,,"[120.0, 23.3]",,Low Pass,,34.4971,,Out,,Emmanuel Imorou,4474.0,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Center Midfield,45,Caen,140,['c4a11018-17b8-4928-a1cd-f7ffd5493faf'],44,,,,,,,,,,,,,,,,Caen,140,00:16:44.158,Pass,
,,,,,,,,,,,,,,,,,,,,,3.242221,,,,,,,,,,,,,,,,38455981-1c24-4b0d-8a4e-506d57f52722,682,,"[6.0, 44.0]",3829467,17,,,,,0.23494928,,Right Foot,,,"[69.5, 59.2]",,High Pass,,65.29388,,,,Bryan Dabo,3421.0,,,,,Goal Kick,1,From Goal Kick,Jonathan Ligali,42428.0,Goalkeeper,46,Montpellier,139,['8eff17be-cf07-4791-8d17-23566b426885'],14,,,,,,,,,,,,,,,,Montpellier,139,00:17:14.325,Pass,
,,,,,,,,,,,,,,,,,,,,,0.064024,,,,,,,,,,,,,,,,e13968cb-eedc-466a-98a0-e1309f38037b,685,,"[67.3, 58.6]",3829467,17,,,,True,0.14189705,,,,,"[68.7, 58.8]",,Low Pass,,1.4142135,,Incomplete,,Ryad Boudebouz,6661.0,,,,,,1,From Goal Kick,Bryan Dabo,3421.0,Right Wing,46,Montpellier,139,"['07c48772-2b1a-4857-aa1a-9810d345fc2d', '3620834b-a0fa-4439-8c20-89df93c589de', '867b9766-cf48-46a3-b35d-1d718de22400']",17,,,,,,,,,,,,,,,,Montpellier,139,00:17:17.608,Pass,True
,,,,,,,,,,,,,,,,,,,,,2.743472,,,,,,,,,,,,,,,,47fa3733-222d-434d-af8f-9c705e317d11,690,,"[66.1, 25.6]",3829467,17,,,,,-0.3256721,,Left Foot,,,"[104.3, 12.7]",,High Pass,,40.31935,,,,Jérôme Roussillon,3676.0,,,,,,1,From Goal Kick,Ryad Boudebouz,6661.0,Center Attacking Midfield,46,Montpellier,139,['5e975e24-67b4-4087-8e0c-64e6e2c9e0f4'],22,,,,,,,,,,,,,,,,Montpellier,139,00:17:22.474,Pass,
,,,,,,,,,,,,,,,,,,,,,0.833217,,,,,,,,,,,,,,,,7831dc7c-675a-45bd-8263-ded039e07dac,693,,"[104.3, 12.7]",3829467,17,,,,,1.3892725,,Left Foot,,,"[107.2, 28.5]",,Low Pass,,16.063934,,Incomplete,,Mustapha Yatabaré,30255.0,,,,,,1,From Goal Kick,Jérôme Roussillon,3676.0,Left Back,46,Montpellier,139,"['36c4f954-38e7-4bf9-8267-a8e024550b9c', 'f30a5887-e73a-4c97-b128-5e88adc0e60b']",25,,,,,,,,,,,,,,,,Montpellier,139,00:17:25.581,Pass,
,,,,,,,,,,,,,,,,,,,,,1.811633,,,,,,,,,,,,,,,,e2b7785e-4698-42c3-931c-dcf36e6a4670,696,,"[22.1, 54.1]",3829467,17,,,,,0.7726329,,Head,,,"[34.0, 65.7]",,High Pass,,16.618362,,,,Julien Féret,2959.0,,,,,Recovery,1,Regular Play,Hervé Bazile,2991.0,Left Midfield,47,Caen,140,['f749c3bb-68aa-41ce-9d51-94cf1ee2cbf3'],29,,,,,,,,,,,,,,,,Caen,140,00:17:29.343,Pass,
,,,,,,,,,,,,,,,,,,,,,1.707011,,,,,,,,,,,,,,,,3beec748-269e-408d-a584-24a8e01ac19e,699,,"[38.1, 67.6]",3829467,17,,,,,2.8813944,,Right Foot,,,"[22.7, 71.7]",,Ground Pass,,15.936437,,,,Dennis Appiah,22111.0,,,,,,1,Regular Play,Julien Féret,2959.0,Right Center Midfield,47,Caen,140,['c314bb5d-7494-4977-bb21-70604b22eda9'],32,,,,,,,,,,,,,,,,Caen,140,00:17:32.165,Pass,
,,,,,,,,,,,,,,,,,,,,,2.924717,,,,,,,,,,,,,,,,0b843d74-fef5-4270-a394-4f74783db83d,702,,"[22.5, 71.9]",3829467,17,,,,,0.16187751,,Right Foot,,,"[72.1, 80.0]",,High Pass,,50.25704,,Out,,Julien Féret,2959.0,,,,,,1,Regular Play,Dennis Appiah,22111.0,Right Back,47,Caen,140,['b8e3706d-5560-4755-895a-ae3e71a219e2'],34,,,,,,,,,,,,,,,,Caen,140,00:17:34.830,Pass,
,,,,,,,,,,,,,,,,,,,,,1.071978,,,,,,,,,,,,,,,,b8c2e349-da86-438e-b9e6-c6f99a2517af,704,,"[62.2, 0.1]",3829467,17,,,,,0.34509262,,,,,"[77.5, 5.6]",,Low Pass,,16.258535,,,,Ryad Boudebouz,6661.0,,,,,Throw-in,1,From Throw In,Jonas Martin,2950.0,Left Wing,48,Montpellier,139,['816a79c8-a3db-47e5-9f71-1b17ff20099d'],39,,,,,,,,,,,,,,,,Montpellier,139,00:17:39.635,Pass,
