50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.842735,,,,,,,,,,,,,,,dcf6eace-0a3d-48e2-ba2e-59714ab123f4,15,,,"[43.1, 73.6]",3900557,0,,,True,-1.0164888,,,,,,"[48.3, 65.2]",,Low Pass,,9.8792715,,,,,Blaise Matuidi,4375.0,,,,,,1,From Throw In,Adrien Rabiot,3026.0,Right Center Midfield,3,Paris Saint-Germain,131,"['1ad9ce62-8c8a-4f0a-b1ed-9273caab6e8c', '81bbfde6-0eae-4cff-a991-c5dd7af88030']",22,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:22.536,Pass,True
,,,,,,,,,,,,,,,,,,1.177263,,,,,,,,,,,,,,,d54454dc-9fa8-499e-a774-293870ceea4b,18,,,"[49.2, 64.8]",3900557,0,,,,0.41822433,,Left Foot,,,,"[61.8, 70.4]",,High Pass,,13.788401,,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,3,Paris Saint-Germain,131,"['44ebdbdd-b015-4360-8404-64ef4e361ad3', '655bfe62-3e68-47fc-b005-99b24b166319']",23,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.499,Pass,
,,,,,,,,,,,,,,,,,,1.721464,,,,,,,,,,,,,,,655bfe62-3e68-47fc-b005-99b24b166319,20,,,"[58.3, 9.7]",3900557,0,,,,-0.28605145,,Head,,,,"[70.2, 6.2]",,High Pass,,12.404032,,,Incomplete,,Clément Grenier,3361.0,,,,,Recovery,1,From Throw In,Jérémy Morel,2983.0,Left Center Back,3,Paris Saint-Germain,131,"['08f6022f-0921-467f-a439-630cd7ef7f4d', '1495667c-348b-41c9-8d16-3e1994ba1112', 'd54454dc-9fa8-499e-a774-293870ceea4b']",24,,,,,,,,,,,,,,,,,Lyon,137,00:00:24.676,Pass,
,,,,,,,,,,,,,,,,,,3.913117,,,,,,,,,,,,,,,08f6022f-0921-467f-a439-630cd7ef7f4d,22,,,"[49.9, 73.9]",3900557,0,,,,-0.29706421,,Head,,,,"[84.2, 63.4]",,High Pass,,35.87116,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Serge Aurier,3481.0,Right Back,3,Paris Saint-Germain,131,"['655bfe62-3e68-47fc-b005-99b24b166319', 'bb4a8280-81ec-4418-bb60-d3d2822551e2']",26,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.398,Pass,
,,,,,,,,,,,,,,,,,,2.688156,,,,,,,,,,,,,,,bb4a8280-81ec-4418-bb60-d3d2822551e2,23,,,"[35.9, 16.7]",3900557,0,,,,2.3523777,,Left Foot,,,,"[9.8, 43.0]",,Ground Pass,,37.052666,,,,,Anthony Lopes,2947.0,,,,,Recovery,1,From Throw In,Jérémy Morel,2983.0,Left Center Back,3,Paris Saint-Germain,131,"['08f6022f-0921-467f-a439-630cd7ef7f4d', '531e556d-14f0-49d7-9054-ca3b5fe35978']",30,,,,,,,,,,,,,,,,,Lyon,137,00:00:30.311,Pass,
,,,,,,,,,,,,,,,,,,3.068632,,,,,,,,,,,,,,,07ed3b9b-267d-4546-8be6-30c3574b9faa,26,,,"[10.8, 44.2]",3900557,0,,,,0.8455664,,Left Foot,,,,"[42.0, 79.4]",,High Pass,,47.037006,,,Out,,Gnaly Maxwell Cornet,3162.0,,,,,,1,From Throw In,Anthony Lopes,2947.0,Goalkeeper,3,Paris Saint-Germain,131,['e62600a2-1883-4aa0-b249-d72b94ec66ab'],33,,,,,,,,,,,,,,,,,Lyon,137,00:00:33.076,Pass,
,,,,,,,,,,,,,,,,,,1.643151,,,,,,,,,,,,,,,3747e1ef-e2de-4b4e-a757-07af2e257cba,28,,,"[79.3, 0.1]",3900557,0,,,,2.951406,,,,,,"[60.6, 3.7]",,Low Pass,,19.043371,,,,,David Luiz Moreira Marinho,3956.0,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Paris Saint-Germain,131,['0824dbf3-b9c2-4574-a8f4-26450bb49140'],47,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:47.653,Pass,
,,,,,,,,,,,,,,,,,,1.558592,,,,,,,,,,,,,,,cd2ec724-10ae-4a3d-9bf2-efeead0b94be,31,,,"[55.7, 9.6]",3900557,0,,,,1.7177734,,Right Foot,,,,"[50.4, 45.4]",,Ground Pass,,36.190193,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,David Luiz Moreira Marinho,3956.0,Left Center Back,4,Paris Saint-Germain,131,['72674056-c9dc-4645-9c90-8b433b5df3e3'],50,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.333,Pass,
,,,,,,,,,,,,,,,,,,1.410241,,,,,,,,,,,,,,,373ff9e1-1c25-4394-81fd-ebefea826bbb,34,,,"[48.0, 45.7]",3900557,0,,,,-0.8991902,,Right Foot,,,,"[60.4, 30.1]",,Ground Pass,,19.92787,,,,,Thiago Motta,4325.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['33f75296-0b10-477d-983f-6de50d77119c'],53,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:53.658,Pass,
,,,,,,,,,,,,,,,,,,0.981056,,,,,,,,,,,,,,,04f21296-caf4-4c4e-839a-a2d31b1d6297,37,,,"[58.5, 27.7]",3900557,0,,,,-1.218752,,Left Foot,,,,"[63.9, 13.0]",,Ground Pass,,15.6604595,,,,,Blaise Matuidi,4375.0,,,,,,1,From Throw In,Thiago Motta,4325.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['9528b55c-4055-4444-a122-341bbefc6904'],56,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:56.567,Pass,
,,,,,,,,,,,,,,,,,,1.670064,,,,,,,,,,,,,,,0ec290e3-b6bc-4e40-8d39-64f630a3cd47,40,,,"[65.0, 10.5]",3900557,0,,,,1.8543549,,Left Foot,,,,"[55.5, 43.1]",,Ground Pass,,33.956,,,,,Adrien Rabiot,3026.0,,,,,,1,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,4,Paris Saint-Germain,131,['0ef51dde-f094-4068-8382-c76807e63f41'],59,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.403,Pass,
,,,,,,,,,,,,,,,,,,2.214044,,,,,,,,,,,,,,,74cce0c8-4d7f-440c-a7bc-f889fba15c4f,43,,,"[59.7, 44.7]",3900557,1,,,,1.4476764,,Left Foot,,,,"[63.4, 74.6]",,Ground Pass,,30.12806,,,,,Serge Aurier,3481.0,,,,,,1,From Throw In,Adrien Rabiot,3026.0,Right Center Midfield,4,Paris Saint-Germain,131,['9eaf8c84-b53a-41e2-8820-f64f18dbb8bf'],2,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:02.066,Pass,
,,,,,,,,,,,,,,,,,,1.665551,,,,,,,,,,,,,,,5a39e246-5ee4-41e7-9dbd-150898737f5d,46,,,"[63.4, 77.6]",3900557,1,,,,-2.028207,,Right Foot,,,,"[53.9, 58.3]",,Ground Pass,,21.511393,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,Serge Aurier,3481.0,Right Back,4,Paris Saint-Germain,131,['8d6b2c83-c7b8-4382-b97a-7f561b7e42df'],6,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:06.162,Pass,
,,,,,,,,,,,,,,,,,,2.193844,,,,,,,,,,,,,,,27e6e57a-7058-48d9-bb39-cb35af680c7c,49,,,"[57.4, 50.8]",3900557,1,,,,-1.3249094,,Right Foot,,,,"[63.9, 24.9]",,Ground Pass,,26.703184,,,,,Blaise Matuidi,4375.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['a45acba4-85f0-49cc-a83f-b767951229b4'],9,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:09.024,Pass,
,,,,,,,,,,,,,,,,,,0.83542,,,,,,,,,,,,,,,3d3da61c-d2dd-42e8-be8c-5ad784505615,52,,,"[68.1, 19.6]",3900557,1,,,,-1.253078,,Left Foot,,,,"[73.0, 4.7]",,Ground Pass,,15.685024,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,4,Paris Saint-Germain,131,['3f2c7017-fa21-4bdb-9dcc-28366f79a23b'],12,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:12.833,Pass,
,,,,,,,,,,,,,,,,,,1.465184,,,,,,,,,,,,,,,36992ea5-9d61-418d-b277-7ee37db960e9,54,,,"[73.7, 3.0]",3900557,1,,,,2.317325,,Left Foot,,,,"[56.4, 21.7]",,Ground Pass,,25.475086,,,,,David Luiz Moreira Marinho,3956.0,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Paris Saint-Germain,131,['d63287ef-dc85-4e10-9fc6-b5ce5ad94587'],13,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.668,Pass,
,,,,,,,,,,,,,,,,,,1.486841,,,,,,,,,,,,,,,5a9a7e04-64b2-4bf3-9004-ba07089b09bc,57,,,"[63.2, 25.2]",3900557,1,,,,1.9114126,,Left Foot,,,,"[54.8, 48.9]",,Ground Pass,,25.144583,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,David Luiz Moreira Marinho,3956.0,Left Center Back,4,Paris Saint-Germain,131,['24361dee-14fa-4c37-81ec-fc403e937490'],17,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:17.812,Pass,
,,,,,,,,,,,,,,,,,,1.720716,,,,,,,,,,,,,,,66e20d50-ac02-4d4a-8726-d09ad0f06afc,60,,,"[63.6, 55.5]",3900557,1,,,,0.90767664,,Right Foot,,,,"[81.8, 78.8]",,Ground Pass,,29.56569,,,,,Serge Aurier,3481.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['5a197173-8afb-45c2-abb8-0555ca386bcd'],22,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:22.447,Pass,
,,,,,,,,,,,,,,,,,,1.51511,,,,,,,,,,,,,,,bb166323-f5ca-4885-a6a9-24a6500b563c,63,,,"[86.9, 77.4]",3900557,1,,,,-2.772381,,Right Foot,,,,"[63.9, 68.5]",,Ground Pass,,24.661915,,,,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Throw In,Serge Aurier,3481.0,Right Back,4,Paris Saint-Germain,131,['dac8c830-1461-4dc0-b397-505b67fd2bbd'],27,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:27.825,Pass,
,,,,,,,,,,,,,,,,,,1.986836,,,,,,,,,,,,,,,d99dab98-e225-4d05-8527-dc0555d21382,66,,,"[66.2, 65.7]",3900557,1,,,,-1.5012038,,Right Foot,,,,"[68.8, 28.4]",,Ground Pass,,37.390507,,,,,Blaise Matuidi,4375.0,,,,,,1,From Throw In,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Paris Saint-Germain,131,['5d44508f-9b2d-4490-a4ad-7c3f7a3ee6ec'],30,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.322,Pass,
,,,,,,,,,,,,,,,,,,2.491947,,,,,,,,,,,,,,,20204d87-312e-45f8-bce7-3dfa5aa26f86,69,,,"[74.8, 26.6]",3900557,1,,,,0.9466368,,Left Foot,,,,"[102.6, 65.2]",,High Pass,,47.568897,,,Incomplete,,Serge Aurier,3481.0,,,,,,1,From Throw In,Blaise Matuidi,4375.0,Left Center Midfield,4,Paris Saint-Germain,131,"['981b425f-de79-4e07-ae19-74799c879f73', 'd5bfec5d-a833-4fd8-a4e8-55d9473a2617']",35,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:35.110,Pass,
,,,,,,,,,,,,,,,,,,1.493074,,,,,,,,,,,,,,,d5bfec5d-a833-4fd8-a4e8-55d9473a2617,71,,,"[17.5, 14.9]",3900557,1,,,,0.16183743,,Head,,,,"[27.3, 16.5]",,Low Pass,,9.929753,,,,,Clément Grenier,3361.0,,,,,Recovery,1,Regular Play,Henri Bedimo Nsamè,4895.0,Left Back,5,Lyon,137,"['20204d87-312e-45f8-bce7-3dfa5aa26f86', '2a7e8538-a0aa-4c24-b920-420dbc87e237']",37,,,,,,,,,,,,,,,,,Lyon,137,00:01:37.602,Pass,
,,,,,,,,,,,,,,,,,,0.142569,,,,,,,,,,,,,,,381fdb57-7eba-46bd-b9c6-b2249115f1c1,76,,,"[19.6, 18.8]",3900557,1,,,,1.5707964,,Right Foot,,,,"[19.6, 20.4]",,Low Pass,,1.6,,,Incomplete,,,,,,,,,1,Regular Play,Clément Grenier,3361.0,Left Midfield,5,Lyon,137,"['3783b26a-f7de-450f-ae65-71488543acf6', 'b32f6531-95b9-4c37-a29c-09bb3a0c7cf2']",40,,,,,,,,,,,,,,,,,Lyon,137,00:01:40.474,Pass,True
,,,,,,,,,,,,,,,,,,2.717036,,,,,,,,,,,,,,,06afc938-a315-4865-822a-8c2325902c47,80,,,"[7.3, 16.3]",3900557,2,,,,0.14586806,,Left Foot,,,,"[67.2, 25.1]",,High Pass,,60.54296,,,Incomplete,,Claudio Beauvue,6600.0,,,,,Free Kick,1,From Free Kick,Anthony Lopes,2947.0,Goalkeeper,6,Lyon,137,"['65f1bdd2-a15b-47e0-b7a4-f959dfead247', 'd16e5df4-4345-48f6-b43c-c33c87318165']",14,,,,,,,,,,,,,,,,,Lyon,137,00:02:14.149,Pass,
,,,,,,,,,,,,,,,,,,2.604777,,,,,,,,,,,,,,,65f1bdd2-a15b-47e0-b7a4-f959dfead247,82,,,"[52.9, 55.0]",3900557,2,,,,0.43955588,,Head,,,,"[86.5, 70.8]",,High Pass,,37.1295,,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,6,Lyon,137,"['06afc938-a315-4865-822a-8c2325902c47', '4310300d-07cc-4b96-a3f7-c2f563f481d9']",16,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:02:16.866,Pass,
,,,,,,,,,,,,,,,,,,0.916174,,,,,,,,,,,,,,,421700fb-e5e0-4fca-92c8-d59732f570c9,85,,,"[20.3, 15.8]",3900557,2,,,,-0.60826206,,Left Foot,,,,"[39.4, 2.5]",,Ground Pass,,23.27445,,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,From Free Kick,Jérémy Morel,2983.0,Left Center Back,6,Lyon,137,['0a29b632-8bd3-4513-98f4-be270d7e8af6'],24,,,,,,,,,,,,,,,,,Lyon,137,00:02:24.537,Pass,
,,,,,,,,,,,,,,,,,,0.14847,,,,,,,,,,,,,,,5b0678af-6b7e-440a-bc72-33d37d6cba4d,89,,,"[39.4, 2.5]",3900557,2,,,,0.9272952,,Left Foot,,,,"[40.6, 4.1]",,Ground Pass,,2.0,,,Incomplete,,Corentin Tolisso,5480.0,,,,,,1,From Free Kick,Henri Bedimo Nsamè,4895.0,Left Back,6,Lyon,137,"['222e5606-ab5a-4fff-b363-4026f1820edb', '2a814f26-8d32-4890-96a5-d80ca6ac1f3b', 'f8fcf0d1-d697-4c25-9008-65210dddbfbe']",26,,,,,,,,,,,,,,,,,Lyon,137,00:02:26.165,Pass,True
,,,,,,,,,,,,,,,,,,1.004928,,,,,,,,,,,,,,,c7f065aa-010d-4557-a7e3-813c914b3c80,92,,,"[33.4, 0.1]",3900557,2,,,,0.6708575,,,,,,"[39.7, 5.1]",,Low Pass,,8.04301,,,,,Corentin Tolisso,5480.0,,,,,Throw-in,1,From Throw In,Henri Bedimo Nsamè,4895.0,Left Back,7,Lyon,137,['c565e9f5-8994-45de-884c-5a84ed631c77'],38,,,,,,,,,,,,,,,,,Lyon,137,00:02:38.109,Pass,
,,,,,,,,,,,,,,,,,,0.820841,,,,,,,,,,,,,,,d1be9841-2f74-4c9c-9cda-6a64bab1e0d5,96,,,"[39.7, 5.1]",3900557,2,,,,-2.8144946,,Right Foot,,,,"[28.5, 1.3]",,Ground Pass,,11.827087,,,,,Henri Bedimo Nsamè,4895.0,,,,,,1,From Throw In,Corentin Tolisso,5480.0,Left Center Midfield,7,Lyon,137,"['d24166e1-0812-4d5a-b1ca-ff4af25767df', 'd70bd92d-5ebd-4e33-9061-ebc57a4458ec']",39,,,,,,,,,,,,,,,,,Lyon,137,00:02:39.685,Pass,True
,,,,,,,,,,,,,,,,,,2.064859,,,,,,,,,,,,,,,42de83f0-6005-4e13-abf2-42230b5d9f55,98,,,"[28.5, 1.3]",3900557,2,,,,0.34512758,,Left Foot,,,,"[61.6, 13.2]",,High Pass,,35.174137,,,Incomplete,,Claudio Beauvue,6600.0,,,,,,1,From Throw In,Henri Bedimo Nsamè,4895.0,Left Back,7,Lyon,137,"['7cbee986-4e3c-4610-8fd7-d5c97cfee1f7', 'ac48eb8d-a98e-4cd0-9f8a-2edc64ff2e5c']",40,,,,,,,,,,,,,,,,,Lyon,137,00:02:40.505,Pass,
