ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,aaad161b-b0ee-4f37-8015-194ea9bad38a,1,,,,3901247,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 90746, 'name': 'Alassane Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 7808, 'name': 'Roderic Filippi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 401507, 'name': 'Jérôme Le Moigne'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 9}, {'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 3}, {'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Gazélec Ajaccio,160,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fec10857-ac2d-4962-abc6-97812069eb59,2,,,,3901247,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4372, 'name': 'Marcos Aoás Corrêa'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 4326, 'name': 'Layvin Kurzawa'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8515, 'name': 'Benjamin Stambouli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3025, 'name': 'Christopher Nkunku'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 33}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4319, 'name': 'Edinson Roberto Cavani Gómez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,77cc3a79-cd8f-4ae2-8886-23c7eb6a9cac,3,,,,3901247,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['6933ddd7-53d0-403a-82a9-0674e1e29ec8'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6933ddd7-53d0-403a-82a9-0674e1e29ec8,4,,,,3901247,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Gazélec Ajaccio,160,['77cc3a79-cd8f-4ae2-8886-23c7eb6a9cac'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,36e6ab9b-37ff-4a8f-bae1-5d9ad4fdbb72,2044,,,,3901247,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Paris Saint-Germain,131,['4dd3be0c-9bae-4387-8d95-58a6369f5215'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4dd3be0c-9bae-4387-8d95-58a6369f5215,2045,,,,3901247,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,77,Paris Saint-Germain,131,['36e6ab9b-37ff-4a8f-bae1-5d9ad4fdbb72'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.468682,,,,,,,,,,,,2db4afb2-7729-426e-ba68-4c8478c4ad84,5,,,"[61.0, 40.1]",3901247,0,,,,1.6295521,,Right Foot,,,,"[60.8, 43.5]",,Ground Pass,3.4058774,,,,,Khalid Boutaïb,5726.0,,,,,,Kick Off,1,From Kick Off,Jacques Zoua Daogari,401505.0,Center Forward,2,Gazélec Ajaccio,160,['3cda2d06-e305-4c2f-8cce-36f2abc7766d'],0,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:00.531,Pass,
,,,,,,,,,,,,,,,,2.084871,,,,,,,,,,,,005f7ad4-11ac-4dcb-a162-7e077da555db,7,,,"[59.8, 42.7]",3901247,0,,,,-2.6946332,,Right Foot,,,,"[30.8, 28.8]",,Ground Pass,32.159134,,,,,Abdou Kader Mangane,2953.0,,,,,,,1,From Kick Off,Khalid Boutaïb,5726.0,Right Center Midfield,2,Gazélec Ajaccio,160,['b3d92e92-1ae4-4711-bf6d-3829ad015825'],1,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:01.000,Pass,
,,,,,,,,,,,,,,,,0.119511,,,,,,,,,,,,696fe80d-9687-4556-8232-f1f94a80e922,10,,,"[30.0, 28.8]",3901247,0,,,,0.032246884,,Right Foot,,,,"[36.2, 29.0]",,Low Pass,6.203225,,,Incomplete,,,,,,,,,,1,From Kick Off,Abdou Kader Mangane,2953.0,Left Center Back,2,Gazélec Ajaccio,160,['0a657ac7-cb3d-44bf-99d1-afd203221665'],4,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:04.248,Pass,
,,,,,,,,,,,,,,,,2.920255,,,,,,,,,,,,16629faf-4e75-48ca-ac3f-f287cdb0c87c,13,,,"[50.1, 59.9]",3901247,0,,,,-0.5852171,,Right Foot,,,,"[83.3, 37.9]",,High Pass,39.82763,,,Incomplete,,Jacques Zoua Daogari,401505.0,,,,,,Recovery,1,From Kick Off,Alassane Touré,90746.0,Right Back,2,Gazélec Ajaccio,160,"['09da141d-9771-410b-907a-3468acdcea79', '76af4684-d085-40b0-ae1e-80fd23be8ceb', 'c19a7990-1d16-4be4-bdc7-59c0d30d4722']",6,,,,,,,,,,,,,,,,,,Gazélec Ajaccio,160,00:00:06.943,Pass,True
,,,,,,,,,,,,,,,,2.079848,,,,,,,,,,,,c19a7990-1d16-4be4-bdc7-59c0d30d4722,15,,,"[36.8, 42.2]",3901247,0,,,True,0.23655781,,,,,,"[59.2, 47.6]",,Low Pass,23.041702,,,Incomplete,,Ángel Fabián Di María Hernández,2995.0,,,,,,Recovery,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Gazélec Ajaccio,160,"['16629faf-4e75-48ca-ac3f-f287cdb0c87c', '28ea2c7a-e643-4aa6-a444-df82cdbeb3cd', '57aee452-3481-43b7-96a2-be814a430191', '666d5f4c-8f59-4504-a103-b7180e3d2b99']",9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:09.864,Pass,True
