50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.303248,,,,,,,,,,,,,,dc87f965-1982-4c0b-86b5-eef1b5331805,16,,,"[27.9, 63.1]",3901227,0,,,,,0.8854992,,Left Foot,,,,"[38.2, 75.7]",,Ground Pass,,16.274212,,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['acc3e5f8-530e-4cb2-906e-1833b55d0757'],17,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:17.440,Pass,
,,,,,,,,,,,,,,,,,,0.555273,,,,,,,,,,,,,,f5264ccc-16fc-4a7b-8eb0-cdd132bf2872,19,,,"[38.1, 76.1]",3901227,0,,,,,-0.33502412,,Left Foot,,,,"[51.6, 71.4]",,Ground Pass,,14.294754,,,,,Jacques-Alaixys Romao,10036.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,['689b27f1-3f26-438d-82ec-30520c8ffff6'],19,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:19.786,Pass,
,,,,,,,,,,,,,,,,,,1.06728,,,,,,,,,,,,,,3e0e13f2-e2f5-4fff-b6b4-bf2954f8305e,22,,,"[39.4, 66.7]",3901227,0,,,,,-2.2875197,,Right Foot,,,,"[30.6, 56.6]",,Ground Pass,,13.395895,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,3,Marseille,147,['5db0843e-c785-46d3-95c7-803f07ca3373'],22,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:22.242,Pass,
,,,,,,,,,,,,,,,,,,2.184627,,,,,,,,,,,,,,a224a6ae-95e8-44ea-8b74-45306b1a93b4,25,,,"[34.0, 59.9]",3901227,0,,,,,-1.6690193,,Right Foot,,,,"[31.3, 32.5]",,Ground Pass,,27.532707,,,,,Karim Rekik,8572.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['d95674c3-9273-456f-a36e-52759a793680'],24,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:24.909,Pass,
,,,,,,,,,,,,,,,,,,0.639909,,,,,,,,,,,,,,a62752bf-3914-4948-9512-3a5b7a8b1cb1,28,,,"[31.5, 32.2]",3901227,0,,,,,0.17414394,,Left Foot,,,,"[42.3, 34.1]",,Ground Pass,,10.965857,,,,,Vassiriki Abou Diaby,38413.0,,,,,,1,Regular Play,Karim Rekik,8572.0,Left Center Back,3,Marseille,147,['2666f509-60fb-46a4-a85c-f5189fa37ffc'],28,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:28.790,Pass,
,,,,,,,,,,,,,,,,,,1.277326,,,,,,,,,,,,,,38f14a81-0ae3-439d-a375-d94967c048b6,31,,,"[42.5, 34.5]",3901227,0,,,,,2.0052018,,Right Foot,,,,"[32.2, 56.7]",,Ground Pass,,24.473047,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Vassiriki Abou Diaby,38413.0,Left Defensive Midfield,3,Marseille,147,['06b5d1e1-06b0-4d14-9764-51f07c404470'],29,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:29.620,Pass,
,,,,,,,,,,,,,,,,,,2.069999,,,,,,,,,,,,,,2e9adade-6243-44c6-abb1-b9820b3fe1ca,34,,,"[32.0, 56.3]",3901227,0,,,,,1.0091728,,Right Foot,,,,"[43.2, 74.1]",,Ground Pass,,21.030455,,,,,Jacques-Alaixys Romao,10036.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,3,Marseille,147,['c2fe3c41-a836-4bfd-ac06-77ba01738b98'],32,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:32.931,Pass,
,,,,,,,,,,,,,,,,,,1.296422,,,,,,,,,,,,,,b5a76076-879b-4dc7-8adb-88f42150719b,37,,,"[48.0, 73.0]",3901227,0,,,,,0.28579482,,Right Foot,,,,"[69.1, 79.2]",,Ground Pass,,21.992044,,,,,Javier Manquillo Gaitán,3075.0,,,,,,1,Regular Play,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,3,Marseille,147,['915c6083-044b-4c56-9686-bcaba653a91a'],35,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:35.600,Pass,
,,,,,,,,,,,,,,,,,,0.876679,,,,,,,,,,,,,,179789ae-cc94-48d6-878c-1f64c0df434b,40,,,"[71.1, 78.9]",3901227,0,,,,,-0.18919902,,Right Foot,,,,"[80.5, 77.1]",,Ground Pass,,9.570789,,,,,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,3,Marseille,147,['2ab95ea8-d666-4fc4-81d4-3b6db33a7287'],38,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:38.089,Pass,
,,,,,,,,,,,,,,,,,,0.516684,,,,,,,,,,,,,,ae14f6b1-2dbc-46f3-93f3-c40b0422514a,43,,,"[80.5, 76.2]",3901227,0,,,,,-3.1149323,,Left Foot,,,,"[73.0, 76.0]",,Low Pass,,7.502666,,,Incomplete,,Javier Manquillo Gaitán,3075.0,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Right Center Forward,3,Marseille,147,"['3c888f4e-58e2-4e8b-81f0-c464895fb4aa', '8d6ac923-637b-4603-9699-0bdd828d1309', 'a978f0aa-8882-47d5-ab5b-8b99e669181b']",38,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:38.966,Pass,True
,,,,,,,,,,,,,,,,,,0.80137,,,,,,,,,,,,,,a978f0aa-8882-47d5-ab5b-8b99e669181b,45,,,"[47.1, 4.1]",3901227,0,,,,,0.30357075,,Left Foot,,,,"[55.4, 6.7]",,Low Pass,,8.6977005,,,Incomplete,,Emiliano Sala,3114.0,,,,,Interception,1,Regular Play,Adrien Thomasson,3375.0,Left Wing,3,Marseille,147,"['364a9306-0320-4563-87a5-29195f3909c5', 'ae14f6b1-2dbc-46f3-93f3-c40b0422514a', 'bd8d3309-20ac-410b-aeaa-623a04bbd923']",39,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:39.483,Pass,
,,,,,,,,,,,,,,,,,,1.115993,,,,,,,,,,,,,,bd8d3309-20ac-410b-aeaa-623a04bbd923,47,,,"[64.7, 73.4]",3901227,0,,,,,0.748918,,Right Foot,,,,"[71.8, 80.0]",,Low Pass,,9.693812,,,Out,,Javier Manquillo Gaitán,3075.0,,,,,Recovery,1,Regular Play,Jacques-Alaixys Romao,10036.0,Right Defensive Midfield,3,Marseille,147,"['58455aa6-4dc7-4625-b020-cd310b75ffed', 'a978f0aa-8882-47d5-ab5b-8b99e669181b']",40,,,,,,,,,,,,,,,,,,,Marseille,147,00:00:40.284,Pass,
,,,,,,,,,,,,,,,,,,0.975673,,,,,,,,,,,,,,f4c0807a-0099-4f1f-a9ea-8e79f963db06,49,,,"[49.4, 0.1]",3901227,0,,,,,0.18280989,,,,,,"[61.3, 2.3]",,Low Pass,,12.101653,,,,,Adrien Thomasson,3375.0,,,,,Throw-in,1,From Throw In,Léo Dubois,3144.0,Left Back,4,Nantes,144,['63d027e2-092f-4f79-b295-c4160edd6831'],50,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:50.237,Pass,
,,,,,,,,,,,,,,,,,,0.749718,,,,,,,,,,,,,,47557e88-adfb-4aac-8f90-ae079247c262,52,,,"[59.3, 2.5]",3901227,0,,,,,-3.0875912,,Right Foot,,,,"[51.9, 2.1]",,Ground Pass,,7.410803,,,,,Léo Dubois,3144.0,,,,,,1,From Throw In,Adrien Thomasson,3375.0,Left Wing,4,Nantes,144,['a0d31612-abd5-44be-ab3c-a0a655d92b40'],51,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:51.293,Pass,
,,,,,,,,,,,,,,,,,,2.260087,,,,,,,,,,,,,,6f424231-b71e-4663-8c9f-57aad8c5b097,54,,,"[51.9, 2.1]",3901227,0,,,,,0.13066158,,Right Foot,,,,"[83.1, 6.2]",,High Pass,,31.468239,,,Incomplete,,Youssouf Sabaly,3404.0,,,,,,1,From Throw In,Léo Dubois,3144.0,Left Back,4,Nantes,144,"['3067b4b6-fbed-400a-a74a-6a12501ec6ec', '68332f56-4c9c-48a1-96d3-0d0b2a85a3e5']",52,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:52.043,Pass,
,,,,,,,,,,,,,,,,,,1.95142,,,,,,,,,,,,,,d332e6e9-6acf-42a0-95c3-2ac16edeaa52,57,,,"[71.4, 2.5]",3901227,0,,,,,0.08145204,,Head,,,,"[86.1, 3.7]",,High Pass,,14.7488985,,,Incomplete,,Birama Touré,7350.0,,,,,Recovery,1,From Throw In,Adrien Thomasson,3375.0,Left Wing,4,Nantes,144,"['89cdcc23-b5a1-4f4a-938a-12d01f93a2f7', 'e7c96024-9ae6-416d-b0ee-23df59a5b0f4']",56,,,,,,,,,,,,,,,,,,,Nantes,144,00:00:56.038,Pass,
,,,,,,,,,,,,,,,,,,1.75367,,,,,,,,,,,,,,80906749-89ac-450e-b429-7b089dccda2d,63,,,"[56.9, 46.9]",3901227,1,,,,,-1.5789595,,Left Foot,,,,"[56.7, 22.4]",,Ground Pass,,24.500816,,,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,Michy Batshuayi Tunga,3457.0,Right Center Forward,5,Marseille,147,['303cd620-8e26-48a8-8d75-01e8fad7d135'],4,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:04.560,Pass,
,,,,,,,,,,,,,,,,,,1.765381,,,,,,,,,,,,,,43766703-3da5-46b2-860c-d7bcf8fa6cde,66,,,"[65.0, 24.0]",3901227,1,,,,,-1.1659045,,Left Foot,,,,"[71.6, 8.6]",,Ground Pass,,16.754702,,,,,Bouna Sarr,4351.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,5,Marseille,147,['727cc697-efdc-4efd-b999-29448cb3797e'],8,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:08.513,Pass,
,,,,,,,,,,,,,,,,,,0.930107,,,,,,,,,,,,,,53197e35-44cc-4f2e-8382-0541d76defdf,69,,,"[78.0, 7.3]",3901227,1,,,,,2.5713546,,Right Foot,,,,"[68.8, 13.2]",,Ground Pass,,10.929318,,,,,Benjamin Mendy,3261.0,,,,,,1,Regular Play,Bouna Sarr,4351.0,Left Midfield,5,Marseille,147,['09cc83e7-6486-4f5a-bc42-03a5315d9202'],12,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:12.603,Pass,
,,,,,,,,,,,,,,,,,,1.226935,,,,,,,,,,,,,,3b515bb9-4558-4081-bfe1-bce6d5f8fcbb,72,,,"[69.3, 10.7]",3901227,1,,,,,2.6635056,,Left Foot,,,,"[58.3, 16.4]",,Ground Pass,,12.389108,,,,,Vassiriki Abou Diaby,38413.0,,,,,,1,Regular Play,Benjamin Mendy,3261.0,Left Back,5,Marseille,147,['79073b51-ecf1-43a5-b35f-06461a23b56e'],14,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:14.255,Pass,
,,,,,,,,,,,,,,,,,,2.702562,,,,,,,,,,,,,,f15cbc65-4bfa-4871-ad53-07863f8f2bdf,75,,,"[54.9, 24.2]",3901227,1,,,,,1.4851851,,Right Foot,,,,"[59.5, 77.8]",,High Pass,,53.797028,,,,,Javier Manquillo Gaitán,3075.0,,True,,,,1,Regular Play,Vassiriki Abou Diaby,38413.0,Left Defensive Midfield,5,Marseille,147,['0163a7e0-0c8e-4f2d-b37e-f18ab7bd4a21'],17,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:17.399,Pass,
,,,,,,,,,,,,,,,,,,1.619856,,,,,,,,,,,,,,c51c150b-f98e-4d79-8d6c-f5c62c98fe0e,78,,,"[53.3, 75.5]",3901227,1,,,,,-2.1612499,,Right Foot,,,,"[40.7, 56.7]",,Ground Pass,,22.631836,,,,,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,5,Marseille,147,['af3eecc0-63bd-4c82-94ac-3f98086854b5'],22,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:22.230,Pass,
,,,,,,,,,,,,,,,,,,1.235472,,,,,,,,,,,,,,f5cb731b-6397-450d-886f-85d064cef7c4,81,,,"[39.8, 54.2]",3901227,1,,,,,-0.892677,,Right Foot,,,,"[51.4, 39.8]",,Ground Pass,,18.49108,,,,,Vassiriki Abou Diaby,38413.0,,,,,,1,Regular Play,Nicolas Alexis Julio N'Koulou Ndoubena,7472.0,Right Center Back,5,Marseille,147,['0a35630e-98c6-4a33-8c75-cce6e948a6c7'],24,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:24.550,Pass,
,,,,,,,,,,,,,,,,,,0.875404,,,,,,,,,,,,,,7b9f29f0-facd-4889-9697-6c1c2d44a58a,84,,,"[52.8, 33.6]",3901227,1,,,,,-0.23908772,,Right Foot,,,,"[68.8, 29.7]",,Ground Pass,,16.468454,,,Incomplete,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Vassiriki Abou Diaby,38413.0,Left Defensive Midfield,5,Marseille,147,"['77b91ede-efcd-4c76-be51-75b23fe34297', 'b0bb0aeb-178b-467e-8e01-f671f841db55']",27,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:27.338,Pass,
,,,,,,,,,,,,,,,,,,0.880157,,,,,,,,,,,,,,775658e0-e9fe-4151-b977-0abb21ed77fb,88,,,"[52.6, 52.2]",3901227,1,,,,,-1.4124119,,Right Foot,,,,"[54.9, 37.8]",,Ground Pass,,14.582523,,,,,Birama Touré,7350.0,,,,,,1,Regular Play,Guillaume Gillet,4380.0,Left Defensive Midfield,5,Marseille,147,['e70c0e72-7883-4b8f-acd2-2ec8f1600c05'],29,,,,,,,,,,,,,,,,,,,Nantes,144,00:01:29.268,Pass,
,,,,,,,,,,,,,,,,,,3.016583,,,,,,,,,,,,,,06149071-f2e7-4c60-a6eb-180dc090da28,91,,,"[58.6, 35.3]",3901227,1,,,,,-0.29123136,,Left Foot,,,,"[99.3, 23.1]",,Ground Pass,,42.489174,,,Incomplete,,Adrien Thomasson,3375.0,,,,,,1,Regular Play,Birama Touré,7350.0,Right Defensive Midfield,5,Marseille,147,"['a5a63fc7-93a3-4d0c-a50e-d709f44d9759', 'bf4becf9-36c2-4c2f-b73f-668eedff9518']",31,,,,,,,,,,,,,,,,,,,Nantes,144,00:01:31.598,Pass,
,,,,,,,,,,,,,,,,,,0.933959,,,,,,,,,,,,,,1ab0b6df-738f-4c02-af94-050b8a4b51be,96,,,"[16.6, 71.2]",3901227,1,,,,,-0.106081754,,Right Foot,,,,"[38.2, 68.9]",,High Pass,,21.722109,,,,,Florian Thauvin,3254.0,,,,,,1,Regular Play,Javier Manquillo Gaitán,3075.0,Right Back,5,Marseille,147,['8e7dc56b-4ce7-4df5-bcc8-777141f85ef2'],36,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:36.938,Pass,
,,,,,,,,,,,,,,,,,,1.340367,,,,,,,,,,,,,,45049a6f-bcd5-4288-a3a8-3fa55c1a556c,99,,,"[37.2, 69.8]",3901227,1,,,,,-0.25624868,,Head,,,,"[60.1, 63.8]",,Low Pass,,23.672981,,,Incomplete,,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Florian Thauvin,3254.0,Right Midfield,5,Marseille,147,"['ace4d166-e47e-4dca-84eb-a7e75958bbdc', 'd058f7c8-74fe-4dfa-8ef7-e38628ffb28c']",37,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:37.912,Pass,
,,,,,,,,,,,,,,,,,,1.178386,,,,,,,,,,,,,,a7ac15b5-2578-4b2c-9ecc-8491c8821f53,102,,,"[29.2, 53.5]",3901227,1,,,,,0.20232163,,Head,,,,"[37.0, 55.1]",,High Pass,,7.962412,,,Incomplete,,Bouna Sarr,4351.0,,,,,Recovery,1,Regular Play,Vassiriki Abou Diaby,38413.0,Left Defensive Midfield,5,Marseille,147,"['2fe19e07-7a6d-431a-8b9d-6fb6d18009ba', 'e12e88ca-cc9d-4922-9a89-bd1e8d2deb1d']",42,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:42.582,Pass,
,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,0df8fb39-b19a-4681-b516-f8dc0b947b97,107,,,"[78.3, 21.8]",3901227,1,,,,,-1.3356,,Left Foot,,,,"[83.5, 0.1]",,Ground Pass,,22.314344,,,Out,,,,,,,,,1,Regular Play,Birama Touré,7350.0,Right Defensive Midfield,5,Marseille,147,['3fe8f413-dc71-4318-86ae-191d87ecff4b'],44,,,,,,,,,,,,,,,,,,,Nantes,144,00:01:44.639,Pass,True
,,,,,,,,,,,,,,,,,,1.747567,,,,,,,,,,,,,,af327d9e-9fcd-4899-ad96-41db934523f9,108,,,"[38.4, 80.0]",3901227,1,,,,,-0.2148154,,,,,,"[54.9, 76.4]",,High Pass,,16.88816,,,Incomplete,,Florian Thauvin,3254.0,,,,,Throw-in,1,From Throw In,Javier Manquillo Gaitán,3075.0,Right Back,6,Marseille,147,"['00ccd5c5-b16b-4b90-ad7b-ac381c5ca226', '41ffa1b7-01f1-48e1-a4dc-01d20ccb49f2']",59,,,,,,,,,,,,,,,,,,,Marseille,147,00:01:59.639,Pass,
