50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0fb31100-b5b6-4f34-a84d-e4d79e5bf423,1,,,,3829508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3980, 'name': 'Johny Placide'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 18783, 'name': 'Omenuke Mfulu'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 7498, 'name': 'Mickaël Tacalfred'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 401455, 'name': 'Mohamed Fofana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 40521, 'name': 'Franck Signorino'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4545, 'name': 'Prince Oniangué'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 401488, 'name': 'Odaïr Junior Lopes Fortes'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 7817, 'name': 'Frédéric Bulot'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7367, 'name': 'Grejohn Kyei'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 29}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,87766667-2bcf-4767-8219-d6a9202ed55f,2,,,,3829508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 2}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8736714a-eb82-4afb-8959-ab4aa0560c12,3,,,,3829508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['cc1fb88c-ca92-4418-b3ba-64c739f606d1'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cc1fb88c-ca92-4418-b3ba-64c739f606d1,4,,,,3829508,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stade de Reims,156,['8736714a-eb82-4afb-8959-ab4aa0560c12'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d4cacf18-8f35-47e8-8c55-9ca2b5b04ba9,1546,,,,3829508,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stade de Reims,156,['11c6465a-1a48-44cb-aa55-4962c54d980c'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,11c6465a-1a48-44cb-aa55-4962c54d980c,1547,,,,3829508,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,89,Stade de Reims,156,['d4cacf18-8f35-47e8-8c55-9ca2b5b04ba9'],0,,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.404733,,,,,,,,,,,,b930fa7c-65cd-4462-ba79-6f06210fc750,5,,,"[61.0, 40.1]",3829508,0,,,,,-2.9889433,,Right Foot,,,,"[59.7, 39.9]",,Ground Pass,,1.3152946,,,,Julien Féret,2959.0,,,,,Kick Off,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['a5dcc384-a730-4b22-bf98-67607a70ac44'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.617,Pass,
,,,,,,,,,,,,,,,,,,,0.342954,,,,,,,,,,,,6a7d9fb7-ee98-4c29-bac2-6503bed43fd8,8,,,"[60.1, 38.3]",3829508,0,,,,,1.8391626,,Right Foot,,,,"[59.0, 42.3]",,Ground Pass,,4.148494,,,,Andy Delort,3038.0,,,,,,1,From Kick Off,Julien Féret,2959.0,Left Center Midfield,2,Caen,140,['bb9c187f-ce8e-47b5-99bf-9b7cfe72e825'],1,,,,,,,,,,,,,,,,,,Caen,140,00:00:01.099,Pass,
,,,,,,,,,,,,,,,,,,,1.605051,,,,,,,,,,,,47ce3911-8877-4afb-8487-efd19eef43a7,10,,,"[59.0, 42.3]",3829508,0,,,,,-2.7728968,,Right Foot,,,,"[41.4, 35.5]",,Ground Pass,,18.867962,,,,Damien Da Silva,4386.0,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['097066c5-6889-4a96-95c1-e9488d16ded3'],1,,,,,,,,,,,,,,,,,,Caen,140,00:00:01.442,Pass,
,,,,,,,,,,,,,,,,,,,3.178344,,,,,,,,,,,,8e25ae2d-d502-410c-aef1-5e3019d3bdc5,13,,,"[38.5, 38.3]",3829508,0,,,,,0.57778525,,Left Foot,,,,"[90.8, 72.4]",,High Pass,,62.434765,,,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Damien Da Silva,4386.0,Left Center Back,2,Caen,140,['f3a6a463-8152-491b-bb5d-e65856fb586d'],4,,,,,,,,,,,,,,,,,,Caen,140,00:00:04.920,Pass,
