50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cdb93100-79c7-4fee-b17e-52ad201cbde2,1,,,,3900581,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40533, 'name': 'Cédric Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 30338, 'name': 'André Biyogo Poko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 2946, 'name': 'Frédéric Guilbert'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3779, 'name': 'Cédric Yambéré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4628, 'name': 'Diego Armando Valentin Contento'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 7552, 'name': 'Clément Chantôme'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 11}, {'player': {'id': 3150, 'name': 'Jaroslav Plašil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 42430, 'name': 'Nicolas Maurice-Belay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 6739, 'name': 'Diego Alejandro Rolan Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 7130, 'name': 'Cheick Tidiane Diabaté'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Bordeaux,146,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,9ae51a64-97e3-444a-97e6-e5097d59d5d8,2,,,,3900581,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 40484, 'name': 'Vincent Enyeama'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6716, 'name': 'Sébastien Corchia'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 29057, 'name': 'Renato Civelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3677, 'name': 'Bakary Adama Soumaoro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3446, 'name': 'Djibril Sidibé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 40522, 'name': 'Rio Antonio Zoba Mavuba'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 40697, 'name': 'Mounir Obbadi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3625, 'name': 'Sofiane Boufal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 40486, 'name': 'Éric Bauthéac'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10330, 'name': 'Gadji Celi Carmen Junior Tallo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Lille,143,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,799181e4-6ff7-4d9b-9104-bac446a6a399,3,,,,3900581,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['3e20d235-b5e7-416a-8b03-1b1de20b7ac5'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3e20d235-b5e7-416a-8b03-1b1de20b7ac5,4,,,,3900581,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bordeaux,146,['799181e4-6ff7-4d9b-9104-bac446a6a399'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4479d7b3-2a1b-4abb-ba3e-7bdb40277f45,1999,,,,3900581,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,100,Lille,143,['cc2d0d37-4566-49bb-bde0-63a6bdc1e10e'],0,,,,,,,,,,,,,,,,Lille,143,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cc2d0d37-4566-49bb-bde0-63a6bdc1e10e,2000,,,,3900581,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,100,Lille,143,['4479d7b3-2a1b-4abb-ba3e-7bdb40277f45'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.316305,,,,,,,,,,,,,,d1383f96-b33f-47e4-ac83-0da516deb307,5,,,"[60.0, 40.0]",3900581,0,,,,,2.9996955,,Left Foot,,,"[59.3, 40.1]",,Ground Pass,,0.70710677,,,,Wahbi Khazri,3196.0,,,,,Kick Off,1,From Kick Off,Cheick Tidiane Diabaté,7130.0,Center Forward,2,Bordeaux,146,['814e815d-2e6a-4282-8627-46478549cc9a'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.227,Pass,
,,,,,,,,,,,,,,,,,0.979377,,,,,,,,,,,,,,9e48bbf7-af45-4d89-b2aa-cc2e82419235,8,,,"[58.7, 40.1]",3900581,0,,,,,-2.9066944,,Left Foot,,,"[47.0, 37.3]",,Ground Pass,,12.030378,,,,Clément Chantôme,7552.0,,,,,,1,From Kick Off,Wahbi Khazri,3196.0,Left Wing,2,Bordeaux,146,['f03c3b90-5c07-4a25-99db-c94ea4d4fa95'],0,,,,,,,,,,,,,,,,Bordeaux,146,00:00:00.695,Pass,
,,,,,,,,,,,,,,,,,1.374325,,,,,,,,,,,,,,b2466166-5af8-48bd-a3d5-76998c04fa23,11,,,"[47.0, 34.4]",3900581,0,,,,,-2.287338,,Right Foot,,,"[36.2, 22.0]",,Ground Pass,,16.443844,,,,Cédric Yambéré,3779.0,,,,,,1,From Kick Off,Clément Chantôme,7552.0,Center Defensive Midfield,2,Bordeaux,146,['0d3a01f7-e563-4f75-ae0c-18d6934b3ad9'],2,,,,,,,,,,,,,,,,Bordeaux,146,00:00:02.693,Pass,
,,,,,,,,,,,,,,,,,1.784106,,,,,,,,,,,,,,fcafacd9-cde7-45ec-99d1-8624ee7ae4fd,14,,,"[35.5, 22.2]",3900581,0,,,,,1.8283226,,Right Foot,,,"[29.1, 46.5]",,Ground Pass,,25.12867,,,,Frédéric Guilbert,2946.0,,,,,,1,From Kick Off,Cédric Yambéré,3779.0,Left Center Back,2,Bordeaux,146,['da2916ae-8326-4419-9bc3-1cd19304dd9b'],5,,,,,,,,,,,,,,,,Bordeaux,146,00:00:05.647,Pass,
