50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.462423,,,,,,,,,,,,,,,7e9279a8-20e0-42bd-9cd7-2aa97d93330a,16,,"[60.4, 26.0]",3900514,0,,,,2.2226076,,Right Foot,,"[38.5, 54.7]",,Ground Pass,,36.101246,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Zinédine Machach,3032.0,Left Center Midfield,2,Toulouse,130,['ba1c69bf-d205-4290-9d41-003476bebedc'],7,,,,,,,,,,,,,,,,,Toulouse,130,00:00:07.469,Pass,
,,,,,,,,,,,,,,,,,,2.427785,,,,,,,,,,,,,,,090efd79-f388-4e47-a152-2f37825863ef,19,,"[38.5, 54.7]",3900514,0,,,,-1.7366593,,Right Foot,,"[34.7, 32.0]",,Ground Pass,,23.015863,,,Marcel Tisserand,8677.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Right Center Back,2,Toulouse,130,['d5d8beaf-8609-4a92-890d-d4cd2e165147'],11,,,,,,,,,,,,,,,,,Toulouse,130,00:00:11.844,Pass,
,,,,,,,,,,,,,,,,,,2.708385,,,,,,,,,,,,,,,3dece406-decb-46b7-be1b-0b4dbece39a6,22,,"[34.7, 32.0]",3900514,0,,,,1.2258637,,Right Foot,,"[49.0, 71.8]",,High Pass,,42.291016,,,Wergiton do Rosário Calmon,3030.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['ede69035-d6f9-42bd-a7a1-96ea4e184f5e'],15,,,,,,,,,,,,,,,,,Toulouse,130,00:00:15.258,Pass,
,,,,,,,,,,,,,,,,,,0.808601,,,,,,,,,,,,,,,99cca690-2a48-4c5f-93ba-cf5e2f30589c,25,,"[50.7, 73.1]",3900514,0,,,,-1.8610612,,Right Foot,,"[48.4, 65.4]",,Ground Pass,,8.036168,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Wergiton do Rosário Calmon,3030.0,Right Back,2,Toulouse,130,['f4459770-c646-48de-a683-4275982e2752'],18,,,,,,,,,,,,,,,,,Toulouse,130,00:00:18.118,Pass,
,,,,,,,,,,,,,,,,,,0.662019,,,,,,,,,,,,,,,b407db24-96ef-4e2f-a569-b4bae2ee0350,28,,"[45.4, 70.8]",3900514,0,,,,-1.1113681,,Right Foot,,"[50.1, 61.3]",,Ground Pass,,10.599056,,,Yann Bodiger,2961.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Toulouse,130,['522590af-c97d-414c-b42b-25013bc8ca0c'],20,,,,,,,,,,,,,,,,,Toulouse,130,00:00:20.615,Pass,
,,,,,,,,,,,,,,,,,,0.79171,,,,,,,,,,,,,,,91581f98-d3be-4a92-9abb-907e8a248b4b,32,,"[50.9, 61.6]",3900514,0,,,,1.7585583,,Left Foot,,"[49.0, 71.6]",,Ground Pass,,10.1789,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,"['b0e30d62-2e77-4dce-b562-2656e17f9766', 'e7952b21-8023-4f71-ae92-b09ff68c5e18']",21,,,,,,,,,,,,,,,,,Toulouse,130,00:00:21.493,Pass,True
,,,,,,,,,,,,,,,,,,3.269157,,,,,,,,,,,,,,,ccdad540-d838-4851-8831-a3a1b3d25e4f,35,,"[49.0, 71.6]",3900514,0,,,,-1.7564987,,Right Foot,,"[39.4, 20.5]",,High Pass,,51.993942,,,Marcel Tisserand,8677.0,,True,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Toulouse,130,['f9ddd686-083c-48b9-800d-b1014957c101'],22,,,,,,,,,,,,,,,,,Toulouse,130,00:00:22.587,Pass,
,,,,,,,,,,,,,,,,,,0.662145,,,,,,,,,,,,,,,a86ba24e-cc83-4ee3-aef8-42e37793de26,38,,"[39.4, 20.5]",3900514,0,,,,0.3332443,,Right Foot,,"[52.4, 25.0]",,Ground Pass,,13.756817,,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['fa23235f-c0d0-4797-a294-83e75c891161'],27,,,,,,,,,,,,,,,,,Toulouse,130,00:00:27.988,Pass,
,,,,,,,,,,,,,,,,,,1.173286,,,,,,,,,,,,,,,c6f7a92b-da1b-43a3-822e-5c29e6d7fa69,42,,"[49.2, 25.8]",3900514,0,,,,1.9884061,,Right Foot,,"[35.8, 56.0]",,Ground Pass,,33.03937,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Kick Off,Zinédine Machach,3032.0,Left Center Midfield,2,Toulouse,130,['06d83aee-1695-42c8-8dc5-da185b3b5459'],29,,,,,,,,,,,,,,,,,Toulouse,130,00:00:29.916,Pass,
,,,,,,,,,,,,,,,,,,1.943991,,,,,,,,,,,,,,,d59043ba-8f62-4656-a7b5-d3e42d5b1cc6,45,,"[35.8, 57.3]",3900514,0,,,,0.5940908,,Right Foot,,"[50.9, 67.5]",,Ground Pass,,18.222239,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Right Center Back,2,Toulouse,130,['5a99593e-9661-4bb9-800e-b01806b1e7bd'],33,,,,,,,,,,,,,,,,,Toulouse,130,00:00:33.097,Pass,
,,,,,,,,,,,,,,,,,,0.979391,,,,,,,,,,,,,,,6de35a74-450e-4702-b9b8-67319c0ed2f5,48,,"[50.9, 67.5]",3900514,0,,,,-1.3063079,,Right Foot,,"[53.5, 57.9]",,Ground Pass,,9.945853,,,Yann Bodiger,2961.0,,,,,,1,From Kick Off,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,2,Toulouse,130,['1e49d0fb-8033-4a83-96f1-472fa08c6ed8'],37,,,,,,,,,,,,,,,,,Toulouse,130,00:00:37.522,Pass,
,,,,,,,,,,,,,,,,,,0.723109,,,,,,,,,,,,,,,530cd039-338e-4cda-92d8-5af2f357d6b3,52,,"[54.8, 65.4]",3900514,0,,,,0.12090276,,Left Foot,,"[65.5, 66.7]",,Ground Pass,,10.778683,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Kick Off,Yann Bodiger,2961.0,Center Defensive Midfield,2,Toulouse,130,"['a2c615ab-661a-479f-a964-aa5765fc167e', 'd901bb61-c34f-41e8-917d-4add7bca9dd5']",39,,,,,,,,,,,,,,,,,Toulouse,130,00:00:39.491,Pass,True
,,,,,,,,,,,,,,,,,,2.133097,,,,,,,,,,,,,,,715b4c18-7b6d-42ab-9192-d06ed5550fd1,58,,"[46.0, 61.6]",3900514,0,,,,-1.6402034,,Left Foot,,"[44.7, 42.9]",,Ground Pass,,18.745132,,,Marcel Tisserand,8677.0,,,,,Recovery,1,From Kick Off,Jean-Armel Kana-Biyik,30447.0,Right Center Back,2,Toulouse,130,['dc274f77-c15e-4d97-a613-2236e4851a3b'],44,,,,,,,,,,,,,,,,,Toulouse,130,00:00:44.078,Pass,
,,,,,,,,,,,,,,,,,,1.662087,,,,,,,,,,,,,,,8f508659-659f-4054-bca3-24e956bf89eb,61,,"[44.7, 40.0]",3900514,0,,,,-1.3352513,,Right Foot,,"[50.1, 17.5]",,Ground Pass,,23.138927,,,William Matheus da Silva,44065.0,,,,,,1,From Kick Off,Marcel Tisserand,8677.0,Left Center Back,2,Toulouse,130,['d749e9c4-b247-43cd-a3b5-0ed54c17943d'],47,,,,,,,,,,,,,,,,,Toulouse,130,00:00:47.994,Pass,
,,,,,,,,,,,,,,,,,,0.71941,,,,,,,,,,,,,,,09d83d80-aba3-497f-b0d7-c36dae7357a0,64,,"[50.1, 17.5]",3900514,0,,,,0.22679885,,Left Foot,,"[65.7, 21.1]",,Ground Pass,,16.009996,,,Zinédine Machach,3032.0,,,,,,1,From Kick Off,William Matheus da Silva,44065.0,Left Back,2,Toulouse,130,['bf1a3f6c-8c95-4bba-9c33-7eb862bf24aa'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:00:50.996,Pass,
,,,,,,,,,,,,,,,,,,1.087035,,,,,,,,,,,,,,,42c66ce7-14c9-4020-a079-95d5b0a61226,71,,"[62.5, 17.1]",3900514,0,,,,0.56748563,,Right Foot,,"[79.6, 28.0]",,Ground Pass,,20.27856,,,Wissam Ben Yedder,6723.0,,,,,Free Kick,1,From Free Kick,William Matheus da Silva,44065.0,Left Back,3,Toulouse,130,['eeab7a2c-8303-493e-adb8-df3a5d5e03e1'],59,,,,,,,,,,,,,,,,,Toulouse,130,00:00:59.131,Pass,
,,,,,,,,,,,,,,,,,,0.442406,,,,,,,,,,,,,,,e28d9d42-f32c-4fa5-bf08-d19e2baa4b06,74,,"[76.4, 28.4]",3900514,1,,,,-1.586668,,Left Foot,,"[76.2, 15.8]",,Ground Pass,,12.601587,,,Zinédine Machach,3032.0,,,,,,1,From Free Kick,Wissam Ben Yedder,6723.0,Right Center Forward,3,Toulouse,130,['8ff1e1c4-5a33-47b9-896d-16d59963e143'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:01:00.335,Pass,
,,,,,,,,,,,,,,,,,,0.664597,,,,,,,,,,,,,,,a7cbe751-71e6-4e17-bb1a-978cc5bd096a,78,,"[82.2, 19.2]",3900514,1,,,,-0.7853982,,Right Foot,,"[88.2, 13.2]",,Ground Pass,,8.485281,,,Martin Braithwaite Christensen,4447.0,,,,,,1,From Free Kick,Zinédine Machach,3032.0,Left Center Midfield,3,Toulouse,130,"['55f9bf9a-915d-41ab-886a-412d3a30bb70', 'ccbe8436-3e08-47e1-b44c-d3b36a3da572']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:01:02.138,Pass,True
,,,,,,,,,,,,,,,,,,0.657841,,,,,,,,,,,,,,,71761904-8e1f-4901-82ba-3c9023a788e6,82,,"[88.2, 13.4]",3900514,1,,,,-1.7266645,,Right Foot,,"[87.1, 6.4]",,Ground Pass,,7.0859013,,,Zinédine Machach,3032.0,,,,,,1,From Free Kick,Martin Braithwaite Christensen,4447.0,Left Center Forward,3,Toulouse,130,['f91c184f-589b-45b1-831b-8b318829a484'],5,,,,,,,,,,,,,,,,,Toulouse,130,00:01:05.776,Pass,
,,,,,,,,,,,,,,,,,,1.08497,,,,,,,,,,,,,,,9c58439d-2ad0-45cc-a3c3-219e7a1e8642,85,,"[98.6, 5.7]",3900514,1,,,,1.308337,,Right Foot,,"[100.4, 12.4]",,Ground Pass,,6.9375787,Incomplete,,Óscar Guido Trejo,11540.0,,,,,,1,From Free Kick,Zinédine Machach,3032.0,Left Center Midfield,3,Toulouse,130,"['346baefb-f531-4515-9197-e7277a54aa71', 'a32b773d-03c2-4d5a-832e-c5fc4c4bb90a']",8,,,,,,,,,,,,,,,,,Toulouse,130,00:01:08.672,Pass,
,,,,,,,,,,,,,,,,,,0.1442,,,,,,,,,,,,,,,a32b773d-03c2-4d5a-832e-c5fc4c4bb90a,87,,"[19.7, 67.7]",3900514,1,,,,-0.8567056,,Right Foot,,"[22.3, 64.7]",,Low Pass,,3.9698865,Incomplete,,Jimmy Briand,3213.0,,,,,Recovery,1,From Free Kick,Christophe Kerbrat,2936.0,Right Center Back,3,Toulouse,130,"['3b3191c1-d122-4dce-bcfa-310222648fe6', '7635898f-c4b0-49bd-860d-182fcce6e242', '9c58439d-2ad0-45cc-a3c3-219e7a1e8642']",9,,,,,,,,,,,,,,,,,Guingamp,142,00:01:09.757,Pass,
,,,,,,,,,,,,,,,,,,2.262235,,,,,,,,,,,,,,,e40ce294-80fd-407c-a398-44b83d4ef051,93,,"[6.0, 64.1]",3900514,1,,,,0.30205944,,Right Foot,,"[33.6, 72.7]",,High Pass,,28.908823,Incomplete,,Marcus Coco,3363.0,,,,,,1,Regular Play,Christophe Kerbrat,2936.0,Right Center Back,4,Guingamp,142,"['01be76f1-6dbd-4a17-a560-3bf88122751a', 'c1abe010-c1b0-48b2-9570-3d09b6a0f0a8']",13,,,,,,,,,,,,,,,,,Guingamp,142,00:01:13.450,Pass,
,,,,,,,,,,,,,,,,,,1.684462,,,,,,,,,,,,,,,c1abe010-c1b0-48b2-9570-3d09b6a0f0a8,95,,"[86.5, 7.4]",3900514,1,,,,0.20349304,,Head,,"[99.1, 10.0]",,High Pass,,12.865458,Incomplete,,,,,,,,Recovery,1,Regular Play,Marcel Tisserand,8677.0,Left Center Back,4,Guingamp,142,"['c28a23a3-c5aa-4db5-90f4-d820000977eb', 'e40ce294-80fd-407c-a398-44b83d4ef051']",15,,,,,,,,,,,,,,,,,Toulouse,130,00:01:15.712,Pass,
,,,,,,,,,,,,,,,,,,0.143937,,,,,,,,,,,,,,,f9a793ba-d85a-4e65-948f-4b26fe7ed565,100,,"[23.8, 72.4]",3900514,1,,,,0.06965458,,Right Foot,,"[28.1, 72.7]",,Low Pass,,4.3104525,Incomplete,,Marcus Coco,3363.0,,,,,,1,Regular Play,Lars Christian Jacobsen,20199.0,Right Back,4,Guingamp,142,"['08541930-fc58-4b69-8376-03fd1b4113ce', '5fb63dff-b7e7-4fb5-89b8-ad2377408b0d', 'd9fe062b-bf3f-4541-a2a2-db0226b06175']",19,,,,,,,,,,,,,,,,,Guingamp,142,00:01:19.291,Pass,True
,,,,,,,,,,,,,,,,,,0.745773,,,,,,,,,,,,,,,cf4d8a5b-73a2-4ed7-bcbf-1aefc5ec7b68,105,,"[90.1, 8.7]",3900514,1,,,,0.0,,Right Foot,,"[98.2, 8.7]",,Low Pass,,8.1,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,Regular Play,Óscar Guido Trejo,11540.0,Center Attacking Midfield,4,Guingamp,142,"['4a5dec02-f4c7-415f-8054-6876bf645b0b', 'e05e2b54-df5a-49c0-8ac0-cd5d113288aa']",21,,,,,,,,,,,,,,,,,Toulouse,130,00:01:21.591,Pass,
,,,,,,,,,,,,,,,,,,2.008701,,,,,,,,,,,,,,,c365b7ac-b6e4-46e8-87e3-582f3f1476a5,108,,"[97.6, 0.1]",3900514,1,,,,1.3134726,,,,"[105.1, 28.6]",,High Pass,,29.470324,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,Throw-in,1,From Throw In,William Matheus da Silva,44065.0,Left Back,5,Toulouse,130,"['2ca3ede0-5452-4fe3-9b83-76d537f10542', '3258f731-c2d5-42fb-bedc-6bcdc88a8dc5']",29,,,,,,,,,,,,,,,,,Toulouse,130,00:01:29.663,Pass,
,,,,,,,,,,,,,,,,,,2.041309,,,,,,,,,,,,,,,1ffa5785-137b-4803-af24-f0492ea3e3e1,112,,"[31.3, 59.2]",3900514,1,,,,-0.3378782,,Right Foot,,"[42.4, 55.3]",,Low Pass,,11.7652025,Incomplete,,Sloan Privat,4799.0,,,,,Recovery,1,From Throw In,Jimmy Briand,3213.0,Right Center Forward,5,Toulouse,130,"['93dae372-1275-4679-a6df-309ed44a4c08', 'fbe2b290-df87-429f-8591-20cefd34df91']",33,,,,,,,,,,,,,,,,,Guingamp,142,00:01:33.400,Pass,
,,,,,,,,,,,,,,,,,,1.944412,,,,,,,,,,,,,,,ed194654-4a34-4225-a5f5-2a00b1a2953f,116,,"[38.1, 80.0]",3900514,1,,,,-0.25168997,,,,"[80.1, 69.2]",,High Pass,,43.36635,,,Jimmy Briand,3213.0,,,,,Throw-in,1,From Throw In,Lars Christian Jacobsen,20199.0,Right Back,6,Guingamp,142,['90e520b3-2e80-4308-b572-da73d9dd9b2a'],49,,,,,,,,,,,,,,,,,Guingamp,142,00:01:49.143,Pass,
,,,,,,,,,,,,,,,,,,0.75922,,,,,,,,,,,,,,,f5101409-3e00-4e6b-9673-32c978d671a8,119,,"[79.8, 69.2]",3900514,1,,,,-0.9332475,,Right Foot,,"[85.8, 61.1]",,Low Pass,,10.080178,,,Marcus Coco,3363.0,,,,,,1,From Throw In,Jimmy Briand,3213.0,Right Center Forward,6,Guingamp,142,['de001a45-ceb2-479e-9501-161e5bcd1631'],51,,,,,,,,,,,,,,,,,Guingamp,142,00:01:51.882,Pass,
,,,,,,,,,,,,,,,,,,1.365101,,,,,,,,,,,,,,,81c62bac-ba1b-4825-b970-d54b42e1dc6e,127,,"[92.3, 68.2]",3900514,2,,,,-1.0804255,,Left Foot,True,"[105.7, 43.1]",,High Pass,,28.452944,,,Sloan Privat,4799.0,,,,,Free Kick,1,From Free Kick,Yannis Salibur,3122.0,Left Midfield,7,Guingamp,142,['2358e5d3-dc1d-4155-9de1-c072ade2c465'],57,,,,,,,,,,,,,,,,,Guingamp,142,00:02:57.201,Pass,
,,,,,,,,,,,,,,,,,,1.737813,,,,,,,,,,,,,,,362e9b9f-f09a-4b84-b83b-74f7496667c4,130,,"[105.7, 45.7]",3900514,2,,,True,-1.4737569,,,,"[106.8, 34.4]",,High Pass,,11.353414,Incomplete,,Moustapha Elhadji Diallo,3121.0,,,,,,1,From Free Kick,Sloan Privat,4799.0,Left Center Forward,7,Guingamp,142,"['34f0e03f-88da-4058-b513-f3b4bd6a9bd2', '42ec2a2d-26d5-4863-a877-14f2a030360a', '9bb9dbc3-9bb4-47de-bb60-4e88c6c8a575']",58,,,,,,,,,,,,,,,,,Guingamp,142,00:02:58.566,Pass,True
,,,,,,,,,,,,,,,,,,3.342615,,,,,,,,,,,,,,,f3df91fb-885c-442f-a84e-b0b13ccad311,134,,"[13.1, 44.4]",3900514,3,,,,0.34430313,,Right Foot,,"[52.7, 58.6]",,High Pass,,42.068993,Incomplete,,,,,,,,Recovery,1,From Free Kick,Wergiton do Rosário Calmon,3030.0,Right Back,7,Guingamp,142,['64e9e8d1-6bf0-43cb-a8f6-9548f025e486'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:03:00.959,Pass,
