50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8a6ec20c-971a-4012-bcaa-bf7b5ce5af74,1,,,3900562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 5656, 'name': 'Syam Ben Youssef'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 7237, 'name': 'Chaker Alhadhur'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2979, 'name': 'Jonathan Delaplace'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 12}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6cc36fc4-0f35-428b-8ac9-a0907685ba33,2,,,3900562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 3481, 'name': 'Serge Aurier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3956, 'name': 'David Luiz Moreira Marinho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 32}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3166, 'name': 'Marco Verratti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,82f29606-dd29-40c5-bc15-81f816066c35,3,,,3900562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['59a6d5b1-b30a-4754-a6f9-d1f3ca5912ad'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,59a6d5b1-b30a-4754-a6f9-d1f3ca5912ad,4,,,3900562,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['82f29606-dd29-40c5-bc15-81f816066c35'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,09295f2d-f94c-48f3-b5d4-c4ce68a25a6d,1901,,,3900562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,92,Caen,140,['3540e5df-7d48-44be-8c27-a5e0375b58fb'],0,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3540e5df-7d48-44be-8c27-a5e0375b58fb,1902,,,3900562,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,92,Caen,140,['09295f2d-f94c-48f3-b5d4-c4ce68a25a6d'],0,,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,0.716279,,,,,,,,,,,,,,ef14ef20-a797-443b-a158-4921bc09c729,5,,"[61.0, 40.1]",3900562,0,,,,,1.6730031,,Right Foot,,,,"[60.6, 44.0]",,Ground Pass,,3.9204593,,,Andy Delort,3038.0,,,,,Kick Off,1,From Kick Off,Julien Féret,2959.0,Left Center Midfield,2,Caen,140,['5d70a54b-0ba0-4e5a-a138-b2cedbb0afd9'],1,,,,,,,,,,,,,,,,,,Caen,140,00:00:01.332,Pass,
,,,,,,,,,,,,,,,,,,,0.901995,,,,,,,,,,,,,,c3152b02-e6bd-431a-8244-a4f57deeebc4,7,,"[60.1, 41.4]",3900562,0,,,,,-3.1156244,,Right Foot,,,,"[52.4, 41.2]",,Ground Pass,,7.702597,,,Nicolas Seube,40698.0,,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['3c931e0f-78de-4bc0-8b16-0a4c72930f4f'],2,,,,,,,,,,,,,,,,,,Caen,140,00:00:02.048,Pass,
,,,,,,,,,,,,,,,,,,,6.128631,,,,,,,,,,,,,,c4a8fe5b-7c01-4c57-beac-2f0095e5bb1d,10,,"[52.8, 42.1]",3900562,0,,,,,0.72244066,,Right Foot,,,,"[95.8, 80.0]",,High Pass,,57.318497,Out,,Ronny Rodelin,2955.0,,,,,,1,From Kick Off,Nicolas Seube,40698.0,Center Defensive Midfield,2,Caen,140,['03be32ac-5635-43e8-82d5-b0c92288e94b'],3,,,,,,,,,,,,,,,,,,Caen,140,00:00:03.657,Pass,
,,,,,,,,,,,,,,,,,,,1.151059,,,,,,,,,,,,,,1500346e-3c29-4ad1-b0e7-38c676d77f37,12,,"[19.1, 0.1]",3900562,0,,,,,1.0516502,,,,,,"[23.9, 8.5]",,Low Pass,,9.674709,,,Thiago Motta,4325.0,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Paris Saint-Germain,131,['21bf503c-a060-4e04-97f1-781537947300'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.761,Pass,
