50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,81068ff5-3e52-4dd1-b2b3-591809c1d55d,1,,,,3900639,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4259, 'name': 'Stéphane Ruffier'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 4258, 'name': 'Ronaël Pierre-Gabriel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 33}, {'player': {'id': 3413, 'name': 'Kévin Théophile-Catherine'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 401468, 'name': 'Moustapha Bayal Sall'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3220, 'name': 'Franck Tabanou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7442, 'name': 'Jérémy Clément'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3200, 'name': 'Renaud Cohade'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3414, 'name': 'Vincent Pajot'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 4265, 'name': 'Oussama Tannane'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 4}, {'player': {'id': 4431, 'name': 'Kévin Monnet-Paquet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 3423, 'name': 'Alexander Toft Søderlund'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Saint-Étienne,135,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,842bcabd-623e-47ce-aae5-14241649aaf1,2,,,,3900639,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 13}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 18953, 'name': 'Vágner Silva de Souza'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0a45db20-fec3-4956-84db-01d9cb82b129,3,,,,3900639,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['739f075a-2b51-4aa7-bb52-2a91efc679bc'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,739f075a-2b51-4aa7-bb52-2a91efc679bc,4,,,,3900639,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Saint-Étienne,135,['0a45db20-fec3-4956-84db-01d9cb82b129'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c9865d28-fd61-4344-8616-3aa598138b54,1602,,,,3900639,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,AS Monaco,129,['7669972d-9249-4590-8e97-f58ed16af6f5'],0,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,7669972d-9249-4590-8e97-f58ed16af6f5,1603,,,,3900639,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,96,AS Monaco,129,['c9865d28-fd61-4344-8616-3aa598138b54'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.628148,,,,,,,,,,,,,cd66aaef-68c9-4e9e-a247-8e132bc3d30c,5,,,"[61.0, 40.1]",3900639,0,,,,,1.6421038,,Left Foot,,,,"[60.8, 42.9]",,Ground Pass,,2.8071337,,,,Vágner Silva de Souza,18953.0,,,,,Kick Off,1,From Kick Off,Hélder Wander Sousa Azevedo Costa,9931.0,Right Wing,2,AS Monaco,129,['75cdb46a-9779-4086-acaf-ae663c7e25d3'],0,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.612,Pass,
,,,,,,,,,,,,,,,,1.26145,,,,,,,,,,,,,3d43a9ac-5964-49d4-9473-9e2a8f6f0390,10,,,"[64.2, 44.6]",3900639,0,,,,,2.295338,,Left Foot,,,,"[51.1, 59.4]",,Ground Pass,,19.764868,,,,Mario Pašalić,11603.0,,,,,,1,From Kick Off,Vágner Silva de Souza,18953.0,Center Forward,2,AS Monaco,129,"['3376199f-882d-4bf8-94f9-b43b4bd336e4', 'cf5a85b3-c0f6-4e3d-847d-ee41dd241282']",5,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.911,Pass,True
,,,,,,,,,,,,,,,,1.288606,,,,,,,,,,,,,85ff623e-aa30-4e49-a642-4dbc15f7481a,13,,,"[55.1, 56.8]",3900639,0,,,,,-0.89796376,,Right Foot,,,,"[65.3, 44.0]",,Ground Pass,,16.36704,,,,Vágner Silva de Souza,18953.0,,,,,,1,From Kick Off,Mario Pašalić,11603.0,Right Center Midfield,2,AS Monaco,129,['18f5e14d-3b73-4f8d-9276-869190976cf7'],8,,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:08.670,Pass,
,,,,,,,,,,,,,,,,0.969636,,,,,,,,,,,,,e061757f-1732-4e4c-9bd8-bb835ff92e4f,21,,,"[63.6, 42.1]",3900639,0,,,,,1.9257827,,Left Foot,,,,"[59.3, 53.7]",,Ground Pass,,12.371338,,,,Oussama Tannane,4265.0,,,,,,1,Regular Play,Renaud Cohade,3200.0,Right Center Midfield,3,Saint-Étienne,135,['3b3ec13c-dc7b-4ab9-8ab7-ef452ea7c81f'],11,,,,,,,,,,,,,,,,,,Saint-Étienne,135,00:00:11.886,Pass,
