50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,6.492565,,,,,,,,,,,,,,8bf05de2-2775-4e9c-9016-d28e52774fd1,22,,,"[42.3, 70.4]",3829428,0,,,,-0.18629612,,Right Foot,,,,"[118.7, 56.0]",,High Pass,,77.745224,,Incomplete,,,,,,,,,1,From Kick Off,Alaeddine Yahia,7444.0,Right Center Back,2,Caen,140,"['bd5fb3cb-b436-4a67-a119-58bec08aebe5', 'dbad3631-f766-463d-8477-85e51d8b6404']",19,,,,,,,,,,,,,,,,,,Caen,140,00:00:19.109,Pass,True
,,,,,,,,,,,,,,,,,,2.322299,,,,,,,,,,,,,,aa3c10ca-7034-4ded-9fda-043ccc028939,25,,,"[8.2, 31.0]",3829428,0,,,,1.076855,,Right Foot,,,,"[19.4, 51.8]",,Ground Pass,,23.623716,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Mauro Daniel Goicoechea Furia,22130.0,Goalkeeper,3,Toulouse,130,['cc802b95-5318-4930-91e5-951a215bfec7'],29,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:29.306,Pass,
,,,,,,,,,,,,,,,,,,1.51329,,,,,,,,,,,,,,f420539f-0687-4e12-aeba-0107e98c6dbd,28,,,"[23.2, 57.0]",3829428,0,,,,-1.5506377,,Right Foot,,,,"[23.7, 32.2]",,Ground Pass,,24.80504,,,,Uroš Spajić,16430.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,3,Toulouse,130,['e8697fb3-814f-423c-9aa6-b2129a433e4e'],34,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:34.820,Pass,
,,,,,,,,,,,,,,,,,,2.291093,,,,,,,,,,,,,,78855009-6c46-4baf-9d7c-49119aa6cf5d,31,,,"[34.5, 32.1]",3829428,0,,,,1.6396528,,Right Foot,,,,"[32.9, 55.3]",,Ground Pass,,23.255108,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['631f8c02-d978-4b3d-8c0f-b7dbd70d526e'],39,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:39.600,Pass,
,,,,,,,,,,,,,,,,,,2.675193,,,,,,,,,,,,,,4c64a3b1-9ddb-431c-b63b-645040b6ffac,34,,,"[36.7, 55.3]",3829428,0,,,,-1.293461,,Right Foot,,,,"[44.5, 27.9]",,Ground Pass,,28.488594,,,,Uroš Spajić,16430.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,3,Toulouse,130,['baed51c7-3a01-4661-8743-42a4d11eb651'],43,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:43.266,Pass,
,,,,,,,,,,,,,,,,,,1.482871,,,,,,,,,,,,,,a8163ded-be99-46a3-a47b-4fa08628d3f4,37,,,"[47.8, 32.8]",3829428,0,,,,1.5474088,,Left Foot,,,,"[48.2, 49.9]",,Ground Pass,,17.104677,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['bdfa26b2-8c22-45db-a942-86ae1f237634'],48,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:48.464,Pass,
,,,,,,,,,,,,,,,,,,1.873335,,,,,,,,,,,,,,77e8fdc9-f3d9-43c4-b41d-4c429ea0009c,39,,,"[48.2, 49.9]",3829428,0,,,,-1.6366351,,Right Foot,,,,"[47.0, 31.7]",,Ground Pass,,18.239517,,,,Uroš Spajić,16430.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,3,Toulouse,130,['f1351c09-aa5d-494f-ab6e-1b8d05aec14c'],49,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:49.947,Pass,
,,,,,,,,,,,,,,,,,,1.131586,,,,,,,,,,,,,,d088f2e8-4161-4517-b6f4-84e9a78c01de,42,,,"[60.1, 28.6]",3829428,0,,,,-0.8259487,,Right Foot,,,,"[80.2, 6.8]",,Ground Pass,,29.65215,,,,Tongo Hamed Doumbia,16522.0,,,,,,1,Regular Play,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['9c8a9d3b-7566-4453-9c32-33f3f0fc8113'],54,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:54.615,Pass,
,,,,,,,,,,,,,,,,,,1.534626,,,,,,,,,,,,,,92676e63-7ab8-4907-bbdb-e3311098675f,47,,,"[76.8, 5.5]",3829428,0,,,,2.9819863,,Right Foot,,,,"[56.3, 8.8]",,Ground Pass,,20.76391,,,,Jacques François Moubandje,3024.0,,,,,,1,Regular Play,Tongo Hamed Doumbia,16522.0,Left Center Midfield,3,Toulouse,130,['5e753306-d851-40df-90cd-6f98d58f5c97'],58,,,,,,,,,,,,,,,,,,Toulouse,130,00:00:58.719,Pass,
,,,,,,,,,,,,,,,,,,1.228836,,,,,,,,,,,,,,30d348d0-378f-4012-93aa-62ae479b8d9b,50,,,"[55.8, 9.2]",3829428,1,,,,2.2327938,,Left Foot,,,,"[44.5, 23.7]",,Ground Pass,,18.383144,,,,Uroš Spajić,16430.0,,,,,,1,Regular Play,Jacques François Moubandje,3024.0,Left Back,3,Toulouse,130,['14a85c0b-457f-4dad-b5cb-bd282a896946'],1,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:01.181,Pass,
,,,,,,,,,,,,,,,,,,1.382455,,,,,,,,,,,,,,b6921ed2-dd1e-4131-b635-24d0d11dff5c,53,,,"[44.5, 29.3]",3829428,1,,,,1.5330784,,Right Foot,,,,"[45.1, 45.2]",,Ground Pass,,15.911317,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['6d82b033-b1fa-45f5-ac5f-baecce6bad07'],3,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:03.846,Pass,
,,,,,,,,,,,,,,,,,,0.9278,,,,,,,,,,,,,,c7bb4432-8bb5-42f6-ae6c-02f425bd3362,56,,,"[50.1, 56.0]",3829428,1,,,,-0.6525448,,Right Foot,,,,"[62.4, 46.6]",,Ground Pass,,15.480633,,,,Óscar Guido Trejo,11540.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,3,Toulouse,130,['21cb81f1-9a1f-4524-9c4d-bad582293030'],7,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:07.276,Pass,
,,,,,,,,,,,,,,,,,,1.181484,,,,,,,,,,,,,,e41b98cd-6951-41f6-a565-691befa6a79b,60,,,"[55.3, 50.2]",3829428,1,,,,2.2142975,,Right Foot,,,,"[45.1, 63.8]",,Ground Pass,,17.0,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Óscar Guido Trejo,11540.0,Right Attacking Midfield,3,Toulouse,130,['15318e5a-f0c4-4304-914a-aca4f325c064'],9,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:09.326,Pass,
,,,,,,,,,,,,,,,,,,1.672408,,,,,,,,,,,,,,e84e8ae3-d764-4955-a7e6-26fb880ec864,63,,,"[45.1, 63.8]",3829428,1,,,,-1.6204791,,Right Foot,,,,"[43.3, 27.6]",,Ground Pass,,36.244724,,,,Uroš Spajić,16430.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Right Center Back,3,Toulouse,130,['436e9be9-bfbd-43d0-817a-9439d5787506'],12,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:12.036,Pass,
,,,,,,,,,,,,,,,,,,1.058194,,,,,,,,,,,,,,dc288d22-1ad5-4bd5-b598-96358f9c2224,66,,,"[47.7, 23.7]",3829428,1,,,,0.02608104,,Right Foot,,,,"[70.7, 24.3]",,Ground Pass,,23.007824,,,,Martin Braithwaite Christensen,4447.0,,,,,,1,Regular Play,Uroš Spajić,16430.0,Left Center Back,3,Toulouse,130,['9f554095-2f3a-47cb-a740-1f88cbd46718'],15,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:15.718,Pass,
,,,,,,,,,,,,,,,,,,1.421692,,,,,,,,,,,,,,b230f770-74f5-4a19-bd47-4dc642ac3458,70,,,"[67.2, 17.2]",3829428,1,,,,-2.419779,,Right Foot,,,,"[53.0, 4.7]",,Ground Pass,,18.91798,,,,Jacques François Moubandje,3024.0,,,,,,1,Regular Play,Martin Braithwaite Christensen,4447.0,Center Forward,3,Toulouse,130,['1f9ae61b-98be-4817-aa26-c35c77eccb5a'],18,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:18.058,Pass,
,,,,,,,,,,,,,,,,,,0.701912,,,,,,,,,,,,,,842596e0-6291-4b38-9a90-952095b83032,74,,,"[49.7, 11.6]",3829428,1,,,,1.152572,,Right Foot,,,,"[53.7, 20.6]",,Ground Pass,,9.848858,,,,Étienne Didot,3189.0,,,,,,1,Regular Play,Jacques François Moubandje,3024.0,Left Back,3,Toulouse,130,['ea0bbba2-ab8b-4c95-bffd-8d5a360ab64d'],20,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:20.916,Pass,
,,,,,,,,,,,,,,,,,,1.235608,,,,,,,,,,,,,,936db0f5-6959-4fb8-86cd-3316c8517567,77,,,"[53.7, 20.6]",3829428,1,,,,-0.8599926,,Left Foot,,,,"[66.7, 5.5]",,High Pass,,19.92511,,Incomplete,,Tongo Hamed Doumbia,16522.0,,,,,,1,Regular Play,Étienne Didot,3189.0,Center Defensive Midfield,3,Toulouse,130,"['47b28dc8-f8c6-4bb7-aae6-2b295be72486', '5c1fa4d3-56b0-4f00-afe4-3712b1a7e4c8']",22,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:22.752,Pass,
,,,,,,,,,,,,,,,,,,1.076582,,,,,,,,,,,,,,47b28dc8-f8c6-4bb7-aae6-2b295be72486,79,,,"[53.4, 74.6]",3829428,1,,,,-0.09445494,,Other,,,,"[62.9, 73.7]",,Low Pass,,9.542537,,,,Lenny Nangis,7303.0,,,,,Recovery,1,Regular Play,Dennis Appiah,22111.0,Right Back,3,Toulouse,130,"['936db0f5-6959-4fb8-86cd-3316c8517567', 'ec6d0998-7e50-428b-ac9c-4268c9baa7f0']",23,,,,,,,,,,,,,,,,,,Caen,140,00:01:23.988,Pass,
,,,,,,,,,,,,,,,,,,2.007078,,,,,,,,,,,,,,95bb4269-aa5c-461d-b4ba-9d6e932b7c50,89,,,"[64.6, 9.7]",3829428,1,True,,,2.5263395,,Right Foot,,,,"[51.3, 19.1]",,Ground Pass,,16.286497,,,,Étienne Didot,3189.0,,,,,Free Kick,1,From Free Kick,Jacques François Moubandje,3024.0,Left Back,4,Toulouse,130,['125e8219-16df-45e4-8cd4-113743389b7c'],31,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:31.008,Pass,
,,,,,,,,,,,,,,,,,,2.4827,,,,,,,,,,,,,,00dd3df3-6108-4470-b6bd-5fa2cb08cbbd,91,,,"[49.9, 20.3]",3829428,1,True,,,1.7607846,,Left Foot,,,,"[44.9, 46.3]",,Ground Pass,,26.476404,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Free Kick,Étienne Didot,3189.0,Center Defensive Midfield,4,Toulouse,130,['d5a20103-5e93-444e-8b83-2f0a3c2d591a'],35,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:35.230,Pass,
,,,,,,,,,,,,,,,,,,2.517984,,,,,,,,,,,,,,bb756547-a326-4557-8eef-f17c4f7c6a65,93,,,"[43.3, 48.2]",3829428,1,,,,-1.5373826,,Right Foot,,,,"[44.5, 12.3]",,Ground Pass,,35.92005,,,,Jacques François Moubandje,3024.0,,,,,,1,From Free Kick,Jean-Armel Kana-Biyik,30447.0,Right Center Back,4,Toulouse,130,['7de12828-f777-4630-8c7e-e6d28e863d8a'],39,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:39.786,Pass,
,,,,,,,,,,,,,,,,,,1.672485,,,,,,,,,,,,,,f6bdf73c-8a7e-40b3-9ffd-a4c1243f9a82,96,,,"[43.8, 13.9]",3829428,1,,,,1.4066807,,Right Foot,,,,"[46.4, 29.6]",,Ground Pass,,15.913831,,,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Free Kick,Jacques François Moubandje,3024.0,Left Back,4,Toulouse,130,['d855b840-d57f-4c47-81b0-990767148853'],44,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:44.351,Pass,
,,,,,,,,,,,,,,,,,,1.675063,,,,,,,,,,,,,,58d553f4-ecc8-4749-85a0-00643322902c,99,,,"[44.5, 37.9]",3829428,1,,,,1.5544713,,Right Foot,,,,"[44.9, 62.4]",,Ground Pass,,24.503265,,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,From Free Kick,Tongo Hamed Doumbia,16522.0,Left Center Midfield,4,Toulouse,130,['c1a3dec1-5d14-4b1f-945f-e5bb2c24b9d2'],47,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:47.945,Pass,
,,,,,,,,,,,,,,,,,,1.157501,,,,,,,,,,,,,,b58fd8c6-94b4-42bd-9257-a4313e07370d,102,,,"[48.2, 65.8]",3829428,1,,,,0.28711686,,Right Foot,,,,"[73.6, 73.3]",,Ground Pass,,26.484146,,,,Pavle Ninkov,40641.0,,,,,,1,From Free Kick,Jean-Armel Kana-Biyik,30447.0,Right Center Back,4,Toulouse,130,['84981ff9-84f7-448c-af9c-b800b356cb17'],51,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:51.228,Pass,
,,,,,,,,,,,,,,,,,,1.02177,,,,,,,,,,,,,,ab941156-f489-4ab1-ac02-7ac85dc6d113,106,,,"[71.6, 69.5]",3829428,1,,,,-0.8996525,,Right Foot,,,,"[79.7, 59.3]",,Ground Pass,,13.024976,,,,Jean-Daniel Akpa Akpro,31174.0,,,,,,1,From Free Kick,Pavle Ninkov,40641.0,Right Back,4,Toulouse,130,['0e4eaf18-cbe6-4096-bc72-418c3291b170'],53,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:53.504,Pass,
,,,,,,,,,,,,,,,,,,0.631702,,,,,,,,,,,,,,f4793a96-078c-4476-83c3-1da556d7877f,109,,,"[75.5, 61.2]",3829428,1,,,,1.8750048,,Right Foot,,,,"[72.8, 69.8]",,Ground Pass,,9.013878,,,,Óscar Guido Trejo,11540.0,,,,,,1,From Free Kick,Jean-Daniel Akpa Akpro,31174.0,Right Center Midfield,4,Toulouse,130,['22479703-5970-4ad3-80c8-7a6c380fd401'],55,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:55.218,Pass,
,,,,,,,,,,,,,,,,,,1.01701,,,,,,,,,,,,,,71913e69-20eb-41d9-89b1-97f821971352,112,,,"[73.1, 69.5]",3829428,1,,,,-0.5813802,,Right Foot,,,,"[90.6, 58.0]",,Ground Pass,,20.940392,,Incomplete,,Tongo Hamed Doumbia,16522.0,,,,,,1,From Free Kick,Óscar Guido Trejo,11540.0,Right Attacking Midfield,4,Toulouse,130,"['24395f7f-9b58-482e-a090-f230e1cca33f', '3ac237d5-0606-4da6-adea-8e882749aaad']",55,,,,,,,,,,,,,,,,,,Toulouse,130,00:01:55.930,Pass,
,,,,,,,,,,,,True,,,,,,0.734045,,,,,,,,,,,,,,24395f7f-9b58-482e-a090-f230e1cca33f,114,,,"[29.5, 22.1]",3829428,1,,,,-1.1866269,,Right Foot,,,,"[31.4, 17.4]",,Ground Pass,,5.0695167,,,,Vincent Bessat,2992.0,,,,,Interception,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,5,Caen,140,"['71913e69-20eb-41d9-89b1-97f821971352', '89e83a67-7470-4087-9f69-2dcade58d288']",56,,,,,,,,,,,,,,,,,,Caen,140,00:01:56.947,Pass,
,,,,,,,,,,,,,,,,,,0.142937,,,,,,,,,,,,,,3b98e2a3-9339-466e-9a1a-b05e5e9f129d,118,,,"[31.7, 18.4]",3829428,1,,,,0.5640837,,Left Foot,,,,"[36.6, 21.5]",,Ground Pass,,5.7982755,,Incomplete,,,,,,,,,1,Regular Play,Vincent Bessat,2992.0,Left Midfield,5,Caen,140,"['43efc599-ce0f-466b-83f8-c64c8a96c73c', 'b0a3da82-18df-4f5d-969a-301b9440378b']",58,,,,,,,,,,,,,,,,,,Caen,140,00:01:58.821,Pass,True
,,,,,,,,,,,,,,,,,,1.944035,,,,,,,,,,,,,,a90f3b22-8738-40dc-8a13-4ce41f0daced,121,,,"[64.5, 32.4]",3829428,2,,,,1.8753072,,Right Foot,,,,"[57.9, 53.4]",,Ground Pass,,22.012724,,Incomplete,,Jean-Armel Kana-Biyik,30447.0,,,,,Recovery,1,Regular Play,Jacques François Moubandje,3024.0,Left Back,5,Caen,140,"['02642df4-3f17-4513-ac21-773e1212fd8c', '160d8850-2337-41cc-9de1-e89d3f61ae04', '48846bb6-e707-4692-a561-7bcd2cbff700']",1,,,,,,,,,,,,,,,,,,Toulouse,130,00:02:01.647,Pass,True
,,,,,,,,,,,,,,,,,,0.733102,,,,,,,,,,,,,,36c5465c-db15-4a8b-a817-8ea5d21f83c8,128,,,"[44.0, 36.3]",3829428,2,,,,0.35877067,,Right Foot,,,,"[54.4, 40.2]",,Ground Pass,,11.107204,,,,Jonathan Delaplace,2979.0,,,,,Recovery,1,Regular Play,Damien Da Silva,4386.0,Left Center Back,5,Caen,140,['841b8c97-0291-4ce8-a909-aa220c493dd1'],6,,,,,,,,,,,,,,,,,,Caen,140,00:02:06.863,Pass,
