50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.437779,,,,,,,,,,,,,,949a79ae-7fba-49a6-9f21-28f9c8acb9d8,969,,"[59.1, 57.3]",3901255,35,,,,,-0.9264835,,Left Foot,,,"[73.9, 37.6]",,High Pass,,24.640009,,,Billy Ketkeophomphone,4441.0,,,,,,1,From Goal Kick,Cheikh N''Doye,5676.0,Right Center Midfield,87,Angers,145,['6651c163-2d64-4271-926a-e0138ebb61c9'],2,,,,,,,,,,,,,,,,,Angers,145,00:35:02.298,Pass,
,,,,,,,,,,,,,,,,,1.54093,,,,,,,,,,,,,,34a25da5-f5d7-4ee6-a8f4-80d04f2f5428,975,,"[74.6, 45.3]",3901255,35,,,,,-0.35344023,,Left Foot,,,"[105.5, 33.9]",,High Pass,,32.93585,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Pierrick Capelle,3071.0,Left Center Midfield,88,Angers,145,['6c1b8a19-51da-45c7-999c-be73286179d9'],49,,,,,,,,,,,,,,,,,Angers,145,00:35:49.444,Pass,
,,,,,,,,,,,,,,,,,3.45939,,,,,,,,,,,,,,b1206661-63c9-447e-91e9-b2597a18fa46,979,,"[21.7, 55.1]",3901255,36,,,,,-0.16322084,,Right Foot,,,"[80.6, 45.4]",,High Pass,,59.693382,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,Regular Play,Alban Lafont,2981.0,Goalkeeper,89,Toulouse,130,"['06805695-0bc9-43ad-a62a-84f0ac37f85f', '3911c4ce-ab6c-400f-9b90-a08098325494']",2,,,,,,,,,,,,,,,,,Toulouse,130,00:36:02.119,Pass,
,,,,,,,,,,,,,,,,,1.551309,,,,,,,,,,,,,,06805695-0bc9-43ad-a62a-84f0ac37f85f,981,,"[39.5, 34.7]",3901255,36,,,,,0.017019633,,Head,,,"[63.0, 35.1]",,High Pass,,23.503405,Incomplete,,,,,,,,Recovery,1,Regular Play,Gaël Angoula,401482.0,Right Back,89,Toulouse,130,"['b1206661-63c9-447e-91e9-b2597a18fa46', 'd2f68c0e-daa1-4399-a6d7-745815c51b1f']",5,,,,,,,,,,,,,,,,,Angers,145,00:36:05.579,Pass,
,,,,,,,,,,,,,,,,,0.7296,,,,,,,,,,,,,,40b0da79-8ba0-4278-bea9-0ef22523eced,984,,"[57.1, 38.3]",3901255,36,,,,,-0.5836358,,Right Foot,,,"[62.4, 34.8]",,Ground Pass,,6.351378,,,Jean-Armel Kana-Biyik,30447.0,,,,,,1,Regular Play,Wergiton do Rosário Calmon,3030.0,Center Attacking Midfield,89,Toulouse,130,['bfb85cb8-9aa6-4577-8c84-3d3587cfaebb'],8,,,,,,,,,,,,,,,,,Toulouse,130,00:36:08.209,Pass,
,,,,,,,,,,,,,,,,,2.877452,,,,,,,,,,,,,,f58af8a1-5e37-4454-a798-81c0d2261305,986,,"[62.4, 34.8]",3901255,36,,,,,0.72412527,,Right Foot,,,"[79.7, 50.1]",,Ground Pass,,23.09502,Incomplete,,Étienne Didot,3189.0,,,,,,1,Regular Play,Jean-Armel Kana-Biyik,30447.0,Left Defensive Midfield,89,Toulouse,130,"['039e2831-e6e2-41f5-8359-9b7827b6dc47', '5119bd88-3853-447a-982e-808f912d070c']",8,,,,,,,,,,,,,,,,,Toulouse,130,00:36:08.938,Pass,
,,,,,,,,,,,,,,,,,3.541173,,,,,,,,,,,,,,5119bd88-3853-447a-982e-808f912d070c,988,,"[40.4, 30.0]",3901255,36,,,,,-0.9801152,,Left Foot,,,"[57.7, 4.2]",,Ground Pass,,31.063322,Unknown,,Billy Ketkeophomphone,4441.0,,,,,Recovery,1,Regular Play,Romain Saïss,5219.0,Left Center Back,89,Toulouse,130,"['e76e6367-b745-471a-85b6-fb4be0d73c18', 'f58af8a1-5e37-4454-a798-81c0d2261305']",11,,,,,,,,,,,,,,,,,Angers,145,00:36:11.816,Pass,
,,,,,,,,,,,,,,,,,2.593765,,,,,,,,,,,,,,8888f5f3-a055-48ef-9cd7-1f1280f4696a,992,,"[57.3, 10.7]",3901255,36,,,,,0.17891717,,Right Foot,,,"[104.3, 19.2]",,High Pass,,47.762432,,,Gilles Sunu,3111.0,,,,,Free Kick,1,From Free Kick,Grégory Bourillon,7230.0,Center Defensive Midfield,90,Angers,145,['13abf776-103b-4396-b13b-65da1ce459d2'],42,,,,,,,,,,,,,,,,,Angers,145,00:36:42.908,Pass,
,,,,,,,,,,,,,,,,,1.444715,,,,,,,,,,,,,,dfbee510-318b-4746-a31e-1bbbe3b19f0c,995,,"[104.3, 19.2]",3901255,36,,,,True,1.126754,,,,,"[109.2, 29.5]",,High Pass,,11.406138,Incomplete,,,,,,,,,1,From Free Kick,Gilles Sunu,3111.0,Right Wing,90,Angers,145,"['6a51f808-c44b-468d-ad43-c07904afbc02', 'df3ea4ce-7011-4c50-81c1-f95eb5b4197c']",45,,,,,,,,,,,,,,,,,Angers,145,00:36:45.502,Pass,True
,,,,,,,,,,,,,,,,,1.859831,,,,,,,,,,,,,,ac65a9d4-e0ca-43c7-9496-8afb83292802,997,,"[54.1, 25.4]",3901255,36,,,,,-0.97448653,,Head,,,"[69.1, 3.3]",,High Pass,,26.709736,Incomplete,,,,,,,,Recovery,1,From Free Kick,Grégory Bourillon,7230.0,Center Defensive Midfield,90,Angers,145,['0f940678-e420-4700-9152-a9aabfc1dee1'],51,,,,,,,,,,,,,,,,,Angers,145,00:36:51.631,Pass,
,,,,,,,,,,,,,,,,,2.0678,,,,,,,,,,,,,,db1439a8-db6a-4e1d-8092-bb7cf67295c1,1000,,"[61.6, 77.6]",3901255,36,,,,,-0.47951928,,Right Foot,,,"[94.1, 60.7]",,High Pass,,36.63141,,,Wissam Ben Yedder,6723.0,,,,,,1,Regular Play,Adrien Regattin,16418.0,Right Wing,91,Toulouse,130,['ad76cade-8fc5-43bd-acf8-318051325ec9'],55,,,,,,,,,,,,,,,,,Toulouse,130,00:36:55.383,Pass,
,,,,,,,,,,,,,,,,,0.085735,,,,,,,,,,,,,,b01f7956-31c4-45c4-99ee-30a75cee8af4,1004,,"[98.1, 68.5]",3901255,37,,,,,-0.5328439,,Right Foot,,,"[102.0, 66.2]",,Ground Pass,,4.527693,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Center Forward,91,Toulouse,130,"['5118e8e1-ae8f-40d7-b62f-cb7f45aa2e5a', 'cbf40888-2490-4a29-af53-19d965e1d577', 'fdb58493-6e4c-450f-9db7-f3fc7cff0b23']",0,,,,,,,,,,,,,,,,,Toulouse,130,00:37:00.053,Pass,True
,,,,,,,,,,,,,,,,,0.6546,,,,,,,,,,,,,,917589fa-3bd8-494d-8342-ceaddaaed7b9,1009,,"[96.7, 68.8]",3901255,37,,,,,2.791737,,Left Foot,,,"[89.3, 71.5]",,High Pass,,7.877182,,,Adrien Regattin,16418.0,,,,,Recovery,1,Regular Play,Wissam Ben Yedder,6723.0,Center Forward,91,Toulouse,130,"['20c6b25c-4b3a-41fe-97e0-cd3d175009a3', '9277bc8a-32a3-4744-b5a4-9b8f41737f91', 'c8e8a478-060c-40bd-8788-16205e0e5e86']",1,,,,,,,,,,,,,,,,,Toulouse,130,00:37:01.346,Pass,True
,,,,,,,,,,,,,,,,,2.4715,,,,,,,,,,,,,,79a523b9-9cf5-4051-ab0c-326cfaded975,1011,,"[89.3, 71.8]",3901255,37,,,,,-1.603343,,Head,,,"[88.6, 50.3]",,Low Pass,,21.511393,,,Étienne Didot,3189.0,,,,,,1,Regular Play,Adrien Regattin,16418.0,Right Wing,91,Toulouse,130,['70701e9e-7722-4b9e-bae5-ead7f0d3b26c'],2,,,,,,,,,,,,,,,,,Toulouse,130,00:37:02.000,Pass,
,,,,,,,,,,,,,,,,,2.9726,,,,,,,,,,,,,,358c5ff5-a7f4-4925-89cf-89cea0135758,1014,,"[88.6, 50.3]",3901255,37,,,,,0.111358486,,Left Foot,,,"[119.9, 53.8]",,High Pass,,31.495079,Out,,Wissam Ben Yedder,6723.0,,,,,,1,Regular Play,Étienne Didot,3189.0,Right Defensive Midfield,91,Toulouse,130,['a8c51a76-fdfa-4b38-a50d-3c2fd118d37e'],4,,,,,,,,,,,,,,,,,Toulouse,130,00:37:04.512,Pass,
,,,,,,,,,,,,,,,,,3.598631,,,,,,,,,,,,,,ec237b9f-665e-476b-8798-a9345aee92eb,1017,,"[6.0, 36.0]",3901255,37,,,,,-0.39030492,,Right Foot,,,"[72.6, 8.6]",,High Pass,,72.016106,,,Cheikh N''Doye,5676.0,,,,,Goal Kick,1,From Goal Kick,Alexandre Letellier,3432.0,Goalkeeper,92,Angers,145,['29458c4c-6db5-44f0-a5a8-2ed610b4d221'],34,,,,,,,,,,,,,,,,,Angers,145,00:37:34.790,Pass,
,,,,,,,,,,,,,,,,,1.115429,,,,,,,,,,,,,,7cef4464-9c99-4273-b5b4-0555c9ae5e34,1019,,"[72.6, 8.6]",3901255,37,,,,True,0.579564,,,,,"[89.1, 19.4]",,High Pass,,19.720295,Incomplete,,Mohamed Lamine Yattara,7337.0,,,,,,1,From Goal Kick,Cheikh N''Doye,5676.0,Right Center Midfield,92,Angers,145,"['5a62d431-2868-4672-a975-0d82395c3a5f', '5f2c94cd-e1d0-4b2a-a0db-5d79dbfd6b61', 'ab94c991-272d-44a9-9bd5-c5386750b87b']",38,,,,,,,,,,,,,,,,,Angers,145,00:37:38.389,Pass,True
,,,,,,,,,,,,,,,,,0.4779,,,,,,,,,,,,,,35a7553a-6468-4c2d-b4fb-8656d32eb1b7,1025,,"[55.9, 55.9]",3901255,37,,,,,0.18347995,,Head,,,"[65.6, 57.7]",,High Pass,,9.865597,,,Wissam Ben Yedder,6723.0,,,,,Recovery,1,From Goal Kick,Wergiton do Rosário Calmon,3030.0,Center Attacking Midfield,92,Angers,145,['0d952d0e-aefc-4819-8dbf-bee2254bbb01'],42,,,,,,,,,,,,,,,,,Toulouse,130,00:37:42.694,Pass,
,,,,,,,,,,,,,,,,,2.429756,,,,,,,,,,,,,,d6118c60-c654-4b98-ba49-f2f87ab5ed70,1027,,"[65.6, 57.7]",3901255,37,,,,,-0.5520592,,Head,,,"[79.4, 49.2]",,High Pass,,16.207714,Incomplete,,,,,,,,,1,From Goal Kick,Wissam Ben Yedder,6723.0,Center Forward,92,Angers,145,['8d49ca83-4e21-48b3-b8a1-6349d401a2da'],43,,,,,,,,,,,,,,,,,Toulouse,130,00:37:43.172,Pass,
,,,,,,,,,,,,,,,,,1.3559,,,,,,,,,,,,,,3d2c503f-04a7-4e25-aff6-c04b66013abc,1033,,"[63.8, 48.7]",3901255,37,,,,,-0.29908442,,Right Foot,,,"[75.8, 45.0]",,High Pass,,12.557467,,,Mohamed Lamine Yattara,7337.0,,,,,,1,From Goal Kick,Gilles Sunu,3111.0,Right Wing,92,Angers,145,"['1291f6c2-8f7f-4ee2-86d4-0378aac62ea5', '547100dd-7ccf-4d40-bc42-e69b052cec77', '55719211-76a9-4de9-a1f1-ff0b1ce08fc5']",50,,,,,,,,,,,,,,,,,Angers,145,00:37:50.669,Pass,True
,,,,,,,,,,,,,,,,,1.162647,,,,,,,,,,,,,,eda6119b-8503-4f87-bf78-5224ecf720e5,1035,,"[75.8, 45.0]",3901255,37,,,,,-2.329174,,Head,,,"[68.6, 37.4]",,Low Pass,,10.469002,,,Pierrick Capelle,3071.0,,,,,,1,From Goal Kick,Mohamed Lamine Yattara,7337.0,Center Forward,92,Angers,145,['09b048a0-0da4-4ffb-a63c-d5acae1dbae4'],52,,,,,,,,,,,,,,,,,Angers,145,00:37:52.025,Pass,
,,,,,,,,,,,,,,,,,0.694002,,,,,,,,,,,,,,6ff6e646-6ce4-4ed6-971d-71d063822cc8,1038,,"[68.2, 36.5]",3901255,37,,,,,-1.1790963,,Left Foot,,,"[73.9, 22.7]",,Low Pass,,14.9308405,,,Billy Ketkeophomphone,4441.0,,,,,,1,From Goal Kick,Pierrick Capelle,3071.0,Left Center Midfield,92,Angers,145,['fade5a39-e929-43ce-a9bd-653995d07c68'],54,,,,,,,,,,,,,,,,,Angers,145,00:37:54.065,Pass,
,,,,,,,,,,,,,,,,,1.878789,,,,,,,,,,,,,,d0f1f6f8-ca9e-48f3-b1ee-a0f7d92ee650,1042,,"[41.9, 55.6]",3901255,37,,,,,0.6799089,,Head,,,"[51.3, 63.2]",,Low Pass,,12.088011,Incomplete,,Adrien Regattin,16418.0,,,,,Recovery,1,From Goal Kick,Steeve Yago,3035.0,Right Back,92,Angers,145,"['3e13a4b5-d5e5-474f-a18b-b7e5ed2ad1fd', 'fc3b5bdd-1bba-4596-ad29-9eaa37d117ac']",55,,,,,,,,,,,,,,,,,Toulouse,130,00:37:55.442,Pass,
,,,,,,,,,,,,,,,,,1.930841,,,,,,,,,,,,,,f669004e-30be-423f-84b7-4ee1424027f3,1047,,"[52.0, 17.8]",3901255,37,,,,,2.8511333,,Left Foot,,,"[33.6, 23.3]",,Ground Pass,,19.204426,,,Romain Saïss,5219.0,,,,,,1,From Goal Kick,Arnold Bouka Moutou,4906.0,Left Back,92,Angers,145,['fe032d4e-9d3f-4dcf-9036-f9b282a24f6f'],59,,,,,,,,,,,,,,,,,Angers,145,00:37:59.205,Pass,
,,,,,,,,,,,,,,,,,3.628907,,,,,,,,,,,,,,6b2e274c-6675-4ebe-88b0-1356f0f118fb,1050,,"[19.0, 24.2]",3901255,38,,,,,1.9794148,,Left Foot,,,"[6.4, 53.3]",,Ground Pass,,31.710724,,,Alexandre Letellier,3432.0,,,,,,1,From Goal Kick,Romain Saïss,5219.0,Left Center Back,92,Angers,145,['9c0c272b-5916-483c-b632-560c0f462199'],2,,,,,,,,,,,,,,,,,Angers,145,00:38:02.932,Pass,
,,,,,,,,,,,,,,,,,3.579423,,,,,,,,,,,,,,e81c9cb7-ac19-4583-adec-24be2c712dd5,1052,,"[6.4, 53.3]",3901255,38,,,,,0.2340639,,Right Foot,,,"[62.6, 66.7]",,High Pass,,57.77543,Incomplete,,,,,,,,,1,From Goal Kick,Alexandre Letellier,3432.0,Goalkeeper,92,Angers,145,['b4fdd4e4-cb8c-456c-aca2-2bc372af4cee'],6,,,,,,,,,,,,,,,,,Angers,145,00:38:06.561,Pass,
,,,,,,,,,,,,,,,,,3.459021,,,,,,,,,,,,,,b235e9a4-7a92-45ec-a915-94d90359a6bb,1055,,"[62.6, 66.9]",3901255,38,,,,,-0.25992206,,Right Foot,,,"[117.5, 52.3]",,High Pass,,56.808186,Incomplete,,Mohamed Lamine Yattara,7337.0,,,,,Free Kick,1,From Free Kick,Gaël Angoula,401482.0,Right Back,93,Angers,145,"['1504af2c-c5f8-480c-9559-0d3813cd31d4', 'f9e7b072-6782-4d21-8a53-1b23b753ca25']",24,,,,,,,,,,,,,,,,,Angers,145,00:38:24.161,Pass,
,,,,,,,,,,,,,,,,,3.321919,,,,,,,,,,,,,,0e97f908-09f9-44af-a0df-05cd6ba9503f,1059,,"[21.7, 38.1]",3901255,38,,,,,-0.1316112,,Right Foot,,,"[84.4, 29.8]",,High Pass,,63.246975,Incomplete,,Wissam Ben Yedder,6723.0,,,,,,1,From Free Kick,Alban Lafont,2981.0,Goalkeeper,93,Angers,145,"['048cab86-4f35-4747-b6fe-5661b5f6818b', '35355652-88cf-4967-983e-bb71bb703264']",37,,,,,,,,,,,,,,,,,Toulouse,130,00:38:37.775,Pass,
,,,,,,,,,,,,,,,,,1.337881,,,,,,,,,,,,,,048cab86-4f35-4747-b6fe-5661b5f6818b,1061,,"[35.7, 50.3]",3901255,38,,,,True,-0.12509191,,,,,"[52.4, 48.2]",,High Pass,,16.831518,Incomplete,,,,,,,,Recovery,1,From Free Kick,Cheikh N''Doye,5676.0,Right Center Midfield,93,Angers,145,"['0e97f908-09f9-44af-a0df-05cd6ba9503f', 'b5904dac-2316-4afe-8e8a-36d5b4dbc7e9', 'f00e273c-29c8-4b36-8368-4c157cef9899']",41,,,,,,,,,,,,,,,,,Angers,145,00:38:41.096,Pass,True
,,,,,,,,,,,,,,,,,1.504633,,,,,,,,,,,,,,f00e273c-29c8-4b36-8368-4c157cef9899,1063,,"[67.7, 31.9]",3901255,38,,,,,-0.08391463,,Head,,,"[89.1, 30.1]",,High Pass,,21.475567,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,Recovery,1,From Free Kick,Étienne Didot,3189.0,Right Defensive Midfield,93,Angers,145,"['048cab86-4f35-4747-b6fe-5661b5f6818b', '15b01449-a32a-4cfb-b6c1-359c9c291cef', '22a7e16e-c20b-4234-9db2-e67801a867c2']",42,,,,,,,,,,,,,,,,,Toulouse,130,00:38:42.434,Pass,
,,,,,,,,,,,,,,,,,1.401587,,,,,,,,,,,,,,22a7e16e-c20b-4234-9db2-e67801a867c2,1065,,"[31.0, 50.0]",3901255,38,,,,,0.008746132,,Right Foot,,,"[65.3, 50.3]",,Low Pass,,34.30131,,,Mohamed Lamine Yattara,7337.0,,,,,Recovery,1,From Free Kick,Ismaël Traoré,3045.0,Right Center Back,93,Angers,145,"['103e7060-a57a-42e9-81ac-78810a4ef2c1', 'f00e273c-29c8-4b36-8368-4c157cef9899']",43,,,,,,,,,,,,,,,,,Angers,145,00:38:43.939,Pass,
,,,,,,,,,,,,,,,,,3.680448,,,,,,,,,,,,,,bb48dc98-eb48-4c5b-89e5-490d718f8d1e,1071,,"[48.3, 27.2]",3901255,38,,,,,0.11165489,,Left Foot,,,"[114.3, 34.6]",,High Pass,,66.41355,Incomplete,,,,,,,,,1,From Free Kick,Marcel Tisserand,8677.0,Left Center Back,93,Angers,145,['ac89f2fc-d45b-4ea8-8507-6508c72efbe0'],51,,,,,,,,,,,,,,,,,Toulouse,130,00:38:51.204,Pass,
,,,,,,,,,,,,,,,,,6.200864,,,,,,,,,,,,,,901659ec-37cc-48d1-9c8c-5f8ed936a7d0,1075,,"[16.7, 45.5]",3901255,39,,,,,-0.02853232,,Drop Kick,,,"[107.8, 42.9]",,High Pass,,91.13709,Incomplete,,,,,,,,,1,From Free Kick,Alexandre Letellier,3432.0,Goalkeeper,93,Angers,145,['ded25de2-c13f-4415-9dd3-1bd6a46eaa9e'],12,,,,,,,,,,,,,,,,,Angers,145,00:39:12.461,Pass,
,,,,,,,,,,,,,,,,,2.0863,,,,,,,,,,,,,,9353fc7c-97c5-41c6-8692-e923759e718e,1077,,"[15.3, 37.2]",3901255,39,,True,,,-1.146839,,Right Foot,,,"[25.5, 14.6]",,Ground Pass,,24.79516,,,Marcel Tisserand,8677.0,,,,,,1,Regular Play,Alban Lafont,2981.0,Goalkeeper,94,Toulouse,130,['4cb5dfde-3041-42ab-bcfb-a91a7eb7cec5'],22,,,,,,,,,,,,,,,,,Toulouse,130,00:39:22.447,Pass,
,,,,,,,,,,,,,,,,,2.0239,,,,,,,,,,,,,,563678c4-8c07-44b7-8bb5-614531407934,1079,,"[31.0, 14.3]",3901255,39,,,,,1.5217893,,Left Foot,,,"[32.8, 51.0]",,Ground Pass,,36.744114,,,Issa Diop,4349.0,,,,,,1,Regular Play,Marcel Tisserand,8677.0,Left Center Back,94,Toulouse,130,['2f0b18d4-3145-4873-9aeb-c92e02663b47'],26,,,,,,,,,,,,,,,,,Toulouse,130,00:39:26.560,Pass,
,,,,,,,,,,,,,,,,,1.4761,,,,,,,,,,,,,,71809ba8-9e74-4f0c-b17e-a9083fc09f32,1082,,"[32.8, 51.0]",3901255,39,,,,,-1.3319958,,Right Foot,,,"[39.3, 24.3]",,Ground Pass,,27.47981,,,Marcel Tisserand,8677.0,,,,,,1,Regular Play,Issa Diop,4349.0,Right Center Back,94,Toulouse,130,['e2474328-c3fa-4844-b279-cbce7385ea6b'],30,,,,,,,,,,,,,,,,,Toulouse,130,00:39:30.058,Pass,
,,,,,,,,,,,,,,,,,2.360287,,,,,,,,,,,,,,32fbb392-f244-440c-aea7-42a889d7571b,1085,,"[54.5, 24.5]",3901255,39,,,,,-0.036859654,,Right Foot,,,"[100.6, 22.8]",,High Pass,,46.131332,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,,1,Regular Play,Marcel Tisserand,8677.0,Left Center Back,94,Toulouse,130,"['6cc1db17-244b-4648-95b9-12705e9ecd04', 'be065b25-d169-4069-afa9-b3ad8017580d']",34,,,,,,,,,,,,,,,,,Toulouse,130,00:39:34.580,Pass,
,,,,,,,,,,,,,,,,,2.488646,,,,,,,,,,,,,,be065b25-d169-4069-afa9-b3ad8017580d,1087,,"[19.5, 57.3]",3901255,39,,,,,-2.429081,,Head,,,"[2.6, 42.7]",,Low Pass,,22.333158,,,Alexandre Letellier,3432.0,,,,,Recovery,1,Regular Play,Gaël Angoula,401482.0,Right Back,95,Angers,145,"['32fbb392-f244-440c-aea7-42a889d7571b', 'b855b462-178b-469a-9fb2-844e20b9789f']",36,,,,,,,,,,,,,,,,,Angers,145,00:39:36.940,Pass,
,,,,,,,,,,,,,,,,,2.508833,,,,,,,,,,,,,,8a9e3e7c-7b76-457d-ba26-4c72907d16c8,1091,,"[17.2, 48.5]",3901255,39,,,,,0.015253054,,Drop Kick,,,"[76.2, 49.4]",,High Pass,,59.006863,,,Mohamed Lamine Yattara,7337.0,,,,,,1,Regular Play,Alexandre Letellier,3432.0,Goalkeeper,95,Angers,145,['12171324-5c1d-4b87-8995-bf065fa50fba'],53,,,,,,,,,,,,,,,,,Angers,145,00:39:53.697,Pass,
,,,,,,,,,,,,,,,,,1.641324,,,,,,,,,,,,,,22b23e05-9bdf-42fd-92c2-97474a3d14dd,1093,,"[76.2, 49.4]",3901255,39,,,,True,-0.19961777,,,,,"[93.5, 45.9]",,High Pass,,17.650496,Incomplete,,Pierrick Capelle,3071.0,,,,,,1,Regular Play,Mohamed Lamine Yattara,7337.0,Center Forward,95,Angers,145,"['43c46ae9-e045-41e7-8fee-80fb4e9e0594', 'a6fc87f2-b94f-49c0-9409-182d785287bb', 'fdb20f26-520c-4a98-8430-00e9c3651657']",56,,,,,,,,,,,,,,,,,Angers,145,00:39:56.206,Pass,True
,,,,,,,,,,,,,,,,,1.206929,,,,,,,,,,,,,,a6fc87f2-b94f-49c0-9409-182d785287bb,1096,,"[26.6, 34.2]",3901255,39,,,,,-0.27007246,,Head,,,"[44.3, 29.3]",,High Pass,,18.365728,Incomplete,,Martin Braithwaite Christensen,4447.0,,,,,Recovery,1,Regular Play,Issa Diop,4349.0,Right Center Back,95,Angers,145,"['22b23e05-9bdf-42fd-92c2-97474a3d14dd', '291c37da-c646-4ce8-971a-a549f37844bd', 'e524972d-ae61-4ded-8b33-04979d86bea9']",57,,,,,,,,,,,,,,,,,Toulouse,130,00:39:57.847,Pass,
,,,,,,,,,,,,,,,,,0.12821,,,,,,,,,,,,,,94d044b0-d856-4132-85d8-35259c5a408d,1103,,"[64.4, 47.8]",3901255,40,,,,,-0.2837941,,Right Foot,,,"[66.8, 47.1]",,Ground Pass,,2.5,Incomplete,,Wergiton do Rosário Calmon,3030.0,,,,,,1,Regular Play,Adrien Regattin,16418.0,Right Wing,96,Toulouse,130,"['5c3df4cd-7ade-42c2-a7e5-f0d54d5a8567', '64b6234e-d455-4e5f-baed-8b2c06199550']",5,,,,,,,,,,,,,,,,,Toulouse,130,00:40:05.070,Pass,
,,,,,,,,,,,,,,,,,0.841957,,,,,,,,,,,,,,cfe97423-eb55-4d13-a836-94d7141511b0,1106,,"[48.0, 27.4]",3901255,40,,,,,-0.8040295,,Left Foot,,,"[55.9, 19.2]",,Ground Pass,,11.386395,Incomplete,,Gilles Sunu,3111.0,,,,,Recovery,1,Regular Play,Arnold Bouka Moutou,4906.0,Left Back,96,Toulouse,130,"['0fc681bb-4c50-4df7-8cdb-9dd09f0270c5', 'b5670858-af1d-4f94-89af-227e9fe91617']",6,,,,,,,,,,,,,,,,,Angers,145,00:40:06.554,Pass,
,,,,,,,,,,,,,,,,,0.684499,,,,,,,,,,,,,,b5670858-af1d-4f94-89af-227e9fe91617,1108,,"[64.2, 60.9]",3901255,40,,,,,-0.40371946,,Right Foot,,,"[74.5, 56.5]",,Ground Pass,,11.200446,,,Wissam Ben Yedder,6723.0,,,,,Recovery,1,Regular Play,Steeve Yago,3035.0,Right Back,96,Toulouse,130,"['93e822fd-188c-4fa6-9527-278dee239de5', 'cfe97423-eb55-4d13-a836-94d7141511b0']",7,,,,,,,,,,,,,,,,,Toulouse,130,00:40:07.396,Pass,
,,,,,,,,,,,,,,,,,2.19125,,,,,,,,,,,,,,30967936-e5a9-467e-9d38-cbf7725d9907,1111,,"[71.8, 68.5]",3901255,40,,,,,0.28532943,,Right Foot,,,"[86.8, 72.9]",,Ground Pass,,15.632018,Incomplete,,Steeve Yago,3035.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Center Forward,96,Toulouse,130,"['072cd207-338d-4c80-acfc-5b4379df1b66', '6f9cb5a5-339d-4b34-96d0-99000d139004']",9,,,,,,,,,,,,,,,,,Toulouse,130,00:40:09.703,Pass,
,,,,,,,,,,,,,,,,,0.689447,,,,,,,,,,,,,,6f9cb5a5-339d-4b34-96d0-99000d139004,1113,,"[33.3, 7.2]",3901255,40,,,,,0.06746502,,Left Foot,,,"[40.7, 7.7]",,Ground Pass,,7.4168725,Incomplete,,,,,,,,Recovery,1,Regular Play,Arnold Bouka Moutou,4906.0,Left Back,96,Toulouse,130,"['0ed28af4-6b5c-4ae3-9cb3-d93ed91131c3', '30967936-e5a9-467e-9d38-cbf7725d9907']",11,,,,,,,,,,,,,,,,,Angers,145,00:40:11.894,Pass,
,,,,,,,,,,,,,,,,,0.971699,,,,,,,,,,,,,,962b7faf-7cf3-44e2-8e82-c7e808b6c6a5,1116,,"[90.5, 69.4]",3901255,40,,,,,-1.9513026,,Left Foot,,,"[85.9, 57.9]",,Ground Pass,,12.3858795,,,Wergiton do Rosário Calmon,3030.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Center Forward,96,Toulouse,130,['9421cd95-6936-463f-bc92-181967d19a74'],14,,,,,,,,,,,,,,,,,Toulouse,130,00:40:14.784,Pass,
,,,,,,,,,,,,,,,,,0.686571,,,,,,,,,,,,,,792d690e-c93d-4cc9-b1d3-3a63a8718550,1123,,"[35.1, 32.7]",3901255,40,,,,,1.3177207,,Right Foot,,,"[36.6, 38.5]",,Ground Pass,,5.990826,,,Billy Ketkeophomphone,4441.0,,,,,,1,Regular Play,Cheikh N''Doye,5676.0,Right Center Midfield,97,Angers,145,['9ddcf8d0-950e-4dc9-a07c-dd1afdf0f578'],18,,,,,,,,,,,,,,,,,Angers,145,00:40:18.840,Pass,
