50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dadf071c-14d9-4715-a18b-660a4f0117d1,1,,,3900613,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 16056, 'name': 'Niklas Hult'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3136, 'name': 'Rémi Walter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 146696, 'name': 'Paulin Puel'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 34}, {'player': {'id': 7595, 'name': 'Dorian Caddy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 27}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ad5dc059-a135-4ba2-ba47-652d3b64117b,2,,,3900613,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 2981, 'name': 'Alban Lafont'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 3030, 'name': 'Wergiton do Rosário Calmon'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 16430, 'name': 'Uroš Spajić'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 8677, 'name': 'Marcel Tisserand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 44065, 'name': 'William Matheus da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3036, 'name': 'Alexis Blin'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 9}, {'player': {'id': 16522, 'name': 'Tongo Hamed Doumbia'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 31174, 'name': 'Jean-Daniel Akpa Akpro'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 11540, 'name': 'Óscar Guido Trejo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 6723, 'name': 'Wissam Ben Yedder'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Toulouse,130,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d72a4b9e-e1b4-4203-ae49-c012c3bd99f3,3,,,3900613,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['5c95039f-5b48-4166-9ea0-da21c3f1765e'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,5c95039f-5b48-4166-9ea0-da21c3f1765e,4,,,3900613,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['d72a4b9e-e1b4-4203-ae49-c012c3bd99f3'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,03ed5ab6-8334-40d2-acdf-4c070a619cab,2120,,,3900613,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,OGC Nice,136,['d9fd6acc-25d2-4b9b-bfcb-709fb0d55555'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d9fd6acc-25d2-4b9b-bfcb-709fb0d55555,2121,,,3900613,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,OGC Nice,136,['03ed5ab6-8334-40d2-acdf-4c070a619cab'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.39116,,,,,,,,,,,,f12a7c40-9d09-4370-a39c-21447de5ca93,5,,"[61.0, 40.1]",3900613,0,,,,,1.0838971,,Right Foot,,,,"[61.9, 41.8]",Ground Pass,,1.9235384,,,,Wissam Ben Yedder,6723.0,,,,,,Kick Off,1,From Kick Off,Martin Braithwaite Christensen,4447.0,Right Midfield,2,Toulouse,130,['2724c022-75b1-49c5-8bbf-f51777749bf6'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.517,Pass,
,,,,,,,,,,,,,,,1.186078,,,,,,,,,,,,9b49340d-a5f6-43dd-aadf-3add38c35164,8,,"[62.7, 42.3]",3900613,0,,,,,-2.6655233,,Right Foot,,,,"[56.3, 39.0]",Ground Pass,,7.2006946,,,,Alexis Blin,3036.0,,,,,,,1,From Kick Off,Wissam Ben Yedder,6723.0,Center Forward,2,Toulouse,130,['60dacbe9-25a6-4cb6-873a-66a5335acb83'],0,,,,,,,,,,,,,,,,,Toulouse,130,00:00:00.948,Pass,
,,,,,,,,,,,,,,,4.037624,,,,,,,,,,,,459f8459-bc53-4cf8-9a78-39cc7e7d8e29,11,,"[56.3, 40.4]",3900613,0,,,,,0.77787954,,Right Foot,,,,"[96.5, 80.0]",High Pass,,56.428715,,,Out,,,,,,,,,1,From Kick Off,Alexis Blin,3036.0,Center Defensive Midfield,2,Toulouse,130,,2,,,,,,,,,,,,,,,,,Toulouse,130,00:00:02.294,Pass,
,,,,,,,,,,,,,,,1.102388,,,,,,,,,,,,47ea612f-7637-471c-bd97-044d1797880d,12,,"[22.7, 0.1]",3900613,0,,,,,0.4211895,,,,,,"[35.2, 5.7]",Low Pass,,13.69708,,,,Hatem Ben Arfa,16462.0,,,,,,Throw-in,1,From Throw In,Niklas Hult,16056.0,Left Back,3,OGC Nice,136,['0339b7d1-a025-4956-9a18-c55b2e1407db'],17,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:17.322,Pass,
