50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8f226063-a929-4038-8dfd-48c89132a82c,1,,,,3900511,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7567, 'name': 'Maxime Barthelmé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 28}, {'player': {'id': 5209, 'name': 'Raphaël Adelino José Guerreiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 3552, 'name': 'Benjamin Jeannot'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 12}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c554277e-78b8-40a5-b4e9-b395138c55ad,2,,,,3900511,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,,0,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4440, 'name': 'Kevin Trapp'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20048, 'name': 'Gregory van der Wiel'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3295, 'name': 'Thiago Emiliano da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 2999, 'name': 'Presnel Kimpembe'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 4325, 'name': 'Thiago Motta'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3026, 'name': 'Adrien Rabiot'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3745, 'name': 'Lucas Rodrigues Moura da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 34539, 'name': 'Hervin Scicchitano Ongenda'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 35}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Paris Saint-Germain,131,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,35537f55-3e74-417f-87f3-c38537997ba9,3,,,,3900511,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['8b94f943-c1eb-4357-bc88-0ad24f7d0c29'],0,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b94f943-c1eb-4357-bc88-0ad24f7d0c29,4,,,,3900511,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Lorient,165,['35537f55-3e74-417f-87f3-c38537997ba9'],0,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ea796941-86d5-43de-897d-18e7ed4ea3c5,2067,,,,3900511,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Paris Saint-Germain,131,['0b1586fa-bff9-489c-8e78-479d543294bf'],0,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0b1586fa-bff9-489c-8e78-479d543294bf,2068,,,,3900511,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Paris Saint-Germain,131,['ea796941-86d5-43de-897d-18e7ed4ea3c5'],0,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.399289,,,,,,,,,,,,18f656ef-1604-45f5-8f2a-7d8fcfa0cff3,5,,,"[61.0, 40.1]",3900511,0,,,,,1.9028558,,Right Foot,,"[60.0, 43.0]",,Ground Pass,,3.0675724,,,,,Lucas Rodrigues Moura da Silva,3745.0,,,,,Kick Off,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Paris Saint-Germain,131,['cbf871cb-1351-4599-9630-8c7ae847bd77'],0,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:00.762,Pass,
,,,,,,,,,,,,,,,,,1.296327,,,,,,,,,,,,85aeb488-988f-41ec-884f-ab40ea2359fd,7,,,"[60.1, 43.3]",3900511,0,,,,,3.0192559,,Right Foot,,"[47.9, 44.8]",,Ground Pass,,12.291867,,,,,Thiago Motta,4325.0,,,,,,1,From Kick Off,Lucas Rodrigues Moura da Silva,3745.0,Right Wing,2,Paris Saint-Germain,131,['567deb74-4971-4b17-913d-171455581560'],1,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:01.161,Pass,
,,,,,,,,,,,,,,,,,1.121662,,,,,,,,,,,,e3057109-f278-4bee-8618-5a95191c1a11,10,,,"[46.2, 45.1]",3900511,0,,,,,-1.6172744,,Left Foot,,"[45.6, 32.2]",,Ground Pass,,12.913946,,,,,Blaise Matuidi,4375.0,,,,,,1,From Kick Off,Thiago Motta,4325.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['ff496b6e-6751-4794-b0fa-ea767f52b465'],3,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:03.431,Pass,
,,,,,,,,,,,,,,,,,1.055812,,,,,,,,,,,,016db7a5-c597-4ab7-a204-7112f1d04f5d,13,,,"[47.2, 31.2]",3900511,0,,,,,-0.5585993,,Left Foot,,"[57.6, 24.7]",,Ground Pass,,12.264175,,,,,Hervin Scicchitano Ongenda,34539.0,,,,,,1,From Kick Off,Blaise Matuidi,4375.0,Left Center Midfield,2,Paris Saint-Germain,131,['4d528af5-06c3-488d-afb9-fa1881b2bb3a'],5,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:05.275,Pass,
