50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,95d1010f-3351-4746-8889-5c2f18c6915d,1,,,3900495,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 401194, 'name': 'François Modesto'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 40528, 'name': 'Florian Marange'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 4350, 'name': 'Yannick Cahuzac'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 7791, 'name': 'Seko Fofana'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 31711, 'name': 'Abdoulaye Sadio Diallo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 2}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 15689, 'name': 'Floyd Ayité'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,7d26cc1a-501b-4aad-8a52-a12ebde9b20f,2,,,3900495,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 13592, 'name': 'Alexandre Raineau'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 4539, 'name': 'Michaël Jordan Nkololo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,4656f852-d6d8-4468-a98e-f1bdee54ae21,3,,,3900495,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['a84f663f-18e2-49a9-abc5-64913d45aa92'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,a84f663f-18e2-49a9-abc5-64913d45aa92,4,,,3900495,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['4656f852-d6d8-4468-a98e-f1bdee54ae21'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,38b3aef6-b217-48fe-bb08-f2a848b4396a,1588,,,3900495,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,106,Bastia,2736,['a633d1ae-f24c-4ffb-8966-8d4a3b77abbb'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,a633d1ae-f24c-4ffb-8966-8d4a3b77abbb,1589,,,3900495,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,106,Bastia,2736,['38b3aef6-b217-48fe-bb08-f2a848b4396a'],0,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.606855,,,,,,,,,,a3d5f6bd-9241-4b8f-ac59-84004200d61a,5,,"[60.0, 40.0]",3900495,0,,True,,,2.8286915,,Right Foot,,,"[56.6, 41.1]",Ground Pass,,3.5735137,,Hervé Bazile,2991.0,,,,,,Kick Off,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['860a8609-bc88-4bd4-9c79-3b04c22dff8f'],0,,,,,,,,,,,,,,,,Caen,140,00:00:00.467,Pass,
,,,,,,,,,,,,,,,,1.564919,,,,,,,,,,789e2a8b-ceea-4186-ae4d-20ee26441bf3,7,,"[58.4, 41.5]",3900495,0,,,,,-2.6576433,,Right Foot,,,"[42.8, 33.3]",Ground Pass,,17.623848,,Jordan Adéoti,7344.0,,,,,,,1,From Kick Off,Hervé Bazile,2991.0,Right Wing,2,Caen,140,['68bc6a87-e65f-46d5-84ef-fa3a37fe2cb6'],1,,,,,,,,,,,,,,,,Caen,140,00:00:01.074,Pass,
,,,,,,,,,,,,,,,,2.660077,,,,,,,,,,76bfa2fa-a32c-44b2-b353-b2e14d26d0dd,10,,"[43.8, 34.7]",3900495,0,,,,,0.60087126,,Right Foot,,,"[91.8, 67.6]",High Pass,,58.192867,Incomplete,Hervé Bazile,2991.0,,,,,,,1,From Kick Off,Jordan Adéoti,7344.0,Center Defensive Midfield,2,Caen,140,"['9b8e42e8-887b-4427-bdd8-21968772e968', 'a78db946-25bb-430f-ad68-a4e06748c0e5']",4,,,,,,,,,,,,,,,,Caen,140,00:00:04.101,Pass,
,,,,,,,,,,,,,,,,2.856842,,,,,,,,,,9b8e42e8-887b-4427-bdd8-21968772e968,12,,"[28.3, 12.5]",3900495,0,,,,,0.46109658,,Head,,,"[44.0, 20.3]",High Pass,,17.53083,Incomplete,Abdoulaye Sadio Diallo,31711.0,,,,,,Recovery,1,From Kick Off,Florian Marange,40528.0,Left Back,2,Caen,140,"['0ecf5146-3903-4134-84be-4cb312b0b6f1', '76bfa2fa-a32c-44b2-b353-b2e14d26d0dd', 'f4f36fef-1d98-4223-9970-f025d9d9871d']",6,,,,,,,,,,,,,,,,Bastia,2736,00:00:06.761,Pass,
