50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,45f874b2-cc24-4182-9ba2-ff1dede341d0,1,,,3829502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 27}, {'player': {'id': 18243, 'name': 'Ivan Ricardo Neves Abreu Cavaleiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8c4ffbda-9e37-43d9-b272-0c535b404f22,2,,,3829502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,,0,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 3156, 'name': 'Rafael Pereira da Silva'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 20}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3236, 'name': 'Sergi Darder Moll'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 6600, 'name': 'Claudio Beauvue'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ae246dbe-2e2d-45e6-9c8b-d83573623a15,3,,,3829502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['37420a4f-dcd8-4067-b90a-58f72b75845c'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37420a4f-dcd8-4067-b90a-58f72b75845c,4,,,3829502,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AS Monaco,129,['ae246dbe-2e2d-45e6-9c8b-d83573623a15'],0,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6f82ac75-73ec-49bf-82c6-eb5613d052db,1861,,,3829502,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,AS Monaco,129,['4fcda164-73ed-4d9b-a81d-1c610f35f7cc'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4fcda164-73ed-4d9b-a81d-1c610f35f7cc,1862,,,3829502,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,105,AS Monaco,129,['6f82ac75-73ec-49bf-82c6-eb5613d052db'],0,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.272235,,,,,,,,,,,,,,110c081b-4db0-4d3c-9558-e4c0cfb17c16,5,,"[60.0, 40.0]",3829502,0,,,,-2.910502,,Left Foot,,,,"[58.3, 39.6]",,Ground Pass,,1.7464249,,,Thomas Lemar,3245.0,,,,,Kick Off,1,From Kick Off,Lacina Traoré,3553.0,Center Forward,2,AS Monaco,129,['e9d4ffd5-919d-45e6-b75b-1405c814aeda'],0,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.725,Pass,
,,,,,,,,,,,,,,,,,0.936493,,,,,,,,,,,,,,b14df51b-9e19-4cfc-b464-33fd8ef741d0,8,,"[58.3, 39.6]",3829502,0,,,,-3.0560873,,Left Foot,,,,"[47.8, 38.7]",,Ground Pass,,10.538501,,,Mario Pašalić,11603.0,,,,,,1,From Kick Off,Thomas Lemar,3245.0,Left Center Midfield,2,AS Monaco,129,['62d5f8a2-c3b3-4dca-8b81-eb0a10ae0087'],1,,,,,,,,,,,,,,,,AS Monaco,129,00:00:01.268,Pass,
,,,,,,,,,,,,,,,,,1.094968,,,,,,,,,,,,,,250817d8-65b8-4408-84e0-5f8a17b36141,11,,"[47.2, 38.8]",3829502,0,,,,-2.5919046,,Right Foot,,,,"[33.0, 30.1]",,Ground Pass,,16.653229,,,Jérémy Toulalan,3406.0,,,,,,1,From Kick Off,Mario Pašalić,11603.0,Right Center Midfield,2,AS Monaco,129,['722a51fb-c87a-489b-bfc1-b87fb743e73b'],3,,,,,,,,,,,,,,,,AS Monaco,129,00:00:03.211,Pass,
,,,,,,,,,,,,,,,,,2.921225,,,,,,,,,,,,,,51d3da1c-e38c-44bc-a378-ebae1d715bac,15,,"[30.7, 30.9]",3829502,0,,,,0.8471475,,Right Foot,,,,"[65.6, 70.4]",,High Pass,,52.7092,Incomplete,,Bernardo Mota Veiga de Carvalho e Silva,3193.0,,,,,,1,From Kick Off,Jérémy Toulalan,3406.0,Left Center Back,2,AS Monaco,129,"['52146623-9d01-4317-8d24-3a167bb830d5', '9c22007b-6088-4ac3-9e0e-a5cecc3bbd6b', 'b969758e-b429-473a-8bbc-cf35c7573a94']",5,,,,,,,,,,,,,,,,AS Monaco,129,00:00:05.651,Pass,True
