50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.548454,,,,,,,,,,,,90e3fd32-c2b9-40ea-a05c-68bb21a7e41e,17,,"[32.3, 54.2]",3901245,0,,,,,-1.679213,,Right Foot,,,,"[29.1, 24.8]",,Ground Pass,,29.573637,,,Nicolas Pallois,3256.0,,,,,,1,From Kick Off,Frédéric Guilbert,2946.0,Right Center Back,2,Bordeaux,146,['072e8e86-99f9-4d03-9cd7-db32c59b93e9'],8,,,,,,,,,,,,,,,,Bordeaux,146,00:00:08.775,Pass,
,,,,,,,,,,,,,,,,4.274758,,,,,,,,,,,,d6f3814f-e457-4d9f-8a1c-8fcade3f0d83,20,,"[41.2, 18.1]",3901245,0,,,,,0.23624526,,Left Foot,,,,"[111.4, 35.0]",,High Pass,,72.20561,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,1,From Kick Off,Nicolas Pallois,3256.0,Left Center Back,2,Bordeaux,146,"['59dd1ea0-3074-4489-abe8-ae7b4b68b878', 'd51e9c8d-e528-4573-bb1e-b729e2e3c788']",14,,,,,,,,,,,,,,,,Bordeaux,146,00:00:14.178,Pass,
,,,,,,,,,,,,,,,,2.766223,,,,,,,,,,,,2e1201de-528c-4519-95bc-d8400867a662,24,,"[16.6, 38.2]",3901245,0,,,,,0.67026335,,Left Foot,,,,"[57.6, 70.7]",,High Pass,,52.318733,,,Jimmy Cabot,7336.0,,,,,,1,Regular Play,Benjamin Lecomte,3008.0,Goalkeeper,3,Lorient,165,['7f559e25-a1a0-4bf3-b62d-fc95e2cae22e'],25,,,,,,,,,,,,,,,,Lorient,165,00:00:25.543,Pass,
,,,,,,,,,,,,,,,,2.02497,,,,,,,,,,,,e57e5cb6-ced2-48d8-bdb1-ddf2f24dd788,26,,"[58.5, 70.9]",3901245,0,,,,,3.017966,,Head,,,,"[41.6, 73.0]",,Low Pass,,17.029974,,,Lamine Gassama,6335.0,,,,,,1,Regular Play,Jimmy Cabot,7336.0,Right Midfield,3,Lorient,165,['85152a6e-81c1-4df2-8948-c367322c4c60'],28,,,,,,,,,,,,,,,,Lorient,165,00:00:28.319,Pass,
,,,,,,,,,,,,,,,,1.644186,,,,,,,,,,,,aeb354d8-8b3a-498e-a9c4-b25063ec0038,29,,"[41.4, 76.1]",3901245,0,,,,,-0.09406123,,Right Foot,,,,"[62.6, 74.1]",,Low Pass,,21.29413,Incomplete,,Benjamin Jeannot,3552.0,,,,,,1,Regular Play,Lamine Gassama,6335.0,Right Back,3,Lorient,165,"['7882387a-e05a-407e-b23a-2fa0e101ac78', 'f22e1116-155d-4489-959b-025b8e721d05']",31,,,,,,,,,,,,,,,,Lorient,165,00:00:31.517,Pass,
,,,,,,,,,,,,,,,,0.912647,,,,,,,,,,,,d1638fe7-8de6-4abb-a0b4-7f6d5dacdd5c,32,,"[57.0, 80.0]",3901245,0,,,,,-0.62290907,,,,,,"[64.1, 74.9]",,Low Pass,,8.741854,,,Jimmy Cabot,7336.0,,,,,Throw-in,1,From Throw In,Lamine Gassama,6335.0,Right Back,4,Lorient,165,['cd9cb369-d4be-41fa-aa60-38f7a9246592'],43,,,,,,,,,,,,,,,,Lorient,165,00:00:43.420,Pass,
,,,,,,,,,,,,,,,,1.332905,,,,,,,,,,,,501218aa-63a2-4bf6-bd9f-9cc179de2062,36,,"[63.9, 75.7]",3901245,0,,,,,-2.64517,,Right Foot,,,,"[54.3, 70.5]",,High Pass,,10.917875,,,Lamine Gassama,6335.0,,,,,,1,From Throw In,Jimmy Cabot,7336.0,Right Midfield,4,Lorient,165,"['67d64112-d193-45a2-9779-f6f0c39f3f8e', 'acb2db48-fa2f-4158-9820-23706e1c392c']",44,,,,,,,,,,,,,,,,Lorient,165,00:00:44.408,Pass,True
,,,,,,,,,,,,,,,,0.502815,,,,,,,,,,,,e984c790-07d7-4311-a12f-be85849b6df1,40,,"[61.4, 13.7]",3901245,0,,,,,-0.36895955,,Right Foot,,,,"[68.9, 10.8]",,Ground Pass,,8.041144,,,Cheick Tidiane Diabaté,7130.0,,,,,Recovery,1,Regular Play,Clément Chantôme,7552.0,Center Defensive Midfield,5,Bordeaux,146,['c61ffb67-eb6e-4569-b266-1b00abb8ef33'],46,,,,,,,,,,,,,,,,Bordeaux,146,00:00:46.634,Pass,
,,,,,,,,,,,,,,,,1.082479,,,,,,,,,,,,392b4c38-c018-4a43-8195-66cdc9961b5b,43,,"[71.8, 5.0]",3901245,0,,,,,0.34555557,,Right Foot,,,,"[79.3, 7.7]",,Ground Pass,,7.971198,,,Diego Alejandro Rolan Silva,6739.0,,,,,,1,Regular Play,Cheick Tidiane Diabaté,7130.0,Center Forward,5,Bordeaux,146,['7618cc29-1b8f-4a06-bc73-505bcdf15f3b'],48,,,,,,,,,,,,,,,,Bordeaux,146,00:00:48.620,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,983c6e6e-97c9-45d6-9866-cbe0393f9e50,62,,"[42.7, 53.0]",3901245,0,,,,,-1.9646649,,Right Foot,,,,"[29.9, 22.2]",,Ground Pass,,33.35386,,,Pape Abdou Paye,7392.0,,,,,,1,Regular Play,Didier Ndong Ibrahim,22587.0,Right Defensive Midfield,6,Lorient,165,['66f86d43-df64-4e2d-b0c5-edb8e8c76168'],58,,,,,,,,,,,,,,,,Lorient,165,00:00:58.277,Pass,
,,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,ef3bc502-4114-4f64-bc8d-ac733b0b7f73,65,,"[32.6, 13.9]",3901245,1,,,,,-0.88817376,,Left Foot,,,,"[42.6, 1.6]",,Ground Pass,,15.852129,,,Maxime Barthelmé,7567.0,,,,,,1,Regular Play,Pape Abdou Paye,7392.0,Left Back,6,Lorient,165,['ddc1dba5-e8b7-4f82-a9a0-82f1ff1e70c2'],1,,,,,,,,,,,,,,,,Lorient,165,00:01:01.065,Pass,
,,,,,,,,,,,,,,,,0.731121,,,,,,,,,,,,bdf6d04e-4761-4277-a384-fcc819533c62,72,,"[51.8, 15.1]",3901245,1,,,,,0.38549387,,Left Foot,,,,"[65.6, 20.7]",,Ground Pass,,14.892951,,,Benjamin Moukandjo Bilé,33178.0,,,,,,1,Regular Play,Maxime Barthelmé,7567.0,Left Midfield,6,Lorient,165,['0b7a3094-5f79-4051-9f78-ed13fce95171'],6,,,,,,,,,,,,,,,,Lorient,165,00:01:06.966,Pass,
,,,,,,,,,,,,,,,,0.744516,,,,,,,,,,,,e21ac8a3-4ffd-40ab-a4ec-f3c5f1c67832,75,,"[65.6, 20.7]",3901245,1,,,,,-1.9912016,,Left Foot,,,,"[61.8, 12.2]",,Ground Pass,,9.310746,Incomplete,,Pape Abdou Paye,7392.0,,,,,,1,Regular Play,Benjamin Moukandjo Bilé,33178.0,Right Center Forward,6,Lorient,165,"['9d838d3d-e9f9-46b3-8531-0bf52f0bb225', 'e805f2a5-8304-44d3-abb5-a98536f0b9ae']",7,,,,,,,,,,,,,,,,Lorient,165,00:01:07.757,Pass,
,,,,,,,,,,,,,,,,0.662322,,,,,,,,,,,,4b19a4c0-66ee-429b-95a5-7a1544111ba3,81,,"[54.1, 72.9]",3901245,1,,,,,-1.4190311,,Left Foot,,,,"[55.4, 64.4]",,Ground Pass,,8.598837,,,Clément Chantôme,7552.0,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,7,Bordeaux,146,"['149c4945-5384-494b-aa30-0d4314bd299f', '21f8c6f7-ad67-4ba4-bbcf-4fbb3757fee2', '702fd239-0cb1-4dd8-8282-c837fd280916']",9,,,,,,,,,,,,,,,,Bordeaux,146,00:01:09.515,Pass,True
,,,,,,,,,,,,,,,,0.882581,,,,,,,,,,,,a6a05612-8594-4feb-983f-3ae3a78600b5,84,,"[56.6, 60.2]",3901245,1,,,,,-1.4654962,,Right Foot,,,,"[57.9, 47.9]",,Ground Pass,,12.368508,,,Valentín Vada,3356.0,,,,,,1,Regular Play,Clément Chantôme,7552.0,Center Defensive Midfield,7,Bordeaux,146,['4e29ee60-81c5-476a-acd3-4c41ec23997a'],11,,,,,,,,,,,,,,,,Bordeaux,146,00:01:11.720,Pass,
,,,,,,,,,,,,,,,,0.951713,,,,,,,,,,,,01a6a63e-4800-4ffc-a149-fa39b1ac471a,87,,"[64.3, 51.9]",3901245,1,,,,,-2.70175,,Right Foot,,,,"[57.5, 48.7]",,Ground Pass,,7.515318,,,Clément Chantôme,7552.0,,,,,,1,Regular Play,Valentín Vada,3356.0,Left Center Midfield,7,Bordeaux,146,['c57a1194-d35d-4179-90e5-7feee3329236'],15,,,,,,,,,,,,,,,,Bordeaux,146,00:01:15.384,Pass,
,,,,,,,,,,,,,,,,1.258363,,,,,,,,,,,,4501f5a2-1bde-4fc0-b23b-12b2ac90241b,90,,"[57.3, 55.2]",3901245,1,,,,,0.8683023,,Right Foot,,,,"[73.3, 74.1]",,Ground Pass,,24.763077,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,Regular Play,Clément Chantôme,7552.0,Center Defensive Midfield,7,Bordeaux,146,['95878142-7045-4530-aa3b-40a1699a765f'],17,,,,,,,,,,,,,,,,Bordeaux,146,00:01:17.910,Pass,
,,,,,,,,,,,,,,,,2.309287,,,,,,,,,,,,e2f93469-70ba-4ab8-9604-dba0fcbc3ce0,94,,"[73.3, 74.8]",3901245,1,,,,,2.694518,,Left Foot,,,,"[66.0, 78.3]",,Ground Pass,,8.095678,,,Mathieu Debuchy,4428.0,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,7,Bordeaux,146,"['774eff47-22bc-4c90-b953-d96e6a6681a0', 'c91548dc-c322-43d2-bd0f-108645a7ed20']",19,,,,,,,,,,,,,,,,Bordeaux,146,00:01:19.887,Pass,True
,,,,,,,,,,,,,,,,1.754775,,,,,,,,,,,,da4e001e-853f-412f-87a8-170a1fd2ed27,98,,"[66.0, 77.9]",3901245,1,,,,,-0.039978687,,Right Foot,,,,"[86.0, 77.1]",,High Pass,,20.015993,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,Regular Play,Mathieu Debuchy,4428.0,Right Back,7,Bordeaux,146,"['1d9e30ed-1f0b-4720-b0f7-e5f1b33d23b4', 'e06e02bb-6171-4b52-91e6-2fae828d3bb2']",22,,,,,,,,,,,,,,,,Bordeaux,146,00:01:22.290,Pass,True
,,,,,,,,,,,,,,,,1.195039,,,,,,,,,,,,4134f5ce-9425-4fca-b01e-a132be491073,101,,"[99.7, 71.8]",3901245,1,,,,,-1.2378103,,Left Foot,True,,,"[108.9, 45.2]",,High Pass,,28.146048,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,1,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,7,Bordeaux,146,"['b620151f-7f0b-44c4-80ea-8ec79fa5817f', 'eca28176-9bb3-42b9-9bef-267f9e5ce630']",28,,,,,,,,,,,,,,,,Bordeaux,146,00:01:28.548,Pass,
,,,,,,,,,,,,,,,,0.453359,,,,,,,,,,,,570b1982-0930-4129-80da-5dd0cd97f480,110,,"[8.3, 46.6]",3901245,2,,True,,,-1.0101633,,Right Foot,,,,"[27.7, 15.7]",,Ground Pass,,36.485203,,,Wesley Lautoa,3769.0,,,,,Free Kick,1,From Free Kick,Benjamin Lecomte,3008.0,Goalkeeper,8,Lorient,165,['da596188-8a50-43e4-abdb-f351226878cb'],5,,,,,,,,,,,,,,,,Lorient,165,00:02:05.038,Pass,
,,,,,,,,,,,,,,,,1.151781,,,,,,,,,,,,2af2a339-ad1c-4221-97fd-2f712856bad3,112,,"[30.8, 15.1]",3901245,2,,,,,-1.2729139,,Left Foot,,,,"[34.3, 3.7]",,Ground Pass,,11.925183,,,Pape Abdou Paye,7392.0,,,,,,1,From Free Kick,Wesley Lautoa,3769.0,Left Center Back,8,Lorient,165,['5aea22b7-afcc-4824-a405-4f6a7f120bf6'],6,,,,,,,,,,,,,,,,Lorient,165,00:02:06.789,Pass,
,,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,883e6e16-a379-4879-a2d6-84dcae52f80e,115,,"[30.8, 3.7]",3901245,2,,,,,2.2442613,,Right Foot,,,,"[7.9, 32.4]",,Ground Pass,,36.71648,,,Benjamin Lecomte,3008.0,,,,,,1,From Free Kick,Pape Abdou Paye,7392.0,Left Back,8,Lorient,165,['dd60bde9-aa8e-4fac-ac34-211ab96d07c6'],9,,,,,,,,,,,,,,,,Lorient,165,00:02:09.032,Pass,
,,,,,,,,,,,,,,,,2.274855,,,,,,,,,,,,3d4cc67f-3953-4462-a3c8-8565390dc100,118,,"[9.7, 45.1]",3901245,2,,,,,0.9523683,,Left Foot,,,,"[20.8, 60.7]",,Ground Pass,,19.146017,,,Hamadou Karamoko,45688.0,,,,,,1,From Free Kick,Benjamin Lecomte,3008.0,Goalkeeper,8,Lorient,165,['89a8aafb-ddd2-4467-be06-094531f51ed0'],12,,,,,,,,,,,,,,,,Lorient,165,00:02:12.825,Pass,
,,,,,,,,,,,,,,,,1.834934,,,,,,,,,,,,78c09293-921c-4fb6-afe0-c92e404daef8,121,,"[20.6, 60.9]",3901245,2,,,,,-2.234659,,Right Foot,,,,"[9.1, 46.2]",,Ground Pass,,18.663868,,,Benjamin Lecomte,3008.0,,,,,,1,From Free Kick,Hamadou Karamoko,45688.0,Right Center Back,8,Lorient,165,['2493d472-46fa-44f4-a5b1-7319e6e1d7d4'],15,,,,,,,,,,,,,,,,Lorient,165,00:02:15.697,Pass,
,,,,,,,,,,,,,,,,2.639512,,,,,,,,,,,,a24d2749-9f2f-4448-9861-c758604183b9,124,,"[14.1, 46.4]",3901245,2,,,,,0.40003374,,Left Foot,,,,"[61.4, 66.4]",,High Pass,,51.354553,Incomplete,,Didier Ndong Ibrahim,22587.0,,,,,,1,From Free Kick,Benjamin Lecomte,3008.0,Goalkeeper,8,Lorient,165,"['55263095-a4a7-4a49-a989-5fb21159d2bd', 'ee683caf-3559-4771-9147-0904325f56dc']",20,,,,,,,,,,,,,,,,Lorient,165,00:02:20.380,Pass,
,,,,,,,,,,,,,,,,2.331848,,,,,,,,,,,,ee683caf-3559-4771-9147-0904325f56dc,126,,"[58.7, 13.7]",3901245,2,,,,True,-0.2848909,,,,,,"[72.7, 9.6]",,High Pass,,14.588009,Incomplete,,Valentín Vada,3356.0,,,,,Recovery,1,From Free Kick,Clément Chantôme,7552.0,Center Defensive Midfield,8,Lorient,165,"['2e6f0092-4369-4c46-80b9-909cbd2b2af8', '69f7218e-f0a8-4cb8-a13d-759469db1ad4', 'a24d2749-9f2f-4448-9861-c758604183b9', 'd3aaabb3-a395-4a64-aa4a-6504f92474ed']",23,,,,,,,,,,,,,,,,Bordeaux,146,00:02:23.019,Pass,True
,,,,,,,,,,,,,,,,1.079088,,,,,,,,,,,,d3aaabb3-a395-4a64-aa4a-6504f92474ed,130,,"[47.4, 70.5]",3901245,2,,,,True,-0.3538756,,,,,,"[63.1, 64.7]",,High Pass,,16.737085,Incomplete,,Benjamin Jeannot,3552.0,,,,,Recovery,1,From Free Kick,Lamine Gassama,6335.0,Right Back,8,Lorient,165,"['17f74e10-e777-4b41-8e1b-0495dfbbf2fb', '39c85299-77f0-40e4-82e2-883717cef14f', 'ee683caf-3559-4771-9147-0904325f56dc', 'f403a6c6-6ab4-4550-86b6-9c041f84155e']",25,,,,,,,,,,,,,,,,Lorient,165,00:02:25.351,Pass,True
,,,,,,,,,,,,,,,,1.191594,,,,,,,,,,,,fafb4031-da21-4b91-a3cc-d3b08aa1f8ba,133,,"[57.3, 16.2]",3901245,2,,,,,0.59037787,,Head,,,,"[67.0, 22.7]",,High Pass,,11.676472,Incomplete,,Cheick Tidiane Diabaté,7130.0,,,,,,1,From Free Kick,Clément Chantôme,7552.0,Center Defensive Midfield,8,Lorient,165,"['8341418a-d6e9-4331-a13d-a2e3e4bee94f', 'e95e9097-6706-40aa-b390-824307d81d12']",28,,,,,,,,,,,,,,,,Bordeaux,146,00:02:28.169,Pass,
,,,,,,,,,,,,,,,,2.482043,,,,,,,,,,,,7639cae5-f837-408d-aa5f-25ad39d55469,138,,"[55.3, 56.4]",3901245,2,,,,,-1.9746351,,Right Foot,,,,"[40.6, 22.0]",,Ground Pass,,37.40922,,,Pape Abdou Paye,7392.0,,,,,,1,From Free Kick,François Bellugou,3140.0,Left Defensive Midfield,8,Lorient,165,"['8b3a7202-3458-4710-ac7a-d4a3fd454db2', '90863e9e-55cd-49f3-9563-91692ce254e3']",30,,,,,,,,,,,,,,,,Lorient,165,00:02:30.391,Pass,True
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,d716ef80-8464-4d6d-897b-1c0eb3e052ba,141,,"[40.6, 15.3]",3901245,2,,,,,-0.8960554,,Right Foot,,,,"[50.6, 2.8]",,Ground Pass,,16.00781,,,Maxime Barthelmé,7567.0,,,,,,1,From Free Kick,Pape Abdou Paye,7392.0,Left Back,8,Lorient,165,['37b758d6-941f-48a1-95ae-6ad6f012e9ae'],33,,,,,,,,,,,,,,,,Lorient,165,00:02:33.554,Pass,
,,,,,,,,,,,,,,,,0.894837,,,,,,,,,,,,7d4389b2-b323-4532-9356-d72c1584bd63,144,,"[54.7, 2.8]",3901245,2,,,,,0.81125444,,Left Foot,,,,"[66.0, 14.7]",,Ground Pass,,16.410362,,,Benjamin Jeannot,3552.0,,,,,,1,From Free Kick,Maxime Barthelmé,7567.0,Left Midfield,8,Lorient,165,['8b6a8827-e5a3-4c60-84de-5bb407c030ef'],36,,,,,,,,,,,,,,,,Lorient,165,00:02:36.211,Pass,
