50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d93ce61e-1e61-4d4f-803d-a41750f97573,1,,,3829513,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 7726, 'name': 'Jeff Louis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd60dd56-aceb-40ff-8926-017c1d7a9d71,2,,,3829513,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 25377, 'name': 'Rémy Riou'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3404, 'name': 'Youssouf Sabaly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 14}, {'player': {'id': 3004, 'name': 'Oswaldo Augusto Vizcarrondo Araújo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 10936, 'name': 'Lorik Agim Cana'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 4249, 'name': 'Wilfried Moimbé'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 13}, {'player': {'id': 7350, 'name': 'Birama Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3365, 'name': 'Valentin Rongier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3375, 'name': 'Adrien Thomasson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 401477, 'name': 'Johan Audel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 21}, {'player': {'id': 3319, 'name': 'Yacine Bammou'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3114, 'name': 'Emiliano Sala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 22}]}",Nantes,144,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c98b67ec-146c-496f-bf4d-1331504e1486,3,,,3829513,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['41e47861-e969-4a98-ac26-9fb10b341229'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,41e47861-e969-4a98-ac26-9fb10b341229,4,,,3829513,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['c98b67ec-146c-496f-bf4d-1331504e1486'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,46751368-0c18-4e8f-a435-f4ff1e313861,1572,,,3829513,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Nantes,144,['0db4f285-53e2-4fe0-8c80-234340b1e8c0'],0,,,,,,,,,,,,,,,,,Nantes,144,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0db4f285-53e2-4fe0-8c80-234340b1e8c0,1573,,,3829513,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,105,Nantes,144,['46751368-0c18-4e8f-a435-f4ff1e313861'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.547887,,,,,,,,,,,,,2e884587-07e3-4c09-ba5c-2ed31a27521e,5,,"[61.0, 40.1]",3829513,0,,,,,1.4501727,,Left Foot,,,"[61.4, 43.4]",,Ground Pass,,3.3241541,,,,Andy Delort,3038.0,,,,Kick Off,1,From Kick Off,Jeff Louis,7726.0,Center Attacking Midfield,2,Caen,140,['ce727272-9345-4be2-a50a-758ec17a26c4'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.913,Pass,
,,,,,,,,,,,,,,,,,0.977432,,,,,,,,,,,,,6456928e-c997-4adf-8dba-590784303b68,7,,"[60.2, 42.8]",3829513,0,,,,,-2.803037,,Right Foot,,,"[46.0, 37.8]",,Ground Pass,,15.054567,,,,Julien Féret,2959.0,,,,,1,From Kick Off,Andy Delort,3038.0,Center Forward,2,Caen,140,['d47a71b8-0927-4907-ae99-a79a795149b3'],1,,,,,,,,,,,,,,,,,Caen,140,00:00:01.461,Pass,
,,,,,,,,,,,,,,,,,4.374892,,,,,,,,,,,,,ddee8699-6973-479e-a8c8-8ed4ff5d7101,10,,"[46.7, 39.7]",3829513,0,,,,,0.70150465,,Right Foot,,,"[94.4, 80.0]",,High Pass,,62.445015,,Out,,Ronny Rodelin,2955.0,,True,,,1,From Kick Off,Julien Féret,2959.0,Left Defensive Midfield,2,Caen,140,['e6ed7e40-6919-45f9-be3e-364c620951f0'],3,,,,,,,,,,,,,,,,,Caen,140,00:00:03.756,Pass,
,,,,,,,,,,,,,,,,,1.844275,,,,,,,,,,,,,cb4f689e-4d50-47c9-8248-9b22f226e713,12,,"[26.6, 0.1]",3829513,0,,,,,0.085394934,,,,,"[52.3, 2.3]",,High Pass,,25.793991,,Incomplete,,Johan Audel,401477.0,,,,Throw-in,1,From Throw In,Wilfried Moimbé,4249.0,Left Back,3,Nantes,144,"['5d6139e3-8d66-49b5-a16d-ecb0dcd9abd7', 'e9d9d788-2f1b-43b3-8982-fde5dd242e85']",21,,,,,,,,,,,,,,,,,Nantes,144,00:00:21.926,Pass,
