50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.836782,,,,,,,,,,,,0cda2c03-da74-44f9-8e56-6923c06370af,17,,,"[46.8, 56.6]",3901154,0,,,,,2.6024873,,Right Foot,,,"[35.6, 63.3]",,Ground Pass,,13.051054,,,Lossémy Karaboué,7301.0,,,,,,1,From Kick Off,Karim Azamoum,2969.0,Right Defensive Midfield,2,Troyes,133,['cfd61431-a929-4141-9944-ce9bde3521f2'],5,,,,,,,,,,,,,,,,Troyes,133,00:00:05.537,Pass,
,,,,,,,,,,,,,,,,,1.025694,,,,,,,,,,,,0e37c1dc-beef-4bce-a3f7-c57d23e11d97,20,,,"[35.6, 63.3]",3901154,0,,,,,-2.9611447,,Right Foot,,,"[20.8, 60.6]",,Ground Pass,,15.044268,,,Calvin Anele Ngcongca,401479.0,,,,,,1,From Kick Off,Lossémy Karaboué,7301.0,Right Back,2,Troyes,133,['e288450f-a130-478a-82ae-1dd5395d0545'],7,,,,,,,,,,,,,,,,Troyes,133,00:00:07.625,Pass,
,,,,,,,,,,,,,,,,,2.635744,,,,,,,,,,,,dbcf0c0f-63a8-49a2-9ca7-da4fe3900dda,23,,,"[20.8, 60.6]",3901154,0,,,,,-1.4317003,,Right Foot,,,"[27.1, 15.6]",,Ground Pass,,45.43886,,,Dušan Veškovac,42422.0,,True,,,,1,From Kick Off,Calvin Anele Ngcongca,401479.0,Right Center Back,2,Troyes,133,['da899eb4-c416-4343-a4d3-733d8e4c1103'],10,,,,,,,,,,,,,,,,Troyes,133,00:00:10.051,Pass,
,,,,,,,,,,,,,,,,,2.760837,,,,,,,,,,,,48083a48-8c81-4420-b760-8cb10edd8f3a,26,,,"[42.9, 16.5]",3901154,0,,,,,-0.051709868,,Right Foot,,,"[97.0, 13.7]",,High Pass,,54.17241,Incomplete,,Chaouki Ben Saada,3161.0,,,,,,1,From Kick Off,Dušan Veškovac,42422.0,Left Center Back,2,Troyes,133,"['4c0d2884-2e37-43af-b918-e95072e3ecdc', '8b48fed4-bf32-4323-b298-55a915a29a36']",16,,,,,,,,,,,,,,,,Troyes,133,00:00:16.770,Pass,
,,,,,,,,,,,,,,,,,3.015511,,,,,,,,,,,,f72b33c3-490f-485e-90c9-30ec32b5a8d0,30,,,"[51.4, 4.2]",3901154,0,,,,True,-2.936852,,,,,"[33.1, 0.4]",,Low Pass,,18.690372,Out,,Dušan Veškovac,42422.0,,,,,Recovery,1,From Kick Off,Jessy Pi,7415.0,Left Defensive Midfield,2,Troyes,133,"['2e0a03f2-d5d6-45a2-8797-818fd706fe7a', '40e2dedf-bc8f-48bc-8d9a-063004204dd9']",22,,,,,,,,,,,,,,,,Troyes,133,00:00:22.537,Pass,True
,,,,,,,,,,,,,,,,,1.360609,,,,,,,,,,,,93045c8c-256e-4145-b00a-23c63496258f,34,,,"[89.3, 80.0]",3901154,0,,,,,-0.25944942,,,,,"[105.5, 75.7]",,Low Pass,,16.760967,,,Jimmy Cabot,7336.0,,,,,Throw-in,1,From Throw In,Pape Abdou Paye,7392.0,Right Back,3,Lorient,165,['2978059f-237e-4b58-85c4-8e682d34f554'],35,,,,,,,,,,,,,,,,Lorient,165,00:00:35.405,Pass,
,,,,,,,,,,,,,,,,,1.093846,,,,,,,,,,,,58e4d168-6cd6-4f06-acde-ba07263e9c0d,39,,,"[10.2, 0.1]",3901154,0,,,,,1.8045396,,,,,"[6.2, 16.9]",,Low Pass,,17.269627,,,Dušan Veškovac,42422.0,,,,,Throw-in,1,From Throw In,Mouhamadou Dabo,26752.0,Left Back,4,Troyes,133,['4d568bdc-36ec-4531-9c2c-77b7cfdc7ff5'],44,,,,,,,,,,,,,,,,Troyes,133,00:00:44.079,Pass,
,,,,,,,,,,,,,,,,,0.639691,,,,,,,,,,,,28926354-8c81-4fe5-b107-a5799bff7e07,42,,,"[7.7, 22.9]",3901154,0,,,,,0.43101823,,Right Foot,,,"[21.4, 29.2]",,Ground Pass,,15.079124,,,Karim Azamoum,2969.0,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Left Center Back,4,Troyes,133,['8043234a-0e18-4d57-b1b4-8e5b69a7203b'],47,,,,,,,,,,,,,,,,Troyes,133,00:00:47.651,Pass,
,,,,,,,,,,,,,,,,,1.16019,,,,,,,,,,,,d6186424-62ca-432d-965f-4f3e447fc541,45,,,"[17.5, 27.1]",3901154,0,,,,,2.1931803,,Right Foot,,,"[4.8, 44.8]",,Ground Pass,,21.784857,,,Matthieu Dreyer,36553.0,,,,,,1,From Throw In,Karim Azamoum,2969.0,Right Defensive Midfield,4,Troyes,133,['3d1e8a84-2a1a-429a-a566-70dd9d7cd171'],51,,,,,,,,,,,,,,,,Troyes,133,00:00:51.793,Pass,
,,,,,,,,,,,,,,,,,1.982774,,,,,,,,,,,,18850fe3-c59f-49f6-a6fd-88f0aa4f98bb,48,,,"[3.1, 47.1]",3901154,0,,,,,1.3334221,,Right Foot,,,"[10.6, 78.1]",,Ground Pass,,31.894358,,,Calvin Anele Ngcongca,401479.0,,,,,,1,From Throw In,Matthieu Dreyer,36553.0,Goalkeeper,4,Troyes,133,['572a66d6-7eeb-4991-8a2a-090aaf95ea9b'],53,,,,,,,,,,,,,,,,Troyes,133,00:00:53.925,Pass,
,,,,,,,,,,,,,,,,,1.521262,,,,,,,,,,,,684331a3-2423-4eb7-b733-6fecb88a22ad,51,,,"[10.8, 78.1]",3901154,0,,,,,-0.30587888,,Right Foot,,,"[45.0, 67.3]",,High Pass,,35.864746,Incomplete,,Stéphane Darbion,2993.0,,,,,,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Center Back,4,Troyes,133,"['9a4c8a73-030a-42fc-a1c8-0965cbaa80bc', 'f50963bd-13ef-481b-95f2-8d3a7c540bd7']",57,,,,,,,,,,,,,,,,Troyes,133,00:00:57.459,Pass,
,,,,,,,,,,,,,,,,,1.2079,,,,,,,,,,,,f50963bd-13ef-481b-95f2-8d3a7c540bd7,53,,,"[75.1, 12.8]",3901154,0,,,,,0.7677009,,Left Foot,,,"[86.6, 23.9]",,Low Pass,,15.983116,Incomplete,,Pape Abdou Paye,7392.0,,,,,Recovery,1,From Throw In,Raphaël Adelino José Guerreiro,5209.0,Left Back,4,Troyes,133,"['651f4f41-ee2f-469f-a556-2e8c723d80f8', '684331a3-2423-4eb7-b733-6fecb88a22ad', 'e9ac6858-aacf-4b56-ac06-05ee56bc66b5']",58,,,,,,,,,,,,,,,,Lorient,165,00:00:58.980,Pass,
,,,,,,,,,,,,,,,,,0.807786,,,,,,,,,,,,90042e7f-30fd-4ce9-8295-2fbf132f6a97,57,,,"[38.9, 51.7]",3901154,1,,,,,-0.65953636,,Right Foot,,,"[52.7, 41.0]",,Ground Pass,,17.462244,,,Fabien Camus,401470.0,,,,,,1,From Throw In,Karim Azamoum,2969.0,Right Defensive Midfield,4,Troyes,133,['17743f95-2fa5-4681-8534-4e2b4483a7df'],1,,,,,,,,,,,,,,,,Troyes,133,00:01:01.473,Pass,
,,,,,,,,,,,,,,,,,1.620459,,,,,,,,,,,,754ff898-6439-4341-ac0b-d3d235ba180b,60,,,"[57.3, 53.9]",3901154,1,,,,,1.6864396,,Right Foot,,,"[55.0, 73.7]",,Ground Pass,,19.933138,,,Lossémy Karaboué,7301.0,,,,,,1,From Throw In,Fabien Camus,401470.0,Left Midfield,4,Troyes,133,['93ab56a3-8653-42ba-bb1f-a83b6fb01b5c'],5,,,,,,,,,,,,,,,,Troyes,133,00:01:05.364,Pass,
,,,,,,,,,,,,,,,,,1.12592,,,,,,,,,,,,6bdf7c36-29c4-42af-aab8-f543f6f9107d,63,,,"[54.5, 73.7]",3901154,1,,,,,-0.9944211,,Right Foot,,,"[62.3, 61.7]",,Ground Pass,,14.312233,,,Fabien Camus,401470.0,,,,,,1,From Throw In,Lossémy Karaboué,7301.0,Right Back,4,Troyes,133,['fc38ad10-556d-4ffe-a8e2-a104b2fefe63'],7,,,,,,,,,,,,,,,,Troyes,133,00:01:07.388,Pass,
,,,,,,,,,,,,,,,,,1.335816,,,,,,,,,,,,b7bf91d7-d8e3-4722-bb22-1850e2b437e8,67,,,"[47.2, 28.1]",3901154,1,,,,,-2.1217787,,Right Foot,,,"[42.1, 19.8]",,Ground Pass,,9.741663,,,Dušan Veškovac,42422.0,,,,,,1,From Throw In,Fabien Camus,401470.0,Left Midfield,4,Troyes,133,['ece05f66-47df-482f-b7b9-97d5fac534d8'],17,,,,,,,,,,,,,,,,Troyes,133,00:01:17.442,Pass,
,,,,,,,,,,,,,,,,,2.194283,,,,,,,,,,,,d78b664b-d5ed-43aa-9442-415e012a77d0,70,,,"[42.5, 19.6]",3901154,1,,,,,1.5801637,,Right Foot,,,"[42.1, 62.3]",,Ground Pass,,42.701874,,,Calvin Anele Ngcongca,401479.0,,True,,,,1,From Throw In,Dušan Veškovac,42422.0,Left Center Back,4,Troyes,133,['a2831fe7-2dc4-460c-b8f7-a9ba0c1bb7e7'],20,,,,,,,,,,,,,,,,Troyes,133,00:01:20.818,Pass,
,,,,,,,,,,,,,,,,,0.579108,,,,,,,,,,,,9dbcc9ac-684c-4ea8-a03a-fa61d12e9dd3,73,,,"[42.1, 62.3]",3901154,1,,,,,1.1784562,,Right Foot,,,"[48.1, 76.8]",,Ground Pass,,15.692355,,,Stéphane Darbion,2993.0,,,,,,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Center Back,4,Troyes,133,['dffcc8c0-382b-48e4-8a7c-396a33fea887'],24,,,,,,,,,,,,,,,,Troyes,133,00:01:24.368,Pass,
,,,,,,,,,,,,,,,,,1.163991,,,,,,,,,,,,123af9f3-7603-41ac-82a8-be0504a6ae2e,76,,,"[46.0, 63.9]",3901154,1,,,,,-2.818109,,Left Foot,,,"[28.7, 58.1]",,Ground Pass,,18.24637,,,Calvin Anele Ngcongca,401479.0,,,,,,1,From Throw In,Stéphane Darbion,2993.0,Right Midfield,4,Troyes,133,['7c53e83b-8bd6-4d68-ad15-e18ccca3d01c'],27,,,,,,,,,,,,,,,,Troyes,133,00:01:27.601,Pass,
,,,,,,,,,,,,,,,,,0.996833,,,,,,,,,,,,f149b56b-a133-446b-abd5-3bf41216f258,79,,,"[30.6, 56.4]",3901154,1,,,,,-0.8245938,,Right Foot,,,"[40.4, 45.8]",,Ground Pass,,14.436066,,,Jessy Pi,7415.0,,,,,,1,From Throw In,Calvin Anele Ngcongca,401479.0,Right Center Back,4,Troyes,133,['b18b6be4-5966-4520-b9b3-d06f409f8d11'],30,,,,,,,,,,,,,,,,Troyes,133,00:01:30.516,Pass,
,,,,,,,,,,,,,,,,,1.489568,,,,,,,,,,,,84991ad8-32ac-495b-bb6f-811fde22b6c5,82,,,"[40.8, 40.4]",3901154,1,,,,,-1.5969912,,Right Foot,,,"[40.2, 17.5]",,Ground Pass,,22.90786,,,Dušan Veškovac,42422.0,,,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,4,Troyes,133,['c810242a-db10-4907-a2ad-0cb421ea8f6a'],32,,,,,,,,,,,,,,,,Troyes,133,00:01:32.894,Pass,
,,,,,,,,,,,,,,,,,1.361706,,,,,,,,,,,,fac8218a-227c-4c7a-befb-0f45bf49a4fe,85,,,"[48.9, 16.9]",3901154,1,,,,,-0.61141753,,Right Foot,,,"[68.3, 3.3]",,Ground Pass,,23.692192,,,Mouhamadou Dabo,26752.0,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Left Center Back,4,Troyes,133,['09765d43-0455-4f7d-87c3-ca7afc64e6e0'],36,,,,,,,,,,,,,,,,Troyes,133,00:01:36.423,Pass,
,,,,,,,,,,,,,,,,,0.758285,,,,,,,,,,,,2c0278be-c2b6-4824-8c58-b14c19f2f4e2,88,,,"[68.3, 3.1]",3901154,1,,,,,1.9143353,,Right Foot,,,"[63.9, 15.4]",,Ground Pass,,13.063308,,,Fabien Camus,401470.0,,,,,,1,From Throw In,Mouhamadou Dabo,26752.0,Left Back,4,Troyes,133,['c5953f68-fd30-463f-bd7f-6ffdadacb4f4'],38,,,,,,,,,,,,,,,,Troyes,133,00:01:38.390,Pass,
,,,,,,,,,,,,,,,,,0.767487,,,,,,,,,,,,41c508b6-17a9-41f2-97c2-a81f2ffebd6e,92,,,"[64.1, 10.0]",3901154,1,,,,,-1.6052654,,Right Foot,,,"[63.9, 4.2]",,Ground Pass,,5.8034472,,,Mouhamadou Dabo,26752.0,,,,,,1,From Throw In,Fabien Camus,401470.0,Left Midfield,4,Troyes,133,['61c5d056-8d51-422d-8f47-708a03c5998a'],40,,,,,,,,,,,,,,,,Troyes,133,00:01:40.496,Pass,
,,,,,,,,,,,,,,,,,1.092325,,,,,,,,,,,,df1e030a-3dc0-455b-b42b-0f59231c1bf1,95,,,"[63.9, 4.2]",3901154,1,,,,,1.6215142,,Right Foot,,,"[62.9, 23.9]",,Ground Pass,,19.725365,,,Jessy Pi,7415.0,,,,,,1,From Throw In,Mouhamadou Dabo,26752.0,Left Back,4,Troyes,133,['93bf81d0-377d-46f4-a6ec-2caae87a81d1'],41,,,,,,,,,,,,,,,,Troyes,133,00:01:41.723,Pass,
,,,,,,,,,,,,,,,,,1.223118,,,,,,,,,,,,33760e89-208a-48ba-b8d4-85e86da6e50a,98,,,"[62.9, 23.9]",3901154,1,,,,,-0.116355166,,Right Foot,,,"[86.0, 21.2]",,Ground Pass,,23.257257,,,Fabien Camus,401470.0,,,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,4,Troyes,133,['d30b3a3d-eb01-41ce-9de1-0859ee322580'],43,,,,,,,,,,,,,,,,Troyes,133,00:01:43.459,Pass,
,,,,,,,,,,,,,,,,,1.184434,,,,,,,,,,,,edfa8e9f-af9d-4964-8683-b206496b5fb8,105,,,"[22.0, 80.0]",3901154,2,,,,,-0.2732125,,,,,"[40.2, 74.9]",,High Pass,,18.901058,,,Jimmy Cabot,7336.0,,,,,Throw-in,1,From Throw In,Pape Abdou Paye,7392.0,Right Back,5,Lorient,165,['5847db00-3876-4562-95ba-e3cd2f5814e9'],6,,,,,,,,,,,,,,,,Lorient,165,00:02:06.828,Pass,
,,,,,,,,,,,,,,,,,1.059742,,,,,,,,,,,,882d3b10-34a8-4b6c-902b-5ec5cc89c76d,109,,,"[39.9, 74.5]",3901154,2,,,,,-1.9791644,,Right Foot,,,"[35.4, 64.1]",,High Pass,,11.331814,Incomplete,,François Bellugou,3140.0,,,,,,1,From Throw In,Jimmy Cabot,7336.0,Right Midfield,5,Lorient,165,"['4c342a0f-97bb-4780-914c-2c5de3bd2ffb', 'af94b6b1-68ac-4c41-a280-c7e1ad520c3f', 'be5e183e-2dbc-423a-aff4-2912f4a42e87', 'caf7ab7e-2e3a-4649-83d3-f7fd22468169']",8,,,,,,,,,,,,,,,,Lorient,165,00:02:08.012,Pass,True
,,,,,,,,,,,,,,,,,1.389176,,,,,,,,,,,,be5e183e-2dbc-423a-aff4-2912f4a42e87,111,,,"[84.7, 16.0]",3901154,2,,,,,1.5480729,,Left Foot,,,"[85.0, 29.2]",,Low Pass,,13.203408,Incomplete,,Karim Azamoum,2969.0,,,,,Recovery,1,From Throw In,Stéphane Darbion,2993.0,Right Midfield,5,Lorient,165,"['882d3b10-34a8-4b6c-902b-5ec5cc89c76d', 'f8c07e66-ea5c-47a6-a6cd-35e8445e8265', 'ff356a9b-c46d-4b24-9679-6b509fa5f41d']",9,,,,,,,,,,,,,,,,Troyes,133,00:02:09.072,Pass,
,,,,,,,,,,,,,,,,,1.2279,,,,,,,,,,,,1c8822dd-9929-4744-b14e-355bace41fa4,115,,,"[64.7, 0.1]",3901154,2,,True,,,2.7255282,,,,,"[13.1, 22.9]",,Low Pass,,56.412766,,,Matthieu Dreyer,36553.0,,,,,Throw-in,1,From Throw In,Dušan Veškovac,42422.0,Left Center Back,6,Troyes,133,['1aaf6369-3836-4e2b-88b3-9e3cb932b9f2'],16,,,,,,,,,,,,,,,,Troyes,133,00:02:16.995,Pass,
,,,,,,,,,,,,,,,,,1.427374,,,,,,,,,,,,307d8078-cd01-4299-a610-99c1c6787094,117,,,"[13.1, 22.9]",3901154,2,,,,,-0.9391057,,Right Foot,,,"[22.1, 10.6]",,Ground Pass,,15.241063,,,Dušan Veškovac,42422.0,,,,,,1,From Throw In,Matthieu Dreyer,36553.0,Goalkeeper,6,Troyes,133,['ade403c9-84ba-4e55-8e8f-40e72d39933b'],22,,,,,,,,,,,,,,,,Troyes,133,00:02:22.084,Pass,
,,,,,,,,,,,,,,,,,1.613138,,,,,,,,,,,,2298b894-2508-4e56-9241-24e24f4c468a,120,,,"[23.1, 11.7]",3901154,2,,,,,1.2776873,,Right Foot,,,"[29.8, 33.9]",,Ground Pass,,23.189007,,,Karim Azamoum,2969.0,,,,,,1,From Throw In,Dušan Veškovac,42422.0,Left Center Back,6,Troyes,133,['ecbedb22-e7ad-4d66-93e6-5c26d224b087'],25,,,,,,,,,,,,,,,,Troyes,133,00:02:25.109,Pass,
,,,,,,,,,,,,,,,,,1.234114,,,,,,,,,,,,dcdaf1ee-9578-4cc8-8bf6-da0f07b0291e,123,,,"[43.1, 23.1]",3901154,2,,,,,-1.2112019,,Right Foot,,,"[48.1, 9.8]",,Ground Pass,,14.2088,,,Jessy Pi,7415.0,,,,,,1,From Throw In,Karim Azamoum,2969.0,Right Defensive Midfield,6,Troyes,133,['a4afa17e-04cd-44d8-b26e-3e157c17aa9c'],30,,,,,,,,,,,,,,,,Troyes,133,00:02:30.648,Pass,
,,,,,,,,,,,,,,,,,2.993206,,,,,,,,,,,,efd27c1e-3f82-4c5c-8d2c-fee1e7287ef0,127,,,"[50.8, 20.2]",3901154,2,,,,,1.7345492,,Right Foot,,,"[41.2, 78.3]",,High Pass,,58.887775,,,Lossémy Karaboué,7301.0,,True,,,,1,From Throw In,Jessy Pi,7415.0,Left Defensive Midfield,6,Troyes,133,"['eec10627-0d7a-4366-8a7f-fbd79da3bebc', 'fdb89071-e7a2-4753-a76f-15d0f26849ba']",34,,,,,,,,,,,,,,,,Troyes,133,00:02:34.039,Pass,True
