50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d6771556-49da-4241-aad8-45ca57d55823,1,,,3900492,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3322, 'name': 'Jonas Lössl'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20199, 'name': 'Lars Christian Jacobsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40527, 'name': 'Brou Benjamin Angoua'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3124, 'name': 'Jérémy Sorbon'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 30182, 'name': 'Dorian Lévêque'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 7}, {'player': {'id': 401512, 'name': 'Lionel Mathis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3348, 'name': 'Younousse Sankharé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 13}, {'player': {'id': 3122, 'name': 'Yannis Salibur'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 19}, {'player': {'id': 3301, 'name': 'Nicolas Benezet'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3213, 'name': 'Jimmy Briand'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 23}, {'player': {'id': 4799, 'name': 'Sloan Privat'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 11}]}",Guingamp,142,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,96bd9435-a9e7-4501-97cd-1f008d0cb1f8,2,,,3900492,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,,0,,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3008, 'name': 'Benjamin Lecomte'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 40}, {'player': {'id': 6335, 'name': 'Lamine Gassama'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 7211, 'name': 'Zargo Touré'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 7199, 'name': 'Vincent Le Goff'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 3140, 'name': 'François Bellugou'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 22587, 'name': 'Didier Ndong Ibrahim'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7766, 'name': 'Walid Mesloub'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3102, 'name': 'Yann Jouffre'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 33178, 'name': 'Benjamin Moukandjo Bilé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 12}, {'player': {'id': 7615, 'name': 'Abdul Majeed Waris'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Lorient,165,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,29c8765d-cbd7-47e2-8829-f78eb7899e4b,3,,,3900492,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['583df239-9341-4e60-95ab-776297fe9a26'],0,,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,583df239-9341-4e60-95ab-776297fe9a26,4,,,3900492,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Guingamp,142,['29c8765d-cbd7-47e2-8829-f78eb7899e4b'],0,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b8d8f63a-5762-49ec-a7e2-6a0b29c545ee,1716,,,3900492,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Guingamp,142,['f12e505c-bcb5-4b1a-9daf-eadf2e480658'],0,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f12e505c-bcb5-4b1a-9daf-eadf2e480658,1717,,,3900492,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,100,Guingamp,142,['b8d8f63a-5762-49ec-a7e2-6a0b29c545ee'],0,,,,,,,,,,,,,,,,,,,,Lorient,165,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.852786,,,,,,,,,,,,,,,12480e0f-4bff-4888-8a47-0a3a273bfb6f,5,,"[60.0, 40.0]",3900492,0,,True,,,-1.9117752,,Right Foot,,,,"[58.9, 36.9]",,Ground Pass,,3.2893767,,,,Sloan Privat,4799.0,,,,,Kick Off,1,From Kick Off,Jimmy Briand,3213.0,Right Center Forward,2,Guingamp,142,['f8cf5a36-002b-4859-b55e-3c64622c7ae5'],0,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:00.489,Pass,
,,,,,,,,,,,,,,,,,0.72636,,,,,,,,,,,,,,,b8ee0165-f175-4b13-8d6a-f76a7fecfd8c,7,,"[58.6, 35.9]",3900492,0,,True,,,2.918116,,Right Foot,,,,"[52.0, 37.4]",,Ground Pass,,6.7683086,,,,Younousse Sankharé,3348.0,,,,,,1,From Kick Off,Sloan Privat,4799.0,Left Center Forward,2,Guingamp,142,['b8de44d1-03bf-4a49-807d-e0dc5c69045a'],1,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:01.689,Pass,
,,,,,,,,,,,,,,,,,1.63734,,,,,,,,,,,,,,,6df4c516-7a39-4949-b12a-0d1fd052a1ab,9,,"[50.2, 35.8]",3900492,0,,,,,-2.2003262,,Left Foot,,,,"[38.4, 19.6]",,Ground Pass,,20.041956,,,,Jérémy Sorbon,3124.0,,,,,,1,From Kick Off,Younousse Sankharé,3348.0,Left Defensive Midfield,2,Guingamp,142,['c624868b-f432-44e0-afbd-46e22d9c5b07'],2,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:02.968,Pass,
,,,,,,,,,,,,,,,,,1.469162,,,,,,,,,,,,,,,56868229-3d21-4414-b339-aef8556c8e09,12,,"[41.2, 19.8]",3900492,0,,,,,0.1482709,,Right Foot,,,,"[80.7, 25.7]",,High Pass,,39.9382,,,,Sloan Privat,4799.0,,,,,,1,From Kick Off,Jérémy Sorbon,3124.0,Left Center Back,2,Guingamp,142,['42637b47-7dc5-41e5-9d6b-c9b43293a654'],8,,,,,,,,,,,,,,,,,,,,Guingamp,142,00:00:08.357,Pass,
