50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6e90a65a-5a5b-47b6-b387-aec07d679a20,1,,,3901224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 4257, 'name': 'Yoan Cardinale'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 30}, {'player': {'id': 4270, 'name': 'Jérémy Pied'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 4443, 'name': 'Paul Baysse'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3229, 'name': 'Maxime Le Marchand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 6352, 'name': 'Ricardo Domingos Barbosa Pereira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4506, 'name': 'Nampalys Mendy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 4264, 'name': 'Vincent Koziello'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 26}, {'player': {'id': 3359, 'name': 'Jean Michaël Seri'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 16462, 'name': 'Hatem Ben Arfa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 3210, 'name': 'Valère Germain'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 28}, {'player': {'id': 3230, 'name': 'Alassane Pléa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 14}]}",OGC Nice,136,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,40c2c553-d64e-4fc1-be52-a19c37843693,2,,,3901224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 7641, 'name': 'Johann Carrasso'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 131849, 'name': 'Antoine Conte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 28}, {'player': {'id': 6648, 'name': 'Aïssa Mandi'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 23}, {'player': {'id': 7435, 'name': 'Anthony Weber'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3248, 'name': 'Hamari Traoré'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 27}, {'player': {'id': 30291, 'name': 'Atila Turan'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 15}, {'player': {'id': 7815, 'name': 'Antoine Devaux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 401775, 'name': 'Hugo Rodriguez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 7369, 'name': 'Aly Ndom'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 4383, 'name': 'Nicolas de Roussel de Préville'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 12}, {'player': {'id': 7635, 'name': 'Gaëtan Charbonnier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Stade de Reims,156,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,791eefa2-b474-4346-bdc8-4c23146e159a,3,,,3901224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['c57ae196-73ff-4826-b219-fb2428ad07e5'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c57ae196-73ff-4826-b219-fb2428ad07e5,4,,,3901224,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,OGC Nice,136,['791eefa2-b474-4346-bdc8-4c23146e159a'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c0c6b6b0-05be-4d26-a27c-c2a9dc944323,1907,,,3901224,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,OGC Nice,136,['7b13c9cd-b4fb-4648-bfe0-280176fa2a1d'],0,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7b13c9cd-b4fb-4648-bfe0-280176fa2a1d,1908,,,3901224,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,OGC Nice,136,['c0c6b6b0-05be-4d26-a27c-c2a9dc944323'],0,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.606426,,,,,,,,,,,,,,,6cf89e85-fd18-446d-9808-b17c09b95812,5,,"[61.0, 40.1]",3901224,0,,,,1.5308176,,Right Foot,,"[61.2, 45.1]",,Ground Pass,,5.0039983,,,,Nicolas de Roussel de Préville,4383.0,,,,,,Kick Off,1,From Kick Off,Gaëtan Charbonnier,7635.0,Left Center Forward,2,Stade de Reims,156,['dfea856f-333e-4ff5-9eff-b4044aa767f0'],1,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:01.063,Pass,
,,,,,,,,,,,,,,,1.298312,,,,,,,,,,,,,,,d3a01cc8-88b8-42cc-8fd4-8927eff99472,8,,"[60.1, 44.4]",3901224,0,,,,-3.1018126,,Left Foot,,"[40.0, 43.6]",,Ground Pass,,20.115913,,,,Aïssa Mandi,6648.0,,,,,,,1,From Kick Off,Nicolas de Roussel de Préville,4383.0,Right Center Forward,2,Stade de Reims,156,['5e943ba6-ed02-4d6c-bd1e-87a4bf26034d'],2,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:02.016,Pass,
,,,,,,,,,,,,,,,2.15659,,,,,,,,,,,,,,,7c7bafb0-3028-4b98-98da-c178a973a23c,11,,"[43.0, 43.4]",3901224,0,,,,0.30092025,,Right Foot,,"[80.7, 55.1]",,High Pass,,39.47379,,Incomplete,,Hugo Rodriguez,401775.0,,,,,,,1,From Kick Off,Aïssa Mandi,6648.0,Center Back,2,Stade de Reims,156,"['819a52c1-404b-4af5-bdfe-b89ef2a0d9dd', 'f0bde2a7-c263-4cc7-a9a4-e47ce35c89e5']",4,,,,,,,,,,,,,,,,,Stade de Reims,156,00:00:04.923,Pass,
,,,,,,,,,,,,,,,1.735902,,,,,,,,,,,,,,,f0bde2a7-c263-4cc7-a9a4-e47ce35c89e5,13,,"[39.4, 25.0]",3901224,0,,,True,0.025635408,,,,"[55.0, 25.4]",,High Pass,,15.605127,,Incomplete,,Hatem Ben Arfa,16462.0,,,,,,Recovery,1,From Kick Off,Maxime Le Marchand,3229.0,Left Center Back,2,Stade de Reims,156,"['0ab6f033-e010-4b8b-9378-7c1d9831bd27', '7c7bafb0-3028-4b98-98da-c178a973a23c', 'e3a430ce-ecb6-43be-945f-be4c17226ee6', 'efde0e70-07bc-457a-9960-e731e9daedf3']",7,,,,,,,,,,,,,,,,,OGC Nice,136,00:00:07.080,Pass,True
