50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.282279,,,,,,,,,,,,,40e86342-b4d3-4c19-b036-f68872f48aa7,2961,,,"[26.3, 74.8]",3900555,74,,,,-0.5191461,,Right Foot,,,,"[28.4, 73.6]",,Ground Pass,,2.4186773,Incomplete,,Johan Audel,401477.0,,,,,,2,From Throw In,Léo Dubois,3144.0,Right Back,155,Toulouse,130,"['2d4c55bf-e878-426c-a98d-18c3307a118e', '5ab36951-e0e9-4b29-9630-291584b5c447']",33,,,,,,,,,,,,,,,,,Nantes,144,00:29:33.355,Pass,
,,,,,,,,,,,,,,,,,,,,1.474129,,,,,,,,,,,,,5e37ed86-d7cc-407d-9b85-ad237af03615,2965,,,"[93.6, 7.6]",3900555,74,,,,0.9992216,b5c8b1c4-1f1f-4f0b-8931-691f868dacef,Right Foot,,,,"[107.3, 28.9]",,Ground Pass,,25.325481,,,Wissam Ben Yedder,6723.0,True,,Through Ball,True,,2,From Throw In,Óscar Guido Trejo,11540.0,Left Midfield,155,Toulouse,130,['48e6ab95-20ee-4f9d-9e11-b8980744f5eb'],35,,,,,,,,,,,,,,,,,Toulouse,130,00:29:35.310,Pass,
,,,,,,,,,,,,,,,,,,,,1.41659,,,,,,,,,,,,,a43e01ce-2664-42f9-a5c8-f25f370f5c47,2971,,,"[110.9, 0.1]",3900555,75,True,,,1.0012343,,,,,,"[118.2, 11.5]",,Low Pass,,13.536986,,,Óscar Guido Trejo,11540.0,,,,,Throw-in,2,From Throw In,William Matheus da Silva,44065.0,Left Back,156,Toulouse,130,['caeb07ee-bbcb-4a73-879b-b30571043683'],10,,,,,,,,,,,,,,,,,Toulouse,130,00:30:10.812,Pass,
,,,,,,,,,,,,,,,,,,,,2.275369,,,,,,,,,,,,,da6039bc-0af2-4d19-a11f-dfc413e4402a,2976,,,"[114.3, 11.0]",3900555,75,,,,0.2165503,,Right Foot,,,,"[119.3, 12.1]",,Ground Pass,,5.1195703,Out,,William Matheus da Silva,44065.0,,,,,,2,From Throw In,Óscar Guido Trejo,11540.0,Left Midfield,156,Toulouse,130,"['1b252872-fb72-452e-97c3-058cd66975fd', '5de0beb7-ae7a-41cb-a42f-700a6a965c16']",13,,,,,,,,,,,,,,,,,Toulouse,130,00:30:13.609,Pass,True
,,,,,,,,,,,,,,,,,,,,4.99952,,,,,,,,,,,,,16ff9a42-65e4-4d9b-8901-bd92aa007c2b,2978,,,"[6.0, 44.0]",3900555,75,,,,0.009043681,,Right Foot,,,,"[83.4, 44.7]",,High Pass,,77.40317,Incomplete,,Emiliano Sala,3114.0,,,,,Goal Kick,2,From Goal Kick,Rémy Riou,25377.0,Goalkeeper,157,Nantes,144,"['9046bdb1-3caf-4cce-88f5-bc1867150bb8', 'b7dcfc7f-a42f-47a5-b817-1a6904a6c0ec']",32,,,,,,,,,,,,,,,,,Nantes,144,00:30:32.627,Pass,
,,,,,,,,,,,,,,,,,,,,2.057485,,,,,,,,,,,,,335c9d15-b951-49e1-b8e5-0614dc74619a,2986,,,"[80.5, 0.1]",3900555,78,True,,,2.9798384,,,,,,"[56.6, 4.0]",,Low Pass,,24.21611,,,William Matheus da Silva,44065.0,,,,,Throw-in,2,From Throw In,Óscar Guido Trejo,11540.0,Left Midfield,158,Toulouse,130,['a344dd48-fbf7-4be5-9508-0bb66ee18351'],34,,,,,,,,,,,,,,,,,Toulouse,130,00:33:34.829,Pass,
,,,,,,,,,,,,,,,,,,,,1.003182,,,,,,,,,,,,,f8ac5b56-cfcf-429d-9359-ce5f9f6a611a,2988,,,"[56.3, 4.4]",3900555,78,,,,0.042830933,,Left Foot,,,,"[77.3, 5.3]",,Ground Pass,,21.019278,,,Óscar Guido Trejo,11540.0,,,,,,2,From Throw In,William Matheus da Silva,44065.0,Left Back,158,Toulouse,130,['2c5d3b0c-f948-42bc-8d56-5a638e038ac7'],38,,,,,,,,,,,,,,,,,Toulouse,130,00:33:38.137,Pass,
,,,,,,,,,,,,,,,,,,,,1.770618,,,,,,,,,,,,,68ac2f55-6d33-4217-909c-0c3c14c2372c,2995,,,"[9.0, 72.8]",3900555,78,,,,-2.0963802,,Right Foot,,,,"[3.2, 62.8]",,Ground Pass,,11.560277,,,Rémy Riou,25377.0,,,,,,2,From Throw In,Lucas Deaux,2943.0,Center Defensive Midfield,158,Toulouse,130,['fdd64643-1385-4369-8bd8-e96108bffdcd'],44,,,,,,,,,,,,,,,,,Nantes,144,00:33:44.572,Pass,
,,,,,,,,,,,,,,,,,,,,3.281406,,,,,,,,,,,,,6c223a7f-628c-4f50-94f7-27f85a378aa0,2998,,,"[3.7, 61.8]",3900555,78,,,,0.20580705,,Right Foot,,,,"[42.5, 69.9]",,High Pass,,39.636475,Incomplete,,Jules Iloki,3151.0,,,,,,2,From Throw In,Rémy Riou,25377.0,Goalkeeper,158,Toulouse,130,"['34dbb9a2-b620-4787-8bbb-529bab9ce63e', 'e2af4089-d547-4827-a3bc-eb846b725525']",46,,,,,,,,,,,,,,,,,Nantes,144,00:33:46.382,Pass,
,,,,,,,,,,,,,,,,,,,,3.237797,,,,,,,,,,,,,34dbb9a2-b620-4787-8bbb-529bab9ce63e,3001,,,"[77.6, 10.2]",3900555,78,,,True,1.3563247,,,,,,"[82.0, 30.4]",,Low Pass,,20.673655,,,Jean-Daniel Akpa Akpro,31174.0,,,,,Recovery,2,From Throw In,Alexis Blin,3036.0,Left Defensive Midfield,158,Toulouse,130,"['6c223a7f-628c-4f50-94f7-27f85a378aa0', '9b1ecd72-26b4-4a4a-8fc8-4398e9d26bd0', 'a718c302-c344-4383-9543-75919ac15ef8']",49,,,,,,,,,,,,,,,,,Toulouse,130,00:33:49.664,Pass,True
,,,,,,,,,,,,,,,,,,,,1.496093,,,,,,,,,,,,,d15a0517-91d8-4859-9c7b-7a200efa8956,3008,,,"[99.7, 30.7]",3900555,78,,,,1.4261819,12496f7d-5ab1-4984-aac7-07fbee3cbcef,Right Foot,,,,"[101.2, 41.0]",,Ground Pass,,10.40865,,,Aleksandar Pešić,40431.0,True,,,,,2,From Throw In,Jean-Daniel Akpa Akpro,31174.0,Right Midfield,158,Toulouse,130,['6e9195e8-afe9-447a-8aef-bded382bc488'],54,,,,,,,,,,,,,,,,,Toulouse,130,00:33:54.938,Pass,
,,,,,,,,,,,,,,,,,,,,1.064768,,,,,,,,,,,,,73fd9c45-c696-43ee-8a57-40c94aff2295,3017,,,"[18.3, 1.7]",3900555,79,,,,2.1757877,,Right Foot,,,,"[11.8, 11.1]",,Ground Pass,,11.428473,,,Youssouf Sabaly,3404.0,,,,,,2,Regular Play,Johan Audel,401477.0,Left Wing,159,Nantes,144,['2b744c06-bf26-48d8-a41c-8e4b7165101a'],3,,,,,,,,,,,,,,,,,Nantes,144,00:34:03.613,Pass,
,,,,,,,,,,,,,,,,,,,,1.658992,,,,,,,,,,,,,f110d889-3ed1-4541-96b5-9fdead4a8d4b,3020,,,"[11.8, 11.1]",3900555,79,,,,-0.7801072,,Left Foot,,,,"[21.3, 1.7]",,High Pass,,13.364505,Incomplete,,Johan Audel,401477.0,,,,,,2,Regular Play,Youssouf Sabaly,3404.0,Left Back,159,Nantes,144,"['6e434871-d604-46e4-abae-73f0e138d81b', '80ea4a60-3335-46b0-842b-82803303c9b7']",4,,,,,,,,,,,,,,,,,Nantes,144,00:34:04.765,Pass,
,,,,,,,,,,,,,,,,,,,,1.141589,,,,,,,,,,,,,e775e853-4b24-484e-9be1-ad7a3f83fda7,3024,,,"[21.5, 0.1]",3900555,79,True,,,2.3262634,,,,,,"[13.4, 8.7]",,Low Pass,,11.813974,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,Throw-in,2,From Throw In,Youssouf Sabaly,3404.0,Left Back,160,Nantes,144,['cf571e96-6434-4673-a4ed-463a0253afc2'],15,,,,,,,,,,,,,,,,,Nantes,144,00:34:15.724,Pass,
,,,,,,,,,,,,,,,,,,,,1.515394,,,,,,,,,,,,,54f4274c-d02a-4349-8995-015357be2e08,3027,,,"[13.6, 10.1]",3900555,79,,,,2.0368652,,Right Foot,,,,"[5.3, 26.6]",,Ground Pass,,18.469976,,,Rémy Riou,25377.0,,,,,,2,From Throw In,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,160,Nantes,144,"['90b06730-e9f6-4c42-9673-e062db53b9c8', 'e202e498-342b-49a8-bbe3-d2c5128b475c']",17,,,,,,,,,,,,,,,,,Nantes,144,00:34:17.344,Pass,True
,,,,,,,,,,,,,,,,,,,,2.241872,,,,,,,,,,,,,6d3ee4a4-bc00-4d77-887a-84abcbc25c2e,3030,,,"[2.9, 36.0]",3900555,79,,,,0.5864677,,Right Foot,,,,"[33.0, 56.0]",,Ground Pass,,36.13876,,,Léo Dubois,3144.0,,,,,,2,From Throw In,Rémy Riou,25377.0,Goalkeeper,160,Nantes,144,['50f296f2-f1bf-4b58-9390-6c3391ffa4f6'],20,,,,,,,,,,,,,,,,,Nantes,144,00:34:20.454,Pass,
,,,,,,,,,,,,,,,,,,,,4.715581,,,,,,,,,,,,,5d168601-c7ac-4bdb-be46-e59eeeb8c05b,3034,,,"[34.7, 55.5]",3900555,79,,,,-0.38482466,,Right Foot,,,,"[90.5, 32.9]",,High Pass,,60.20299,,,Emiliano Sala,3114.0,,,,,,2,From Throw In,Léo Dubois,3144.0,Right Back,160,Nantes,144,['dd98cbbc-5095-4e18-8cea-1d51416c03c3'],22,,,,,,,,,,,,,,,,,Nantes,144,00:34:22.854,Pass,
,,,,,,,,,,,,,,,,,,,,2.232039,,,,,,,,,,,,,ac11bf1f-7837-40e2-99c8-07b2def3b110,3042,,,"[14.1, 46.2]",3900555,79,,,,-0.113396004,,Drop Kick,,,,"[78.2, 38.9]",,High Pass,,64.51434,Incomplete,,Aleksandar Pešić,40431.0,,,,,,2,Regular Play,Alban Lafont,2981.0,Goalkeeper,161,Toulouse,130,"['86a7bbb2-80ef-4d4c-a6a1-86a627eeee31', 'caac8bef-4536-4389-b749-598ad59c8421']",44,,,,,,,,,,,,,,,,,Toulouse,130,00:34:44.087,Pass,
,,,,,,,,,,,,,,,,,,,,1.482066,,,,,,,,,,,,,caac8bef-4536-4389-b749-598ad59c8421,3044,,,"[41.9, 41.2]",3900555,79,,,True,0.1640301,,,,,,"[56.4, 43.6]",,Low Pass,,14.697279,Incomplete,,Abdoulaye Touré,3138.0,,,,,Recovery,2,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,161,Toulouse,130,"['603ab67e-94fe-424f-821a-0443c4be5b64', '880e45fc-bad4-41e3-a797-2f3cd9d3e513', 'ac11bf1f-7837-40e2-99c8-07b2def3b110', 'beeb74d0-14f2-49b2-b3f9-9ca00a2c5ac5']",46,,,,,,,,,,,,,,,,,Nantes,144,00:34:46.319,Pass,True
,,,,,,,,,,,,,,,,,,,,1.456471,,,,,,,,,,,,,880e45fc-bad4-41e3-a797-2f3cd9d3e513,3047,,,"[63.7, 36.5]",3900555,79,,,,-1.1122248,,Right Foot,,,,"[67.6, 28.6]",,Ground Pass,,8.810222,,,Óscar Guido Trejo,11540.0,,,,,Recovery,2,Regular Play,Alexis Blin,3036.0,Left Defensive Midfield,161,Toulouse,130,"['caac8bef-4536-4389-b749-598ad59c8421', 'e2cfb216-f0f4-4c54-b319-0b49b2ff6825']",47,,,,,,,,,,,,,,,,,Toulouse,130,00:34:47.802,Pass,
,,,,,,,,,,,,,,,,,,,,1.172978,,,,,,,,,,,,,88c124ec-f9b8-488b-9fda-a7c42c693ea8,3051,,,"[67.6, 23.1]",3900555,79,,,,-3.0227523,,Right Foot,,,,"[47.5, 20.7]",,Ground Pass,,20.242777,,,William Matheus da Silva,44065.0,,,,,,2,Regular Play,Óscar Guido Trejo,11540.0,Left Midfield,161,Toulouse,130,['73548a62-5718-4460-9ec6-f417dd003a9d'],50,,,,,,,,,,,,,,,,,Toulouse,130,00:34:50.005,Pass,
,,,,,,,,,,,,,,,,,,,,1.393293,,,,,,,,,,,,,d8bf2bac-0c8f-4170-8aaa-6b336af12cd4,3055,,,"[52.9, 18.1]",3900555,79,,,,-0.008096989,,Left Foot,,,,"[77.6, 17.9]",,Ground Pass,,24.70081,,,Aleksandar Pešić,40431.0,,,,,,2,Regular Play,William Matheus da Silva,44065.0,Left Back,161,Toulouse,130,"['18ca541e-7fc6-46dc-8063-cae48cedb44d', '23bc96ae-bbbe-4c1a-8c25-1b82f898a8b3']",52,,,,,,,,,,,,,,,,,Toulouse,130,00:34:52.387,Pass,True
,,,,,,,,,,,,,,,,,,,,2.074479,,,,,,,,,,,,,11d7a5ad-eb30-40fd-9f8e-733597908538,3062,,,"[93.4, 6.3]",3900555,80,,,,1.0765561,,Right Foot,True,,,"[114.9, 46.2]",,High Pass,,45.323944,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Óscar Guido Trejo,11540.0,Left Midfield,162,Toulouse,130,['c96cdde4-e1ef-4ce2-89de-3c8a2c66c0f8'],29,,,,,,,,,,,,,,,,,Toulouse,130,00:35:29.320,Pass,
,,,,,,,,,,,,,,,,,,,,6.691632,,,,,,,,,,,,,508cfd7b-9ccd-41d2-90a5-b5e8ea19c0ec,3065,,,"[8.2, 37.1]",3900555,80,,,,0.48610476,,Drop Kick,,,,"[89.2, 79.9]",,High Pass,,91.61244,Out,,Jules Iloki,3151.0,,True,,,,2,Regular Play,Rémy Riou,25377.0,Goalkeeper,163,Nantes,144,['d715934e-b474-4af6-a272-2de744c4e19e'],35,,,,,,,,,,,,,,,,,Nantes,144,00:35:35.151,Pass,
,,,,,,,,,,,,,,,,,,,,3.476793,,,,,,,,,,,,,2cbd44c1-9148-4aa8-bb01-e9097784b870,3068,,,"[29.6, 0.1]",3900555,80,,,,0.14388512,,,,,,"[64.8, 5.2]",,High Pass,,35.567543,Incomplete,,Wissam Ben Yedder,6723.0,,,,,Throw-in,2,From Throw In,William Matheus da Silva,44065.0,Left Back,164,Toulouse,130,"['2f398769-b47f-41c9-88d2-b6db05ca4eef', '3fe3a504-765b-40ba-a1af-ebc8d33afc9b']",58,,,,,,,,,,,,,,,,,Toulouse,130,00:35:58.676,Pass,
,,,,,,,,,,,,,,,,,,,,1.615485,,,,,,,,,,,,,8e96eeec-dbb3-4e60-8c02-1eb4528145c0,3072,,,"[72.9, 50.9]",3900555,81,,,,-0.6738302,,Head,,,,"[86.3, 40.2]",,Low Pass,,17.147886,Incomplete,,Emiliano Sala,3114.0,,,,,Recovery,2,From Throw In,Thomas Henry,43896.0,Left Center Forward,164,Toulouse,130,"['851c8d41-acd5-4f76-a8a5-24f35c7d8835', '9fc757ab-3e65-405a-a0af-69b7eb3d9eaa']",4,,,,,,,,,,,,,,,,,Nantes,144,00:36:04.523,Pass,
,,,,,,,,,,,,,,,,,,,,3.49209,,,,,,,,,,,,,9fc757ab-3e65-405a-a0af-69b7eb3d9eaa,3074,,,"[33.8, 39.9]",3900555,81,,,,-0.36027104,,Right Foot,,,,"[77.6, 23.4]",,High Pass,,46.804806,Incomplete,,Wissam Ben Yedder,6723.0,,,,,Recovery,2,From Throw In,Issa Diop,4349.0,Right Center Back,164,Toulouse,130,"['41dcfc61-11e5-4f60-b935-ccecbaf0bb28', '6dd1c508-052b-4ee5-ab47-e57c7a23c020', '8e96eeec-dbb3-4e60-8c02-1eb4528145c0']",6,,,,,,,,,,,,,,,,,Toulouse,130,00:36:06.139,Pass,
,,,,,,,,,,,,,,,,,,,,2.256368,,,,,,,,,,,,,41dcfc61-11e5-4f60-b935-ccecbaf0bb28,3076,,,"[42.5, 56.7]",3900555,81,,,,0.070991606,,Head,,,,"[65.0, 58.3]",,High Pass,,22.556818,Incomplete,,Adrien Thomasson,3375.0,,,,,Recovery,2,From Throw In,Lucas Deaux,2943.0,Right Center Back,164,Toulouse,130,"['4e662ee1-88c9-4c05-8f28-3b93558a1141', '85437bad-2eb3-4909-b63f-cddda70f8153', '9fc757ab-3e65-405a-a0af-69b7eb3d9eaa']",9,,,,,,,,,,,,,,,,,Nantes,144,00:36:09.631,Pass,
,,,,,,,,,,,,,,,,,,,,1.920739,,,,,,,,,,,,,85437bad-2eb3-4909-b63f-cddda70f8153,3078,,,"[55.1, 21.8]",3900555,81,,,,-0.01204761,,Head,,,,"[80.0, 21.5]",,Low Pass,,24.901808,Incomplete,,Wissam Ben Yedder,6723.0,,,,,Recovery,2,From Throw In,Alexis Blin,3036.0,Left Defensive Midfield,164,Toulouse,130,"['41dcfc61-11e5-4f60-b935-ccecbaf0bb28', '53e8fb87-fa0f-4688-9c30-b0193dbfaf60', 'e3c61816-0523-4253-bb69-3c75d9e02e43']",11,,,,,,,,,,,,,,,,,Toulouse,130,00:36:11.887,Pass,
,,,,,,,,,,,,,,,,,,,,2.777863,,,,,,,,,,,,,e3c61816-0523-4253-bb69-3c75d9e02e43,3080,,,"[40.1, 58.6]",3900555,81,,,,-1.8349394,,Right Foot,,,,"[32.5, 30.5]",,Low Pass,,29.109621,,,Oswaldo Augusto Vizcarrondo Araújo,3004.0,,,,,Recovery,2,Regular Play,Lucas Deaux,2943.0,Right Center Back,165,Nantes,144,"['7594928d-f98b-44da-98eb-a79d09fee29c', '85437bad-2eb3-4909-b63f-cddda70f8153']",13,,,,,,,,,,,,,,,,,Nantes,144,00:36:13.808,Pass,
,,,,,,,,,,,,,,,,,,,,1.796131,,,,,,,,,,,,,ae66f039-a032-4260-9f99-e25c05eea850,3084,,,"[27.2, 28.2]",3900555,81,,,,2.3311102,,Right Foot,,,,"[13.6, 42.5]",,Ground Pass,,19.734488,,,Rémy Riou,25377.0,,,,,,2,Regular Play,Oswaldo Augusto Vizcarrondo Araújo,3004.0,Left Center Back,165,Nantes,144,"['9ff0eab9-d9c8-45da-b4e9-806e553f7945', 'cb1ed562-0397-490a-9b63-07fd740a2d27']",17,,,,,,,,,,,,,,,,,Nantes,144,00:36:17.953,Pass,True
,,,,,,,,,,,,,,,,,,,,2.80951,,,,,,,,,,,,,07e875db-1861-4782-a246-ae95c899e6da,3087,,,"[13.6, 42.5]",3900555,81,,,,0.7444853,,Right Foot,,,,"[22.5, 50.7]",,Ground Pass,,12.101653,,,Lucas Deaux,2943.0,,,,,,2,Regular Play,Rémy Riou,25377.0,Goalkeeper,165,Nantes,144,['6a2454d3-1035-4ed7-8e4c-6e99ed0f0693'],19,,,,,,,,,,,,,,,,,Nantes,144,00:36:19.982,Pass,
,,,,,,,,,,,,,,,,,,,,1.217933,,,,,,,,,,,,,e8569e04-79f5-4df4-8bd7-7cbc5349c78d,3090,,,"[26.0, 51.7]",3900555,81,,,,-0.073729746,,Right Foot,,,,"[43.6, 50.4]",,Ground Pass,,17.647945,,,Abdoulaye Touré,3138.0,,,,,,2,Regular Play,Lucas Deaux,2943.0,Right Center Back,165,Nantes,144,['9b8591e1-4e7a-43c4-bf69-016c8d21d136'],22,,,,,,,,,,,,,,,,,Nantes,144,00:36:22.831,Pass,
,,,,,,,,,,,,,,,,,,,,2.093472,,,,,,,,,,,,,5481bddb-28d6-4ced-a36e-3f45fd62823a,3093,,,"[46.9, 54.3]",3900555,81,,,,0.8707361,,Right Foot,,,,"[62.4, 72.7]",,Ground Pass,,24.05847,,,Léo Dubois,3144.0,,,,,,2,Regular Play,Abdoulaye Touré,3138.0,Right Defensive Midfield,165,Nantes,144,['7bb47d5f-d743-4101-87c8-9486e750d5e5'],25,,,,,,,,,,,,,,,,,Nantes,144,00:36:25.599,Pass,
,,,,,,,,,,,,,,,,,,,,1.409448,,,,,,,,,,,,,7b30c8ad-665f-48dc-9edd-e8eb697cb470,3096,,,"[68.7, 72.0]",3900555,81,,,,-0.4143517,,Right Foot,,,,"[90.3, 62.5]",,Ground Pass,,23.596823,Incomplete,,Jules Iloki,3151.0,,,,,,2,Regular Play,Léo Dubois,3144.0,Right Back,165,Nantes,144,"['d0ae68dc-8329-4893-b52f-1d717d3ca8ea', 'e8062ada-03b0-4e11-83ad-d53fd3219a3a']",28,,,,,,,,,,,,,,,,,Nantes,144,00:36:28.872,Pass,
,,,,,,,,,,,,,,,,,,,,1.104895,,,,,,,,,,,,,5d5277a9-3283-40b6-83af-7177afd40d5b,3099,,,"[88.6, 80.0]",3900555,81,,,,-2.2584677,,,,,,"[79.4, 68.8]",,Low Pass,,14.494137,,,Abdoulaye Touré,3138.0,,,,,Throw-in,2,From Throw In,Léo Dubois,3144.0,Right Back,166,Nantes,144,['6059d975-7227-4d6d-9887-d3a6a5aee5b7'],34,,,,,,,,,,,,,,,,,Nantes,144,00:36:34.554,Pass,
,,,,,,,,,,,,,,,,,,,,1.132519,,,,,,,,,,,,,0835236f-7849-4284-a796-8469b415d59e,3102,,,"[80.8, 68.2]",3900555,81,,,,-0.18272156,,Left Foot,,,,"[99.2, 64.8]",,Ground Pass,,18.711494,,,Jules Iloki,3151.0,,,,,,2,From Throw In,Abdoulaye Touré,3138.0,Right Defensive Midfield,166,Nantes,144,['93244737-dd19-40f2-aaaf-0162869ed798'],36,,,,,,,,,,,,,,,,,Nantes,144,00:36:36.703,Pass,
,,,,,,,,,,,,,,,,,,,,0.903638,,,,,,,,,,,,,28e615a6-e6fa-4c2a-9bc5-fa55ccbf5ebc,3105,,,"[92.9, 68.3]",3900555,81,,,,-2.2142975,,Right Foot,,,,"[84.8, 57.5]",,Ground Pass,,13.5,,,Abdoulaye Touré,3138.0,,,,,,2,From Throw In,Jules Iloki,3151.0,Right Midfield,166,Nantes,144,['1d29c33b-c18f-4027-9147-dafc313dbc0d'],40,,,,,,,,,,,,,,,,,Nantes,144,00:36:40.551,Pass,
,,,,,,,,,,,,,,,,,,,,1.266458,,,,,,,,,,,,,b89089e7-5f7f-47fd-8d3d-cfef9a28e01b,3109,,,"[84.7, 56.0]",3900555,81,,,,-0.9554568,,Right Foot,,,,"[97.0, 38.6]",,Ground Pass,,21.308449,,,Thomas Henry,43896.0,,,,,,2,From Throw In,Abdoulaye Touré,3138.0,Right Defensive Midfield,166,Nantes,144,"['4e9a3793-7d34-448b-9c32-2ac895757f1a', '6cbc4cf7-0457-4918-959d-9cbd15dc4fff']",43,,,,,,,,,,,,,,,,,Nantes,144,00:36:43.133,Pass,True
,,,,,,,,,,,,,,,,,,,,1.507147,,,,,,,,,,,,,1d41f79d-1535-4a3d-a1dd-bcfd2a4d3de7,3118,,,"[92.3, 36.0]",3900555,81,,,,-1.3045443,,Left Foot,,,,"[96.5, 20.6]",,Ground Pass,,15.962456,,,Johan Audel,401477.0,,,,,,2,From Throw In,Adrien Thomasson,3375.0,Left Defensive Midfield,166,Nantes,144,['2ad45b2f-6abb-4a8d-a089-cd880e75cc61'],47,,,,,,,,,,,,,,,,,Nantes,144,00:36:47.358,Pass,
,,,,,,,,,,,,,,,,,,,,0.978156,,,,,,,,,,,,,b341ec7d-918d-4086-824c-4ff14aea73cf,3121,,,"[99.2, 18.2]",3900555,81,,,,2.3813992,,Left Foot,,,,"[93.1, 24.0]",,Ground Pass,,8.417244,,,Adrien Thomasson,3375.0,,,,,,2,From Throw In,Johan Audel,401477.0,Left Midfield,166,Nantes,144,['a9813bd7-43b0-4945-9412-6abef06de2c4'],49,,,,,,,,,,,,,,,,,Nantes,144,00:36:49.693,Pass,
,,,,,,,,,,,,,,,,,,,,0.952563,,,,,,,,,,,,,aa09280b-6d37-4ecf-a5cb-dbed06bdacf2,3130,,,"[89.0, 13.5]",3900555,81,,,,-0.941423,,Left Foot,,,,"[96.5, 3.2]",,Ground Pass,,12.741272,,,Johan Audel,401477.0,,,,,,2,From Throw In,Adrien Thomasson,3375.0,Left Defensive Midfield,166,Nantes,144,['81284d8e-2f57-4342-999a-5c53a6f5e4ab'],56,,,,,,,,,,,,,,,,,Nantes,144,00:36:56.123,Pass,
,,,,,,,,,,,,,,,,,,,,1.188675,,,,,,,,,,,,,0ae02812-60cd-4a7c-ae07-0b2a01ef741f,3135,,,"[34.0, 80.0]",3900555,82,,,,-0.5506756,,,,,,"[45.4, 73.0]",,High Pass,,13.377593,,,Wissam Ben Yedder,6723.0,,,,,Throw-in,2,From Throw In,Wergiton do Rosário Calmon,3030.0,Right Back,167,Toulouse,130,['6f984102-b96e-4e4a-8c61-019290386683'],17,,,,,,,,,,,,,,,,,Toulouse,130,00:37:17.346,Pass,
,,,,,,,,,,,,,,,,,,,,1.353815,,,,,,,,,,,,,cad4705e-387d-49e2-8738-fda111d558e5,3137,,,"[44.6, 73.5]",3900555,82,,,,-2.5923462,,Other,,,,"[33.0, 66.4]",,Low Pass,,13.600368,Incomplete,,Yann Bodiger,2961.0,,,,,,2,From Throw In,Wissam Ben Yedder,6723.0,Right Center Forward,167,Toulouse,130,"['4051e400-5d6b-4e0d-a2bd-af242179f233', '6984f5bd-d779-45bf-acfa-35c117173d4c']",18,,,,,,,,,,,,,,,,,Toulouse,130,00:37:18.534,Pass,
,,,,,,,,,,,,,,,,,,,,1.369827,,,,,,,,,,,,,1c4c026a-a148-4683-b073-af00b85b3cb0,3142,,,"[84.8, 27.6]",3900555,82,,,,1.2825698,,Right Foot,,,,"[90.7, 47.5]",,Ground Pass,,20.756205,Incomplete,,Jules Iloki,3151.0,,,,,,2,From Throw In,Thomas Henry,43896.0,Left Center Forward,167,Toulouse,130,"['2d86b46c-5dd1-4909-a62a-3729f3e8b3b4', '469fbd7f-154b-438d-91b8-acf236e20f9f']",22,,,,,,,,,,,,,,,,,Nantes,144,00:37:22.307,Pass,
,,,,,,,,,,,,,,True,,,,,,1.120292,,,,,,,,,,,,,2d86b46c-5dd1-4909-a62a-3729f3e8b3b4,3144,,,"[29.4, 32.6]",3900555,82,,,,0.44030553,,Left Foot,,,,"[39.8, 37.5]",,Ground Pass,,11.496521,,,Óscar Guido Trejo,11540.0,,,,,Interception,2,From Throw In,William Matheus da Silva,44065.0,Left Back,167,Toulouse,130,"['1c4c026a-a148-4683-b073-af00b85b3cb0', '62addd53-87d4-44c2-a30b-ebf4a7a7cc11']",23,,,,,,,,,,,,,,,,,Toulouse,130,00:37:23.677,Pass,
