50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0b9b2a4e-79ce-4a79-9996-4ae04f53fc83,1,,,,3901162,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 18}, {'player': {'id': 4386, 'name': 'Damien Da Silva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 12}, {'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 11}, {'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 2}, {'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 4539, 'name': 'Michaël Jordan Nkololo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 2955, 'name': 'Ronny Rodelin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 23}]}",Caen,140,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5728f87b-1701-4a8c-acf0-d99fded73106,2,,,,3901162,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 8277, 'name': 'Wallace Fortuna dos Santos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 13}, {'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3406, 'name': 'Jérémy Toulalan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3168, 'name': 'João Filipe Iria Santos Moutinho'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 9931, 'name': 'Hélder Wander Sousa Azevedo Costa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3553, 'name': 'Lacina Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",AS Monaco,129,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,c37d062a-c110-448d-b353-884c223ca9fb,3,,,,3901162,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['a91cb7cc-d8ae-49d1-8ec3-63a0fce51081'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a91cb7cc-d8ae-49d1-8ec3-63a0fce51081,4,,,,3901162,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Caen,140,['c37d062a-c110-448d-b353-884c223ca9fb'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4da02225-2907-4c6e-9810-6bad0d83aa7b,1953,,,,3901162,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,117,AS Monaco,129,['42450d58-d58f-4c22-a1d8-d7fba5655d3d'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,42450d58-d58f-4c22-a1d8-d7fba5655d3d,1954,,,,3901162,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,117,AS Monaco,129,['4da02225-2907-4c6e-9810-6bad0d83aa7b'],0,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,1.584115,,,,,,,,,,,,,,8899deee-b12f-42d2-9fce-7f2d1f289f21,5,,,"[60.0, 40.0]",3901162,0,,True,,,-2.6867747,,Right Foot,,,,"[41.8, 31.1]",Ground Pass,,20.259565,,,,Damien Da Silva,4386.0,,,,,,Kick Off,1,From Kick Off,Hervé Bazile,2991.0,Left Wing,2,Caen,140,['865f7a18-0839-4798-bbae-d3cb3b4f0253'],0,,,,,,,,,,,,,,,,,Caen,140,00:00:00.949,Pass,
,,,,,,,,,,,,,,,,,,2.521502,,,,,,,,,,,,,,dde7378d-1ac5-409a-ba2d-95d3232d8cdf,7,,,"[42.2, 32.7]",3901162,0,,,,,0.9589226,,Right Foot,,,,"[70.9, 73.6]",High Pass,,49.96499,,,,Dennis Appiah,22111.0,,,True,,,,1,From Kick Off,Damien Da Silva,4386.0,Left Center Back,2,Caen,140,['10d83adf-51a1-46fe-abff-85a723980347'],4,,,,,,,,,,,,,,,,,Caen,140,00:00:04.414,Pass,
,,,,,,,,,,,,,,,,,,4.565329,,,,,,,,,,,,,,8cc8ccef-2082-439e-b855-5e4d30caa9a6,13,,,"[64.1, 67.8]",3901162,0,,,,,0.0041666427,,Right Foot,,,,"[112.1, 68.0]",High Pass,,48.000416,,,Incomplete,Michaël Jordan Nkololo,4539.0,,,,,,Recovery,1,From Kick Off,Nicolas Seube,40698.0,Right Defensive Midfield,2,Caen,140,"['e22a3b76-f6f6-4fe0-893d-cd2eb9371b1b', 'ecba297f-524e-4d4e-8803-fc7af79b5fda']",9,,,,,,,,,,,,,,,,,Caen,140,00:00:09.120,Pass,
,,,,,,,,,,,,,,,,,,1.857325,,,,,,,,,,,,,,32d780eb-e737-47b4-893d-fd19a829a192,17,,,"[8.4, 23.3]",3901162,0,,,,,-0.19739556,,Right Foot,,,,"[48.4, 15.3]",Low Pass,,40.792156,,,Incomplete,Hélder Wander Sousa Azevedo Costa,9931.0,,,,,,,1,From Kick Off,Wallace Fortuna dos Santos,8277.0,Right Center Back,2,Caen,140,"['44a10bcb-a408-401f-b665-b3b1aa92f64d', '4dd179c6-7045-4445-b176-2ebc19b43199']",18,,,,,,,,,,,,,,,,,AS Monaco,129,00:00:18.759,Pass,
