50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,618b74d3-c589-42ac-a238-7125f5443bab,1,,,3900605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 7282, 'name': 'Jean-Louis Leca'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 16}, {'player': {'id': 40517, 'name': 'Gilles Cioni'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 29}, {'player': {'id': 26481, 'name': 'Sébastien Squillaci'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 23850, 'name': 'Mathieu Peybernes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 4508, 'name': 'Julian Palmieri'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3433, 'name': 'Lassana Coulibaly'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 10522, 'name': 'Mehdi Mostefa Sbaa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3405, 'name': 'François Kamano'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 29875, 'name': 'Axel Ngando'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 7349, 'name': 'Gaël Danic'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 401541, 'name': 'Evaeverson Lemos da Silva Brandão'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Bastia,2736,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6af7cc38-92ef-4757-9aa8-7ff64a6229cf,2,,,3900605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 2947, 'name': 'Anthony Lopes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4410, 'name': 'Christophe Jallet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 13}, {'player': {'id': 4463, 'name': 'Mapou Yanga-Mbiwa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 2983, 'name': 'Jérémy Morel'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 6982, 'name': 'Maxime Gonalons'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3118, 'name': 'Jordan Ferri'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3372, 'name': 'Rachid Ghezzal'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 18868, 'name': 'Mathieu Valbuena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 3451, 'name': 'Alexandre Lacazette'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Lyon,137,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9e14a44f-9001-41cf-8194-c0e990389b59,3,,,3900605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['ff38924a-29ec-4623-b152-4c177d27ff19'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff38924a-29ec-4623-b152-4c177d27ff19,4,,,3900605,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Bastia,2736,['9e14a44f-9001-41cf-8194-c0e990389b59'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1384ebfc-cad6-4b3a-bb8f-80229d9a88d8,1785,,,3900605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Lyon,137,['f2c77d32-b137-4f0c-89c0-f71150e3e690'],0,,,,,,,,,,,,,,,,,Bastia,2736,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f2c77d32-b137-4f0c-89c0-f71150e3e690,1786,,,3900605,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Lyon,137,['1384ebfc-cad6-4b3a-bb8f-80229d9a88d8'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.28794,,,,,,,,,,,,dea0ad9d-f3fe-4097-9ce8-ea73754b9f8f,5,,"[60.0, 40.0]",3900605,0,,,,,0.7853982,,Right Foot,,,,"[60.8, 40.8]",,Ground Pass,,1.1313709,,,Alexandre Lacazette,3451.0,,,,,Kick Off,1,From Kick Off,Corentin Tolisso,5480.0,Left Center Midfield,2,Lyon,137,['140fe939-9ec5-4c91-b505-43ca5bf0bd54'],0,,,,,,,,,,,,,,,,,Lyon,137,00:00:00.697,Pass,
,,,,,,,,,,,,,,,,,,1.214756,,,,,,,,,,,,733d9ee8-65c3-4ac1-baee-421b4e013d3e,8,,"[60.8, 41.0]",3900605,0,,,,,-2.5722795,,Right Foot,,,,"[50.8, 34.6]",,Ground Pass,,11.872658,,,Maxime Gonalons,6982.0,,,,,,1,From Kick Off,Alexandre Lacazette,3451.0,Center Forward,2,Lyon,137,['174d516b-280e-450d-82ea-00ca10ec4129'],1,,,,,,,,,,,,,,,,,Lyon,137,00:00:01.065,Pass,
,,,,,,,,,,,,,,,,,,1.088547,,,,,,,,,,,,dc10239c-6449-4c18-8137-6fccbde2e736,11,,"[44.6, 35.4]",3900605,0,,,,,-2.0046363,,Right Foot,,,,"[36.4, 17.7]",,Ground Pass,,19.507177,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Maxime Gonalons,6982.0,Center Defensive Midfield,2,Lyon,137,['cc5828d3-3497-4948-847f-935caf85d130'],4,,,,,,,,,,,,,,,,,Lyon,137,00:00:04.675,Pass,
,,,,,,,,,,,,,,,,,,1.822892,,,,,,,,,,,,7b3b089c-0501-4143-a263-3e3d8fdd7bcd,14,,"[36.6, 22.4]",3900605,0,,,,,1.600938,,Left Foot,,,,"[36.0, 42.3]",,Ground Pass,,19.909042,,,Mapou Yanga-Mbiwa,4463.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Lyon,137,['e5d5e98e-63d9-4a1d-bd3b-bd8c3b084c71'],8,,,,,,,,,,,,,,,,,Lyon,137,00:00:08.352,Pass,
