50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,4.340069,,,,,,,,,,c242bfce-1f74-449a-8ddc-f881224cc478,371,,"[53.4, 8.8]",3901796,9,,,,-0.15016535,,Right Foot,,,"[110.9, 0.1]",,High Pass,,58.15445,Out,,Lieke Martens,10649.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,21,Netherlands Women's,851,['959a7ac8-8761-4e92-9eac-1fe8dd30d95f'],20,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:20.096,Pass,
,,,,,,,,,,,,,,,,,0.862451,,,,,,,,,,74c9a87b-0e28-4733-8f1d-175e519e3785,373,,"[22.4, 80.0]",3901796,9,,,,-0.4886424,,,,,"[30.3, 75.8]",,Low Pass,,8.947066,,,Bongeka Gamede,402119.0,,,,,,Throw-in,1,From Throw In,Lebogang Ramalepe,25520.0,Right Back,22,South Africa Women's,1216,['d0b6c459-9ccf-43e5-9034-c019df6ba2b0'],32,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:09:32.319,Pass,
,,,,,,,,,,,,,,,,,1.577655,,,,,,,,,,4217aca8-2577-4da9-9319-b2633b53ec4c,378,,"[89.1, 0.1]",3901796,9,,,,0.9537071,,,,,"[104.0, 21.1]",,High Pass,,25.748981,,,Lineth Beerensteyn,10656.0,,,,,,Throw-in,1,From Throw In,Esmee Brugts,62962.0,Left Wing Back,23,Netherlands Women's,851,['89e8af1a-3dd1-475a-8807-05de9f922cbb'],39,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:39.385,Pass,
,,,,,,,,,,,,,,,,,0.505105,,,,,,,,,,738e76d5-29f5-45b1-8ce5-77484618aa72,381,,"[105.9, 21.1]",3901796,9,,,True,-1.5004898,,,,,"[106.4, 14.0]",,Low Pass,,7.1175838,,,Lieke Martens,10649.0,,,,,,,1,From Throw In,Lineth Beerensteyn,10656.0,Right Center Forward,23,Netherlands Women's,851,"['03409d1b-e53c-4190-9e94-0998cce18acf', 'aaa2df84-f44d-4b2f-8b4b-fc1efc684075']",41,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:41.003,Pass,True
,,,,,,,,,,,,,,,,,1.286734,,,,,,,,,,e06ce261-60e9-417a-83a1-452dbacf1384,390,,"[22.4, 68.5]",3901796,9,,,,1.212979,,Right Foot,,,"[26.7, 80.0]",,Ground Pass,,12.277622,Out,,Jermaine Seoposenwe,25511.0,,,,,,,1,From Throw In,Bongeka Gamede,402119.0,Right Defensive Midfield,23,Netherlands Women's,851,"['cc64d306-909f-40cc-affd-68a393ffc95b', 'd911bc7b-1d3d-4831-9181-00f21f3673aa']",45,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:09:45.659,Pass,True
,,,,,,,,,,,,,,,,,1.591134,,,,,,,,,,944f9d3a-f093-4e45-b97a-84b2dfea5574,392,,"[90.8, 0.1]",3901796,9,True,,,2.6305354,,,,,"[80.1, 6.1]",,Low Pass,,12.267437,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,Throw-in,1,From Throw In,Esmee Brugts,62962.0,Left Wing Back,24,Netherlands Women's,851,['2668e4df-bdd4-42a0-b385-5ba0b97c206e'],51,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:51.479,Pass,
,,,,,,,,,,,,,,,,,0.863133,,,,,,,,,,00b75dee-847f-4170-993e-a0106b046832,394,,"[82.0, 5.7]",3901796,9,,,,2.5457287,,Left Foot,,,"[67.4, 15.6]",,Ground Pass,,17.64001,,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,24,Netherlands Women's,851,['f28fe46b-6a48-4da0-b953-d1c8a47e8846'],53,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:53.543,Pass,
,,,,,,,,,,,,,,,,,3.734776,,,,,,,,,,08bf6515-1f19-4485-a929-094f17ede338,397,,"[66.9, 15.8]",3901796,9,,,,1.9252905,,Right Foot,,,"[55.5, 46.6]",,Ground Pass,,32.842045,,,Sherida Spitse,10645.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Defensive Midfield,24,Netherlands Women's,851,['1a055269-dd3c-4326-8d79-2883e00c32c2'],55,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:55.553,Pass,
,,,,,,,,,,,,,,,,,1.48607,,,,,,,,,,fa55e7d9-1336-425b-8034-a7bdaa2607de,400,,"[55.5, 52.3]",3901796,9,,,,-1.7898648,,Right Foot,,,"[49.6, 25.8]",,Ground Pass,,27.14885,,,Stephanie van der Gragt,10647.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,24,Netherlands Women's,851,['4165f113-cb51-4ddb-ae11-c4c9d23cd5b7'],59,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:09:59.948,Pass,
,,,,,,,,,,,,,,,,,2.006927,,,,,,,,,,bfcc81ea-1980-4ccb-968b-314aa0221b25,403,,"[49.6, 25.8]",3901796,10,,,,-0.65169764,,Right Foot,,,"[78.7, 3.6]",,High Pass,,36.60123,,,Esmee Brugts,62962.0,,,,,,,1,From Throw In,Stephanie van der Gragt,10647.0,Center Back,24,Netherlands Women's,851,['ce3f1745-5545-42d2-be30-8735ee0b7d91'],2,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:02.971,Pass,
,,,,,,,,,,,,,,,,,0.291328,,,,,,,,,,54f39f43-5ac1-4ef9-8fa0-03deb7e50d28,406,,"[78.7, 3.6]",3901796,10,,,,-0.09065989,,Right Foot,,,"[82.0, 3.3]",,Low Pass,,3.3136084,Incomplete,,Lieke Martens,10649.0,,,,,,,1,From Throw In,Esmee Brugts,62962.0,Left Wing Back,24,Netherlands Women's,851,"['2971ab24-a712-4286-a549-a2393fe7c3b4', 'c056cb8b-9f63-4ca1-bb06-aef676627970']",5,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:05.880,Pass,
,,,,,,,,,,,,,,,,,1.067784,,,,,,,,,,fa6f5e9c-7e05-4310-bb60-367cc26aa33a,416,,"[75.7, 3.3]",3901796,10,,,,3.0520887,,Right Foot,,,"[60.1, 4.7]",,Ground Pass,,15.662695,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Throw In,Esmee Brugts,62962.0,Left Wing Back,24,Netherlands Women's,851,['71b815ab-8a48-4562-931d-6246cafed6f9'],12,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:12.120,Pass,
,,,,,,,,,,,,,,,,,2.549039,,,,,,,,,,1fc1d5a0-3f4f-4adf-ad18-b8af1994be45,419,,"[56.8, 5.4]",3901796,10,,,,1.7657409,,Right Foot,,,"[47.5, 52.5]",,Ground Pass,,48.009373,,,Sherida Spitse,10645.0,,,True,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,24,Netherlands Women's,851,['cc9a0170-43cc-4b3c-9f86-23d04327cbae'],15,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:15.056,Pass,
,,,,,,,,,,,,,,,,,0.51058,,,,,,,,,,d4f62ef8-8019-4e9f-8f3c-0e01e34a7847,422,,"[48.0, 55.4]",3901796,10,,,,0.8794594,,Right Foot,,,"[62.4, 72.8]",,Ground Pass,,22.585836,,,Victoria Pelova,63788.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,24,Netherlands Women's,851,['e4cb0544-6b32-47c3-a3ab-5730a59c0d10'],19,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:19.022,Pass,
,,,,,,,,,,,,,,,,,1.261686,,,,,,,,,,4cfa648e-60df-48e1-b746-a88fc22f0e9e,425,,"[65.5, 70.2]",3901796,10,,,,-1.8438051,,Left Foot,,,"[62.0, 57.7]",,Ground Pass,,12.980755,,,Jill Roord,10650.0,,,,,,,1,From Throw In,Victoria Pelova,63788.0,Right Wing Back,24,Netherlands Women's,851,['f4fc5798-c548-4de4-81a8-306f36c718a8'],22,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:22.423,Pass,
,,,,,,,,,,,,,,,,,0.855747,,,,,,,,,,7785a189-15dd-4b5c-b375-3c9e6528e614,428,,"[64.6, 57.7]",3901796,10,,,,-1.615811,,Right Foot,,,"[63.6, 35.5]",,Ground Pass,,22.222511,,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Jill Roord,10650.0,Right Center Midfield,24,Netherlands Women's,851,['c617fe3f-bf27-41cf-ace5-af0e8072c1c0'],25,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:25.787,Pass,
,,,,,,,,,,,,,,,,,1.770976,,,,,,,,,,ebe76a6a-a874-421e-9a1b-e34de638af27,431,,"[63.6, 35.5]",3901796,10,,,,-3.0695527,,Right Foot,,,"[53.9, 34.8]",,Ground Pass,,9.7252245,,,Stephanie van der Gragt,10647.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Defensive Midfield,24,Netherlands Women's,851,['c2f21991-de53-4a70-9fb5-9a897ba8afa3'],26,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:26.723,Pass,
,,,,,,,,,,,,,,,,,1.408728,,,,,,,,,,9c5fd474-4774-4a52-afc6-62fe22fc3e67,434,,"[53.9, 34.8]",3901796,10,,,,-1.4909663,,Right Foot,,,"[55.1, 19.8]",,Ground Pass,,15.047923,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Throw In,Stephanie van der Gragt,10647.0,Center Back,24,Netherlands Women's,851,['d58d3894-09fb-4620-9c85-0516bc8f9922'],28,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:28.890,Pass,
,,,,,,,,,,,,,,,,,0.647982,,,,,,,,,,1fd1701a-d1f1-4a3e-9469-804c0d2b97ae,437,,"[55.1, 19.8]",3901796,10,,,,-0.05258306,,Left Foot,,,"[66.5, 19.2]",,Ground Pass,,11.415778,,,Danielle van de Donk,10658.0,,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,24,Netherlands Women's,851,['b93d8242-269a-4b4f-b408-31cf719b5b65'],30,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:30.865,Pass,
,,,,,,,,,,,,,,,,,1.434952,,,,,,,,,,1cfe5ca4-e06e-45f0-be5c-c1289d80c22e,440,,"[69.0, 19.9]",3901796,10,,,,2.0219965,,Right Foot,,,"[64.3, 29.6]",,Ground Pass,,10.778683,,,Jackie Groenen,10654.0,,,,,,,1,From Throw In,Danielle van de Donk,10658.0,Left Center Midfield,24,Netherlands Women's,851,['15adce00-a44a-4154-aa9b-5a13c22664f8'],33,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:33.879,Pass,
,,,,,,,,,,,,,,,,,1.748218,,,,,,,,,,a0d12005-7a75-45ea-9cc5-eea56099e424,443,,"[63.8, 33.6]",3901796,10,,,,1.7647555,,Right Foot,,,"[60.5, 50.4]",,Ground Pass,,17.12104,,,Sherida Spitse,10645.0,,,,,,,1,From Throw In,Jackie Groenen,10654.0,Center Defensive Midfield,24,Netherlands Women's,851,['fa6efd07-ad2a-4b4e-8f5e-35ba27c60d5f'],36,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:36.566,Pass,
,,,,,,,,,,,,,,,,,1.255228,,,,,,,,,,64eee6c2-76f8-4f4d-9920-912201cbdd8a,447,,"[55.1, 58.6]",3901796,10,,,,0.77073646,,Right Foot,,,"[72.4, 75.4]",,Ground Pass,,24.114933,,,Victoria Pelova,63788.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,24,Netherlands Women's,851,"['3d9686c5-664b-414e-9024-1cdc50268c82', 'a680540a-4e36-4275-858e-a994dadc325d']",39,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:39.380,Pass,True
,,,,,,,,,,,,,,,,,3.495711,,,,,,,,,,c6092f02-a913-418f-a1e8-45162dec6ae0,455,,"[47.1, 22.4]",3901796,10,,,,0.23176864,,Left Foot,,,"[88.2, 32.1]",,Ground Pass,,42.229137,Incomplete,,Thembi Kgatlana,5052.0,,,,,,,1,From Throw In,Kholosa Biyana,25521.0,Left Defensive Midfield,24,Netherlands Women's,851,"['3f562802-f13a-4e72-b630-8c1fe7017b44', 'c1d20bf5-04aa-43b8-bb02-0b2007a96197']",48,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:10:48.582,Pass,
,,,,,,,,,,,,,,,,,1.490835,,,,,,,,,,3f562802-f13a-4e72-b630-8c1fe7017b44,458,,"[31.9, 48.0]",3901796,10,,,,1.6352232,,Right Foot,,,"[30.3, 72.8]",,Ground Pass,,24.851559,,,Sherida Spitse,10645.0,,,,,,Recovery,1,From Throw In,Stephanie van der Gragt,10647.0,Center Back,24,Netherlands Women's,851,"['28a621fd-8e8f-402e-b6c2-ff1795883a51', 'c6092f02-a913-418f-a1e8-45162dec6ae0', 'c7e60a89-326c-43d3-a626-ef6706c199eb']",52,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:52.077,Pass,True
,,,,,,,,,,,,,,,,,1.108477,,,,,,,,,,40cec129-28c8-4723-967a-cdc1a5addb0d,462,,"[25.3, 71.6]",3901796,10,,,,0.44159237,,Right Foot,,,"[41.8, 79.4]",,Low Pass,,18.250753,Out,,Victoria Pelova,63788.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,24,Netherlands Women's,851,"['304d9987-8765-4f15-a439-10536f1c0db6', 'b1f419bb-671d-42e1-a691-2d6003227778']",55,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:10:55.298,Pass,True
,,,,,,,,,,,,,,,,,1.108345,,,,,,,,,,a21faec3-09a0-477e-b182-8c5f746a772c,464,,"[81.6, 0.1]",3901796,11,,,,1.1473569,,,,,"[88.0, 14.3]",,Low Pass,,15.575622,,,Jermaine Seoposenwe,25511.0,,,,,,Throw-in,1,From Throw In,Karabo Dhlamini,402118.0,Left Back,25,South Africa Women's,1216,['7fbb7a64-75bc-45d8-9d72-1008bdaece01'],5,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:05.652,Pass,
,,,,,,,,,,,,,,,,,0.84486,,,,,,,,,,6221df1b-4483-4866-8134-190accba5ead,477,,"[44.7, 54.2]",3901796,11,,,,-0.6000502,,Left Foot,,,"[54.2, 47.7]",,Ground Pass,,11.510864,,,Lieke Martens,10649.0,,,,,,Recovery,1,Regular Play,Jackie Groenen,10654.0,Center Defensive Midfield,26,Netherlands Women's,851,['a29554bb-4828-47d9-a9b2-7aaf8ddae249'],14,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:14.474,Pass,
,,,,,,,,,,,,,,,,,0.871111,,,,,,,,,,aae9feae-d165-4296-a615-7dc5f420447c,480,,"[54.2, 47.7]",3901796,11,,,,-2.2786803,,Right Foot,,,"[44.7, 36.6]",,Ground Pass,,14.6102705,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Lieke Martens,10649.0,Left Center Forward,26,Netherlands Women's,851,['ecb0e40e-642a-4dc6-b817-701b4265333b'],15,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:15.373,Pass,
,,,,,,,,,,,,,,,,,1.02143,,,,,,,,,,a66c6109-bc5c-43e1-9d46-4b9417ea4e73,483,,"[44.7, 41.6]",3901796,11,,,,1.2112019,,Right Foot,,,"[49.7, 54.9]",,Ground Pass,,14.2088,,,Jill Roord,10650.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,26,Netherlands Women's,851,['3bb5bcac-a298-4487-a5a5-7468807cfb8f'],17,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:17.772,Pass,
,,,,,,,,,,,,,,,,,1.521482,,,,,,,,,,48c4346b-fc2c-4911-a8c7-37a440273c96,486,,"[48.9, 58.4]",3901796,11,,,,-0.1502113,,Right Foot,,,"[67.4, 55.6]",,Ground Pass,,18.710691,,,Lineth Beerensteyn,10656.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,26,Netherlands Women's,851,['1fad610d-5025-4a85-b1a0-2d36737258c1'],19,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:19.998,Pass,
,,,,,,,,,,,,,,,,,0.864247,,,,,,,,,,b314f8f1-0540-44d5-8ea3-4eeb269f71d0,490,,"[64.6, 54.9]",3901796,11,,,,-1.6307244,,Right Foot,,,"[64.3, 49.9]",,Ground Pass,,5.0089917,,,Lieke Martens,10649.0,,,,,,,1,Regular Play,Lineth Beerensteyn,10656.0,Right Center Forward,26,Netherlands Women's,851,['9c2414c6-ce87-4b49-ad5c-e86bb8eb1611'],21,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:21.660,Pass,
,,,,,,,,,,,,,,,,,2.455476,,,,,,,,,,75e7f43a-f9b8-4668-ac94-df25cb8e545b,494,,"[75.2, 55.4]",3901796,11,,,,0.47385132,,Right Foot,,,"[98.6, 67.4]",,Ground Pass,,26.29753,,,Lineth Beerensteyn,10656.0,,,,,,,1,Regular Play,Lieke Martens,10649.0,Left Center Forward,26,Netherlands Women's,851,"['35f4dc77-6161-4e34-aaa5-b84e52d4ba9d', 'ce8a28dd-2832-4a6a-8e54-c2df78fd0a5a']",25,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:25.237,Pass,True
,,,,,,,,,,,,,,,,,0.403886,,,,,,,,,,0b867df3-6791-4470-b9e5-0acce2ba0285,498,,"[114.7, 61.7]",3901796,11,,,,-2.379446,,Right Foot,,True,"[112.5, 59.6]",,Ground Pass,,3.0413814,Incomplete,,,,,,,,,,1,Regular Play,Lineth Beerensteyn,10656.0,Right Center Forward,26,Netherlands Women's,851,"['03a622f2-467a-4f93-9a00-1f1f841462a7', '2ee48801-5552-404a-81a9-dc22f95551b6']",29,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:11:29.660,Pass,True
,,,,,,,,,,,,,,,,,2.076459,,,,,,,,,,05677df1-851b-4427-8bc1-c8d222dd3504,502,,"[6.4, 23.8]",3901796,11,,,,0.049255904,,Right Foot,,,"[20.6, 24.5]",,Ground Pass,,14.217243,,,Kholosa Biyana,25521.0,,,,,,,1,Regular Play,Bambanani Nolufefe Mbane,25747.0,Right Center Back,27,South Africa Women's,1216,['6de52214-e4fc-4403-8c8f-380a70559e84'],31,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:31.590,Pass,
,,,,,,,,,,,,,,,,,1.250216,,,,,,,,,,39d73bb6-3891-4cc7-81ed-36f84d698454,506,,"[29.7, 28.6]",3901796,11,,,,-3.1234128,,Right Foot,,,"[13.2, 28.3]",,Low Pass,,16.502728,,,Bambanani Nolufefe Mbane,25747.0,,,,,,,1,Regular Play,Kholosa Biyana,25521.0,Left Defensive Midfield,27,South Africa Women's,1216,['019965aa-3339-4881-bb78-fd0e8fd59931'],33,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:33.748,Pass,
,,,,,,,,,,,,,,,,,0.476096,,,,,,,,,,b0422c2f-819b-4dcd-8c24-ee20001f9036,508,,"[13.2, 28.3]",3901796,11,,,,0.4451312,,Right Foot,,,"[24.1, 33.5]",,High Pass,,12.076838,Incomplete,,Bongeka Gamede,402119.0,,,,,,,1,Regular Play,Bambanani Nolufefe Mbane,25747.0,Right Center Back,27,South Africa Women's,1216,"['c654d73c-3f5b-4995-95dd-54f6dc40def6', 'f7ed50dc-ea28-4f40-b914-aa8571c14967']",34,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:34.998,Pass,
,,,,,,,,,,,,,,,,,2.003785,,,,,,,,,,fe1fbc70-28c2-4d1b-a73e-2e1f834ab151,513,,"[34.0, 40.6]",3901796,11,,,,0.6468261,,Right Foot,,,"[53.2, 55.1]",,Ground Pass,,24.060133,,,Jermaine Seoposenwe,25511.0,,,,,,,1,Regular Play,Bongeka Gamede,402119.0,Right Defensive Midfield,27,South Africa Women's,1216,['bac77a31-caad-42df-b164-e1511c05d63b'],38,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:38.416,Pass,
,,,,,,,,,,,,,,,,,2.04847,,,,,,,,,,5be2d8c3-d07a-4798-82ce-b21d1c015e8e,516,,"[70.0, 59.8]",3901796,11,,,,0.102579854,e660bd7a-e89b-4204-b125-d8586db49fcb,Right Foot,,,"[97.2, 62.6]",,Ground Pass,,27.343739,,,Thembi Kgatlana,5052.0,True,,,,,,1,Regular Play,Jermaine Seoposenwe,25511.0,Right Wing,27,South Africa Women's,1216,['fb2a4d8e-00d6-47d5-845c-19f67931fbb6'],42,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:11:42.456,Pass,
,,,,,,,,,,,,,,,,,0.562645,,,,,,,,,,21247409-6ad9-49b1-89a9-7ae6c8d8dabb,522,,"[6.0, 36.0]",3901796,12,True,,,-0.61881477,,Right Foot,,,"[52.2, 3.1]",,High Pass,,56.71728,,,Danielle van de Donk,10658.0,,,,,,Goal Kick,1,From Goal Kick,Daphne van Domselaar,32339.0,Goalkeeper,28,Netherlands Women's,851,['be5cca48-ea14-4e1c-951a-23e2b3b7d856'],15,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:12:15.506,Pass,
,,,,,,,,,,,,,,,,,1.606442,,,,,,,,,,812b7f75-2654-40f8-9f49-609e46f650df,524,,"[49.2, 7.2]",3901796,12,True,,,-2.9889433,,Head,,,"[40.1, 5.8]",,Low Pass,,9.207063,Incomplete,,,,,,,,,,1,From Goal Kick,Danielle van de Donk,10658.0,Left Center Midfield,28,Netherlands Women's,851,['19072b48-b232-49f4-917e-59f9af961987'],16,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:12:16.482,Pass,
,,,,,,,,,,,,,,,,,0.624057,,,,,,,,,,19072b48-b232-49f4-917e-59f9af961987,525,,"[80.0, 74.3]",3901796,12,,,,-1.0636978,,Right Foot,,,"[82.5, 69.8]",,Low Pass,,5.147815,Incomplete,,Linda Maserame Motlhalo,5053.0,,,,,,Recovery,1,From Goal Kick,Jermaine Seoposenwe,25511.0,Right Wing,28,Netherlands Women's,851,"['07b6aec1-0703-48b2-8403-2e8142e6c008', '5c2fb1bd-c025-4de6-affa-bad01dde090b', '812b7f75-2654-40f8-9f49-609e46f650df']",18,,,,,,,,,,,,,,,,,,South Africa Women's,1216,00:12:18.089,Pass,
,,,,,,,,,,,,,,,,,1.484015,,,,,,,,,,07b6aec1-0703-48b2-8403-2e8142e6c008,527,,"[37.6, 10.3]",3901796,12,,,,0.6722472,,Head,,,"[42.5, 14.2]",,Low Pass,,6.2625875,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Jackie Groenen,10654.0,Center Defensive Midfield,28,Netherlands Women's,851,"['19072b48-b232-49f4-917e-59f9af961987', 'ce68107b-4159-4b7d-b97a-10ce0f3441a2']",18,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:12:18.713,Pass,
,,,,,,,,,,,,,,,,,0.404722,,,,,,,,,,d53baf03-1b11-4669-8e14-74e09e59e769,538,,"[31.4, 44.2]",3901796,13,,,,-1.088575,,Right Foot,,,"[38.1, 31.4]",,Ground Pass,,14.447491,,,Danielle van de Donk,10658.0,,,,,,,1,Regular Play,Jill Roord,10650.0,Right Center Midfield,31,Netherlands Women's,851,['e68708dc-64fd-47c9-a4f3-3efaa01e0adb'],13,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:13.914,Pass,
,,,,,,,,,,,,,,,,,1.293075,,,,,,,,,,57f27049-24ab-4b41-9972-f60941397787,542,,"[51.1, 6.8]",3901796,13,,,,-2.8833404,,Right Foot,,,"[35.2, 2.6]",,Ground Pass,,16.445364,,,Esmee Brugts,62962.0,,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Center Midfield,31,Netherlands Women's,851,"['66c71d07-0b0e-49a6-bd33-119ae3b3d9e4', '6781f954-32fd-4464-90d8-0a2b396e1a18']",19,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:19.402,Pass,True
,,,,,,,,,,,,,,,,,1.707422,,,,,,,,,,007041e9-0e03-4d0f-b875-322cc8de5e00,545,,"[35.2, 2.6]",3901796,13,,,,2.2605963,,Right Foot,,,"[25.3, 14.6]",,Ground Pass,,15.55667,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Esmee Brugts,62962.0,Left Wing Back,31,Netherlands Women's,851,['05ac0001-8552-4a23-8041-73a61b354adc'],21,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:21.807,Pass,
,,,,,,,,,,,,,,,,,1.662185,,,,,,,,,,afdfaf8c-f420-4864-ae2e-575cda12a104,548,,"[25.3, 15.1]",3901796,13,,,,1.5707964,,Left Foot,,,"[25.3, 49.0]",,Ground Pass,,33.9,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,31,Netherlands Women's,851,['b0c716a3-dd9d-46c2-bfa0-909fed3109e7'],24,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:24.827,Pass,
,,,,,,,,,,,,,,,,,1.795606,,,,,,,,,,f39cab7d-5b87-46c6-9f44-c3cee79fe785,551,,"[25.7, 51.5]",3901796,13,,,,-1.4044642,,Right Foot,,,"[30.3, 24.1]",,Ground Pass,,27.78345,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,Regular Play,Stephanie van der Gragt,10647.0,Center Back,31,Netherlands Women's,851,['808404c3-8922-40fb-b4f3-c190bb89b81d'],27,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:27.231,Pass,
,,,,,,,,,,,,,,,,,2.016122,,,,,,,,,,798f1054-33b3-4ac1-a198-847291c36503,554,,"[32.6, 22.0]",3901796,13,,,,1.58561,,Left Foot,,,"[32.2, 49.0]",,Ground Pass,,27.002962,,,Stephanie van der Gragt,10647.0,,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,31,Netherlands Women's,851,['c8b2112c-6666-4976-b4d0-9b401b0b5d5e'],30,,,,,,,,,,,,,,,,,,Netherlands Women's,851,00:13:30.488,Pass,
