50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,4ac3c4cb-75b2-484c-a3aa-6ee50475e3ad,1,,,3893822,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,,0,,,,,,,,,,,,,,,"{'formation': 3421, 'lineup': [{'player': {'id': 25627, 'name': 'Ayaka Yamashita'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 401926, 'name': 'Hana Takahashi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 15257, 'name': 'Saki Kumagai'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 25638, 'name': 'Moeka Minami'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 25624, 'name': 'Risa Shimizu'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 25608, 'name': 'Jun Endo'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 13}, {'player': {'id': 131653, 'name': 'Honoka Hayashi'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 299860, 'name': 'Fuka Nagano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 401932, 'name': 'Hinata Miyazawa'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 401929, 'name': 'Hikaru Naomoto'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 401930, 'name': 'Riko Ueki'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Japan Women's,1210,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,7c7d8b7b-f683-43fc-9837-2a31f9a1f513,2,,,3893822,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 49830, 'name': 'María Isabel Rodríguez Rivero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10165, 'name': 'Irene Paredes Hernandez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 50153, 'name': 'Rocío Gálvez Luna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 49836, 'name': 'Olga  Carmona García'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 49835, 'name': 'Teresa Abelleira Dueñas'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 15284, 'name': 'Aitana Bonmati Conca'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 10143, 'name': 'Alexia Putellas Segura'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 222682, 'name': 'Salma Paralluelo Ayingono'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 18}, {'player': {'id': 10161, 'name': 'María Francesca Caldentey Oliver'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 10151, 'name': 'Jennifer Hermoso Fuentes'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Spain Women's,863,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9c654410-1c98-466f-a479-0ede15da7c88,3,,,3893822,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,['1ac70beb-cef3-4460-9d2f-99b11c405511'],0,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1ac70beb-cef3-4460-9d2f-99b11c405511,4,,,3893822,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Japan Women's,1210,['9c654410-1c98-466f-a479-0ede15da7c88'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,298542ed-2e2d-4680-a7b7-8ed02a0156c8,2258,,,3893822,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Spain Women's,863,['967a2c0f-eb2a-4395-9ff3-8198b808c0e5'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,967a2c0f-eb2a-4395-9ff3-8198b808c0e5,2259,,,3893822,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,86,Spain Women's,863,['298542ed-2e2d-4680-a7b7-8ed02a0156c8'],0,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,2.793509,,,,,,,,,,,f59cbb22-6d8f-4732-acc7-2c027d4698ff,5,,"[61.0, 40.1]",3893822,0,,,,,3.0029528,,Right Foot,,,,"[26.6, 44.9]",,Ground Pass,,34.73327,,Ayaka Yamashita,25627.0,,,,,Kick Off,1,From Kick Off,Hinata Miyazawa,401932.0,Right Attacking Midfield,2,Japan Women's,1210,['a563ceba-3690-46e2-a24e-dda4e3374b36'],1,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:01.342,Pass,
,,,,,,,,,,,,,,,,,2.977857,,,,,,,,,,,765be7cb-65e5-433e-8c9e-55796ff9291a,8,,"[28.4, 44.4]",3893822,0,,,,,-0.37616533,,Left Foot,,,,"[84.1, 22.4]",,High Pass,,59.88731,Incomplete,Riko Ueki,401930.0,,,,,,1,From Kick Off,Ayaka Yamashita,25627.0,Goalkeeper,2,Japan Women's,1210,"['aefe9ae7-091e-4a87-9598-bad7c6452bf0', 'f62a842b-3a57-4c5e-9f4b-6dd1395c7e94']",5,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:05.932,Pass,
,,,,,,,,,,,,,,,,,1.293831,,,,,,,,,,,aefe9ae7-091e-4a87-9598-bad7c6452bf0,10,,"[36.0, 57.7]",3893822,0,,,,,-0.4636476,,Right Foot,,,,"[44.6, 53.4]",,Ground Pass,,9.615092,Incomplete,Teresa Abelleira Dueñas,49835.0,,,,,Recovery,1,From Kick Off,Ona Batlle Pascual,46639.0,Right Back,2,Japan Women's,1210,"['0c937faf-ae6e-45e1-885d-11f18b3e38b9', '43653dc8-094c-4d85-b021-531d74cf2132', '765be7cb-65e5-433e-8c9e-55796ff9291a']",8,,,,,,,,,,,,,,,,Spain Women's,863,00:00:08.909,Pass,
,,,,,,,,,,,,,,,,,3.354722,,,,,,,,,,,0c937faf-ae6e-45e1-885d-11f18b3e38b9,12,,"[75.5, 26.7]",3893822,0,,,,,-0.6192233,,Right Foot,,,,"[112.4, 0.4]",,High Pass,,45.313354,Out,Jun Endo,25608.0,,,,,Recovery,1,From Kick Off,Honoka Hayashi,131653.0,Right Defensive Midfield,2,Japan Women's,1210,"['aefe9ae7-091e-4a87-9598-bad7c6452bf0', 'fc08fd8a-28f7-407e-8fe5-e95b22d4a36f']",10,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:10.203,Pass,
,,,,,,,,,,,,,,,,,0.764968,,,,,,,,,,,1d18f1ae-cd3e-4090-92dd-2e6ab624c3fd,14,,"[11.2, 80.0]",3893822,0,,,,,-2.1199493,,,,,,"[3.0, 66.6]",,Low Pass,,15.709869,,Irene Paredes Hernandez,10165.0,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,3,Spain Women's,863,['c36bf5ec-5508-4ad5-a9b2-3898a2fcaeea'],22,,,,,,,,,,,,,,,,Spain Women's,863,00:00:22.421,Pass,
,,,,,,,,,,,,,,,,,2.296821,,,,,,,,,,,4f2e77ba-a951-4da1-b971-82a501870e37,16,,"[3.0, 66.6]",3893822,0,,,,,-0.47171196,,Right Foot,,,,"[27.7, 54.0]",,High Pass,,27.728144,,Alexia Putellas Segura,10143.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,3,Spain Women's,863,['c68c6d66-eebb-424b-b4c2-35ae5cafc432'],23,,,,,,,,,,,,,,,,Spain Women's,863,00:00:23.186,Pass,
,,,,,,,,,,,,,,,,,1.443515,,,,,,,,,,,75b5588c-d4a3-45aa-bb37-5898d9b53bb0,20,,"[85.5, 31.0]",3893822,0,,,,,-1.2985103,,Left Foot,,,,"[94.1, 0.2]",,Low Pass,,31.978117,Out,Jun Endo,25608.0,,,,,Recovery,1,From Throw In,Hinata Miyazawa,401932.0,Right Attacking Midfield,3,Spain Women's,863,['14b6c493-ffef-4d5f-9935-2538da3822db'],27,,,,,,,,,,,,,,,,Japan Women's,1210,00:00:27.554,Pass,
,,,,,,,,,,,,,,,,,1.272217,,,,,,,,,,,2d75fe22-3e89-441d-a3b7-4d3264956de4,22,,"[27.5, 80.0]",3893822,0,,,,,-2.2822554,,,,,,"[15.0, 65.5]",,Low Pass,,19.14419,,Irene Paredes Hernandez,10165.0,,,,,Throw-in,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,['51728fab-d3e4-4ad3-abfd-c30094cc3864'],37,,,,,,,,,,,,,,,,Spain Women's,863,00:00:37.227,Pass,
,,,,,,,,,,,,,,,,,2.235837,,,,,,,,,,,cb038296-dff0-4e7a-847d-49bd81e3f45e,26,,"[15.7, 64.8]",3893822,0,,,,,-1.7938727,,Left Foot,,,,"[10.8, 43.2]",,Ground Pass,,22.148815,,María Isabel Rodríguez Rivero,49830.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['dd3be2bd-f28a-4ddb-bb2f-05c91dc3ae80'],39,,,,,,,,,,,,,,,,Spain Women's,863,00:00:39.836,Pass,
,,,,,,,,,,,,,,,,,1.744777,,,,,,,,,,,4fb8d860-2fb5-40f0-8e37-52534ac01450,30,,"[8.6, 40.5]",3893822,0,,,,,-1.0833951,,Left Foot,,,,"[18.3, 22.2]",,Ground Pass,,20.711832,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,María Isabel Rodríguez Rivero,49830.0,Goalkeeper,4,Spain Women's,863,['fc125657-887c-4d5a-ab86-ade595d19006'],43,,,,,,,,,,,,,,,,Spain Women's,863,00:00:43.193,Pass,
,,,,,,,,,,,,,,,,,1.552498,,,,,,,,,,,e1f44172-cd47-4236-b52c-7ce2507ca5a9,33,,"[41.9, 20.7]",3893822,0,,,,,2.4162316,,Right Foot,,,,"[32.2, 29.3]",,Ground Pass,,12.96341,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['6a43ba71-f9db-4fb1-8ddb-42c1ae8fe0f8'],52,,,,,,,,,,,,,,,,Spain Women's,863,00:00:52.612,Pass,
,,,,,,,,,,,,,,,,,1.593369,,,,,,,,,,,dd9eea85-3800-40ea-8ae6-159c5e636d38,36,,"[37.1, 37.9]",3893822,0,,,,,-1.5867524,,Right Foot,,,,"[36.8, 19.1]",,Ground Pass,,18.802393,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['29b5a5e2-e5f4-498d-81ad-fc4f8963a8cb'],56,,,,,,,,,,,,,,,,Spain Women's,863,00:00:56.795,Pass,
,,,,,,,,,,,,,,,,,1.697648,,,,,,,,,,,9b769c4a-d2ac-4d64-82d8-fe7c197430d1,39,,"[43.6, 17.4]",3893822,0,,,,,-0.66711235,,Right Foot,,,,"[62.9, 2.2]",,Ground Pass,,24.566847,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['1f8971a8-db27-4ed8-ba95-74cc38bf9ab1'],59,,,,,,,,,,,,,,,,Spain Women's,863,00:00:59.731,Pass,
,,,,,,,,,,,,,,,,,0.888232,,,,,,,,,,,5e4d5886-b882-4b96-a46e-a2707e4e29f2,43,,"[62.7, 5.7]",3893822,1,,,,,1.54611,,Right Foot,,,,"[62.9, 13.8]",,Ground Pass,,8.1024685,,María Francesca Caldentey Oliver,10161.0,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,4,Spain Women's,863,['8d06eccc-916a-4b35-84bc-f2b30d45aa50'],3,,,,,,,,,,,,,,,,Spain Women's,863,00:01:03.522,Pass,
