50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.631046,,,,,,,,,,,e9666c1d-fb90-43cd-9a98-6f93eb4d618d,46,,"[61.9, 14.3]",3893822,1,,,,,2.176797,,Right Foot,,,,"[46.1, 37.1]",,Ground Pass,,27.739502,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,María Francesca Caldentey Oliver,10161.0,Left Wing,4,Spain Women's,863,['e61157ab-338a-4c7f-a0ed-59b86eb611b5'],6,,,,,,,,,,,,,,,,Spain Women's,863,00:01:06.656,Pass,
,,,,,,,,,,,,,,,,,1.460379,,,,,,,,,,,4074b564-aa5c-476f-a331-67ed29757137,50,,"[46.5, 41.2]",3893822,1,,,,,1.0710709,,Right Foot,,,,"[56.6, 59.7]",,Ground Pass,,21.077477,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,"['5b436861-f76c-4f9c-908e-52c50b33df68', 'c79d0427-274b-47e4-ba51-c75b27d3230e']",9,,,,,,,,,,,,,,,,Spain Women's,863,00:01:09.539,Pass,True
,,,,,,,,,,,,,,,,,0.963858,,,,,,,,,,,40295dfe-b1a4-4247-a5bc-e77c76d4dc0d,53,,"[57.4, 66.4]",3893822,1,,,,,-0.14659186,,Right Foot,,,,"[72.3, 64.2]",,Ground Pass,,15.061541,,Aitana Bonmati Conca,15284.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,['5db8c2de-eeea-4f8f-b367-965a0a0c6f96'],11,,,,,,,,,,,,,,,,Spain Women's,863,00:01:11.812,Pass,
,,,,,,,,,,,,,,,,,1.509747,,,,,,,,,,,66958b68-4d9c-4768-be6c-532842ff811e,57,,"[68.6, 54.2]",3893822,1,,,,,-2.0807683,,Right Foot,,,,"[55.4, 30.6]",,Ground Pass,,27.04071,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,4,Spain Women's,863,['0f79468f-0c4c-4c5c-a7bb-320da155d1f1'],15,,,,,,,,,,,,,,,,Spain Women's,863,00:01:15.921,Pass,
,,,,,,,,,,,,,,,,,1.093064,,,,,,,,,,,4844f19e-f9cc-4316-93a4-6374c9a4d303,60,,"[76.1, 22.7]",3893822,1,,,,,-1.17762,,Right Foot,,,,"[83.4, 5.1]",,Ground Pass,,19.053871,,María Francesca Caldentey Oliver,10161.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['25aabf8b-787b-4916-b235-d193864803f0'],21,,,,,,,,,,,,,,,,Spain Women's,863,00:01:21.959,Pass,
,,,,,,,,,,,,,,,,,0.990995,,,,,,,,,,,13688a28-477f-4c6c-88c3-5a39ea86f5a9,63,,"[87.0, 5.7]",3893822,1,,,,,1.8248041,,Right Foot,,,,"[84.3, 16.1]",,Low Pass,,10.744766,,Jennifer Hermoso Fuentes,10151.0,,,,,,1,From Throw In,María Francesca Caldentey Oliver,10161.0,Left Wing,4,Spain Women's,863,['a14dece3-43cb-48b6-a1ff-ccfe760cf094'],24,,,,,,,,,,,,,,,,Spain Women's,863,00:01:24.147,Pass,
,,,,,,,,,,,,,,,,,0.841625,,,,,,,,,,,d9b7e7d9-1daf-4270-bc69-73a78feda69d,66,,"[84.7, 15.2]",3893822,1,,,,,-1.9648842,,Left Foot,,,,"[80.5, 5.1]",,Ground Pass,,10.938464,,María Francesca Caldentey Oliver,10161.0,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Forward,4,Spain Women's,863,['facd5da9-7f78-4d55-8ee5-08eaff4a72ef'],26,,,,,,,,,,,,,,,,Spain Women's,863,00:01:26.055,Pass,
,,,,,,,,,,,,,,,,,0.245313,,,,,,,,,,,65c93572-b027-4cf1-bc86-065240152e68,73,,"[51.3, 60.5]",3893822,1,,,,,1.8788491,,Right Foot,,,,"[50.6, 62.7]",,Ground Pass,,2.3086793,Incomplete,Hinata Miyazawa,401932.0,,,,,Recovery,1,From Throw In,Riko Ueki,401930.0,Center Forward,4,Spain Women's,863,"['021b3fa7-7562-4511-b5b2-110d3c89248b', '24cf0e7f-2d41-4480-9a12-007013fb005a', '33ae72e3-7fec-4de3-88af-e55d4ee70b98']",29,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:29.710,Pass,True
,,,,,,,,,,,,,,,,,1.050652,,,,,,,,,,,06b90611-cc11-49ae-af50-278a9e6e1052,79,,"[54.1, 66.5]",3893822,1,,,,,0.8889228,,Right Foot,,,,"[61.0, 75.0]",,Ground Pass,,10.948059,,Hinata Miyazawa,401932.0,,,,,,1,From Throw In,Riko Ueki,401930.0,Center Forward,4,Spain Women's,863,['e9c900d4-81f5-41af-96df-4d14b73c053b'],31,,,,,,,,,,,,,,,,Japan Women's,1210,00:01:31.685,Pass,
,,,,,,,,,,,,,,,,,0.846825,,,,,,,,,,,eabf8025-112e-4395-b626-97132fcf540a,88,,"[63.5, 1.8]",3893822,1,,,,,3.0648208,,Right Foot,,,,"[50.5, 2.8]",,Ground Pass,,13.038404,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Forward,4,Spain Women's,863,['8a67b1b7-21e5-4154-ae6b-d4bac7c93b63'],38,,,,,,,,,,,,,,,,Spain Women's,863,00:01:38.317,Pass,
,,,,,,,,,,,,,,,,,1.193369,,,,,,,,,,,2ebcd5eb-83e6-4ca2-a3a9-890ea04a3ed8,91,,"[48.3, 2.0]",3893822,1,,,,,2.333642,,Left Foot,,,,"[35.3, 15.6]",,Ground Pass,,18.813826,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,Olga  Carmona García,49836.0,Left Back,4,Spain Women's,863,['37f7db28-d8ab-4c23-934b-236839c1d01a'],40,,,,,,,,,,,,,,,,Spain Women's,863,00:01:40.500,Pass,
,,,,,,,,,,,,,,,,,1.183925,,,,,,,,,,,e438bb4c-e1e3-4f0f-a0be-45d11feb90ab,94,,"[37.5, 16.3]",3893822,1,,,,,1.4439096,,Right Foot,,,,"[40.6, 40.6]",,Ground Pass,,24.496939,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['6e5cf055-5adf-4607-a39a-7af031535ee3'],42,,,,,,,,,,,,,,,,Spain Women's,863,00:01:42.547,Pass,
,,,,,,,,,,,,,,,,,1.227571,,,,,,,,,,,ff484637-a3f4-4f8e-bcaf-4d299fd83d3e,98,,"[56.2, 50.7]",3893822,1,,,,,1.1967955,,Left Foot,,,,"[63.5, 69.3]",,Ground Pass,,19.981241,,Ona Batlle Pascual,46639.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,"['0f05ffb7-e8a8-4e87-aeca-20d94e870914', 'e937adeb-6139-45bd-b899-8cf8d493c4ef']",47,,,,,,,,,,,,,,,,Spain Women's,863,00:01:47.589,Pass,True
,,,,,,,,,,,,,,,,,0.967091,,,,,,,,,,,9f3f270d-99b6-4be1-b410-7a9990851209,102,,"[69.7, 61.7]",3893822,1,,,,,-1.9756881,,Right Foot,,,,"[63.1, 46.3]",,Ground Pass,,16.754702,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Throw In,Ona Batlle Pascual,46639.0,Right Back,4,Spain Women's,863,"['35882ed7-6729-4699-b911-78fcd0efc18c', 'c504ec80-a912-4281-9b61-55cf8a2c631d']",52,,,,,,,,,,,,,,,,Spain Women's,863,00:01:52.184,Pass,True
,,,,,,,,,,,,,,,,,1.188071,,,,,,,,,,,e076f3d2-4eb4-4d95-a213-ab9bf981c7bc,106,,"[62.4, 42.1]",3893822,1,,,,,-2.15371,,Right Foot,,,,"[56.4, 33.0]",,Ground Pass,,10.9,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Spain Women's,863,"['0f578f23-7313-4754-8462-7d099718eeea', '1bda7fbf-d137-4155-98c7-7571a350279d']",53,,,,,,,,,,,,,,,,Spain Women's,863,00:01:53.511,Pass,True
,,,,,,,,,,,,,,,,,1.301074,,,,,,,,,,,8081daf4-5f78-4920-9df1-b4e1cd70c066,109,,"[57.1, 26.9]",3893822,1,,,,,-0.8787814,,Right Foot,,,,"[72.1, 8.8]",,Ground Pass,,23.507658,,María Francesca Caldentey Oliver,10161.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['9fcd2087-5f6d-4f87-9f7b-65a340436743'],56,,,,,,,,,,,,,,,,Spain Women's,863,00:01:56.329,Pass,
,,,,,,,,,,,,,,,,,1.75799,,,,,,,,,,,bece25e4-a0ab-4875-b3e2-7e2b43b08aea,112,,"[73.9, 8.5]",3893822,1,,,,,2.7560256,,Right Foot,,,,"[56.9, 15.4]",,Ground Pass,,18.346935,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,María Francesca Caldentey Oliver,10161.0,Left Wing,4,Spain Women's,863,['46508763-36f9-4a4e-9a07-373afc6cfa59'],57,,,,,,,,,,,,,,,,Spain Women's,863,00:01:57.670,Pass,
,,,,,,,,,,,,,,,,,0.970961,,,,,,,,,,,5ce70738-7e2b-4de9-b865-a238d7dd180c,115,,"[56.7, 15.6]",3893822,2,,,,,0.8483072,,Right Foot,,,,"[68.6, 29.1]",,Ground Pass,,17.99611,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['1bc06762-ad7f-4d34-a366-b663a9cdbc6d'],0,,,,,,,,,,,,,,,,Spain Women's,863,00:02:00.322,Pass,
,,,,,,,,,,,,,,,,,1.528688,,,,,,,,,,,6458c9b4-af37-457c-9922-ab5b1d7f7bb8,118,,"[68.8, 28.7]",3893822,2,,,,,-2.9034789,,Left Foot,,,,"[58.5, 26.2]",,Ground Pass,,10.599056,,Rocío Gálvez Luna,50153.0,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Spain Women's,863,['9f5770f6-30c0-427d-8bb7-9339f55ad1a7'],1,,,,,,,,,,,,,,,,Spain Women's,863,00:02:01.333,Pass,
,,,,,,,,,,,,,,,,,1.30032,,,,,,,,,,,1c1e15ac-e8cb-4420-b39c-9b834793e616,120,,"[58.5, 26.2]",3893822,2,,,,,1.5372893,,Right Foot,,,,"[59.1, 44.1]",,Ground Pass,,17.910053,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Rocío Gálvez Luna,50153.0,Left Center Back,4,Spain Women's,863,['eef00332-f3ff-4791-a35c-abe26456a3c4'],2,,,,,,,,,,,,,,,,Spain Women's,863,00:02:02.861,Pass,
,,,,,,,,,,,,,,,,,0.865896,,,,,,,,,,,e30e230d-d9fc-4663-85b7-2aee3b4516d9,123,,"[63.8, 46.3]",3893822,2,,,,,-0.4454678,,Right Foot,,,,"[86.0, 35.7]",,Ground Pass,,24.600813,,Jennifer Hermoso Fuentes,10151.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,4,Spain Women's,863,['33c697bc-5472-4ec9-a83a-927711f01c32'],5,,,,,,,,,,,,,,,,Spain Women's,863,00:02:05.284,Pass,
,,,,,,,,,,,,,,,,,1.736802,,,,,,,,,,,e3d675cd-1572-4223-821a-33a75dea601c,126,,"[86.0, 35.7]",3893822,2,,,,,-2.4578834,,Right Foot,,,,"[75.2, 26.9]",,High Pass,,13.93126,,Teresa Abelleira Dueñas,49835.0,,,,,,1,From Throw In,Jennifer Hermoso Fuentes,10151.0,Center Forward,4,Spain Women's,863,['86980938-d87a-4329-bec9-446888d43b01'],6,,,,,,,,,,,,,,,,Spain Women's,863,00:02:06.190,Pass,
,,,,,,,,,,,,,,,,,2.305615,,,,,,,,,,,bbddae9b-214d-4b0f-ad55-29beccdd247c,129,,"[75.2, 26.7]",3893822,2,,,,,-1.5525335,,Right Foot,,,,"[75.6, 4.8]",,Ground Pass,,21.903652,,Olga  Carmona García,49836.0,,,,,,1,From Throw In,Teresa Abelleira Dueñas,49835.0,Center Defensive Midfield,4,Spain Women's,863,['90eb42e1-d13e-4711-8981-467115723fea'],9,,,,,,,,,,,,,,,,Spain Women's,863,00:02:09.075,Pass,
