50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d0bf71d-ec00-408c-9403-6a35e9070184,44,,,"[36.2, 51.3]",3893829,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['86edf14b-7abd-49cb-980d-185cafa0e472'],52,,,,,,,,,,,,,,,,,,France Women's,861,00:02:52.720,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85e409fc-a2e3-4168-902a-c0be4c4593ac,47,,,"[50.1, 20.7]",3893829,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Estelle Cascarino,31783.0,Left Back,7,France Women's,861,['59b79784-c33f-4bb4-930a-e36bae54796c'],56,,,,,,,,,,,,,,,,,,France Women's,861,00:02:56.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f086b82d-9304-465b-8045-f1967b56ab3d,50,,,"[66.6, 5.7]",3893829,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Midfield,7,France Women's,861,['5d3c59a3-f4ab-4cdb-8b39-b1e74595c20b'],58,,,,,,,,,,,,,,,,,,France Women's,861,00:02:58.626,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23a2ed20-1e2c-4f13-b977-7e7acb56b7c1,53,,,"[79.4, 9.8]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clara Mateo,31636.0,Center Attacking Midfield,7,France Women's,861,['66814d49-41ab-4b8a-82f9-797734d76750'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:03:00.281,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd34bc3e-29b4-440e-aec8-db80438e14c9,60,,,"[81.3, 68.4]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emily Masiel Cedeño Coba,402788.0,Right Midfield,7,France Women's,861,['d639416a-7d6c-4f3d-a467-db29eb410c68'],5,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:03:05.187,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90e2c520-ba6b-4a2a-9b6c-847e5b511e86,64,,,"[22.9, 27.8]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['b08c78c2-f59a-4be1-b317-8224e66fe653'],8,,,,,,,,,,,,,,,,,,France Women's,861,00:03:08.769,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f114d7bf-ad90-469a-9002-06c8edb91d74,67,,,"[37.9, 40.0]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Left Defensive Midfield,7,France Women's,861,['6ecbea73-0b34-4b3f-9d1e-20d10d68fd6e'],11,,,,,,,,,,,,,,,,,,France Women's,861,00:03:11.055,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4c211bb5-2c8a-412e-959f-b38ac3ae595f,71,,,"[27.4, 27.8]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,7,France Women's,861,['f7afa59f-fb40-49a2-9674-f2ff418a715e'],13,,,,,,,,,,,,,,,,,,France Women's,861,00:03:13.259,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9e73302-a214-454a-a3d9-13cf07f834a4,74,,,"[40.0, 53.0]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,7,France Women's,861,['3981dd5b-c4be-48eb-b657-17b0db9ed875'],19,,,,,,,,,,,,,,,,,,France Women's,861,00:03:19.009,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3eeca6e3-f1bb-49d0-b205-0be6f399bd18,77,,,"[102.9, 76.7]",3893829,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Vicki Becho,49233.0,Right Midfield,7,France Women's,861,['e4e5d57c-dc7d-417f-a462-b3f32fd557ae'],27,,,,,,,,,,,,,,,,,,France Women's,861,00:03:27.088,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09ab893d-b0d9-49fc-b019-96066107e59b,82,,,"[106.1, 66.5]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,9,France Women's,861,['252db296-e471-4757-a992-ef5bd99c3ffc'],10,,,,,,,,,,,,,,,,,,France Women's,861,00:04:10.297,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10c9ed39-838d-4e52-9975-d939a0098bb0,85,,,"[109.3, 45.5]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clara Mateo,31636.0,Center Attacking Midfield,9,France Women's,861,['43089f3d-501e-478b-bb5a-3960a5bbc923'],12,,,,,,,,,,,,,,,,,,France Women's,861,00:04:12.346,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f6ffea7-19f0-4514-bfa3-36ba586eff15,95,,,"[81.8, 58.3]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Left Defensive Midfield,9,France Women's,861,['5414c109-16de-4043-a313-695e5421c913'],22,,,,,,,,,,,,,,,,,,France Women's,861,00:04:22.407,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72f815ea-26d2-49aa-b381-b623ae18f467,98,,,"[92.7, 55.6]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,9,France Women's,861,['f981129f-d390-4875-921c-e3c08203c2fd'],23,,,,,,,,,,,,,,,,,,France Women's,861,00:04:23.905,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44c51326-cd30-43ff-a116-8d381f276b32,101,,,"[92.2, 50.2]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clara Mateo,31636.0,Center Attacking Midfield,9,France Women's,861,['498be70d-9904-4546-9e56-8a3f5872d224'],24,,,,,,,,,,,,,,,,,,France Women's,861,00:04:24.982,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb96ed93-8127-49b4-94ed-39a70084c671,104,,,"[112.3, 53.4]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kadidiatou Diani,10137.0,Center Forward,9,France Women's,861,['2b0535d5-f32c-40cd-9537-31adab1cdecf'],25,,,,,,,,,,,,,,,,,,France Women's,861,00:04:25.666,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78bf650e-f7ba-4171-a53f-469521d8a9f6,110,,,"[45.6, 52.8]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Aldrith Ivana Quintero Humphries,359388.0,Right Center Midfield,10,Panama Women's,16803,['53fece7c-d011-4647-a45d-011960c85743'],56,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:04:56.077,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddb0d97a-f94e-4c47-9136-5905f44ae487,113,,,"[62.3, 47.0]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marta Alexandra Cox Villarreal,361339.0,Center Forward,10,Panama Women's,16803,['e4709877-90fc-4b5b-9f8b-40ff9d283898'],57,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:04:57.008,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3c1a97b-a6c0-424c-85ad-c0a6d037b705,115,,,"[86.9, 41.7]",3893829,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Kadidiatou Diani,10137.0,Center Forward,10,Panama Women's,16803,['d52f4618-c793-4cad-bda7-4b0a9ba39af5'],59,,,,,,,,,,,,,,,,,,France Women's,861,00:04:59.737,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0bb3c8b-39fa-41c7-adff-872bd8c685ff,119,,,"[91.8, 61.8]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vicki Becho,49233.0,Right Midfield,11,France Women's,861,['7eb976b6-98d5-4035-86e8-ecd86ea27cef'],3,,,,,,,,,,,,,,,,,,France Women's,861,00:05:03.228,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea45abac-e9fd-4081-ab87-dd5618beae7d,122,,,"[108.5, 45.9]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kadidiatou Diani,10137.0,Center Forward,11,France Women's,861,['3b1a551f-b585-461e-a4ca-9c1a5559399b'],6,,,,,,,,,,,,,,,,,,France Women's,861,00:05:06.389,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2adc7355-b08e-4b4a-ba17-a15bbc5c3e43,132,,,"[96.1, 37.8]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Onema Grace Geyoro,10272.0,Left Defensive Midfield,11,France Women's,861,['35cb17fd-2809-4af5-8b84-fa13a3565cd0'],11,,,,,,,,,,,,,,,,,,France Women's,861,00:05:11.778,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115fd632-571b-488c-b210-a88714ac9339,136,,,"[88.0, 20.3]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Estelle Cascarino,31783.0,Left Back,11,France Women's,861,['1c7fe31d-2f52-451d-a2fa-5e2107482b0e'],13,,,,,,,,,,,,,,,,,,France Women's,861,00:05:13.756,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb5777de-a829-4063-9743-3f0c5031bd9c,139,,,"[98.2, 14.1]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Selma Bacha,15471.0,Left Midfield,11,France Women's,861,['aa13b5a1-5dfc-4c91-b602-09b45cf6730e'],15,,,,,,,,,,,,,,,,,,France Women's,861,00:05:15.829,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9255eb13-c999-47fb-98c9-f3240a882788,142,,,"[105.9, 15.4]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clara Mateo,31636.0,Center Attacking Midfield,11,France Women's,861,['3cd4fc93-811c-44df-8ead-2338b5d989e5'],19,,,,,,,,,,,,,,,,,,France Women's,861,00:05:19.609,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8de37705-a0f4-4974-b34c-54fafc103898,151,,,"[38.8, 73.9]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marta Alexandra Cox Villarreal,361339.0,Center Forward,11,France Women's,861,['bf47d77b-d984-4a15-9f89-f5d32950b90f'],24,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:05:24.926,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99ecb61e-8aa0-4161-9909-4f5a0c0d6ce4,161,,,"[72.4, 74.8]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emily Masiel Cedeño Coba,402788.0,Right Midfield,12,Panama Women's,16803,['5d1a57f8-979e-42f2-b857-36b02f29e6c5'],51,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:05:51.620,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e6ef3885-6ddc-42ce-80c5-50a0ae551916,167,,,"[70.6, 14.7]",3893829,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clara Mateo,31636.0,Center Attacking Midfield,12,Panama Women's,16803,['766c6eef-8c68-482f-9001-074b0fa6813f'],56,,,,,,,,,,,,,,,,,,France Women's,861,00:05:56.900,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d6c43f7-23d3-44fb-9064-a81f82dcfed5,174,,,"[87.8, 71.6]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Emily Masiel Cedeño Coba,402788.0,Right Midfield,12,Panama Women's,16803,['20a6b67f-ee46-4db2-a3fb-e23d8ad21649'],6,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:06:06.289,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e5ca947-c60d-4dba-88be-2a6d1ec79bf5,177,,,"[3.7, 22.6]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pauline Peyraud Magnin,15615.0,Goalkeeper,13,France Women's,861,"['14f70a93-4d3f-449f-8c95-2cbade4ecee0', 'f2d8fc4f-7b3b-41ce-82a7-9f3238dfdbe6']",7,,,,,,,,,,,,,,,,,,France Women's,861,00:06:07.798,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc9de2f6-40aa-431d-9970-b4bef64d7537,179,,,"[45.8, 25.6]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kadidiatou Diani,10137.0,Center Forward,13,France Women's,861,['f52f26d6-2bde-4243-bfc7-a3537960ab94'],10,,,,,,,,,,,,,,,,,,France Women's,861,00:06:10.982,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bdfb080-eaa5-4a8d-ab65-531e2242cd3f,181,,,"[81.1, 41.9]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riley Tanner Rintala,395287.0,Left Midfield,13,France Women's,861,['13a8709c-9c65-4e76-81c6-474212e43581'],11,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:06:11.892,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7850acd8-f9ee-4af1-8479-7afb1828b827,184,,,"[45.8, 37.2]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clara Mateo,31636.0,Center Attacking Midfield,13,France Women's,861,['de0598a9-4eda-4388-8d3b-aa39fde2190c'],13,,,,,,,,,,,,,,,,,,France Women's,861,00:06:13.025,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ac6b8da-5edb-468d-8882-2fec27693269,187,,,"[88.0, 75.7]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vicki Becho,49233.0,Right Midfield,13,France Women's,861,['cafb4713-9b57-40d4-9027-768b5c35a1d6'],17,,,,,,,,,,,,,,,,,,France Women's,861,00:06:17.966,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a4f6ed6-9bd3-4fb0-bcd4-db5ae643fbd1,193,,,"[105.9, 46.6]",3893829,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kadidiatou Diani,10137.0,Center Forward,13,France Women's,861,['7c9b52ed-f8a6-42da-95bb-76a64ef11765'],22,,,,,,,,,,,,,,,,,,France Women's,861,00:06:22.006,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e00ee54-38f7-4691-b8ef-a8831930ce1a,205,,,"[74.5, 19.6]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Selma Bacha,15471.0,Left Midfield,14,Panama Women's,16803,['48da2708-e760-4e95-b541-bd103e045612'],3,,,,,,,,,,,,,,,,,,France Women's,861,00:07:03.232,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a56b5a7b-e70c-4526-b9c0-ee42b870b630,212,,,"[52.5, 75.0]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Emily Masiel Cedeño Coba,402788.0,Right Midfield,14,Panama Women's,16803,['c7d9600a-e319-4b93-9a38-27940baab736'],8,,,,,,,,,,,,,,,,,,Panama Women's,16803,00:07:08.449,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2904f8f-0c98-47da-a9e2-b81c8a28a678,214,,,"[56.3, 20.3]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,15,France Women's,861,['57ce0915-8ef9-4973-9016-f747e6b65784'],15,,,,,,,,,,,,,,,,,,France Women's,861,00:07:15.828,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31ada6df-f1b3-41e7-bc9b-44d6fb6d0856,216,,,"[54.4, 50.2]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,15,France Women's,861,['87e23cc1-2181-440d-a871-2cabd343b502'],19,,,,,,,,,,,,,,,,,,France Women's,861,00:07:19.502,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cb6cb4e-8cf0-4294-902a-5f04023cbe05,219,,,"[70.4, 76.5]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eve Perisset,10418.0,Right Back,15,France Women's,861,['5e22042b-780a-4f03-94c9-5fb96a3d2e7b'],22,,,,,,,,,,,,,,,,,,France Women's,861,00:07:22.801,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b012dfc6-44fb-4bb5-9ad6-24fedef9e414,222,,,"[54.8, 66.5]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,15,France Women's,861,['8c5068b9-82dd-4bb5-b7d4-9fab912e48cb'],25,,,,,,,,,,,,,,,,,,France Women's,861,00:07:25.657,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d429779a-fab0-47c7-897a-f007fcbc2402,225,,,"[46.7, 30.8]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Elisa De Almeida,30969.0,Left Center Back,15,France Women's,861,['9df2ada8-3dfe-45bf-a0dd-09acb82fc2f3'],28,,,,,,,,,,,,,,,,,,France Women's,861,00:07:28.199,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9640c6ce-b530-41b2-9654-6773bdad13f6,228,,,"[76.4, 6.8]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Estelle Cascarino,31783.0,Left Back,15,France Women's,861,['1aa1ffda-476e-4ff5-832b-194487c3bd1c'],32,,,,,,,,,,,,,,,,,,France Women's,861,00:07:32.819,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b616d79-86ae-41ce-a088-3a8cc81c0a5b,232,,,"[34.7, 39.7]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pauline Peyraud Magnin,15615.0,Goalkeeper,15,France Women's,861,['4c9a3e00-4010-4645-baf4-2da0ec6037a0'],40,,,,,,,,,,,,,,,,,,France Women's,861,00:07:40.145,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a15098ff-2bfd-4600-8d84-b4ed5747f509,235,,,"[43.2, 59.0]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,15,France Women's,861,['8f538e9c-44e5-4000-8c2f-a822ac98a250'],41,,,,,,,,,,,,,,,,,,France Women's,861,00:07:41.731,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7946e20-e470-4d2f-ba51-fb374c6def1d,238,,,"[58.0, 59.4]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Onema Grace Geyoro,10272.0,Left Defensive Midfield,15,France Women's,861,['92310422-cbf4-49d0-bf66-c8606ddf7589'],43,,,,,,,,,,,,,,,,,,France Women's,861,00:07:43.801,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca7204b5-a1cb-45cd-b13b-76781b894698,242,,,"[46.5, 56.4]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Maëlle Lakrar,31784.0,Right Center Back,15,France Women's,861,['0956c992-3221-4e42-bc4b-b3817498573e'],46,,,,,,,,,,,,,,,,,,France Women's,861,00:07:46.688,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514c5b3-4544-4ef6-adf9-69d29039ff4c,245,,,"[54.8, 40.0]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Léa Le Garrec,31529.0,Right Defensive Midfield,15,France Women's,861,['652d05bf-aab1-44b0-b53d-3770c7269e09'],49,,,,,,,,,,,,,,,,,,France Women's,861,00:07:49.175,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707bf921-a469-4ec3-b26f-1a3e345b9e1d,248,,,"[102.5, 8.1]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Estelle Cascarino,31783.0,Left Back,15,France Women's,861,['3fc96e43-4f68-43a9-87a5-ddc4bcc422de'],53,,,,,,,,,,,,,,,,,,France Women's,861,00:07:53.604,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbe8ada5-b43f-4caa-87ad-54ddd743caec,252,,,"[97.6, 19.6]",3893829,7,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Midfield,15,France Women's,861,"['6a27c67e-788f-4116-bf2d-f1c7d8a1df3f', '92554eab-e412-44ba-8fbf-fbed9ee118e4']",55,,,,,,,,,,,,,,,,,,France Women's,861,00:07:55.791,Ball Receipt*,True
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e226750c-f4d8-4042-8bbd-dd001ea53ff0,257,,,"[107.0, 43.8]",3893829,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Vicki Becho,49233.0,Right Midfield,16,France Women's,861,['1035df12-40ce-4271-89f3-a6cd094694e4'],47,,,,,,,,,,,,,,,,,,France Women's,861,00:08:47.849,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73c2fdea-bf32-49b8-8930-fd1760eb2c8d,260,,,"[104.2, 32.0]",3893829,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Maëlle Lakrar,31784.0,Right Center Back,16,France Women's,861,['e93e8276-8f89-4ed6-8d76-687e2e2f839d'],51,,,,,,,,,,,,,,,,,,France Women's,861,00:08:51.596,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d53ee6b1-fef9-41b5-a373-e2d18ad5919b,264,,,"[92.9, 31.8]",3893829,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clara Mateo,31636.0,Center Attacking Midfield,16,France Women's,861,"['640812d5-a9d7-40fb-b46a-ee13dad297e1', 'e7dc02f1-0534-4460-a0c8-c304d57ed778']",52,,,,,,,,,,,,,,,,,,France Women's,861,00:08:52.648,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74cb8e4c-88ad-49ba-ae9a-064485174af9,269,,,"[88.9, 40.8]",3893829,8,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Léa Le Garrec,31529.0,Right Defensive Midfield,16,France Women's,861,['0664b944-29a2-4123-a379-7ce4c247883e'],55,,,,,,,,,,,,,,,,,,France Women's,861,00:08:55.028,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56510abe-8c59-4e49-a691-239343f8dcfe,280,,,"[85.8, 10.0]",3893829,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clara Mateo,31636.0,Center Attacking Midfield,16,France Women's,861,['a45b0b19-180f-4429-acbe-2579005dd458'],9,,,,,,,,,,,,,,,,,,France Women's,861,00:09:09.056,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7f4fb11-6711-405d-99c1-f08b49d2db7c,283,,,"[91.2, 6.2]",3893829,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Estelle Cascarino,31783.0,Left Back,16,France Women's,861,['5a6a3001-f65d-45b1-a8ad-e16743329dce'],10,,,,,,,,,,,,,,,,,,France Women's,861,00:09:10.418,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a0c284a-ab8a-4dfd-b849-1f070bdadd0f,286,,,"[110.8, 40.8]",3893829,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Clara Mateo,31636.0,Center Attacking Midfield,16,France Women's,861,['cf76904c-d00a-49d2-b823-a3e650e0a94d'],14,,,,,,,,,,,,,,,,,,France Women's,861,00:09:14.630,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8dfe9e40-73ae-48c4-b683-0c10ee3a455a,289,,,"[105.9, 41.1]",3893829,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Maëlle Lakrar,31784.0,Right Center Back,17,France Women's,861,['7a098706-8c60-4ae4-8cd4-0a14d19b7d6f'],46,,,,,,,,,,,,,,,,,,France Women's,861,00:09:46.256,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e4dd5f2-48e5-4bdb-88cb-9a7fd2120edf,307,,,"[93.3, 13.9]",3893829,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Clara Mateo,31636.0,Center Attacking Midfield,17,France Women's,861,['2afc48f0-3502-460a-822f-ab52ad06c446'],58,,,,,,,,,,,,,,,,,,France Women's,861,00:09:58.840,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd7c81f4-40e0-44cd-837e-af77e4afd15e,310,,,"[105.3, 7.4]",3893829,10,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Selma Bacha,15471.0,Left Midfield,17,France Women's,861,['c77d3870-893f-457e-aaa8-db3946fd1732'],0,,,,,,,,,,,,,,,,,,France Women's,861,00:10:00.589,Ball Receipt*,
